milliseconds,H,T
0,0.5999091178779133,9.971381542415136e-05
100,0.5985923723642482,9.973890889443075e-05
200,0.5980113870695398,0.00010304304226230666
300,0.5963944929247191,0.00010192643494759347
400,0.5948016499632454,0.00010393760900901976
500,0.5945967294189654,0.00010462638332971297
600,0.5936028736298222,0.00010711104553033841
700,0.5915419967957206,0.00010860159554936632
800,0.5914498019841032,0.00010896685812901935
900,0.5897343290201034,0.00010950602212938443
1000,0.5887585929065312,0.00011207309680907548
1100,0.5876457161774481,0.00011262564690667569
1200,0.5862661487188985,0.0001129281323282144
1300,0.585637727092534,0.0001156170553024755
1400,0.5841677614885011,0.00011592708125289184
1500,0.5838736559264063,0.00011695633767661723
1600,0.5831059035147244,0.00011867882083222545
1700,0.5814166307138344,0.00012009309415242109
1800,0.5811035039502487,0.00012258963740729303
1900,0.5793110116538809,0.00012245459702296067
2000,0.5784140302059074,0.00012421864943309096
2100,0.5778626311693119,0.00012553726887466242
2200,0.5771179967361002,0.00012743913281443994
2300,0.5759690326804231,0.00012881215686047785
2400,0.5760371505538698,0.00013046735389799153
2500,0.5746078315094529,0.00013284912477323996
2600,0.574134552077267,0.00013503969255938914
2700,0.5722616551926684,0.00013711215872566445
2800,0.5718837894640677,0.0001374528034789842
2900,0.5709639576121407,0.00013955176294127693
3000,0.5709377489695652,0.00014260935827474765
3100,0.5700478478185271,0.00014254360686181134
3200,0.5692754626791642,0.00014614170148647454
3300,0.5681087978977896,0.00014589048140878943
3400,0.567635142652076,0.00014791903431078467
3500,0.5663082321943372,0.0001500269154888737
3600,0.5652476616574553,0.00015335119728783811
3700,0.5645387449606475,0.00015463218032000172
3800,0.5646733974472389,0.00015796937108641417
3900,0.5637541532129303,0.00015870986979442349
4000,0.5623018107546237,0.00016047390900975831
4100,0.5617998276664508,0.0001635610768486416
4200,0.562046060267628,0.00016731517354173233
4300,0.5603957956707378,0.0001687261895998535
4400,0.5602079461255588,0.00017150644329019877
4500,0.5596592457419566,0.00017401879210616637
4600,0.5585222245883418,0.00017509990508326955
4700,0.5577344938554459,0.00017890846625870637
4800,0.5577988703918954,0.00018044891407839465
4900,0.5565594147451425,0.00018452501130584596
5000,0.5561307911087154,0.00018687950609992289
