milliseconds,H,T
0,0.5993676478321514,0.00010034174080421723
100,0.5991789681734234,0.00010124777020793903
200,0.5981886469465554,0.00010105240695485447
300,0.5965429055919109,0.0001032406618415538
400,0.5957739706497963,0.00010359017846908187
500,0.5942837588217976,0.00010642826767705433
600,0.5929576212012458,0.00010687633541487412
700,0.5921855255006673,0.00010804386655847155
800,0.5913265846522241,0.00010790373781657849
900,0.5898188701251601,0.00011064783396403252
1000,0.5893798398353378,0.00011034384132284006
1100,0.5883849471832914,0.00011259351974708708
1200,0.5867398953987113,0.0001144168608163969
1300,0.5863511770606153,0.00011530726082445216
1400,0.5847779412115821,0.00011667265101204578
1500,0.5837756749180171,0.00011674391268416153
1600,0.582289364753146,0.00011791655829034181
1700,0.5812074526179802,0.00012094154100861504
1800,0.5809723825427233,0.00012179155264721763
1900,0.5797376251272807,0.00012313859764033792
2000,0.5789006599405825,0.00012466943309574942
2100,0.578347570912877,0.00012734458614913907
2200,0.5774964830399514,0.00012861949489904062
2300,0.5762267882618237,0.000129916497364663
2400,0.5752444006212418,0.0001306995545728727
2500,0.574589537576124,0.00013216364755882547
2600,0.5740673469860138,0.00013477887979318468
2700,0.5732037452835826,0.00013671300141801748
2800,0.5717444358511313,0.00013745539612603432
2900,0.5710148322392647,0.00013879709229055795
3000,0.5703767105088238,0.00014151589344142443
3100,0.5696381871621313,0.00014446593500014397
3200,0.5688056142819223,0.00014642760141777346
3300,0.5686020361277792,0.00014765648563382146
3400,0.5674081411906,0.00014886245555814287
3500,0.5669408838944406,0.00015140415755738628
3600,0.5655778019146758,0.0001536236339821838
3700,0.5650879879033703,0.00015468229683513935
3800,0.5641706333218915,0.0001572614681826648
3900,0.5636918102155714,0.00015836513580191658
4000,0.5622501372335021,0.00016159879973763128
4100,0.562661326749177,0.0001634538219651442
4200,0.5619570820610089,0.00016657950689314823
4300,0.5610423347559857,0.00016956910161725135
4400,0.5598137352227286,0.0001709898605791219
4500,0.5596229140315976,0.00017403646271405425
4600,0.5589279262036585,0.0001749741261385561
4700,0.5586736806819882,0.00017758895851829182
4800,0.5578821337223201,0.0001799644763475078
4900,0.5567284512513548,0.00018390044430820915
5000,0.5562415016100059,0.00018573255783657503
