milliseconds,T,I,S,N
0,-245.85090670707322,0.002368465296587683,-0.08115236663327234,1000000.0793607711
100,-325.4850733465216,-0.05597825191870228,-0.07485955545993461,999999.9560203361
200,320.07587774017384,0.04897310025714553,-0.02863039001077407,999999.9770337403
300,-127.88965540416605,-0.03830248546689602,0.004404273816459774,1000000.0980000721
400,358.2150220767921,0.036122438551279584,0.09289759361041709,999999.9159990589
500,8.828850155544693,0.017223555232412577,0.03628820025582161,999999.8946970783
600,-370.9378856927333,-0.008420316403402793,-0.07603417409797802,1000000.0409368785
700,202.3512675120925,-0.04915942774235239,-0.003898108255709868,999999.9469507511
800,-260.41462838356654,0.06906410242427158,-0.004457130149708011,1000000.0164448334
900,-155.7300045392099,0.07510989873584262,0.020351346699692442,999999.9698413644
1000,-315.6755946357184,0.06197866514236493,0.07101053027272038,1000000.0030050848
1100,-373.756647076857,-0.04091939956124557,0.017306173367646047,1000000.0673874973
1200,-340.3891638156543,-0.06854657630130488,0.03754759767483702,1000000.0419996941
1300,-79.28616459357616,0.03105075087348161,0.080446587790701,1000000.0974110708
1400,242.98443726702828,-0.038766494501750424,-0.020548864455605137,1000000.0385279336
1500,299.3276779616099,0.06601152238960697,-0.08581400340265354,999999.9751018746
1600,638.7547170143313,0.09155958152970552,0.04523452604560915,999999.9437078485
1700,467.1182038313092,0.005004515186385257,0.029613485924814758,999999.9018042169
1800,-82.70656152774052,-0.028170135336611085,-0.06676662402515454,999999.8768088929
1900,136.61245365303324,-0.01003724571994646,-0.025147142605392317,1000000.0043499127
2000,56.00146213955958,0.013073088476177502,0.026238292611033158,999999.9312703952
2100,624.9205797373032,0.030680660880807585,0.08919872864845693,999999.8708731981
2200,348.1219960059091,-0.04077921636195884,0.08739333681020915,999999.9766263034
2300,892.8773354697203,0.0911423332566696,0.041914795623922405,999999.8608669277
2400,859.0201591047912,0.005549503601293193,0.15292772199182947,999999.9306213526
2500,1479.929545985728,-0.00040874844345445416,0.1613227046080748,999999.8366450738
2600,800.7495615919236,0.15884495674790264,0.13414578986409792,999999.7943289952
2700,1675.9715146284211,0.16602183181030375,0.29958180908194665,999999.8164019432
2800,1137.704159897855,0.09800267484266553,0.25082719753212085,999999.7257864617
2900,2240.4056181804476,0.07324901093004586,0.23644570353334962,999999.6229340037
3000,2460.315126553283,0.2556692040467833,0.40256396724127524,999999.6168672189
3100,2099.2255993234035,0.1774150780609822,0.3357778765717752,999999.5816024478
3200,3102.034941116826,0.21906145734250404,0.4062690327768344,999999.4733569941
3300,3201.721591781647,0.2610086930207412,0.5115754996232099,999999.4148696002
3400,3538.4819778432457,0.30517582445687935,0.49614371793633666,999999.355755887
3500,3919.707052904535,0.4641248921934343,0.596381086180841,999999.4048130254
3600,4491.260602901223,0.4149473814399696,0.7146702365585276,999999.3065657434
3700,4534.419343921839,0.6225628892607153,0.8749101006859911,999999.0921927968
3800,4942.057307549222,0.6920993051155719,1.0132960474097623,999999.037293166
3900,5560.409397131205,0.7308408059238383,1.268096300826247,999998.9267565807
4000,6878.980886155273,0.8379122699058746,1.2993836862976416,999998.5846643964
4100,7578.103228703173,1.0800111857836596,1.4249335344579586,999998.5078979464
4200,8179.893321896486,1.1248330840035323,1.7300319601157295,999998.2430464495
4300,9293.024640021424,1.374633194212328,1.7971002427384306,999998.0199755626
4400,10125.505614854412,1.5410936181215176,2.1932404166492314,999997.9489961516
4500,11078.51245328267,1.7540802805770193,2.445634438794298,999997.5886384824
4600,11909.238044897662,2.0274633486488933,2.7291798922425325,999997.3979305126
4700,13035.124482813218,2.3399347803875994,2.895028582129195,999996.9818795557
4800,13849.957405269372,2.5957080342570467,3.3001640479939756,999996.6322827876
4900,15541.862837964567,2.9934079436746392,3.715194593785735,999996.3859406925
5000,16640.92589889248,3.339717480181714,4.074902792250613,999995.8493405838
