milliseconds,T,I,S,N
0,-439.29543446300465,-0.043944910626871926,-0.07808948138934993,999999.953254172
100,-224.98192282885478,0.030435893993891763,0.06888422600529995,999999.964312698
200,-136.40623626971538,0.026730944897319284,-0.0074599399983562385,1000000.0465588657
300,332.63635867638084,0.00040731036331235094,-0.04491546285951352,999999.9823318415
400,239.87265841399474,0.0008363082018230326,-0.04881618904409564,999999.9883197057
500,-413.3722697485182,0.01739898004359124,-0.0014076197505101763,999999.9567634981
600,139.01090943428855,0.015691374299744588,0.05038100201421996,999999.901492098
700,-353.76074974892396,0.0632645767697077,-0.018393249457885803,999999.911456595
800,92.96153939633714,0.04496380252721374,0.008940711650379215,999999.900957111
900,105.06447572322803,0.037018439839331604,0.03677779695213703,1000000.013350708
1000,-14.648377591243815,0.017963184646797848,0.10337570407939542,1000000.0705119877
1100,253.43832270993408,-0.0017364842171572034,0.09857073819674059,1000000.0409365112
1200,-186.10978595378737,-0.018397414994190127,0.08958539761112337,999999.9718329528
1300,-308.8589218163653,-0.07222828433113664,0.08691722272672496,999999.9321279167
1400,170.58224961253913,-0.07986705704486957,-0.059591873235358306,1000000.0210155497
1500,189.92544052774966,0.06177285577415694,-0.06250327132623618,999999.9882467272
1600,417.2958109317191,0.04545063847613292,0.04314441237330797,999999.8937659182
1700,694.8683488552376,0.05550530101320854,-0.07243369008768537,1000000.0283032993
1800,690.4047066880296,-0.05166355831249097,0.019220996769630797,999999.9072298802
1900,517.801041909942,0.012176461887819994,0.05291540187439912,999999.9130772926
2000,11.186294595838945,0.04290750702492521,0.05600697613514758,999999.8836329861
2100,856.9797510471218,0.10297348883780746,0.09652966496337863,999999.993157031
2200,1085.0766744274763,0.07141567770992135,0.08173352511845179,999999.9916350795
2300,1112.6721428417975,-0.014156495966905741,0.17402922695374695,999999.9029328241
2400,1272.7626606399433,0.09073677854405103,0.07262318619282288,999999.7996349558
2500,1216.2484100563386,0.15108195867696822,0.1899028678296658,999999.7932928441
2600,940.2331410632224,0.08625846636682856,0.2497734946650419,999999.7516966886
2700,1440.559200520528,0.13649632730819378,0.15306993304023442,999999.7613401738
2800,1757.461090917824,0.1720405221861383,0.13833424401156144,999999.8191934836
2900,1489.262372362878,0.15886475739358558,0.2856969807424943,999999.6656583493
3000,2346.1312465274673,0.12984033028186684,0.4104653740196878,999999.5762496555
3100,2660.5835162037474,0.16405590362812322,0.3152968746663645,999999.5596459875
3200,2607.747122814056,0.22581003303808225,0.4183856599190291,999999.5941406618
3300,2883.237991272589,0.26397859926890815,0.5369830520445003,999999.5532733809
3400,3420.6336703812126,0.4166640289953708,0.5842004284957064,999999.322901439
3500,3869.2911734002814,0.43705287736259235,0.7318245660871185,999999.3223363777
3600,4486.408371971548,0.4455301277388634,0.8842896780005429,999999.1214320323
3700,4437.717033289847,0.5115078050982598,0.9343614782750371,999998.9960783294
3800,5647.16319446759,0.6327125466799758,1.1142106904191866,999999.0481321736
3900,5776.435553724276,0.8271497462483536,1.0932157298964567,999998.8046073413
4000,6648.806573864242,0.8872373051642537,1.3951161123783358,999998.6648110022
4100,6937.819334413898,1.0684256546832953,1.4779075555563883,999998.5461435171
4200,7946.629607571739,1.1516999107375037,1.7879318757390559,999998.3024044124
4300,9238.71281073657,1.446334926200138,1.858909067089767,999998.0584688969
4400,10051.950551559905,1.562305393819534,2.075320046182859,999997.863861594
4500,10749.968995638665,1.8085635982100776,2.351481077063227,999997.7185245252
4600,11806.422900124982,2.0104993037341936,2.660123693065195,999997.300665807
4700,12855.406291348703,2.28455633891215,3.056454839536999,999996.9875586587
4800,14502.243621935246,2.702008392350086,3.3215428199142374,999996.7286493499
4900,15678.279457501476,3.003295239497755,3.742635419803639,999996.4019419675
5000,16635.701905353228,3.313647802401993,4.021920588651879,999995.8382957784
