milliseconds,T,I,S,N
0,-245.7043540577419,-0.020532154639658448,-0.0944392666659882,1000000.0921334227
100,-216.18518007540987,-0.04098027829770352,0.09544267109862395,999999.9227206853
200,-432.8087585920371,0.0782638918491188,-0.05844590792469255,999999.9626283889
300,-144.45327782043051,0.05051960211809603,0.02081231457565354,1000000.0569827305
400,333.42678445810384,-0.012434068140031269,-0.011625444928298381,1000000.00360687
500,-185.74730167755615,0.07705808481139072,-0.032477605137209674,999999.9923756152
600,117.62323710006115,0.07888260400807896,-0.016703882762879634,999999.9401738622
700,247.21679841774616,0.03049016112143086,0.04662264764904271,999999.9354345793
800,-419.78813749403633,-0.0428355140140491,-0.04432486378235435,999999.922870757
900,-65.29013073769123,-0.0009139515886281235,0.03145509075494768,1000000.0863289092
1000,128.37450082045228,0.06631144409302304,-0.08392892684191311,999999.915794818
1100,219.3827467268377,0.03970440409882216,0.002740294174434579,1000000.043274757
1200,-128.53178852862436,0.029244947862519376,-0.041142433975139246,999999.920898236
1300,-315.0845218562813,-0.002360109936294196,0.09812864717922107,1000000.0223453987
1400,30.43358289744495,0.018330428226221294,-0.036637654251238834,999999.9265220324
1500,-213.12103240673125,0.036661220480583595,-0.0424907910803414,999999.9239750549
1600,128.85360241826046,-0.0009176331164242402,0.042827813819686936,999999.9110193875
1700,422.8228283119239,-0.013694475277856718,0.01818070180772237,1000000.0275690638
1800,359.9006095404034,-0.06621850072807092,0.05479741421415536,999999.8740889871
1900,26.158876770097038,0.044830670889293156,-0.029941228129404654,999999.9894421218
2000,152.5058964367019,0.05752254563147844,0.05167049140865307,999999.9642351323
2100,226.45552369745002,0.0616651889860957,0.11530057733506872,999999.9467346283
2200,374.3679221631168,0.08263408562738006,0.03881754343206191,1000000.0252409098
2300,817.2518927103391,-0.0346765093629002,0.20078019185102147,999999.802829498
2400,780.6294500799628,0.012192703189571392,0.22056567926782683,999999.8312304761
2500,1227.291260676303,0.15131777084306983,0.1201629227605108,999999.8837963109
2600,1349.5141648059257,0.0006931924658297867,0.17269008166702596,999999.9337334374
2700,1532.739550229987,0.10083506863985892,0.2302171394930787,999999.7481189183
2800,1199.851671972802,0.15018830892093127,0.17810810918900877,999999.759896626
2900,1435.17924824615,0.16642208166337702,0.3006618810357954,999999.7319002334
3000,1641.8228507686483,0.21756450420748943,0.289405503142044,999999.5688960006
3100,2287.3888414523785,0.24441061533168854,0.3689317745182919,999999.526131693
3200,2346.2611254539456,0.27058412573528523,0.42400412094400947,999999.6555535998
3300,2611.0480488544563,0.35078037965932407,0.6115878202628368,999999.4358318219
3400,3439.5581022413567,0.2959924061587197,0.6581510376870847,999999.4850684679
3500,3739.6672449750895,0.4690542077610348,0.6093522961175789,999999.2619387013
3600,4465.197943727842,0.4400070836163975,0.7128968915255106,999999.2261889961
3700,4915.424847936293,0.5850582917263435,0.8917868340579419,999999.0489504229
3800,5565.204751297756,0.6455665655918167,0.9264765284743194,999998.9638162944
3900,5958.301840379185,0.7745888903613801,1.1439825023414232,999998.8776313312
4000,6713.57369840413,0.9661102612651865,1.404800710242353,999998.6997705491
4100,7097.748619163404,1.122128309354979,1.5885848752494778,999998.5712583603
4200,8057.875029065476,1.2360776674380376,1.7549615401186724,999998.2344701972
4300,8526.672608842538,1.3754710498535874,1.8948673523584154,999998.1366436684
4400,9832.617689719189,1.5033694712512295,2.0612546796922953,999997.8724708399
4500,10967.547956146482,1.782794377022159,2.4804523267041994,999997.531735493
4600,12015.095948976304,2.1035738371585495,2.5727424901145404,999997.3043596892
4700,12423.878219515424,2.3623899607612344,2.9478743111636874,999997.0333523732
4800,13827.642564588168,2.5534604376410295,3.255693236084626,999996.7234870997
4900,15631.86000611952,2.914413898176917,3.6679263655065535,999996.3968987287
5000,17102.107422250545,3.3340014911781766,4.011453332875922,999995.9275060066
