milliseconds,mLiver,mKidneyPlasma,mRemainder,mPlasmaVenous,mHeart,mMuscle,mAdipose,mBrain,mFeces,mUrine,mIntestineLumen,mPlasmaArterial,mLung,mPortalVein,mStomach,mIntestineEnterocytes,mKidneyTissue,mIntestineVascular,mStomachLumen,mKidneyTubular
0,0.0,0.0,0.0,10323.113451016827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1245.6465438982436,129.2196599202481,156.78919817443813,169.1592855318041,437.2620244737089,358.53297942269865,62.24732471814952,145.4085141098912,0.5264938298539846,446.3833297261119,49.188291322390526,169.99248575570698,509.06690770609237,191.61529496443083,662.3032536644239,58.77049761298275,7193.331010288761,908.3572743339681,0.0,3472.201245754771
200,826.6594214246865,88.79309759215684,103.25999838321583,119.3674710660704,304.8381574730763,416.0241218582796,72.62757473371721,99.69418225468486,1.5482323057347223,1014.4158464100182,63.254126393431825,119.74611344388732,358.8248191858421,127.3483987774141,428.403118824782,153.73757589760868,9347.644526995835,594.3181954932993,0.0,3518.4731952571155
300,606.2163388471371,69.70598278649189,79.90640630763062,94.97000616390453,240.78608296979795,420.43262720137227,73.76803009548253,78.15164118884891,2.720841665747848,1558.1698938848592,67.87081643570508,95.16949835964934,285.2906978457066,98.85512058213247,326.8166134494493,241.54198191869477,10484.05381872799,458.7329382503017,0.0,3270.237517070002
400,493.1604205303503,59.227838068666784,67.33031221395375,81.2984786822893,205.2645802722103,403.9361773781612,71.19245860947129,66.3294908960424,3.941347995419603,2062.3895766871738,69.20197932480535,81.41915777014368,244.12577204234813,83.4813078958871,273.272024332367,313.8311283301775,11090.505759160576,386.16274304498853,0.0,3042.7621698816015
500,427.58497756755133,52.523992084704375,59.49102626420045,72.4268000927122,182.4709989129523,379.9710062878556,67.22858631483973,58.82893985917322,5.173389269586086,2535.2427466564154,69.36531474156196,72.51132052176344,217.44175468351386,73.86347345935681,240.4880915783947,370.69476762293664,11380.552511623642,341.1419880775667,0.0,2877.4378476356146
600,383.48570052695425,47.584952818734855,53.84983109732059,65.82321474710628,165.66006496831022,354.12795138413014,62.860741909187404,53.34936675869873,6.403826287755861,2985.678151166482,69.08411069606244,65.889880940353,197.59693244035057,66.9189261692548,217.25474993021604,414.41802533356105,11452.100422489159,308.8703718802002,0.0,2759.172603311899
700,349.7213382123505,43.555726979773766,49.3158588877712,60.39612451027762,151.9260243655506,328.67865708537767,58.500712852755605,48.90053022279022,7.627092284468119,3419.7084213972157,68.5742362050904,60.45289090581255,181.29676886534858,61.323686783249784,198.77605771202897,447.4726286497708,11353.279258732999,282.994693449756,0.0,2669.834734119498
800,321.4732923513339,40.063375562378134,45.413166568668494,55.666298303312686,139.99556649538223,304.4950134269207,54.31573723183983,45.04927578718389,8.83966750365574,3840.9193819234342,67.8828855324538,55.71671604717126,167.09517190606584,56.49995833100169,182.96511333786302,471.951289949916,11110.59517551042,260.74584662078234,0.0,2597.4378118706804
900,296.6122108767706,36.93836351935532,41.92764872674638,51.41545886405722,129.29088490619117,281.8625720369923,50.3683093887114,41.59974311066565,10.03837361895071,4251.426909996466,67.01268617980288,51.46119548384872,154.3337162972765,52.18764298996213,168.8875051259846,489.495627895468,10740.95674706116,240.88052678788497,0.0,2535.237801594597
