milliseconds,Hsp90,HCom,HSF1,MisP,MCom,TriH,DiH,NatP,AggP,HSE,HSETriH,X,ROS,ATP,ADP
0,300748.35112636746,5898.792843840378,101.2255316007433,-8.705858768702946e-06,843.107440747188,-1.6307151454551124e-11,1.2984295846976119e-08,6000161.948428747,-2.227492461082045e-12,0.9999999999974584,-5.577833776824994e-12,-0.1003620774934088,100.0,10006.529678775354,995.8671143514232
100,297971.5430731254,6000.51052551375,-0.1661512180433158,0.0007915703290615254,1750.2263614740007,1.3466636967189342e-11,1.5022408047651523e-07,5998714.262051758,-6.827946313417636e-12,1.0000000000052778,3.422960447640854e-12,0.07294290059208403,100.0,10691.609467413886,318.21167537897736
200,298282.15607783454,5998.902908351716,0.10995498380615133,0.0008110519741003302,3154.5744541490294,1.1723644283429535e-10,1.0967228027493751e-07,5996987.258954909,-1.0524380369786806e-11,1.0000000000032254,-2.262093185182253e-12,0.25182665610366634,100.0,10895.437557872197,124.2104781006002
300,294973.6849456623,5999.726501229033,1.1252612264229642,0.0008085794684687367,2956.5607207596668,2.0304022414904138e-10,7.421405653833532e-08,5997133.55120161,-1.0638332977220358e-11,0.9999999999986277,4.4047532763671345e-12,0.33559160937688115,100.0,10940.536185337987,47.49451564489117
400,295930.91876898316,6001.199702728434,1.0228627758520485,0.0008069290042282195,5058.800646778038,2.3118079989905105e-10,5.5929718221368336e-08,5996729.9988352,-1.5153602863589564e-11,1.000000000002101,8.231655524252404e-12,0.27129299959235675,100.0,10956.07660433844,34.56193615207849
500,292381.78760953824,6001.100906622738,1.0437398729340426,0.0008271850388039786,6229.1483961419535,1.1069031779039695e-10,2.739000486004234e-08,5994586.291230871,-1.9321981348688692e-11,0.999999999994111,6.911947016463572e-12,0.46608720234492285,100.0,10970.813328515953,52.438398261967265
600,292704.64910357125,6000.465974829325,-1.3717967895167282,0.0008284485193695174,6943.616888523368,2.103456932355897e-10,6.020116554343433e-09,5993378.310947208,-2.1160751192617208e-11,0.9999999999918213,-3.6681964533460567e-13,0.7471068443956982,100.0,10943.163852898295,56.8948089163035
700,292910.0338954143,6000.182290575806,0.1482551090489482,0.0008129422026042859,9232.85280912194,1.4900400915609163e-10,5.9640382132722886e-09,5990881.257608289,-2.921203672908488e-11,1.0000000000005025,5.4409505143215624e-12,0.5980739312646307,100.0,10943.639279198846,55.748192340913626
800,290527.2743481971,5998.890246560813,0.6734385511693151,0.0008352195887654312,9146.440818230787,2.3924367026799515e-10,-3.741795928961319e-08,5990720.200472423,-2.8857726521710018e-11,0.9999999999960005,-2.45283565997629e-13,0.8134561235704533,100.0,10940.94093349897,46.4562333204735
900,288749.7038567638,6000.716571466859,0.4364456549215409,0.0008201042734215647,9860.190750639502,4.323455506786517e-11,-5.609530714167481e-08,5988544.579932916,-3.3454559005558686e-11,0.9999999999907682,4.856071772260593e-12,0.8291329266973317,100.0,10950.785253586308,43.890545813319044
1000,287454.5151835928,5999.498739786928,-0.48610880261591866,0.0008364923451778837,11062.260670579688,1.66178058237146e-10,-6.164070180808315e-08,5987515.779734321,-4.560483999018355e-11,0.9999999999931888,7.056056766137169e-13,1.1036991258489661,100.0,10929.555638837619,51.288009759058006
1100,287296.15762923716,5999.908001369538,0.912217139926648,0.0008214679552699509,13579.380177917326,-7.943942094324518e-12,-6.604030331591093e-08,5986923.887712531,-4.799238776644234e-11,0.9999999999911509,1.0909892608511825e-11,1.0691204558979663,100.0,10942.033659256076,65.31725942712018
1200,285713.55549529905,6000.093906289625,0.19068404427855945,0.0008292376017070363,13211.955120343799,7.422647364969663e-11,-1.024405130161897e-07,5986881.522471072,-5.4663212099286594e-11,0.9999999999916535,7.585597262786519e-12,1.1735620743642936,100.0,10942.84283245689,55.84122298733931
1300,283796.66227544704,5999.741925840051,0.07520336792009048,0.0008398229318270417,14082.572544917773,4.511070922160253e-12,-1.128520213772094e-07,5986175.222893607,-5.622650447953128e-11,0.9999999999975301,1.2001047711735385e-11,1.35304674042655,100.0,10938.83177218536,81.49363675028249
1400,282294.0211747808,6001.179462478132,-0.04605179831531153,0.0008357761627635678,16814.64716895309,1.2808783242688388e-11,-1.3491856914455953e-07,5983861.93418279,-6.379163860588732e-11,0.999999999987107,4.1764590585156936e-13,1.4248428160029425,100.0,10926.64955638556,80.21519814808262
1500,280982.17313686514,5998.929614113113,-0.9109103274280688,0.0008503414587287956,16648.0679468477,-3.9423296099046084e-11,-1.4509198199619457e-07,5981295.033749955,-6.15683985613495e-11,0.9999999999877172,7.41651683715423e-12,1.55797953870468,100.0,10919.369567643867,91.16615033505298
1600,282872.5882915909,6001.012242340029,1.3727305077209608,0.0008382401659988967,18590.498905414588,-8.313853660618268e-11,-1.657198222403295e-07,5980272.496690573,-6.275051177249111e-11,0.9999999999996896,6.717667625879241e-12,1.6147828127947175,100.0,10927.769245924354,73.74216915227179
1700,279265.1169262816,6000.661139463309,-0.13994893037181033,0.0008540921230863442,19962.75733046668,-3.112672713403873e-10,-1.5890473247524214e-07,5979892.478178167,-6.65390500533892e-11,0.9999999999979432,1.3105041937600598e-12,1.5732028473708768,100.0,10901.056419914494,75.35552092192911
1800,278835.02539860463,5998.809493186093,1.177818342459033,0.0008532875778361055,21336.116183901016,-2.7620991195471276e-10,-1.6575685426016367e-07,5977856.197678146,-7.345567813921195e-11,0.9999999999911514,3.917931327923553e-13,1.697949742729834,100.0,10915.969150892433,103.19420361624827
1900,277009.4253561953,5998.628576051914,0.6584706397796701,0.0008478791218262084,21788.366238397117,-3.8993835450031344e-10,-1.9877958850511317e-07,5977262.17758676,-7.304619910115384e-11,0.9999999999996368,-2.096316180277837e-12,1.9370461122594906,100.0,10900.00406560783,97.94754475947082
