milliseconds,Hsp90,HCom,HSF1,MisP,MCom,TriH,DiH,NatP,AggP,HSE,HSETriH,X,ROS,ATP,ADP
0,300604.03710194805,5899.64141866604,100.32052323476401,-7.241230372483187e-07,775.6192844613734,-8.446620808019593e-12,-1.2648554830525092e-08,6001593.042721824,-3.397969188257441e-12,0.9999999999969099,-7.588428424945628e-13,-0.0504024694131365,100.0,9991.214111609384,992.4214100291643
100,298450.76870676957,6000.638693772384,0.8968844383565637,0.000791563036227337,2538.0132760405427,3.802646491744659e-11,1.3879089945241705e-07,5998665.707263114,-2.0322706997237655e-12,1.0000000000009295,-3.828976510910188e-12,0.08007962499467722,100.0,10673.074204929004,328.89019857959545
200,298243.5186198596,6000.995378360959,-0.08148372175523591,0.0007961185403062961,2761.6543594030877,8.577402589331138e-11,1.1852461052850862e-07,5998995.290750802,-1.0042718130382735e-11,0.999999999995792,1.4916583907805943e-12,0.26723316700516925,100.0,10880.77516330381,107.06696436198426
300,297472.21290720324,5999.573437397696,0.6021717499002988,0.0008108425888235006,2946.637651862437,1.311455291495264e-10,9.40565769747095e-08,5997467.643313315,-1.0949741740653547e-11,1.000000000002365,-8.40553839751758e-13,0.318547659668845,100.0,10934.122206069107,69.66349852114105
400,296551.50478654524,5999.7782567253025,-1.1862357763620235,0.0008073949978271214,5764.652339368597,1.487195019407184e-10,6.304779808645356e-08,5994159.367977345,-2.1540107713687786e-11,0.9999999999954413,2.1293073135350574e-12,0.37133984557879757,100.0,10949.84869917094,31.457687783104788
500,294981.4490114294,6000.134412928855,-1.123743466616329,0.000822692494158481,6022.9156633828525,1.8938019906460737e-10,2.462076961016704e-08,5993121.3030097,-1.765474338124066e-11,0.9999999999952333,-3.1083435133403857e-12,0.6254446171434819,100.0,10949.553040490531,33.3053553048341
600,293466.08477826824,6000.757541469265,1.2496730115030752,0.000818976692035306,5652.744231500476,2.068900539751277e-10,3.7660319141073245e-09,5991615.225702098,-2.1265015003961813e-11,0.9999999999941374,-1.0639484275719885e-12,0.5840004975864,100.0,10948.698892697737,35.712501078199544
700,290240.4339891138,5998.674868992351,-0.7014044727884786,0.0008189322965765681,7871.3075751882725,9.379075195728965e-11,-1.7054209979517657e-08,5990835.54634099,-2.952148065602804e-11,0.9999999999894843,5.137699378613284e-12,0.7336777772290578,100.0,10961.610067600559,56.7806090294566
800,290494.29848560924,6000.033882202076,-0.5227215668837031,0.0008239702856157192,9930.274436442527,6.857486742410437e-11,-1.209090370453624e-08,5989913.451772439,-2.913477781911424e-11,0.9999999999902711,2.6811808421519214e-12,0.8781949223083705,100.0,10938.125452676732,55.57686558051387
900,287722.92499000713,5999.472523179281,0.28641097903765084,0.0008267427893033501,10694.91980307632,2.0299104569671848e-10,-3.119524514663299e-08,5989726.768930101,-3.7497695274449196e-11,1.0000000000000955,8.478563214585095e-12,1.042500001645385,100.0,10950.206659678128,66.22858888787835
1000,288321.89286962786,5999.666091051876,1.078522393199399,0.0008230876035450409,12981.715959355253,1.3982424464198287e-10,-7.178966200895107e-08,5987852.386995222,-3.9929611793101165e-11,0.9999999999986261,1.164274627683757e-11,0.9414738479239525,100.0,10953.520670395375,49.11026401731631
1100,288059.77687403513,5999.539262585652,-1.2597762229306093,0.0008224615668994695,13582.998730534688,1.0667356633093915e-10,-8.120401261077921e-08,5988555.94008688,-4.753177096849156e-11,0.99999999998879,6.76642541299654e-12,1.1297150943954108,100.0,10929.885663420811,66.92288517813573
1200,285316.9618816214,6001.000727806663,1.370972358358431,0.0008333977265948035,13499.508423693556,-3.383930749917592e-11,-1.0461107352122822e-07,5987103.302927413,-5.060226567593047e-11,0.9999999999867846,1.4659711779377747e-12,1.0589520652299473,100.0,10943.248502702892,69.54340767354476
1300,285336.32101561094,5999.432595869791,0.5297697264669088,0.000830552273586458,13885.478847213753,-1.3947618688582634e-11,-9.655063918852414e-08,5985125.857749862,-5.565705242411476e-11,0.9999999999874288,1.166639353103157e-11,1.4218012165370946,100.0,10939.88173121575,71.17786507367855
1400,283127.53461096325,5999.647541840181,0.9760901641917421,0.0008368770403180096,16688.170239709732,-6.374193275290661e-12,-1.249368723595093e-07,5982195.7702586865,-5.821111135741206e-11,0.9999999999888914,1.1973099773009052e-11,1.3885338820721929,100.0,10916.756649611509,68.32446819361029
1500,282332.0915500943,6001.165433472958,0.7483153246881563,0.0008466911766598941,18868.160900887662,-5.343122478228298e-11,-1.4803463763100145e-07,5981362.997022232,-6.108704986640878e-11,0.9999999999912166,7.192003123265259e-12,1.5831027477682256,100.0,10907.302310452445,72.92946067016688
1600,282037.70834553166,6001.328949895858,-1.194242794021359,0.0008475637506803703,19223.159275093418,-8.708904029133946e-11,-1.4280417258495413e-07,5981712.864508428,-6.154222459140279e-11,0.9999999999914236,6.430652116818732e-12,1.6322176015202794,100.0,10911.27622495929,84.18854701248215
1700,279881.5356408409,6001.012316248114,1.2924156611088906,0.0008554846464220073,18169.5661078762,-2.6215390514471e-10,-1.6296393103385132e-07,5979828.467837533,-6.775711662377655e-11,0.9999999999981057,-1.8878163607890822e-13,1.655580148122328,100.0,10899.42090164533,87.88404411632091
1800,277781.9910623024,5999.0123885490175,-0.2794351067194753,0.0008625784423389057,20187.32605722498,-3.637387088408512e-10,-1.8363582428438418e-07,5979278.594459564,-6.999931237038178e-11,0.9999999999969018,2.3142910527294262e-12,1.906650106217854,100.0,10909.184894773147,92.7989376031877
1900,276858.2750159962,5999.33033288843,1.040429905907378,0.0008541673766152779,21194.17401576627,-4.2933809221998057e-10,-2.0501659061291975e-07,5978931.18707215,-8.367590232435445e-11,0.9999999999935414,-4.2601506047710175e-12,2.0233081373336583,100.0,10917.096904992513,98.35967422720962
2000,276705.37242788554,6000.418035983297,0.6051032932463655,0.0008718827446566615,22927.12998339925,-3.954585624264597e-10,-2.169800315539635e-07,5975834.700918573,-8.267158749464018e-11,0.999999999995952,5.251564967392012e-12,2.047503826234095,100.0,10890.581544483455,90.1053427166625
2100,277129.6659050612,6000.186272956089,0.24812028218441362,0.0008680859731072464,24174.59116563958,-5.224985153293419e-10,-2.309527991598651e-07,5974948.840938028,-8.286019393153234e-11,0.9999999999989749,-4.674883864759798e-12,2.1561454455751057,100.0,10897.083759738956,113.62188731531721
2200,276008.95058909216,5998.607366647149,0.3115074851464233,0.0008672771900970117,24729.281031882536,-6.202128156508922e-10,-2.400086372516139e-07,5976392.12011976,-9.371571897039418e-11,1.000000000008038,-4.582587002404945e-12,2.090738098292934,100.0,10900.110410261306,102.13894543468442
2300,272396.1882898739,6000.444814702525,0.7984446164826601,0.0008710718821492227,25697.638120905336,-6.800201892544705e-10,-2.4187414081442045e-07,5973398.147341818,-9.746046690594758e-11,1.0000000000022822,-8.210905163425426e-12,2.3105715238475697,100.0,10884.970873281884,108.00863581821632
2400,273844.61817756784,6000.734566722028,-0.7035805390034094,0.0008637478892692145,26125.11880207963,-6.5081856141971e-10,-2.308946283275666e-07,5973387.884553365,-1.0440532233075924e-10,1.0000000000142792,-1.5363941318074116e-11,2.4084182601933106,100.0,10870.929815237025,118.13007735878949
2500,271961.36464758613,6001.221884122412,-0.4037450725938308,0.0008673701645148944,29843.877355014793,-7.134251990887444e-10,-2.6397556346215654e-07,5971616.180790568,-1.0014506976060026e-10,1.0000000000113305,-1.047675298284929e-11,2.609697640642819,100.0,10877.18939992269,132.80781971941622
2600,270937.45133441756,5998.982906787735,-0.04068445174279378,0.0008953420421952676,29719.399996535292,-9.130509226344616e-10,-2.791370869172224e-07,5970793.17718781,-1.051871371633354e-10,1.0000000000147418,-1.4865373021051776e-11,2.6612136324740447,100.0,10874.335315292255,112.82524128040745
2700,268383.1713739016,6001.375003525312,0.7606238247148218,0.0008818460468909109,30539.064174351974,-8.294557822210752e-10,-2.8268709762319364e-07,5970344.691103617,-1.2020811904476934e-10,1.0000000000204692,-2.8202169784955807e-11,2.5835167651821638,100.0,10876.803836247402,140.7954542064363
2800,268181.2752093422,6000.102116120094,1.1309003557204234,0.0008834714814196926,30622.406934802577,-9.675559256019797e-10,-2.744090899771586e-07,5970010.382307765,-1.1556698619765258e-10,1.0000000000317444,-2.2327710892547512e-11,2.8239427290984405,100.0,10876.493220430562,124.09438909450017
2900,268510.4744937887,6000.394834859484,-0.722255001276277,0.0008841822570189517,32848.12637272656,-1.1001691872188304e-09,-2.842543246924171e-07,5967864.071818947,-1.214274506243978e-10,1.0000000000339153,-3.1434762052356084e-11,2.772146551803091,100.0,10854.769359588152,143.64861471546408
3000,266721.0665870268,6001.233569897787,0.3545016693008829,0.0009000427797786683,34774.271959074875,-1.0561373066308638e-09,-3.015720155979796e-07,5965625.058946874,-1.2922418253770446e-10,1.000000000033493,-4.193541552876136e-11,2.964882764258747,100.0,10856.952336408789,136.06662113995694
3100,266668.19428438373,6000.3535480684495,-0.7174188355576546,0.0008955697371459173,34647.1232479433,-1.1464672166069778e-09,-2.9068822157177373e-07,5965695.569925509,-1.321761867688166e-10,1.0000000000438327,-4.463860176203536e-11,3.0745638746462065,100.0,10853.145101083544,154.13649369808908
3200,265460.3408195658,5999.244685468238,-1.1577013414808643,0.0009164859216157068,36088.69178411915,-1.2328347083816493e-09,-3.2544115482605997e-07,5962716.642564068,-1.4071027536596508e-10,1.0000000000477438,-5.3780671264921936e-11,3.288200969367012,100.0,10854.393497515053,141.75162436495125
3300,264050.1150147085,6000.950547978586,-0.5509248107328285,0.0009074500669017964,35482.94875321662,-1.3078134360936163e-09,-3.292681240273893e-07,5962773.46655351,-1.449327109347869e-10,1.000000000048705,-6.006546449570207e-11,3.241605543152836,100.0,10838.994104249643,151.17222088234658
3400,261641.8318344231,5999.653534058305,-0.9908459239861922,0.0009103754589163066,36742.05936901645,-1.3817758224107661e-09,-3.3593697911238563e-07,5961958.698637426,-1.4248159909469616e-10,1.0000000000571827,-6.06270540892471e-11,3.382749761922599,100.0,10853.244900637414,159.71800720190365
3500,261974.36884743188,5998.828292588005,0.6272035186147427,0.0009161812391066202,37389.32702447781,-1.4104123089886884e-09,-3.471480179415884e-07,5960359.095692195,-1.489489996350878e-10,1.0000000000683347,-6.456775327611828e-11,3.5065980592449235,100.0,10835.327232824036,163.40083067282083
3600,260947.58562222286,5998.971956833939,-1.0298004734519952,0.0009061242160645274,41354.217937163936,-1.5301732553654929e-09,-3.3550813192346424e-07,5960455.662024002,-1.4836530698653566e-10,1.0000000000728246,-7.81107000731318e-11,3.6470062366095126,100.0,10833.595481708098,166.55817254340263
3700,259151.29019169233,5999.160031358154,0.5760244781743457,0.0009082045537866847,40911.685344215686,-1.5565512878951814e-09,-3.4846513854957127e-07,5958281.630164287,-1.651341170399274e-10,1.0000000000841698,-8.565502055248587e-11,3.800790642571467,100.0,10830.90271165426,166.3652970027329
3800,256700.03264665793,5999.951336578588,0.7670378635597758,0.0009246055633541688,41806.715096907334,-1.6645326665923024e-09,-3.643219323043841e-07,5958853.385926581,-1.6843942989990617e-10,1.0000000000902107,-8.58310375870769e-11,3.6576688800802626,100.0,10838.108528298117,162.53429483497362
3900,258417.0330775784,6000.454262219978,-0.6783252142798167,0.0009382986996251978,43141.062736878725,-1.7048165400146963e-09,-3.708824962194684e-07,5956185.757571599,-1.7359653550072367e-10,1.0000000000997025,-1.0088545049149403e-10,3.971276039359658,100.0,10823.552104351409,169.02974017118794
4000,256481.60588547352,5999.637421527736,-0.503461118661569,0.0009279737482369181,45278.41759450668,-1.8116705225176893e-09,-3.4833949702860704e-07,5956195.3032624405,-1.7225620613763513e-10,1.0000000001090004,-1.0652215539391797e-10,4.0355066870175476,100.0,10814.144570921719,163.09040188645378
4100,253684.8189517618,6000.913290734628,0.33412914855845105,0.0009438640925232973,45482.94970808522,-1.890527521107212e-09,-3.7997872364754363e-07,5954933.567108987,-1.7992319167312075e-10,1.0000000001175626,-1.09530690567355e-10,4.164556999941875,100.0,10829.21737770971,177.63001276272254
4200,253467.96133194218,6000.332083126037,-0.028618519955692024,0.0009357095013240713,46358.05157851637,-2.0440383734550576e-09,-3.6040435361349997e-07,5954823.065454712,-1.83333746368247e-10,1.0000000001193585,-1.1830570265868655e-10,4.299289410271748,100.0,10823.16402055418,177.48609547225286
4300,253049.913587566,5999.090820341239,0.4718311671296343,0.0009457508537047895,47404.898093830954,-2.1184270523575028e-09,-3.914006311009938e-07,5953960.728005678,-1.8980809812350992e-10,1.0000000001276297,-1.296551417916832e-10,4.366922489264956,100.0,10805.723063159896,192.54378488313398
4400,252980.59048271258,6000.613959373074,-1.3011827075425497,0.0009387492693294044,48864.81337481352,-2.059537348550518e-09,-3.807289634800569e-07,5952351.220198749,-1.856530300742283e-10,1.0000000001375007,-1.414026726227078e-10,4.25746465687744,100.0,10797.33263064686,186.1179645629039
4500,250971.4232800624,5999.951301596074,-1.0872925269231666,0.0009408798212910479,48164.93029241114,-2.2454609419446295e-09,-3.7085029066683527e-07,5952344.658845108,-2.023285966156699e-10,1.0000000001503824,-1.5176976849271401e-10,4.421461488925419,100.0,10811.612017216088,181.45610470409807
4600,250857.45551829226,5999.061544611453,0.9867941694700425,0.0009627033356075681,50675.18692989475,-2.2479362325523166e-09,-3.9548070401128105e-07,5950188.448714683,-1.9785162935576216e-10,1.0000000001545513,-1.662802519303474e-10,4.531162627158615,100.0,10802.893052946438,201.7761138795052
