milliseconds,Hsp90,HCom,HSF1,MisP,MCom,TriH,DiH,NatP,AggP,HSE,HSETriH,X,ROS,ATP,ADP
1700,279929.08507228835,6000.939741234088,1.074202296951943,0.0008440680540108689,20921.741898096716,-2.3097710813650098e-10,-1.836475483232176e-07,5979837.116445839,-7.219335310237092e-11,0.9999999999937714,1.888655875359375e-12,1.8431208714239045,100.0,10899.615744270237,84.38343289752946
1800,279592.9582138711,6000.400082722924,0.5633245334968436,0.0008640246086983013,20133.089490304475,-2.4966863703818936e-10,-1.8269180774016822e-07,5979108.323680014,-7.525840296506018e-11,0.9999999999929868,6.281503937567303e-12,1.7846250980285496,100.0,10897.718068274751,86.22766688286595
1900,277025.25839671347,5999.572130078947,-1.0726048240714152,0.0008546176694669674,21289.230298718383,-3.1320516975442516e-10,-1.914219537750913e-07,5979055.583146111,-8.035117760461013e-11,0.9999999999942323,4.8719720748643604e-12,1.816518811833641,100.0,10916.666202048722,104.68964777356011
2000,277698.1650340141,5998.6995119784415,1.3996658826949626,0.0008666889396732293,22960.71472015167,-4.665885423638121e-10,-1.9398218653026873e-07,5976786.172284606,-8.918619690721805e-11,0.9999999999953537,-1.774641691691945e-14,2.097683174617088,100.0,10913.18654340971,106.25577601498767
2100,276007.5752123971,6000.069310704287,0.602714693281377,0.0008661736407404696,23585.81829384131,-5.643109284106931e-10,-2.1809539009101166e-07,5976286.71567775,-9.305007755630206e-11,1.000000000006641,-7.977386911281999e-12,2.075695664140895,100.0,10882.846166154637,100.07417267117506
2200,275588.6728866705,5999.08179814502,-0.15793233825520558,0.0008691597018936789,24841.770854479768,-6.083978580900003e-10,-2.2571834310026973e-07,5975431.664804253,-9.203555098845427e-11,1.0000000000084128,-9.080832148175044e-12,2.2541899602467614,100.0,10905.107597667593,110.24446042110108
2300,273687.76991902106,6000.893001776256,-0.31163014548621987,0.0008755542168613947,27539.94688130198,-5.560618310501253e-10,-2.217282434367934e-07,5973124.713224238,-9.003560957913938e-11,1.0000000000067926,-4.031948250927165e-12,2.1873762935639776,100.0,10876.268648519821,109.16494200926772
2400,271694.5438028868,5999.064241329289,-0.13912869280541937,0.0008830884016656093,28203.001451321936,-6.772409132088722e-10,-2.4363733012995045e-07,5972560.512840184,-1.0127604743315864e-10,1.0000000000095277,-7.999814504042891e-12,2.2717908146534884,100.0,10877.963063243196,102.98219988961529
2500,270500.90942007204,6001.302303169996,0.9988272725823825,0.000874418173357807,29561.904020193775,-7.049444544998968e-10,-2.428976807833826e-07,5973116.539618205,-1.0239064829086544e-10,1.0000000000132243,-1.1759713043291157e-11,2.389789912553739,100.0,10875.539919809627,117.62519968800758
2600,271924.97982923716,6000.11774782225,-1.194534798679827,0.0008867848931991864,28689.136245456324,-8.487010039712617e-10,-2.752349599603526e-07,5970714.2775602285,-1.0702615597217568e-10,1.0000000000173492,-2.3590863713144627e-11,2.6598467290587298,100.0,10870.95395880071,118.3348232349295
2700,268392.68799773854,6001.349331746659,-1.133589703308564,0.0008980821886711653,31915.127423606515,-8.954992295984575e-10,-2.711260022057485e-07,5970961.480809918,-1.1670143846739139e-10,1.0000000000253582,-2.5854252507741692e-11,2.847763127214771,100.0,10860.68020605856,137.95895036273674
2800,268100.30811026844,6000.002894454698,1.1402561814835994,0.0008947682375278638,31202.33733182749,-9.54315845959503e-10,-2.9715805815426147e-07,5967347.532300732,-1.2132958356520396e-10,1.0000000000251432,-2.6460420795357525e-11,2.7663676947041136,100.0,10872.337588800228,123.4460153055295
2900,268632.60099648597,6000.64365548004,-0.29475975613783456,0.0008923095371534512,31087.793494660342,-1.065132887748702e-09,-3.035673580942533e-07,5966839.599493002,-1.2232684759348824e-10,1.0000000000318627,-3.518246423420936e-11,3.0024860994881006,100.0,10878.376537320539,122.95734409029225
3000,265909.4946639439,5999.951886425311,-1.3948575075345104,0.0008877256487769418,32979.17019731134,-1.1589932075128956e-09,-2.8509261654204463e-07,5966597.404082643,-1.3231026642343827e-10,1.0000000000351215,-3.979291262699439e-11,2.98717897551129,100.0,10852.43010014136,125.9162829098544
3100,264626.7707437835,6000.127306059576,-0.5288727578309452,0.000905522181643539,34830.424865780806,-1.1296398503271228e-09,-2.9854261080123336e-07,5966762.7077185465,-1.2734746352032622e-10,1.0000000000408198,-4.883115872179265e-11,3.2111618847909313,100.0,10856.935908340378,129.90142260234322
3200,262604.2217318838,5999.574126766316,0.5113250920879711,0.0008930303812070648,35254.472354010715,-1.2912276641741753e-09,-3.0227384371267667e-07,5963771.417445756,-1.317121364288296e-10,1.00000000004343,-4.900150988134979e-11,3.1266829114651666,100.0,10840.700370765364,152.23237645557612
3300,262798.8358515508,5999.485768783651,1.3884791935996457,0.0009063259263199141,36290.25910833958,-1.395076620749069e-09,-3.1074134674232856e-07,5963430.705779085,-1.4104002652974946e-10,1.0000000000516496,-5.5030763174660095e-11,3.317050334669478,100.0,10849.369512025782,143.17589542039724
3400,262311.7701919225,5999.884753377134,-0.1877053735000327,0.0009220417442272571,37864.20204606052,-1.347885989129388e-09,-3.1552168723868837e-07,5963800.663594768,-1.3984839439726696e-10,1.0000000000658251,-6.475554616611218e-11,3.3898362864385003,100.0,10856.885102364928,147.93500604963106
3500,259942.1498381391,6000.9401944822885,-0.9085872680557899,0.0009147259409673662,38521.874200443286,-1.5027922151847423e-09,-3.348552885792791e-07,5961077.264621786,-1.5238408453216065e-10,1.0000000000642941,-7.011480364955325e-11,3.3909725963721886,100.0,10833.336963067555,159.46353655055555
3600,261274.28847003137,6000.637038339384,1.1297252494306844,0.0009094467013429311,40314.570983317484,-1.4754351352388244e-09,-3.295472503064434e-07,5960183.366864722,-1.5886817900572104e-10,1.000000000072082,-7.828482330150839e-11,3.4553366763951274,100.0,10826.785470971343,174.04238685816972
3700,260166.7340233363,5998.9764133798335,-0.8834010477855728,0.0009317939723434708,39717.515192568295,-1.6537792727406935e-09,-3.574142731090902e-07,5959632.465017992,-1.564060439651112e-10,1.000000000081161,-8.801180230350178e-11,3.656729326449974,100.0,10846.368126313264,165.44908585467704
3800,257948.08568698046,6001.020430813653,-1.194209787437242,0.0009349530021125578,43129.21213370745,-1.644510498002411e-09,-3.454266247239348e-07,5957947.468406635,-1.589089721549086e-10,1.0000000000844784,-9.290977924981413e-11,3.815829221084126,100.0,10825.27027192334,172.72487106952863
3900,257882.819902115,6000.727442655966,0.1582603937900687,0.000936699900982731,42923.84858830921,-1.695810606122261e-09,-3.443916266812877e-07,5958390.978642718,-1.6368020145853393e-10,1.0000000000940286,-1.0356205758521092e-10,3.939544971302109,100.0,10821.306158146777,171.2309194455045
4000,254827.22020186015,6000.7166957356285,-0.330442891706394,0.0009332480314648554,43928.0967054058,-1.8376321179685595e-09,-3.6159434905321553e-07,5956215.900790282,-1.700267008082703e-10,1.0000000001044007,-1.0560921900456624e-10,4.143851581151944,100.0,10826.895486960628,173.66207497878628
4100,256322.58171750625,5999.353775600703,-0.25865610143191586,0.0009287202966410083,45177.8975247687,-1.8881662494928694e-09,-3.6490457684543186e-07,5956107.538226185,-1.8178903219024586e-10,1.00000000011131,-1.1021772573712143e-10,4.164185058265896,100.0,10824.306970925512,170.5663418816894
4200,252845.6380877879,5999.877174655594,0.5985361149347054,0.0009365053826406545,46301.41479320188,-1.9324699980473968e-09,-3.860934813070853e-07,5954739.257978066,-1.8807153143566082e-10,1.0000000001278813,-1.1702484529851718e-10,4.337575498936241,100.0,10809.792079709214,177.45883391716183
4300,254491.24759237192,6000.2623505040665,-1.0937371224448673,0.000950652766160205,45398.94601917773,-2.023609138126315e-09,-3.8593502335166984e-07,5951908.295182621,-1.8593661992112245e-10,1.0000000001378926,-1.3004667187784297e-10,4.2148445338846825,100.0,10806.716115099362,198.42263236885805
4400,252410.8738358903,5999.653650119994,0.6664776244679753,0.0009386583282001092,48188.972726267595,-2.0920941944524756e-09,-3.7838756743804394e-07,5952325.993032304,-1.8494692092232866e-10,1.0000000001397042,-1.4660838394353884e-10,4.463300320806864,100.0,10805.671406886662,202.8503712808413
4500,250439.43948262665,6000.0947440291275,-1.3866706953702617,0.0009521229910395128,48336.368264642486,-2.2458339989913876e-09,-3.928522346845004e-07,5950236.155254916,-1.959560340586737e-10,1.0000000001545588,-1.5392752432455465e-10,4.5769538428282734,100.0,10798.442532150852,203.81657658115446
4600,251055.41889995523,5998.952517770045,0.3976647786483479,0.0009523142703748118,51012.68827146435,-2.2553397001333234e-09,-4.044558538079484e-07,5949334.1132245865,-2.0557363016984444e-10,1.0000000001622873,-1.6137282385776062e-10,4.48862145973405,100.0,10810.73201941741,206.75776142278286
4700,247565.06443361923,6000.612292371955,0.7986954285762436,0.0009459248002503728,50890.52360903049,-2.2314102825713495e-09,-3.9973324831641913e-07,5948447.211954665,-2.0505237313550118e-10,1.00000000017667,-1.7396384410249216e-10,4.633426884171855,100.0,10805.330148006055,199.20106860495392
4800,247055.48089051654,5999.090514720096,0.09046198599609362,0.0009601613164166269,51032.29269029742,-2.2976208108104474e-09,-4.113637384448158e-07,5949489.715848599,-2.1694371401942808e-10,1.0000000001843583,-1.7976871512153698e-10,4.90541220927212,100.0,10796.257213477198,195.2437582669484
4900,246399.47930125493,5999.991238385059,-0.40415505200624513,0.0009643715720134384,52768.466310369506,-2.5067643190500595e-09,-4.0244452237063307e-07,5948657.547617107,-2.1651525311668136e-10,1.0000000001952503,-1.951549201801268e-10,4.959122893530817,100.0,10795.685565462183,198.01472176516847
5000,246268.20816750178,5999.558085758351,-1.2635638921025347,0.0009642827964231941,53282.4353771867,-2.5061981839968313e-09,-4.0260841568275016e-07,5946899.954343654,-2.147769228776808e-10,1.0000000001963647,-1.962369920368849e-10,5.079390547793061,100.0,10794.833868337486,209.3687551475955
