milliseconds,OCT4,SOX2,NANOG,GATA6,CDX2,GCNF,OCT4_SOX2,Protein
0,0.011243277532432795,0.010002657334132985,0.010243815339728523,0.009692244257987762,0.0036506429150167836,0.011937400451941516,0.1,0.0
100,0.013204367544562688,0.010002719074019471,0.010459002624118016,0.011078645069473791,0.0036761426768253756,0.013444448151770845,0.1,0.0
200,0.01315386863245861,0.010000144314545887,0.010283105897810453,0.010490712634830562,0.034800128920787606,0.017775797882024904,0.1,0.0
300,0.013642505151105986,0.010003140553776097,0.010526044498739128,0.011978326804851065,-0.033683529235447957,0.01102377063769362,0.1,0.0
400,0.01666718874203511,0.010004731765630217,0.010795175628454013,0.011507930078514018,0.04672089256340056,0.015788661058401987,0.1,0.0
500,0.0198108011875701,0.01000511457161541,0.010763664817517357,0.012616235377284558,0.004514905638154466,0.01425848983528408,0.1,0.0
600,0.021269156228385353,0.010006108114796776,0.01097686682223767,0.013486159933079726,0.013773909753757509,0.012842578376430557,0.1,0.0
700,0.02126172250724889,0.010007140468502995,0.011182007202710748,0.01283563522051769,0.04179611186042705,0.01687258441522712,0.1,0.0
800,0.021713361560981102,0.0100078286066153,0.011562178673044767,0.014176819818961479,-0.008074006641480773,0.013449890728347064,0.1,0.0
900,0.024842649193070988,0.010010104429018238,0.011693934739209485,0.015208187313857034,0.05363344780700552,0.018582800457565135,0.1,0.0
1000,0.026228029369136284,0.010007159589306936,0.011892570822977146,0.01493426179857977,0.10378268424256037,0.02108836968015488,0.1,0.0
1100,0.02789474575716843,0.010010005578420151,0.012247208846149323,0.01572021618482155,0.03736241534892341,0.012593713847352112,0.1,0.0
1200,0.02791177697883753,0.010010981050554974,0.012033998076015531,0.015938660713485136,0.07725804419539872,0.011228917982518932,0.1,0.0
1300,0.03160540511566909,0.010013384172899735,0.012508813317036712,0.016095638084068557,0.1516038199872678,0.019865822536137532,0.1,0.0
1400,0.03360475983883495,0.010012458477305688,0.012704482127352538,0.01746231629274452,0.13527089892453947,0.022273828313343593,0.1,0.0
1500,0.03256468110082855,0.010014012544769628,0.012847218601338051,0.017265918206169715,0.11925054653616783,0.024557601386478348,0.1,0.0
1600,0.03635142278861158,0.010019184889866119,0.012923182689060715,0.01802983225812338,0.1442805061025507,0.02285978884786418,0.1,0.0
1700,0.0374503800026985,0.01001614613269808,0.013240539928874348,0.01797017280953803,0.1901495073295808,0.02359508288389211,0.1,0.0
1800,0.03973529173437534,0.010019694769610238,0.013479113236812395,0.01879848074860747,0.23984702979896283,0.025426686981753658,0.1,0.0
1900,0.03910701132891152,0.010021605145188815,0.013423217790694712,0.020177730513704115,0.18117711358199465,0.022383951033405704,0.1,0.0
2000,0.041861320790623824,0.01002515074266476,0.013690032776695407,0.020584682606545456,0.24062913421921575,0.026194040979993928,0.1,0.0
2100,0.04126550903839461,0.010025113104227275,0.014103989204770647,0.02032992985229699,0.27858252125967264,0.03673950271716214,0.1,0.0
2200,0.04292070750058215,0.010026111451879635,0.014206872691514444,0.021725760601027023,0.28396926654911536,0.04166730783095797,0.1,0.0
2300,0.043982565169446784,0.010031587360681231,0.014195481072065613,0.020898658943257195,0.3457961907406031,0.0341012270762364,0.1,0.0
2400,0.044847583086859176,0.010033461209714954,0.014434225777265894,0.02233261958958247,0.3774434361649079,0.03591551301428924,0.1,0.0
2500,0.04821183231422455,0.010032541033172929,0.014571016505852803,0.022029913922197282,0.4632773124167615,0.04709483428739277,0.1,0.0
2600,0.050206630154597816,0.010035752497710772,0.014726960878213725,0.02373071560238513,0.5332706161755408,0.04797291846578069,0.1,0.0
2700,0.048359511485204176,0.010036367682656118,0.015244660593255225,0.02411433004363433,0.5660701320465142,0.05653519672944936,0.1,0.0
2800,0.04913853833402114,0.010037699307907856,0.015307362580042783,0.02374442125161551,0.5943671342892838,0.05945710910080934,0.1,0.0
2900,0.051416004847143634,0.010043843100505864,0.015498110206678153,0.02415476049854155,0.5667743596887042,0.0636705654449445,0.1,0.0
3000,0.0545206719642079,0.010046334616494642,0.015557581060958024,0.025364164588098734,0.6761081700107983,0.06635805286304423,0.1,0.0
3100,0.0553639648002893,0.010044921046209583,0.0156415793173593,0.02533308406950442,0.657213495404545,0.08076698418660544,0.1,0.0
3200,0.057241769822151074,0.010050230697020606,0.015943585861210117,0.02608467584350847,0.7718251818043776,0.07712933502291927,0.1,0.0
3300,0.05782728919029119,0.010049185748672177,0.016216170938726557,0.027053618771361917,0.8088023996714875,0.08578222395857582,0.1,0.0
3400,0.05793541524456253,0.010055234359222062,0.016316567569479128,0.026346773144174312,0.8490519303183535,0.08985776404358167,0.1,0.0
3500,0.058699022511063334,0.010056421873587712,0.016329222125923328,0.027195798955132442,0.9512069343345246,0.10928793537494122,0.1,0.0
3600,0.05852802099014425,0.01005769853149489,0.01674159935032896,0.02735015735226191,0.8963851762902226,0.10415860439847131,0.1,0.0
3700,0.059924711654713914,0.01005953137457936,0.01708118502587648,0.028523494554175553,0.965423475931863,0.12640093930561913,0.1,0.0
3800,0.06184725871336577,0.010063913673327728,0.017360891473759407,0.029769960896166195,1.041203322736364,0.13153295504866885,0.1,0.0
3900,0.062445461185223504,0.010063593568829488,0.01751944410491635,0.02967194285234302,1.05473138239021,0.13347525571379146,0.1,0.0
4000,0.06436270544860788,0.010068030744190394,0.01775310999935281,0.030335789433687636,1.1278988468534286,0.13797337705033777,0.1,0.0
4100,0.06421243053701302,0.010071124350484283,0.017909240364179835,0.030630057010198903,1.2113874547878838,0.14770298899018144,0.1,0.0
4200,0.065164639195516,0.010075306641643866,0.017774309119119824,0.03135296962404637,1.2429073883258157,0.17092160798649422,0.1,0.0
4300,0.06725593051160265,0.010075926953874931,0.0178295554717572,0.03135334707426522,1.278379384024373,0.173503803217761,0.1,0.0
4400,0.06778578195246576,0.010080626537115802,0.0181181894060613,0.03135211118827641,1.3276955150582386,0.178367253340784,0.1,0.0
4500,0.06723231719655613,0.010081082629705657,0.018490910873479958,0.03239684799418472,1.4264372641862555,0.19786417123370478,0.1,0.0
4600,0.06874631149670393,0.010080686824392613,0.018652781380641015,0.03319738325203804,1.4094045153485073,0.2034868981766223,0.1,0.0
4700,0.06796579748598121,0.010086728154317473,0.01854074994969621,0.033980424592138105,1.5161438553894193,0.22236031557416067,0.1,0.0
4800,0.06974175675299885,0.010091583514898647,0.01871615610379636,0.03405556411272596,1.588998207014579,0.23082092136921106,0.1,0.0
4900,0.06891943857980193,0.010091704854069995,0.01920464385615061,0.034681583540101535,1.5789661683799556,0.2435500564960106,0.1,0.0
5000,0.07052318782194036,0.01009348034613759,0.019260525628917967,0.03573900512290147,1.6595453859942817,0.24588862283784996,0.1,0.0
