miliseconds,IL7Ra,IL15Rbeta,gamma_c,IL7Ru,IL15Ru,IL7Rb,IL15Rb,IL7,IL15
0,1003.6960843537521,998.4192038247493,100005.39797824177,4.7579827682892795,0.6012067702493507,4.840406884755694,0.06275089114053273,6011.566605490022,602.0563262603738
100,191.4764074205117,202.50394980443244,98401.41673118812,745.8845711038668,803.9578046751352,51.79293732813895,0.1488004240456791,5977.097840449131,601.7562900325458
200,44.253121941747814,45.13369973762917,98074.83790950364,825.7252787421157,957.1962208318105,125.8813536666419,1.3772664730680364,5895.744216387446,600.3924043198182
300,18.436080010780458,16.601862422847475,98029.93756662458,784.1114785443975,977.9799143545508,194.62865718002968,2.191969921843051,5828.226615968938,600.4080379403389
400,4.006138156287598,10.4707954773484,98023.61431055068,724.1629425701193,991.8856527238155,263.8600966900273,2.792745149969925,5756.487001432165,599.2601750063233
500,8.247911034867448,10.271905707543139,98009.93213188191,665.9751489537393,983.6258289299532,348.20663951516525,4.436258581311051,5688.0179234331645,597.8892688473736
600,10.149182101292265,9.956550124534981,98013.72188422125,613.5776384456493,994.7375588990924,383.3693734343856,5.178884055123193,5622.295478745271,597.0058484865925
700,5.662177081531924,10.778578679275295,98021.86159861015,549.3570399044442,992.5515267724242,443.74314539490996,5.684353740806897,5584.170188215741,596.5390684534
800,3.4275578343665276,4.125046413274973,98006.56794886425,503.2568457527362,989.5109773879999,495.8515276955497,6.8490247712220444,5543.007351698719,595.4111682036157
900,1.4848875127916594,7.224117441455915,98020.05872380943,465.2403603804771,986.6248506295055,528.8143039659578,7.392429116549649,5494.414065263844,594.4817369303955
1000,4.082129586001858,9.978394344317232,97999.12057190429,433.5368736946968,989.0567584025893,562.9905630179974,8.296191738108517,5462.566570182853,593.9120686851842
1100,-0.7433614225812768,10.933144064054002,98003.34913590181,393.0151712189407,985.1784037932831,598.0584596700317,9.426892736334786,5424.065196186884,592.1121427681763
1200,1.2615484399948922,3.079414445729444,98005.79350189773,365.6384589055865,986.4898525964252,627.4233871186544,10.843464216167213,5390.0379569976,591.8672818611116
1300,0.9229114620061856,11.726978123638037,98009.42138705016,340.07852387020904,983.8073437370575,647.2130481533181,11.090921297922879,5376.765355858944,590.6727437465178
1400,-0.31066749777685354,7.045823684958826,98007.1428744155,329.4993290243598,988.1981862675037,683.327003676875,12.074559474085603,5339.282290339154,589.4908525023607
1500,-3.2491869806862814,11.199125527301502,98003.99949540562,296.6330120737371,976.2503942518572,705.053153169559,12.543721709325602,5317.852280580918,589.1559410700829
1600,2.35821212766944,10.510640218577656,98013.75126617565,283.4188752766255,976.9381481712885,707.6439992794818,14.055303712816576,5306.061263478847,588.7056093679487
1700,-3.946071186809615,7.968382608938288,97998.35853657268,263.0536212192209,982.8678054289837,731.5064745028004,14.352792089468096,5281.379858906308,587.4601864913976
1800,1.171313958566857,3.619008509741162,98010.77248094953,261.21993607716024,975.4752470169267,733.4429181794709,15.222794814462475,5281.902711797171,586.5794452220173
1900,3.2363453092092405,9.090498039157202,98021.51530181983,234.85387470644986,980.8248646000873,753.823249698456,16.5259820668061,5265.509847480959,585.8145302660731
2000,-4.633974505193963,12.331452946210778,98020.66655422008,229.73794210156245,978.8053479932363,782.4767936459825,16.724763901177045,5260.331605407905,584.7061420090931
2100,-5.447984544269098,10.797106962129021,98017.41900994277,214.95261112811457,973.0589140220819,777.2085820272887,18.152238102206613,5233.730964802583,584.8504589760045
2200,0.3945909124896041,11.704506452480125,98019.30877607338,211.1939932537133,978.5423992656811,788.8681923530306,18.5620167734734,5235.178293821081,583.7568910780313
2300,-3.735257089079382,5.850317614350172,98000.75800608202,189.55855566524644,979.6864025585245,811.2329212502433,19.644481323329032,5214.7768777460915,582.910402617077
2400,5.773771230988142,12.565922038939288,98000.67552213115,190.08307046179604,972.0797293088425,814.296931514367,19.85033187044274,5210.113516106055,581.8132087613855
2500,-4.730006045267551,5.14608222286382,98008.71364980438,174.7464215917862,973.111188062345,824.1203960745985,20.79484565587612,5204.54273003881,580.937825478829
2600,-1.2676371326119833,6.9597965496190675,97995.12763371064,174.02574810543624,977.8022517866002,834.6810687088142,21.666742547547358,5191.989970173903,580.8576733302128
2700,6.6920784348167,6.549208414311855,98018.86983216598,157.3157096304667,969.3429275501113,835.4127182766586,21.922779421820678,5197.048343779763,579.8535128904931
2800,0.3160453695824126,-0.937969572783155,98012.07951796222,166.1442962109964,974.1039277067556,838.4751222972476,23.325150313207992,5182.216919983385,579.6460604691507
2900,1.8851531755178121,8.755132901845046,98005.59333810973,156.92144392754665,974.287215254471,853.0175430114685,23.217773248496986,5176.495302274019,578.1077949929413
3000,7.314403286529932,5.7363233995304475,98014.49724106576,149.5864885462091,973.2086155894168,838.9996509219498,24.572437968356837,5173.05691518294,578.09620010279
3100,7.622035911846353,10.616408402077653,98007.88278681305,143.8854506443814,973.4208682109505,859.00452481833,25.437716312912045,5164.125905883303,576.637258494567
3200,5.1191038987048705,5.127069984574574,98009.61576344793,142.17823204706642,973.4683078471654,854.9558214557211,26.220516232558495,5154.312823003356,575.9471335474586
3300,3.485924901894337,3.9809888048669007,98008.38853343234,137.65821326211483,968.0768538098782,848.0266532896009,26.555790658032777,5164.702542053354,576.1703048027257
