miliseconds,IL7Ra,IL15Rbeta,gamma_c,IL7Ru,IL15Ru,IL7Rb,IL15Rb,IL7,IL15
0,1000.7909679681309,1004.8528196988101,99990.05972548395,-0.2852931920546778,1.415750200932725,-10.996746815003947,0.2137611417269622,6017.662795054049,602.1030546485229
100,196.2542022300347,195.18404794540257,98392.97563810821,763.7182337082057,805.0000163392692,58.41307044744118,0.08745387669950405,5961.912829984888,601.3802908221581
200,43.57659482600662,45.59713147795342,98096.81819499804,825.9001133453711,958.8247582836858,126.61377681574051,1.139890294493428,5893.194418131224,600.7940131966226
300,8.483607483140009,14.16248998730247,98036.23828612754,792.2586033052369,986.9226721189609,204.4932568015453,2.4848322386095134,5815.613033632391,599.7582861807941
400,4.409903129717826,11.738579851502923,98023.5152626096,719.1193885266024,995.4168743262294,267.0147620623554,3.343014025414383,5744.156228141775,599.0261954647154
500,2.3094382026232805,9.782470950232394,98005.2323212407,661.1058721452148,995.9249991782089,342.7077574498636,4.141296332701179,5696.633226142362,598.4148658980115
600,1.2867070376560243,-0.17366151934604002,98005.1859124187,604.1571483373363,984.0013207830336,402.0662710930926,4.935915653622888,5617.932928727183,596.801234721648
700,9.535805055698125,8.808511482020034,98019.14044291496,548.3107935017795,989.1583773172616,444.51024154408685,5.790261563697982,5574.291812715634,596.2503830157262
800,9.570125381340766,-0.515235001203231,98015.37747698372,516.8283617168481,987.927101449898,474.8647723140792,7.098015223268769,5526.329581439588,594.8746852492852
900,-1.9899999385689582,5.846262961691017,98016.11701461364,469.97728315996704,989.0749048689706,519.7329898001644,7.4374939750449505,5489.416299599354,594.8223775339236
1000,2.98057850358285,4.906988575461549,98005.08260601996,426.16959936672697,982.6598639649238,572.7813768638775,8.493554033491192,5449.576509337511,593.3470523628615
1100,3.083803813967186,10.444972645411621,98013.10583019885,405.08356848242585,985.0942865436176,584.1736069323783,10.22258686183614,5427.02007181902,593.046820787031
1200,-0.5478756663097775,1.7518002393780714,98005.23098818769,374.50431931426914,977.1229236227331,612.550186242161,10.630474402264515,5404.901009046665,591.33823329074
1300,0.8567774901100447,8.962136758700407,98009.20649584109,340.4277181616747,987.1738888821019,640.6000835565774,11.659441572478052,5373.83283970825,591.2810860433361
1400,5.646692699055343,4.296033513568995,98022.04009917116,318.38270645403077,986.2589105387163,662.813266011651,11.759087979303004,5353.350337491242,589.9658601612316
1500,7.771855319879202,8.277505391910323,98004.37099612194,299.55373003584145,981.7160470420035,690.8410310435993,13.304024835344672,5325.148846296726,588.9244833519422
1600,8.228182988980201,5.8683073283058675,97998.45169649429,288.8578005905847,980.1480596600626,715.6228309928126,13.501490994519788,5307.378620283307,588.3836113809056
1700,8.227018476257411,10.474557801266673,97998.76771842701,261.2674983684793,982.2168487488782,740.2510924330014,14.924344862097955,5285.499169169381,586.9782360806996
1800,4.304920521776424,7.037018329563138,97998.11522124315,257.5561308490603,983.7484305518165,736.6742084976418,15.92790468465716,5273.438947636175,586.780900667964
1900,3.3071337338151716,9.011686336586246,98000.24506800235,247.83564898650718,976.7789852000878,759.9664664845797,16.42304315844118,5252.584124745822,585.4463589928479
2000,8.303676621386943,4.772491538521898,98009.59681969203,217.54491574396295,972.714986829257,766.24167811873,17.190425814285216,5250.052793807774,584.6696925358569
2100,-3.299531192681501,5.05064508429383,98009.32846998535,216.13986338515443,971.1699460672013,777.8175207208898,17.4268639371244,5234.3971640106665,584.5245549196338
2200,-0.5054734825998215,3.5276391973418626,98015.9197001525,194.86208570263355,977.5926774288037,790.7015285956722,18.81995453444189,5221.510906858268,583.7959922653088
2300,-4.237165526803998,11.714891073859325,98015.06386955007,192.63229882072866,977.7816835683135,797.5411931121864,19.461973904780617,5210.838252976028,582.6918065249654
2400,-1.233047792549014,8.020296859141007,98002.33501168167,180.926703829403,974.5024717548819,815.0110227581702,19.865540406463627,5203.748800929105,582.2134175570377
2500,-2.354808740490137,2.728676293699475,97995.76269463505,184.08417604199187,977.576240179681,810.7747462724485,21.104299399424963,5198.565313848369,581.0089281418615
2600,-5.853283109692839,8.297086837053993,98007.23781246561,177.0553270086979,970.9825158010339,828.8288832124424,21.70137824705479,5198.730704888846,580.2052795340604
2700,-2.7681242633562473,12.420095879805771,98001.99206323715,157.91767329273938,973.375948000994,841.0672104285984,21.79017091479395,5187.543958064926,580.2909312833807
2800,-4.382073489099744,0.14514076000176335,97994.6701307894,152.50753407582022,971.1138895778328,829.0935369189324,23.181445188988974,5173.121588878103,579.6280742464971
2900,0.9775571050673707,12.883910960693694,98012.69108472965,151.61647138749754,976.0954904955536,834.7232862638402,23.771915931391494,5167.808522203556,578.728328097699
3000,5.689581008967708,5.364346369568326,98015.85602081442,145.0662980754424,975.2251616399669,855.4692879364562,24.639862172308504,5180.9751474193,577.9999031081408
3100,7.570504396871772,7.604541292259288,98011.5119378361,141.6311376313331,974.8950776802692,856.9399659993055,25.228684554814727,5172.416456788708,576.5807346595925
3200,-2.358481105448159,11.662940392234365,97999.15185131734,145.60308542072073,964.9059275849131,862.7893727608906,26.131754137703524,5172.095591272915,576.0501990139965
3300,7.515220009842839,-0.8337291958405011,98007.05664562283,144.41706044361368,960.934258256564,862.0504468840402,26.80672729676852,5153.642754443781,575.5619524042828
3400,-4.6101163206461555,1.9887011566078923,97995.69535346993,127.70151136072283,960.702343053834,868.3515302428601,26.592553021213128,5169.114906305358,575.1151285956536
3500,6.819234271349371,5.686337840894683,98013.17621705034,126.7785569723775,962.674049762414,855.9717036985996,27.623785439422814,5161.104221075274,574.8391320892401
3600,4.4729956529301536,8.171505050443713,98013.86516192016,128.1391408147335,962.240917297673,876.5664880087129,28.25304282257842,5148.16274726235,573.8786722844058
3700,-0.39858098637861716,6.71973939585163,98018.03988272663,138.23690426620254,968.2941290663375,860.2135591773073,28.684996305894504,5154.233521174065,573.1498354981038
3800,1.6126574537778988,-0.9133318870068283,98010.66891803837,131.51333236396644,968.3932373709735,870.9396198394022,30.1689399510814,5144.210628937981,572.5143725202229
3900,2.6301264949563734,12.845128528817433,98013.17830466345,134.0821040691819,957.7042806299378,867.9694568494377,30.756566856689645,5143.996677502217,572.0689318012955
4000,2.3742500878631,7.638376292323384,98013.84651685922,117.62334223938356,961.6127478168853,882.3661801284702,30.52884045772429,5149.933539556053,571.4889983299191
4100,-3.6405262703542505,1.9521978935836217,98002.82578225827,118.11671094423036,959.3779800233596,875.8353804371013,31.433065462903052,5140.127540410359,570.5130037227873
4200,7.519405878603484,9.987269979422452,98006.23080729261,128.40092695654553,961.0790518329266,874.2517378477359,32.195134134354916,5130.571608658968,569.6686260467627
4300,4.479005970066046,3.6392916864149436,97993.27001976517,122.29128725306865,961.5831141610324,875.6377097631629,32.86081690488953,5146.803827919998,569.9043856888164
4400,-2.7636226395010484,6.008743662926848,98004.4241967536,109.96228437620732,956.0370233572221,880.2228123838488,33.652802759366,5135.6633406584,568.8685150943326
4500,4.2245616797336085,12.236446010418433,98002.38398559266,107.127803455645,960.2152343403836,883.8705884350418,33.992640440882035,5149.211570980185,568.2979384808565
4600,-2.5706541628465724,-0.6788319484091829,98003.13291380735,108.4393971225585,963.7437824601479,886.4207901545736,33.81935199460103,5126.7162892351735,567.8699097534262
4700,-5.979198217757211,10.633694924594852,98019.94299837506,117.53473044582336,955.1635658243661,877.3607614551322,34.98595174145017,5138.779217030797,567.0121200948711
4800,-3.882896038783097,11.694127841728566,98008.72813728347,116.91426904073214,955.4198975851973,889.2811838048007,35.53934705689835,5136.695804907267,566.5235686780252
4900,-4.7499938599606235,6.257751645945548,98008.86059433811,113.81530188227651,961.6052610746698,883.549804149142,36.20620819770736,5146.201180136498,566.6875022807575
5000,1.17013735133155,7.581847078665438,97993.1476821732,120.17298716043109,959.7703140322445,888.7159275627224,36.61478503287068,5133.320696614669,565.6159416348094
