miliseconds,M,Mp,Mpp,MAPKK,MKP3,M_MAPKK,Mp_MAPKK,Mpp_MKP3,Mp_MKP3_dep,Mp_MKP3,M_MKP3
0,500.01029079085185,0.006586334225464133,-0.002616917404194207,49.87910343122885,100.64973579343865,-0.17316222350120508,3.617848123753075e-05,-0.0009026823421114776,0.0032418898343181545,0.0006363691356404445,-0.7483062087091307
100,464.6156749344243,0.01048437825680041,0.003908404962866626,20.460173072226343,95.67798724613988,29.35724360580948,0.0004938626933137164,0.0022207635272910448,0.0017524875691689338,-0.0006716181162795613,4.921625138622697
200,451.4765919786109,0.05948865703203484,0.0010662196225405952,10.545611688560204,89.56566044425017,39.16130095414484,0.0006418716918165988,0.002966134271273941,0.006139510083323067,0.00134152856047486,10.303135586495452
300,441.84748323409747,0.07788029830725071,0.0015670069765262886,6.977618879722323,86.56991386210363,42.727248687718046,0.001011074627834303,-0.0013267984661203766,0.00858668037560771,0.005253894504585874,14.461726778850844
400,437.86969890594906,0.11598372632985367,0.00352982205656121,6.185798812348333,81.71874155735881,43.87566685127809,0.0011784436169092578,0.004068604233937616,0.015585994984591924,0.011503123926513845,18.039482951090907
500,434.550371494597,0.12653698202235988,0.0021501895176397976,5.569680501640271,78.5054461428503,44.225900333041146,0.0012515881173836881,0.00047535946174949786,0.02234717186051033,0.021702106938324695,21.386172794834692
600,429.61542297774986,0.16786447385028874,0.007832896174383762,5.245293119319956,75.22244894895515,44.625355980006994,0.0016829910538440046,0.005037698866159971,0.03366576649233349,0.02916213811777232,24.59853914179839
700,427.0039542895442,0.1786752549554645,0.004573642710163193,4.9915973506101805,71.93474920952563,44.73462726468882,0.0018095797738244784,0.006836287832023566,0.04105319580101435,0.03595914163005828,28.751141066107586
800,424.11079539937407,0.1975332899702667,0.008977345086901286,5.194316514301756,69.117311276153,44.69613105117728,0.001958955764401585,0.004691913564083798,0.05055209035826889,0.04108236360894984,31.548368773466862
900,421.4879141134661,0.22636965825308303,0.004946847895065,5.21086979398989,65.06914619638324,44.51768742192005,0.0023427176675597547,0.008671559883667685,0.06049777918481673,0.050278809325455615,33.21284774774866
1000,418.14622241727557,0.25889191142039697,0.009057163692032686,5.040868296694959,62.77647701889203,44.37702202578078,0.0026604152012137117,0.011087450448441087,0.06750561887473339,0.05758992686832275,37.02469305053746
1100,416.058007748737,0.2819594254454678,0.009170749351867466,5.58043697970168,60.51872107070413,44.53689353174505,0.0026712753442273258,0.01077429682278683,0.07821899996384198,0.06392156260794314,38.95343807046882
1200,413.20112392153004,0.2879691095001248,0.013639502077240354,5.119242135077729,57.56575371615391,44.59558137500684,0.0031102986312974337,0.011615182934886335,0.08354013769507188,0.07181910268524914,41.28166659271618
1300,410.77193770698835,0.3068029622289429,0.01855709226283351,5.401841293360711,55.914925487724894,44.76274633707564,0.0033140712561655935,0.014803625791960654,0.09198441289632013,0.07641223439430866,44.445622608118065
1400,407.7684007354531,0.3491601676927707,0.022690423698417957,5.555648683329726,54.48651471594627,44.828505851522685,0.003551324700016132,0.020184080599142333,0.09799853010350047,0.08203409601538204,44.96507568570271
1500,407.26971711837126,0.3547030975050553,0.019122529242341695,5.200040201249006,52.63083960732739,44.48880200068975,0.003701603494273186,0.018902855494667036,0.10787735610018202,0.08654076024532295,47.12698532620339
1600,404.3898040869365,0.38474829956841533,0.024633069343271915,5.580758543554252,50.204335481623325,44.766241026474376,0.004015264540378363,0.024375455900792257,0.11699050751255588,0.09528542686577889,50.143507854500925
1700,403.1300625276501,0.3982477974125834,0.023430347806640165,5.610329805407023,49.04616931325138,44.67573270486607,0.004402030947634051,0.029119988686155472,0.12693233441067178,0.09940711730221882,50.97891207489096
1800,401.9457189033913,0.4066970298521503,0.03051377177480294,5.597585923882068,47.45359552106773,44.114913784883,0.004561920124614591,0.031243043978214098,0.1285808992225953,0.10348523568238621,53.57919832152078
1900,400.9469277482439,0.4551664938486448,0.030963168081731284,5.391655194130723,45.24728211851841,44.246807234977695,0.004630888421151321,0.03197588233102175,0.13801151644511112,0.10487608255480903,55.50037988716167
2000,397.76394454986115,0.4718214177553908,0.04031956769467704,5.882021998744467,43.650909289656255,44.28537660453702,0.004865174802054415,0.035251088199006526,0.14243895725770636,0.10853857292986899,56.00910801310689
2100,396.3661206420446,0.46993355642150264,0.0380967578718825,5.684310863186448,42.67296150973181,44.539734691584556,0.00542563871820067,0.04069810067615426,0.1486980146180224,0.1140230571298649,57.93219328425239
2200,395.8539765625882,0.4934630646813535,0.04935642785753532,5.374136522200743,40.34063949790325,44.22389883518917,0.005463308734845578,0.043074148781594254,0.15258993401582788,0.11703419358605795,59.200648296469346
2300,393.45580962690866,0.5323581994988592,0.04660712460978029,5.33366901565613,40.47245154416054,44.26448711867669,0.00569140042632437,0.047810309454108045,0.15923785410271202,0.11956826310960916,59.846795112117995
2400,393.4948016519601,0.5368397697611338,0.053977860746056705,5.851058287487137,39.23921642899582,44.10505718082965,0.006211145454432024,0.053076638208353746,0.1663439955645028,0.12471567490557782,62.20787230582333
2500,393.17462530963144,0.5759051918490242,0.06230033135574714,5.737999237596929,37.290162222213105,44.62128878290035,0.006256492376269414,0.05515655257549953,0.1699495297238346,0.12697641993368747,62.42134577410321
2600,391.07882310012366,0.5942704850906121,0.0651457742876041,5.558546276239436,36.538187721714436,44.448381162425385,0.0065066120648951615,0.06066657944214369,0.17477312825931765,0.12995826236155295,64.37730903827939
2700,389.41687248531815,0.6257752740792072,0.07070604241544103,5.760219092742757,34.91640969741324,44.37920745128705,0.0067077012680436185,0.06164409436443896,0.18034029613355992,0.1318715838067284,64.55852172566853
2800,388.36474435735437,0.6231044721551179,0.0765068838961195,6.019115564539071,34.934445116603456,44.532533579753675,0.007278705942404624,0.06646717010183485,0.18534967900050411,0.13325430757022186,65.42904097989145
2900,387.30216193276453,0.6435161632979118,0.08012702370633104,5.663229753744695,33.81763895494461,44.362866533464654,0.007413178681730232,0.07040361257699436,0.1876945085810935,0.13317395623321987,66.67117690489589
3000,387.4037536317881,0.6643504743353211,0.0888729727811032,5.588909314703812,31.972628463375784,44.27401026567919,0.007606985066791682,0.07515562530579788,0.19428181176050077,0.13465913932460116,66.29692660809802
3100,386.06986564436505,0.7004542643846596,0.09578379278672056,5.918917085850374,32.663827063818786,44.10410404786173,0.008067570567216577,0.0786752874327052,0.19782717615829767,0.13693822800056377,67.21207006871302
3200,385.2258498440671,0.7273192258787059,0.10357638834589536,5.560525506981427,30.516254557442426,43.962062323966805,0.008137365260844503,0.08393608002252564,0.19506681878332338,0.14044547538827082,69.18971494948845
3300,384.8742852726609,0.7492753460833821,0.10874549885985381,5.695346252990975,29.346323157509435,44.365767701732835,0.008459967197866358,0.08919741304043896,0.19964838373441215,0.13880475438669865,69.93654147302667
3400,383.8202989936154,0.7634199805868612,0.11140172364269386,5.944421847144214,28.862409140378002,43.99348405873548,0.008494284977403368,0.09640175353609563,0.20168111266384153,0.14345989198185458,69.82796142857175
3500,383.7659975361486,0.7980913350277239,0.12481438179015657,5.897855270975016,28.941498669111436,44.284560189376116,0.008897037396727158,0.09732581041154066,0.20682308121992274,0.14478365971696047,71.54255161370095
3600,382.8823562770609,0.8095389766566116,0.13129689875907405,5.799923861390995,27.542355700542057,44.17933215078074,0.009115453272871837,0.10347169494225972,0.20725887803809614,0.1432619391235459,70.93384661578284
3700,381.41951232998963,0.8152823652163353,0.13760540546407007,5.996617320131784,27.390011777696234,44.182629582273115,0.009574925887066937,0.11242814480749261,0.21541223030367687,0.14355791327340017,70.97759336592885
3800,382.3828845709805,0.8551272287563444,0.14547556131440015,5.559836288237548,27.124495801038268,44.09758710773481,0.009674996229276341,0.11536032508615267,0.21495512654964705,0.14800984596909336,72.50630000410375
3900,380.8996284696836,0.8520037097290778,0.15660950656551798,5.645768876953311,25.60230327215277,44.042579813607965,0.009804606381805574,0.12244414561462363,0.21968935076958143,0.14797178702877092,73.21227186011706
4000,380.9980417642349,0.8673311935224551,0.16013503781369184,5.8318300429135315,25.31619187491801,44.302656808257616,0.00998568948867734,0.12429252607367798,0.22015437098701066,0.14707831377857492,73.87448742869793
4100,380.5885681719587,0.8859126126401595,0.171005842220957,5.626245264039972,25.27808007188512,44.305493479570885,0.010537812895895102,0.1334655778220899,0.22075120349449334,0.1484063613857765,72.8765738109415
4200,381.0259202860289,0.9117105552351491,0.17876910864087633,6.048869433641946,25.406753836928075,44.41310830203112,0.010733210497839197,0.13790664761526691,0.22627421719047594,0.148582223103608,73.83872345716169
4300,380.66731851339847,0.947043529240929,0.186614412681155,5.860303195906588,25.14062393894584,44.413797954934104,0.011014224716574306,0.14243608651185502,0.2232727621905929,0.14948323125714608,74.59257870512121
4400,377.83636491447317,0.9579928936101857,0.19650886615971272,5.8021562345834115,24.353278218498083,44.34163797810592,0.011091590886935357,0.14613006609455004,0.22814803953776397,0.15043914898424715,74.92286058935358
4500,378.60917053373794,0.9886090326998218,0.2056170781315478,5.804620073373828,24.842833050014853,44.31299021695803,0.01129696616787555,0.15605752084435792,0.22923203628991518,0.14964717014803716,74.85634076868439
4600,378.79779548504496,1.007161907760039,0.21804368120612963,5.834198846989717,24.4611335455118,44.173757075136166,0.011362961600342333,0.15797390278926696,0.2293158984591316,0.15354632265610443,76.3661327336172
4700,377.0627053240664,1.0151125561040992,0.2292035699096442,5.790367738138788,23.64211602083084,44.087875607686385,0.011608055123106937,0.16794028101680822,0.23669145165679695,0.15461672335958015,77.19466538863516
4800,376.3845379583433,1.039748357006248,0.24300352697404207,5.762986914575126,23.85936607829725,44.34724660706126,0.011984518947734632,0.17292098240900305,0.2359841582287025,0.1525660313755784,75.60104951216505
4900,376.7909805019873,1.0340356976339884,0.2491753742342836,5.924170522122574,22.259968891094164,44.018639790444254,0.012108389119719207,0.17844332557201428,0.23303666055695285,0.15563918998584306,76.42479505829372
5000,377.8384773488189,1.077489405519337,0.25908749854798685,5.630227448632567,22.279891526738037,44.06902777211553,0.01238701687362362,0.18200599044949456,0.24206481537773913,0.1533178878548056,77.94277309326614
