milliseconds,CD95,FADD,p55free,Bid,PrNES_mCherry,PrER_mGFP,DISC,DISCp55,p30,p43,p18,p18inactive,tBid,PrNES,mCherry,PrER,mGFP,CD95L
0,12.0,89.97504792508593,127.00530161213922,223.99999993265155,1908.999999028546,3316.000000018019,-0.024506338690041297,0.006028037175878874,-0.00011684186775515716,-1.7087776359360732e-07,1.1691005222385337e-08,-1.099511688082777e-09,-1.823491172507577e-08,-1.362303174210577e-06,1.1946000469803675e-06,-2.82323690718113e-08,7.122185007869733e-09,16.6
100,12.0,89.95516318723585,127.00300668215272,223.99999997705189,1909.0000001585336,3315.999999945911,0.060947228017041936,-0.001649875945969512,-3.197500664835391e-05,-3.9482440408498093e-07,-5.662842361854245e-09,7.736525352687416e-10,-2.3558347372757213e-08,-1.2136229441431512e-06,-7.364731084979258e-07,1.2660201352601024e-08,4.9755600872898684e-08,16.6
200,12.0,89.90455609122348,126.99802747774565,224.00000005880983,1908.9999998475992,3316.000000034319,0.06635719531565032,0.00320686178421729,-0.00011094686738720737,-6.10776072802912e-07,9.216119557704814e-09,1.0532906661903176e-09,-3.1963926776351354e-08,-1.1676304452338595e-06,9.230098821565543e-07,1.106285508779765e-08,1.928885304238454e-08,16.6
300,12.0,89.84795351120434,127.00216245991403,223.99999998836103,1908.9999987157591,3316.000000033012,0.14756974587403926,0.008160134757554423,0.00013721849934700226,1.0175639426547201e-07,1.2367682358440006e-08,6.606586289984505e-10,-6.33158334649772e-08,5.495910077113609e-07,-8.600833226823808e-07,3.6253732899280436e-08,1.2909099194902895e-08,16.6
400,12.0,89.85234083418916,126.99685302361485,223.99999994464775,1909.0000002165573,3315.9999999615825,0.12177503981916273,-0.0019111569379226937,-8.052178182329238e-05,-3.558936329909047e-07,1.3698899615015262e-08,-2.6168223734673756e-10,-7.219529444676119e-08,-5.88061278192757e-07,1.6577076645603893e-06,-2.7568047444857453e-08,5.580918339179233e-09,16.6
500,12.0,89.77559631941661,126.99938446149031,223.99999993857605,1908.999998350729,3315.999999975105,0.1618035507735466,0.006219072013882237,6.402449168202987e-05,-3.1354094625805243e-07,-1.5737974683424414e-08,8.578092167007655e-10,-7.220383730199796e-08,-1.8137293196849577e-06,-1.6709708937861268e-06,2.260919386552292e-08,-1.668438548146652e-08,16.6
600,12.0,89.78920374069725,126.99391448511614,224.00000002589852,1908.9999982169259,3315.9999999396905,0.2519548475168226,0.0017765903127688974,-9.762517370299144e-05,-5.862594977383633e-07,5.540273959444117e-09,2.628715500509716e-11,-6.111096596609455e-08,1.5886944354102491e-06,1.4804492456423602e-06,-3.906940289300149e-08,4.953636734720426e-08,16.6
700,12.0,89.76530107971877,126.9914825540037,223.9999999346107,1908.9999990388285,3316.000000035553,0.28004357722614165,0.002657016306427402,-5.392044844018921e-05,-5.711258420137903e-07,1.1595536682599604e-08,1.0289863849251148e-09,-5.995708232819717e-08,1.170548394247091e-06,5.970135841172956e-07,-3.48190420318852e-08,-1.3171868099240904e-08,16.6
800,12.0,89.72542497833616,126.9963390395672,224.000000027065,1909.0000005248442,3316.0000000523883,0.2973503374680755,0.004533661089845976,-8.508848265802446e-05,-6.950799991972541e-07,-6.6076839795980275e-09,1.0619348415766074e-09,-6.097268978838354e-08,-1.0042706831730053e-06,-1.697987264062393e-06,-5.4897818786336116e-08,-2.4729383989758018e-08,16.6
900,12.0,89.63804867800621,126.98434912210074,223.99999994687178,1908.9999988291177,3315.9999999789793,0.31025698114630545,0.005326456609988486,8.388265074199826e-05,1.9360646595380128e-07,-3.9483463481220316e-09,-9.953130205731958e-10,3.1123159559457393e-09,1.4844475809595777e-06,6.764155969046333e-07,3.894153102445594e-08,2.6743620249425718e-08,16.6
