milliseconds,CD95,FADD,p55free,Bid,PrNES_mCherry,PrER_mGFP,DISC,DISCp55,p30,p43,p18,p18inactive,tBid,PrNES,mCherry,PrER,mGFP,CD95L
0,12.0,89.98303561592394,126.99311088223486,223.99999994642997,1909.000000605179,3315.9999999863567,-0.020755142503887845,-0.0005731780896261708,-0.00012607666130644085,6.73573582806359e-07,1.5804593994648027e-08,-4.445260461372285e-10,5.3101157988895277e-08,5.41838181764544e-07,8.434127678239797e-07,3.707705506799045e-09,1.4222639207494182e-08,16.6
100,12.0,90.01432354497304,126.9952457339767,223.9999999645536,1909.0000017258096,3315.9999999729207,0.02160145981869479,0.007490100067763299,-4.9712202827973866e-05,-2.059701905065008e-07,-7.947401609910672e-09,-3.1801167057513627e-10,7.28951312104454e-08,-1.4608112759199008e-06,-1.6398370644290617e-06,3.033625668266603e-08,-1.4940726179219135e-08,16.6
200,12.0,89.8971982028109,127.00485471835053,224.00000001993212,1909.0000011642155,3316.000000017306,0.09527233087245227,0.005250116225352945,8.590436276385948e-05,-4.028169465509904e-07,1.309781726848974e-08,1.6599029386138217e-10,-2.996558518261139e-08,-4.3153746493624656e-07,1.7649151692080968e-07,-5.91162384527964e-08,7.92709771719006e-09,16.6
300,12.0,89.89069197987831,127.00118164787092,224.0000000181163,1909.000000871234,3315.9999999390957,0.08108363954199918,-0.00316996813715665,0.00012685274995750563,-6.480789532870367e-07,-5.754972008198862e-09,1.070734778039568e-09,-7.457392708020012e-09,1.2157209031692894e-08,1.7386727266782817e-06,-2.3684980400088323e-08,3.1204442225892174e-08,16.6
400,12.0,89.89675085067923,126.9963140618444,223.99999996349186,1909.0000009330452,3315.999999938617,0.1350590738610844,-0.001071422637957673,-0.0001085614107692223,-3.8044488184339617e-07,-5.897120873276429e-09,-7.337457856610956e-10,7.064074824254695e-08,1.619644327271621e-06,4.917587616896777e-07,-6.22922540356739e-08,-2.8435976480204878e-08,16.6
500,12.0,89.8289408565969,126.99260495186019,223.9999999335246,1909.0000008009388,3315.9999999419083,0.13986175735778775,-0.002310483477044817,7.791193485671407e-05,1.8409598605648313e-07,1.0725390380366455e-08,1.66860795759354e-10,6.461743537905808e-08,1.309159392972169e-06,5.387721626566701e-07,2.121247006669788e-08,5.485846378623813e-09,16.6
600,12.0,89.75820115342296,126.98913282683894,224.0000000102907,1908.9999995798676,3316.0000000008363,0.25370365416410906,-0.0017668105328185035,6.300424946298949e-05,7.278565442120864e-07,-3.4124155781071492e-09,9.259813428376678e-11,4.8968672218251765e-08,-1.4267598719017202e-06,4.495133628662245e-07,-3.5995359022500085e-08,-3.2493848725335645e-08,16.6
700,12.0,89.71676207378468,126.989135617798,224.00000001059306,1909.0000008614052,3316.0000000105097,0.23448058747475223,0.002995050709603248,9.939574899591988e-05,3.478601243559103e-08,-1.1001173208672892e-08,-7.0856347035277e-10,4.2138234105470834e-08,-1.255573554032663e-06,1.4270553757632996e-06,4.1004209701730426e-08,-4.174921190470678e-08,16.6
800,12.0,89.72108572361117,126.99857632228537,224.0000000529618,1908.9999997852083,3315.9999999833117,0.2964435532935872,0.010484436366620987,-4.028057446432427e-05,-6.555998911111271e-07,-9.230681433333452e-09,-7.070475447426587e-10,-6.733073751188351e-09,4.842874758623169e-07,7.976035407456983e-07,1.9437598369726162e-08,-3.653918164864769e-08,16.6
900,12.0,89.66815467622864,126.99798210886378,224.00000007074618,1908.999999202816,3316.0000000003015,0.32488125235423265,0.011462272129205753,9.961786920351093e-05,5.588202804254e-07,-9.626479750172798e-09,8.699008075414765e-10,-6.521521469969028e-08,1.2015272351334315e-06,8.419667454328373e-07,3.842056045536477e-08,3.122471727493498e-08,16.6
1000,12.0,89.59418152266775,126.98257850731108,223.99999995463688,1909.000000726809,3316.000000031834,0.3709515391402061,0.008444394530708804,-8.811703125444998e-05,-7.112037646748081e-07,-1.0098332294660902e-08,-6.669721966853411e-10,2.118326891555239e-08,-1.9722108714751048e-07,7.061548682842221e-07,1.3064523079743803e-08,2.487834126497844e-08,16.6
1100,12.0,89.64264747422877,126.98782103282619,223.99999998969858,1909.0000004717117,3315.999999989966,0.4046340487918744,0.014807383404490391,0.00019199702910660098,4.789208546121026e-07,1.1434613251432943e-08,-9.596492905189045e-10,5.9278082059538895e-08,-1.2159332730774702e-06,1.4101725544551538e-06,1.1955039704284018e-08,-5.7665849408816094e-08,16.6
1200,12.0,89.52789711145384,126.98887104694262,223.99999998433395,1908.9999996594029,3315.9999999526676,0.4178282119182013,0.018601828933234664,-6.4234450924280725e-06,-2.653799126179824e-07,-1.2375453771069557e-08,4.566813701106468e-10,-7.081413087992862e-08,-7.792761792810113e-08,-1.523007334068404e-07,-5.2135537170734306e-08,-5.995515080675098e-08,16.6
1300,12.0,89.5100522574333,126.97421638974319,223.99999993456825,1908.999998907556,3315.999999975461,0.41838057063863443,0.018907652628385684,-4.4941543184826764e-05,-3.11860605950378e-07,4.224793976569531e-09,6.418755716354855e-12,-5.653006344259846e-08,-6.65108224899798e-07,1.2694893158624034e-06,-3.840652942630743e-09,-3.75191737735972e-08,16.6
1400,12.0,89.55192748412335,126.98166191813851,223.99999994456314,1909.000000509245,3316.0000000371165,0.4639788305173013,0.016600228325284447,0.00023800294336093816,6.999941503427139e-07,7.0633368182722096e-09,-8.601432677424258e-10,2.0244766468932155e-08,5.043328805207933e-07,1.0632871306423063e-06,2.6322334290819997e-08,5.7641759016843006e-08,16.6
1500,12.0,89.50655547993007,126.97077429108202,224.00000003144032,1908.9999993606657,3315.999999985607,0.534934035629557,0.02316373022347736,8.701456574216525e-05,7.795431021827571e-07,-1.038243304088554e-08,7.594451897068194e-10,-6.780606822295098e-08,1.0967471736958553e-06,-3.9244510593204167e-08,-7.526871571773152e-10,3.209358746777976e-08,16.6
1600,12.0,89.47886785148543,126.97248676636825,223.99999997495166,1909.000001051205,3316.0000000333634,0.5141861131761287,0.026648400262137047,6.863575564351926e-05,-2.536777134286638e-07,1.1575762785230072e-08,-4.301234084707994e-10,-5.161066483964146e-08,1.7625774617219922e-06,9.00181404034068e-07,-7.002225043230688e-09,1.0820973341453041e-08,16.6
1700,12.0,89.36834284899837,126.97373755750212,224.00000000323112,1909.0000010200067,3315.999999986729,0.5799357675525005,0.026100291152199542,0.00027127634206436493,4.955682623095423e-07,3.3431568500254347e-09,9.093587092891095e-10,-5.762954831310481e-08,1.544205751928197e-06,-1.1939017394785473e-07,-1.1371189795417212e-09,5.5025761269559864e-08,16.6
1800,12.0,89.39207591294962,126.95880401243019,223.99999995783324,1908.9999989599735,3315.9999999649986,0.6357781529559443,0.03212905206305715,0.00014999125611167465,5.904951558411345e-07,7.3905065450732665e-09,1.0987047891165485e-09,3.417551267941278e-08,1.8888333445595824e-06,-1.0464144230675354e-06,4.794505960354045e-08,-2.7388704468279498e-08,16.6
1900,12.0,89.27457821584751,126.95966790800077,223.99999992524178,1908.9999997886023,3316.0000000475275,0.6529134762095528,0.043708512736371136,0.0003818466542254301,9.585822675897411e-07,1.660869965505084e-08,1.0677858309968107e-10,-3.2063959011978795e-09,1.0797497741714405e-06,5.431569455231588e-07,-5.133309153124376e-08,5.6478064467429565e-08,16.6
2000,12.0,89.25360604986746,126.96099631701442,223.99999999931399,1909.0000008984853,3315.9999999330066,0.6815875674651009,0.039115751200111765,0.0004090323509168569,-4.032728186892579e-07,1.3362529296839885e-08,7.251372946340616e-10,-2.4691882029847948e-08,-9.499970550027588e-07,8.12885378079091e-07,3.5504320486547816e-08,4.975535424723595e-08,16.6
2100,12.0,89.25728074416149,126.95409370491613,223.9999999117917,1908.9999986698203,3316.0000000339637,0.6578627217058871,0.05150518260822778,0.0002713273987711345,-2.8988608943842257e-07,6.345452871402593e-09,-1.862927284514811e-10,-2.616945765957768e-09,1.558884774955729e-06,5.368530216790301e-07,-3.870000582978137e-09,-5.461764901146713e-08,16.6
2200,12.0,89.22013445436194,126.94365633819173,224.0000000318152,1908.9999982129848,3316.000000017695,0.721443308391154,0.05091150781470706,0.0004270255656719897,-2.1778855912306336e-07,8.31044290385057e-09,1.1125878656332873e-09,-1.8328673304229581e-09,6.098906486024572e-07,1.866501279699675e-06,6.537096596936106e-08,3.047477480617384e-08,16.6
2300,12.0,89.1496293149245,126.94217084617672,224.000000042358,1909.0000002073502,3315.9999999643987,0.8016654514736056,0.05710442798016812,0.0004511236422742578,-9.611967848502932e-08,2.007854210356079e-09,-6.802927530280363e-10,8.162982462366127e-08,1.6081764040818336e-06,9.172433449556848e-07,7.425973041014794e-08,4.419272521121283e-08,16.6
2400,12.0,89.14437349339708,126.94280934411591,223.99999991019487,1908.9999974207924,3315.99999994109,0.7530391385361646,0.05973597492188014,0.00041941473478112126,6.494067886885228e-07,-1.3326209671335163e-09,-7.372426398348111e-10,7.348494473067551e-08,1.2568183718478383e-06,2.728329576518531e-06,4.1182756384280896e-08,6.189846760767114e-08,16.6
2500,12.0,89.089829621698,126.94053201397205,223.99999990656823,1908.9999995063692,3315.9999999160354,0.8531623652282296,0.057959228033836685,0.0006904058872142776,8.834410639397643e-07,2.4290470376364064e-08,1.421248024952813e-10,1.2372707615708021e-08,8.880779646593378e-08,2.3252840877163637e-06,5.15243981160995e-08,1.6844105503658816e-08,16.6
2600,12.0,89.11829762100395,126.9223940631776,223.99999991885386,1908.9999988557227,3316.000000003979,0.8663636189732217,0.07604189713090373,0.0007391864290482729,8.243480533453332e-07,8.381794978830118e-09,-2.3860107936070874e-10,-1.5291336000633054e-09,2.9717871615863823e-06,1.7810193307879825e-06,4.4408058121255647e-08,7.609718702724725e-08,16.6
2700,12.0,89.07115522819603,126.92054140196005,223.99999991004117,1908.9999979594438,3315.9999999486713,0.8569164162061154,0.0801164970476266,0.0006500668241158748,1.6514712904489076e-06,3.7875793819582665e-09,9.488542301100892e-10,4.002813928027565e-08,3.034124105174294e-06,3.6256099701801732e-06,6.889356106298629e-09,1.1655598476344608e-08,16.6
2800,12.0,89.04302339236806,126.91813633207947,223.99999990466256,1908.9999981856795,3315.999999893225,0.8731137754521536,0.08054068994528617,0.0007819768832169739,1.3860617850224978e-06,1.962571971243428e-08,1.0508800113755394e-09,9.963825269841015e-08,3.6381177263381712e-06,1.1281845540432928e-06,-7.92781149237589e-09,9.040357436125466e-08,16.6
2900,12.0,89.02192219687727,126.91186128660283,223.99999994116575,1908.9999981804704,3315.9999999851634,0.9212554168184133,0.09149669449762766,0.001010987323468984,2.4313247053828403e-06,2.614665774803324e-08,6.969581979481197e-10,1.7394265546641015e-07,3.595309137369066e-06,2.328063829035561e-06,5.526959844454021e-08,1.0833434661860582e-07,16.6
3000,12.0,88.9727247156257,126.91260153245416,223.99999991896425,1908.9999954464017,3315.9999999322476,0.9490228385641432,0.09570589166028563,0.0011699650325416346,1.6977120800531929e-06,2.145301271237538e-08,2.491120452046389e-09,1.8381505962387167e-07,5.291107447664026e-06,3.4759828449376573e-06,3.6065515458383646e-08,3.2733599088675226e-08,16.6
3100,12.0,88.91435044418076,126.89816766399154,223.99999986632832,1908.999995171223,3315.999999909944,1.0133988652601182,0.09685498953292303,0.0012889210093889867,3.1980023213202915e-06,3.364964736631787e-08,8.163787066135861e-10,1.502155247965717e-07,3.1343529953914544e-06,4.9290445398403e-06,5.8147396973503375e-08,7.748645199135511e-08,16.6
3200,12.0,88.913007329209,126.88619139334685,223.99999979454947,1908.999995344951,3315.9999998159983,1.0086089054015408,0.10687082369663199,0.0013810502111588515,2.95335504598789e-06,6.343285733588773e-08,2.3185586737707553e-09,2.437772933355499e-07,4.810216340960836e-06,5.895696307527979e-06,1.723211590987576e-07,1.4542191063829717e-07,16.6
3300,12.0,88.78885088131227,126.89131633430803,223.99999975075954,1908.9999924293832,3315.9999998047033,1.0639385545569362,0.10782676224005124,0.0013098117289091344,3.2578562828434413e-06,5.1525706789108215e-08,2.1958118531435997e-09,1.8546372887837692e-07,7.370216456599554e-06,6.052472659557136e-06,1.9717990211862647e-07,1.5027794993913213e-07,16.6
3400,12.0,88.81859103563748,126.88604018000424,223.9999997224503,1908.9999943616463,3315.999999814114,1.0518640964434047,0.12291460897060531,0.001447189150870299,3.841146531615006e-06,6.781490101409419e-08,4.4851922157851374e-09,3.640964734235339e-07,6.664076537653338e-06,9.128064975158756e-06,2.163024125883304e-07,2.0054316141213185e-07,16.6
3500,12.0,88.80508242234959,126.87888287990546,223.99999963811013,1908.9999927066326,3315.999999726297,1.141227806490999,0.11837642388044614,0.00171206042863342,4.881004058821032e-06,9.713935334111489e-08,4.377558199030343e-09,3.44263009179164e-07,9.495063955359119e-06,9.972677904942038e-06,2.6124216121461383e-07,2.2745688897593012e-07,16.6
3600,12.0,88.7381233908655,126.86160741745327,223.99999959361563,1908.9999888504074,3315.999999707435,1.1446126303807587,0.12489923318061845,0.0018254734422080328,5.719349365895658e-06,1.1762098609391447e-07,5.1493727129267534e-09,4.227166071546579e-07,1.0173313183218732e-05,1.1435760209930403e-05,3.3434960488127713e-07,2.3678270663969056e-07,16.6
3700,12.0,88.68357334851704,126.85468119936742,223.9999994282564,1908.9999890900024,3315.9999996761285,1.1985521810573034,0.14566781933870376,0.002021563144954665,6.50101126665632e-06,1.2698601096954812e-07,5.219145773429854e-09,5.517429207582577e-07,1.1856005692438386e-05,1.306467600332126e-05,2.9059268845543656e-07,2.7891498190242055e-07,16.6
3800,12.0,88.64529575579792,126.84711818481998,223.9999994484456,1908.9999852859546,3315.999999636654,1.1827228045884286,0.1431439914059502,0.0020792565871506916,7.820462973893573e-06,1.2846297287185097e-07,6.7812917403765195e-09,6.033150639153325e-07,1.530519103173056e-05,1.4701219675661342e-05,4.1933913545974225e-07,3.815765694484871e-07,16.6
3900,12.0,88.60654901713696,126.84435614866328,223.9999992875749,1908.9999820798807,3315.9999994773743,1.1826180037022165,0.1504744986845219,0.002469660003345579,8.580529790148642e-06,1.466580998923554e-07,9.6962997230266e-09,6.73397167888956e-07,1.645542461772836e-05,1.6342155311195996e-05,5.304525574695542e-07,5.087240871370695e-07,16.6
