miliseconds,C,B,z
0,1.8305561217979889,396.54528526008,89.97390599975333
100,1.8030282331223657,396.5356748140493,89.98686252434196
200,1.7936736646135156,396.45651822457717,89.9981073231648
300,1.7660709980985523,396.4732245469484,90.01396528163922
400,1.7513685006081219,396.31640150109706,90.02833844244056
500,1.763764938950139,396.2379473875499,90.04325171124454
600,1.7271727453547252,396.1294906577608,90.05732268590947
700,1.7156984036689311,396.0924007133969,90.07136999167314
800,1.7207590490065108,395.9152014214977,90.08942720608027
900,1.6886340326566398,395.78756225405755,90.10265047514834
1000,1.6821363426197824,395.74774299526626,90.11805115535576
1100,1.6553225563019696,395.65186061976186,90.13565435694085
1200,1.6562446436522869,395.40859330795035,90.1560287803956
1300,1.6414560066182458,395.41068343309104,90.17049340187992
1400,1.6394573489885644,395.25934967465037,90.18584798745792
1500,1.6004601641728886,394.9807430460886,90.20380017493108
1600,1.613312850776239,394.96119747571095,90.22300701263481
1700,1.567889841435495,394.666907219907,90.24113987093486
1800,1.5569866392379126,394.6236349276887,90.26008398809016
1900,1.5567436799416536,394.37335276094785,90.27876476307746
2000,1.5540978531181129,394.1407413861046,90.29933967501447
2100,1.5463191388801,394.1105662632043,90.32125270943716
2200,1.5293862700707748,393.813462711532,90.33658942896443
2300,1.498782905424184,393.77125738598124,90.35827519225427
2400,1.5007859482950054,393.48319906998967,90.37703766667222
2500,1.4713559756849584,393.4495026639472,90.39795832674346
2600,1.492342617869379,393.05867708757916,90.42212689320414
2700,1.4581856152964767,392.8999969826446,90.44272941681703
2800,1.458889410092563,392.68578514765744,90.46194988578578
2900,1.458631859085932,392.5147033848862,90.48347205733327
3000,1.4312117526000874,392.3737916586904,90.50153195037996
3100,1.4251636177032532,392.0537136063,90.5242710214701
3200,1.3996516586239156,392.02210500201915,90.55095268363489
3300,1.400688095438803,391.6491996714673,90.56822339505285
3400,1.4000832294849905,391.5209011554629,90.59094451330262
3500,1.381972523927136,391.18412462336994,90.61704823327642
3600,1.3578032609231423,391.04397485938676,90.63782864263595
3700,1.34798320652159,390.8359959655509,90.65836155305139
3800,1.3394984590657635,390.53020084297816,90.68621227391941
3900,1.3270307892278967,390.305617865197,90.70676088207792
4000,1.331175146114169,389.96030462506155,90.73270006851243
4100,1.3152231203559133,389.8233751680024,90.75685972944594
4200,1.327843676303148,389.43690553884494,90.78010722398442
4300,1.3153038007976343,389.17771728466636,90.80324893739154
4400,1.2983301075528053,389.05169695424667,90.82995808416817
4500,1.308695814023064,388.75396343979173,90.85107098396979
4600,1.2943880945707542,388.4811251338891,90.87470238320368
4700,1.273701856818601,388.2222398892089,90.90197092741288
4800,1.264023018404766,388.0662827382803,90.92427924126466
4900,1.2579485715060883,387.67461570931124,90.94801218976322
5000,1.2463709369608147,387.4015226684407,90.97794630332056
