miliseconds,C,B,z
0,0.9628863439355182,371.4546854766215,92.32763646455956
100,0.9613363377811177,370.7888443338661,92.3839736618456
200,0.9544584731558614,370.40019706975954,92.37647355736438
300,0.9513597634597073,370.3541202321503,92.41748050998446
400,0.9491677647057472,369.6319148246843,92.46023424532196
500,0.9437140142982219,369.65712296025765,92.46452542547378
600,0.9361641184492245,369.1622730719026,92.4970206166014
700,0.9405406008127714,368.828899608935,92.50976195436503
800,0.9291762078082778,368.1537059399361,92.53777626531138
900,0.9257824299483961,368.20626954495555,92.57361929096497
1000,0.9283177313701055,367.69942263346053,92.62640928472882
1100,0.9256622433282419,367.37910199526993,92.6273228212218
1200,0.9187151431057196,366.9318367135886,92.66288951989017
1300,0.9175745906742573,366.3361954134759,92.68507924138873
1400,0.9104251489440235,365.9957358586654,92.6973746314176
1500,0.9074898132928596,365.76145890899846,92.75387391015306
1600,0.9054079376142536,365.3232702661507,92.74634729113602
1700,0.8988011651254728,365.15113408663035,92.80651144640228
1800,0.8968648073347933,364.93826608829204,92.82605096485692
1900,0.8965334716191153,364.2216089897081,92.83774786400836
2000,0.8919581349870035,364.1312903694876,92.86843049666375
2100,0.8925469680652582,363.48126671425484,92.87331322474013
2200,0.8836124628832419,363.1322984996383,92.9201057149591
2300,0.8857859120468411,362.92751671217263,92.94215757915133
2400,0.8859478280720071,362.68064849767984,92.95068581050339
2500,0.88243594182306,362.33484583124664,92.99022042107966
2600,0.8801185516309094,361.66208965149127,93.03166443499947
2700,0.871439199929651,361.3664722200561,93.06151454456942
2800,0.8745756171379906,360.81864430080105,93.08446306811234
2900,0.8721323966094493,360.56456361697826,93.09453332720258
3000,0.8657542684402938,360.18011259969745,93.11508695971435
3100,0.8634517367385758,359.75954572771343,93.14755175493283
3200,0.8640884644208859,359.5555831714704,93.17836778854608
3300,0.8597443771829174,359.1211106838778,93.1927951190437
3400,0.8560792970034723,358.83423384726865,93.20736955611575
3500,0.8495333808770595,358.201295827833,93.26150120980455
3600,0.8465815405512372,357.9297019322387,93.29226550065096
3700,0.8450179871998587,357.6764566849694,93.30298725185006
3800,0.8462741526111994,357.3050709675479,93.30834043546965
3900,0.8420299310502162,356.9236293030847,93.34341391072569
4000,0.8385785714864438,356.40156436312384,93.35858013248865
4100,0.8425152579891918,356.04617952193473,93.40205311237061
4200,0.8374663772318366,355.4999047796059,93.40018419178665
4300,0.838573776108922,355.49551697777133,93.44053601119106
4400,0.8293603272776671,355.0605672775754,93.48158971537097
4500,0.8292832515325984,354.5541888016517,93.48365323979574
4600,0.8310625628504433,354.39118023240604,93.50426819499309
4700,0.8228792190200345,354.0112311800075,93.55036714341558
4800,0.8259682906012247,353.2829330867314,93.5803228887059
4900,0.8234369062184198,353.02956328957055,93.59997158202874
5000,0.823394157754556,352.7776944718239,93.6109861056819
