milliseconds,C,B,z
0,0.7308309251291475,300.0137447285915,96.50269232579105
100,0.7309787989339834,299.60145885692674,96.51969407661716
200,0.7311573073864231,299.2404479140996,96.53682309793746
300,0.7313502178960777,299.23542972016674,96.54153879196232
400,0.7316231233611813,298.9458608280974,96.5705171678267
500,0.7318242006834397,298.60538886280335,96.58895433263122
600,0.7320126213979171,298.0764033194136,96.58956172334766
700,0.7322866683292891,298.06016445996204,96.61943517268048
800,0.732499656752771,297.85709446836444,96.61265895167635
900,0.7327481306847344,297.1789712577329,96.64740604561608
1000,0.7329903943829551,297.2123256591377,96.6624679635048
1100,0.7332190104733745,296.70691376404926,96.65727604169719
1200,0.7334553410582905,296.2372469293539,96.68189003152975
1300,0.7337453479985703,296.21024210096465,96.70583874330707
1400,0.7339440826815686,296.0760616242344,96.69807694590637
1500,0.7342638882310777,295.3923286572543,96.71067125986464
1600,0.7344745966933078,295.47949053831934,96.73590156769524
1700,0.73481132826601,294.77965962389834,96.75177629519663
1800,0.7350301124624495,294.44623687797144,96.75757812596471
1900,0.7353783016920552,294.37711517965784,96.78957973944964
2000,0.7356600875855488,293.87888097487803,96.78424313644067
2100,0.7358905680190082,293.7090653175477,96.80472864864102
2200,0.7362447423999938,293.57493055187905,96.81851715977083
2300,0.7364973923527249,293.42756621112244,96.84413582705885
2400,0.7368212122405075,292.88388705732154,96.84972030865785
2500,0.7371441166854146,292.5758380475524,96.87232339165472
2600,0.7374501153594705,292.25865267001643,96.874521515097
2700,0.7377718199479008,292.21573789321195,96.88056489086333
2800,0.7381238378599526,291.95035213525523,96.91481075212486
2900,0.7384528727278511,291.2140891255566,96.91316432887612
3000,0.7387959867173893,291.07004725572233,96.93202675098742
3100,0.7391364476386083,290.8902381830468,96.93767464696964
3200,0.739451860830627,290.38272383869844,96.94681498730263
3300,0.7398159670059826,290.2788973254392,96.9691877455553
3400,0.7401327736466653,290.2041117017008,96.97901638184618
3500,0.7405004057584507,289.8740922123655,97.0076968065971
3600,0.7408368134543076,289.6966241386464,96.99966579491229
3700,0.7412453440506327,289.27364915214974,97.02785893609872
3800,0.7415813981455863,288.76196024459506,97.04423469362725
3900,0.7419657604573227,288.5669489581682,97.05458993135464
4000,0.7423364740076746,288.3335268957391,97.07234332498128
4100,0.7427349927179817,288.0467786771985,97.06553157296808
4200,0.7431340763611424,287.9998660025087,97.09418414380056
4300,0.7434761604144108,287.7075540451993,97.10072677530253
4400,0.7438388941225211,287.257671621365,97.12310768169704
4500,0.7442313018413269,286.72769651093444,97.12641535661953
4600,0.7446950366018188,286.89321587558595,97.14040754439185
4700,0.7450633969153018,286.3675228287293,97.14152883875984
4800,0.7454514194036096,286.1552241163577,97.16270109505444
4900,0.7458497007949382,286.0500866525768,97.17039397939547
5000,0.7462683551866247,285.63701962815765,97.18663494630711
