miliseconds,C,B,z
0,5.517883528527115,341.87856097225045,92.23373369624572
100,5.532485693534671,345.0209035834624,92.16103648688981
200,5.419862818380559,344.538005183001,92.12333307852099
300,5.3424263648600565,347.09430263894393,92.00759944926929
400,5.344692098989706,349.9637292443937,92.0426466672662
500,5.169925574148374,349.11832832019206,92.03104228640608
600,5.147100692244009,352.5986990025323,91.81838481507239
700,5.11241856075514,352.7751247621493,91.6887116134182
800,5.097934101359237,356.3768966727475,91.79283305275312
900,5.001900809225514,357.4140948456796,91.64492554108901
1000,4.8496255235736125,358.00636568610423,91.56140652959121
1100,4.839230168506941,358.5026480586205,91.43790727628868
1200,4.749647438598202,357.79592175812314,91.35454155403141
1300,4.646092953768346,359.6095352563882,91.27341631942573
1400,4.714814305796501,360.6750795281274,91.40622754274662
1500,4.571110930832767,361.12754406124475,91.28063690478577
1600,4.61806646774109,364.5343877987432,91.13272079346076
1700,4.434549797650663,363.41201532893933,91.03793130212739
1800,4.477605351898811,364.94075959683073,91.0265557456474
1900,4.382209921589743,365.85677135082614,91.06605512977069
2000,4.360551844375326,369.82366888600285,90.9410020925506
2100,4.324198188743841,370.39106403407897,90.83352736433642
2200,4.1772419603644995,369.19905206407964,90.76793261813788
2300,4.189328824867863,372.0165350836541,90.8688865519659
2400,4.177741573596604,370.29735145240966,90.7881888180535
2500,3.994287642665402,373.14650524353436,90.63605383620303
2600,4.0833176399038384,375.2592602447009,90.75087912422161
2700,4.016171156668885,374.9193339098465,90.69351811505913
2800,3.961650962240483,375.6507311381862,90.60052860044478
2900,3.8658306345401163,376.1594458458716,90.61974393423489
3000,3.8753364900527463,376.88864168746676,90.48471684018195
3100,3.7042754784583756,379.20530558322724,90.49945275254355
3200,3.7657112086201523,377.66327817248504,90.39485326690043
3300,3.648099643279093,378.58721152974823,90.30581115948999
3400,3.6009427674841534,379.75116650590036,90.340074744474
3500,3.5658828610665823,382.42003518043384,90.32895514843315
3600,3.560238018212864,380.9974278512088,90.19964468480691
3700,3.501400406570691,380.35123875945465,90.33860531032573
3800,3.5465434006534537,383.3955730871062,90.33931207488476
3900,3.370027582475042,384.4941483851341,90.15295655076336
4000,3.424942489873365,384.6280844685029,90.24478298048845
4100,3.301883202057102,383.0016376205965,90.06200634356782
4200,3.320391898582496,383.46494690833543,90.20928006870469
4300,3.330840584212274,386.9959227317587,90.02050507641904
4400,3.3050336030499134,385.6539818502209,90.00386614825064
4500,3.1443854195724468,386.28064637768006,90.11618456659912
4600,3.1540590739416094,386.6829798208806,89.95905106675085
4700,3.066523706443253,387.7631064546129,90.09332642910181
4800,3.0351137456943955,389.03323948825476,90.09913815470898
4900,3.0040378538116954,387.3680820966301,89.88533120633757
5000,2.9985912275199946,390.2471154970599,90.02110764769358
