milliseconds,s_glu,s_pyr,s_acetate,s_acetald,s_EtOH,x,X_a,X_AcDH
0,15.0,0.0,0.0,0.0,0.0,0.002,0.1,0.0075
100,14.99993646976031,3.651985883085662e-05,2.7518599837046235e-20,4.298431612086766e-17,1.2893446765585882e-20,0.0019979532302255654,0.10402167838667706,0.007458821263118196
200,14.999871084313243,7.287973923730028e-05,1.8080017576573856e-18,1.3910243262023539e-15,8.5120498314371475e-19,0.001996625833034548,0.10816622355949525,0.007417063030297451
300,14.999803764733704,0.00010991518759922293,2.177649000158968e-17,1.1000856302555806e-14,1.0303075931248193e-17,0.001996038018290057,0.11243427472993639,0.007374731080908366
400,14.999734429069276,0.00014785253295121,1.310025150396146e-16,4.8925973178931935e-14,6.22925821496417e-17,0.001996210866209286,0.1168262119080221,0.007331832995941521
500,14.999662992220932,0.00018680925682922704,5.392965400953073e-16,1.5881211410438972e-13,2.577569108835596e-16,0.001997166360714737,0.12134213895000638,0.007288378234632263
600,14.999589365818423,0.00022686816778262,1.7489481280841975e-15,4.2259953016844445e-13,8.403366924408352e-16,0.00199892742425733,0.1259818670230869,0.00724437820520489
700,14.999513458092954,0.0002681017068017208,4.8048955146443e-15,9.802443517427653e-13,2.3210472547431593e-15,0.0020015179534094768,0.13074489902860162,0.007199846327205988
800,14.999435173739645,0.0003105743772480256,1.1713098812976767e-14,2.0575145448313312e-12,5.689587239162715e-15,0.002004962857327253,0.13563041441007082,0.00715479808701563
900,14.999354413781674,0.00035434826038432737,2.6039635106466335e-14,4.0009680628637544e-12,1.2720201459208165e-14,0.002009288095743533,0.14063725570865623,0.007109251081646153
1000,14.999271075435045,0.0003994848437666052,5.3759839817126675e-14,7.322499055746796e-12,2.6410906130029842e-14,0.002014520716802952,0.1457639170919182,0.007063225049486142
1100,14.999185051950757,0.0004460462827276348,1.0456643265072547e-13,1.276185276595386e-11,5.16672480088183e-14,0.0020206889012257664,0.15100853260669292,0.007016741895374347
1200,14.999096232434745,0.0004940960216714916,1.9403360843872565e-13,2.137884667813161e-11,9.644657616932543e-14,0.0020278220126978036,0.15636886554619886,0.00696982570118588
1300,14.999004501714056,0.0005436989467041801,3.458775295931647e-13,3.464077583806778e-11,1.7296423134349213e-13,0.0020359506353322928,0.1618423027442077,0.006922502719751848
1400,14.99890974015222,0.0005949217351111474,5.960231943395237e-13,5.457015198261439e-11,2.9989610018547277e-13,0.002045106625369064,0.1674258494096845,0.00687480135050687
1500,14.998811823543287,0.0006478330067717091,9.963185635684428e-13,8.386410619052225e-11,5.044319131646539e-13,0.0020553231408457517,0.17311612882970423,0.006826752110128752
1600,14.998710622874121,0.0007025036624837613,1.6214780555668312e-12,1.2612492346003472e-10,8.260900720609128e-13,0.0020666347081678593,0.1789093781770057,0.006778387587228576
1700,14.998606004089675,0.0007590071345228253,2.579545198175113e-12,1.8617594289961107e-10,1.3225506205725192e-12,0.0020790772878532602,0.18480145041687962,0.006729742362831364
1800,14.998497827926652,0.0008174194656682853,4.024528049162195e-12,2.704030576009472e-10,2.0768187941826477e-12,0.0020926883211461324,0.1907878215022869,0.006680852921721796
1900,14.99838594974959,0.0008778194320326401,6.170683535703836e-12,3.871198140612385e-10,3.2054188629245553e-12,0.00210750677595,0.19686359698551864,0.006631757569582632
2000,14.998270219332081,0.0009402886996280625,9.311899671424989e-12,5.470595886863064e-10,4.869533527853775e-12,0.00212357320813081,0.20302352094238885,0.006582496321700606
2100,14.99815048058665,0.0010049119811035658,1.3855278500427623e-11,7.641729433683559e-10,7.294528221111496e-12,0.002140929837228666,0.2092619927314343,0.00653311073685599
2200,14.998026571357979,0.001071777164997933,2.035913354939919e-11,1.0564547332841455e-09,1.0792414395827076e-11,0.00215962060442448,0.21557308314915952,0.006483643776544096
2300,14.99789832320313,0.0011409754458937553,2.9584341299309955e-11,1.4469314631561556e-09,1.579266083483883e-11,0.002179691234155893,0.22195055171781986,0.006434139658770501
2400,14.997765561188416,0.0012126014437616197,4.253748585784427e-11,1.9646778940598155e-09,2.2867840434325926e-11,0.002201189291060972,0.2283878646484078,0.0063846437074348075
2500,14.997628103535003,0.0012867534064358883,6.056962154296334e-11,2.646879349555572e-09,3.2793100221344074e-11,0.0022241642793459186,0.23487822868222802,0.006335202084347127
2600,14.997485761382453,0.0013635333350094018,8.550060375968434e-11,3.5406589330214265e-09,4.6623112536104715e-11,0.002248667709106919,0.2414146126920359,0.006285861638758092
2700,14.99733833851488,0.0014430471317995006,1.197575470280967e-10,4.7057062819780604e-09,6.577775025826048e-11,0.0022747531731198813,0.24798977911039577,0.006236669680668995
2800,14.99718563117195,0.001525404701769556,1.6650090271961039e-10,6.216147510294831e-09,9.212127277932792e-11,0.002302476399849884,0.25459630232821545,0.0061876738528483955
2900,14.997027427582069,0.0016107201998976528,2.2993613291346752e-10,8.165689470841735e-09,1.281575972688662e-10,0.002331895384371255,0.2612266197161739,0.006138921778925332
3000,14.99686350776283,0.0016991121310993217,3.155206468914317e-10,1.0671747348443672e-08,1.7716138100628324e-10,0.0023630704443350263,0.26787306120519183,0.006090460874577754
3100,14.996693643098483,0.0017907035674902458,4.305251445513225e-10,1.3881900349746762e-08,2.435402830193027e-10,0.002396064338489065,0.2745278838485712,0.0060423381347261005
3200,14.99651759621863,0.0018856222071436648,5.84227626086339e-10,1.797730554129222e-08,3.3296107353166227e-10,0.0024309423006901075,0.28118329017595656,0.005994600017132841
3300,14.99633512044967,0.001984000650058232,7.887217942021216e-10,2.318355738515685e-08,4.5287364607657744e-10,0.002467772193762653,0.2878314848465152,0.00594729209182067
3400,14.99614595947625,0.002085976557037187,1.0598377697133924e-09,2.9781690047412804e-08,6.131217992764739e-10,0.0025066246044254145,0.2944647064974754,0.005900458863657662
3500,14.995949846938043,0.0021916928374874256,1.4180394056516698e-09,3.812257149480407e-08,8.265326105286324e-10,0.002547572956372704,0.3010752776058605,0.005854143477143773
3600,14.995746506120021,0.0023012977892028336,1.8897322107229513e-09,4.863911092192434e-08,1.1097951795431073e-09,0.0025906935970982353,0.3076556205995657,0.005808387644305897
3700,14.995535649543623,0.0024149452779751424,2.508919714069527e-09,6.186506174491602e-08,1.4845779938902904e-09,0.0026360659124895344,0.314198292876722,0.005763231456448295
3800,14.995316978519746,0.002532794926403219,3.3192929051662476e-09,7.845884512166834e-08,1.978947338094943e-09,0.002683772452098566,0.32069602382812695,0.005718713189637923
3900,14.995090182692206,0.0026550122954559293,4.376993171615312e-09,9.923255839400758e-08,2.6292590922181088e-09,0.0027338990570285435,0.327141748332061,0.005674869137505481
4000,14.994854939600362,0.0027817690471838696,5.753931280663622e-09,1.2518442861283496e-07,3.4824492087372543e-09,0.0027865349823888988,0.3335286336810939,0.005631733486185952
4100,14.994610914191364,0.002913243111133679,7.542136714195277e-09,1.575415569760844e-07,4.599055977516614e-09,0.002841773033793132,0.33985010828285683,0.005589338185730215
4200,14.994357758332185,0.003049618833137437,9.859150455484234e-09,1.9781008760282037e-07,6.056997895735865e-09,0.0028997097038063,0.3460998858564946,0.005547712850523749
4300,14.994095110321032,0.003191087107326586,1.285449370723883e-08,2.478324626796097e-07,7.956138177673763e-09,0.00296044530845559,0.3522719865091033,0.005506884678973041
