miliseconds,Susceptible,Exposed,Infectious,Asymptomatic,Hospitalized,Recovered,Deceased,Cumulative_Cases
0,9898428.984679967,36425.20123347345,737.9491819738156,2090.315316601613,28.555135322486866,-821.6346359955685,0.708633450252849,-18.934036669514967
100,9900891.459106723,35683.29036442193,758.2091833264669,3307.984151166516,25.691528379270654,489.146204507295,0.29076160440852983,30.312029691170252
200,9898090.00645043,34916.111923145385,779.2971744006184,4071.368495928034,47.00806124165033,2036.675823398637,0.5120487962886272,156.54765766778223
300,9896300.83134961,34892.88069913797,795.9641752897063,4738.732875518746,91.36505901208017,2076.62395178946,1.5436641983319634,221.90569084828473
400,9895370.101859868,34675.96312749616,815.5388151115126,5360.712708748296,168.93932181429415,1825.595254927988,1.57724827554905,280.76023829290807
500,9894231.289303865,34316.223806595764,839.2370776468615,5998.988603925102,167.24227467401448,2785.4192070884083,1.8424892128093164,384.9427797381247
600,9893496.226368936,34027.782342122584,844.4900023603913,6383.944059652526,231.8070824406912,5778.9083086803785,1.2574102694120584,514.668822328271
700,9891136.834078966,34074.568693772344,855.8711527716086,6787.019740961499,252.84477145017468,5008.318957195417,1.804810438336562,608.2915733136756
800,9889283.496296715,34687.08516697793,882.9642766038635,6882.169779888814,317.9173197991156,6630.6704964574055,3.6919975758753765,649.318123068731
900,9886892.631622577,34661.25891811518,901.9681230606544,7358.008594186258,368.5838522439544,7477.805620448747,3.261078325423818,770.7387029337461
1000,9887625.108910838,34906.594059207586,898.0298766062,7405.241094867842,418.09350387797934,9088.200036477021,3.9593705576914338,819.4406652905061
1100,9883144.217354221,34964.38430885066,914.0119674314526,7691.962544414492,400.40632221056853,9818.546859366643,5.221378320893839,883.2639654677092
1200,9881267.137739059,35798.92945287169,924.3769418881602,7986.896519545172,495.6529501632654,12753.82992104255,5.277713692449924,928.9603358032977
1300,9879769.39636244,36093.44965235547,938.400938432856,8039.050967113251,480.16749938425005,13604.046918676031,6.334383531562192,1026.7910575147905
1400,9879907.47016641,36752.52321150636,947.1030746969761,8203.210678894677,546.2555689838512,15718.221927542116,7.42250393448388,1146.8303948845019
1500,9876568.033900714,37161.14173693416,963.7360671974888,8311.118667933875,612.1100942845126,16599.59468556491,7.412716503627568,1161.3910012996685
1600,9873130.664935313,37354.05430247604,982.8704155862733,8665.39184904091,623.8901627393157,18305.920384218545,8.651896358637178,1368.2345594984622
1700,9873215.809700074,37870.112178239506,980.7612450005588,8808.935507377597,690.9642591663097,20012.99765646177,9.571792842903825,1384.6721022953063
1800,9871222.997041361,37942.71017800382,1009.6558061871872,8977.755492719101,731.067645835504,20265.949796714136,10.529093458232909,1438.0983171591029
1900,9868346.454637328,39130.68952072907,1003.1020760389245,8888.738752447929,761.7319244739516,23043.014113839265,11.334843817235138,1622.0364234834594
2000,9866270.992131734,39202.29400575682,1029.5622578276952,9094.556254031257,757.854918774991,23862.247492051527,11.46239609509684,1652.061995804316
2100,9864510.130195977,40180.66070076981,1047.8884393555622,9323.902495793825,854.4260254237951,26294.080114041255,12.336531531343068,1815.9039577755525
2200,9860350.209366107,40727.87843895913,1047.4242121210111,9427.91197352002,841.0522566046827,25645.032512401627,13.194506528965292,1867.273900126926
2300,9858296.30908919,40783.7699423017,1057.9335485956467,9592.532222008325,878.4113149614808,28285.839524291605,15.207815728928379,1924.5711550281178
2400,9856246.783069564,41487.91535662701,1075.1082111991177,9816.745018239095,917.4392894428073,29974.48974566963,16.298876039145988,2011.1553361736835
2500,9855537.944137253,41876.33621056944,1093.3156687264952,9813.343948524947,962.8499482906944,32410.922712132775,17.21873812717123,2099.815907768376
2600,9852237.99366125,42512.108030298674,1114.724693122382,9862.433729954542,1043.9832469189428,33265.677133175624,17.1013787312414,2244.0471876966462
2700,9848015.36266247,43099.23832743406,1114.9723264440652,10212.728318124846,1070.971425376879,35747.49767554222,19.845112870874143,2387.939471874289
2800,9848349.725580843,43412.66732498736,1124.4989104520025,10123.96654734059,1124.7649723309655,36201.38310596397,20.408093282641925,2433.7887840293074
2900,9844823.73795276,44262.434659584935,1158.8238282373281,10454.485322340397,1146.97758696418,39136.18138708453,21.69418902025364,2519.4296200524263
3000,9843267.035375174,44557.39997344899,1159.4299231916864,10535.253755470923,1195.3298816601107,40124.45487423741,22.9365048682592,2706.965166487009
3100,9840585.007777419,45593.59223931033,1180.0991127059535,10666.950211313977,1207.1917704985938,41850.27907355699,23.42535354012528,2831.1910581882507
3200,9837311.890791701,46297.168300291945,1190.909131176888,10701.098063580399,1286.8462859445062,43929.48979087923,25.84915503883412,2801.7878262899007
3300,9834614.162087029,47060.66830549208,1207.3491979839314,11093.216200487632,1299.554490111181,45506.01558785023,26.518133508061453,2934.734900400925
3400,9829426.079087567,47308.56872212813,1224.4889540121997,11007.093942073012,1368.2952375985026,47661.555125666695,28.230356332867846,3104.221296994468
3500,9830039.178080248,48319.09456129216,1237.0205767767766,11142.85438786499,1382.6553119995986,48747.92594268838,29.1493370447225,3262.942833316565
3600,9825479.46880444,48972.86840859504,1257.2921742548285,11288.201109522266,1456.8392685017595,50227.35240952482,31.050558434181603,3324.5591270672708
3700,9821133.82314145,49213.663340004096,1277.2373713981272,11536.47975837543,1497.7484731224615,54043.01559772836,32.97897934346335,3472.530216634662
3800,9820653.450154545,49899.0846088236,1292.468312842588,11797.257887731757,1542.5494221232923,56248.4681302944,35.26005557080722,3524.1179558709755
3900,9817072.719264695,50664.625125867,1309.3377526667925,11796.979561150762,1577.9503115256575,56419.55635924314,36.58016755513925,3665.0933830849
4000,9813839.616505688,51230.14478433165,1322.1379001482253,12120.018922159661,1635.5717629131946,59129.808664322714,37.516926323663206,3797.5639667874693
4100,9811095.406366218,52055.266543534715,1335.3230988604003,12110.44264372608,1654.9170240922408,61101.53211832179,38.58425528820336,3906.421909385737
4200,9806405.907902613,53014.850865968714,1366.4259152759453,12511.55603987896,1702.9511060835819,64157.163171349006,41.89125875321015,3995.2477408079417
4300,9805754.460651785,53188.20546264158,1389.075226946693,12665.210999464272,1728.8228031295591,64846.05026159272,42.88268618307266,4133.46304148647
4400,9800742.87199518,54068.372929086894,1405.7480763907759,12727.641872854154,1759.8023391197323,66485.45443173886,44.03254559850363,4276.653921197659
4500,9799305.504627429,54936.87318137912,1409.011517529108,12813.66773856308,1798.877336417102,68497.01883997726,46.41669445908473,4399.383712831987
4600,9795341.546092942,55390.780586079374,1434.821650838117,13154.393625955505,1878.2283733400218,72900.949666596,48.99907281920778,4514.422278186912
4700,9791847.921644283,56449.554695451574,1447.891796560924,13239.895380258278,1943.27623825979,72960.55300242144,51.29990944625221,4635.003253833474
4800,9790038.956293693,57394.07058772955,1468.836630510394,13535.920084326712,1951.6765522580554,76412.37003932691,51.983296624010784,4828.543612274706
4900,9784790.70822372,57604.65277329882,1488.5181315085033,13539.229967249168,2003.1872723386807,78697.5692395927,54.55994892875465,4900.500372511635
5000,9782688.10020365,58589.510511712106,1524.4556320013933,13684.848653820889,2041.3096257575191,79681.97811875638,57.00185004430043,5018.144473907613
