milliseconds,Susceptible,Exposed,Infectious,Asymptomatic,Hospitalized,Recovered,Deceased,Cumulative_Cases
0,9898918.887882171,36660.115225103524,727.6226251691274,2253.8798251271032,27.22303841326809,-31.41325087664524,-0.659769341534534,-63.99998471607593
100,9899551.211952703,35635.06582896794,767.4907602253576,3345.5983299995864,61.776170407762514,-123.55776541764646,0.8017755418138429,21.372763612557733
200,9897098.77229127,35053.699848806784,778.5374684658568,3999.318411958738,99.89903594650059,1084.142208810958,1.1337842853700693,99.79880596613653
300,9897604.648527643,34346.43853505444,810.4356822075683,4956.2100162294255,83.57452769359533,1185.6684667822115,0.982297494436672,185.1787902759707
400,9897031.362168266,34748.93536552131,821.4366172298847,5381.537774622954,173.67954667719425,2426.7630236231166,1.2898983799271566,338.67101601508745
500,9893247.11487207,34102.33038660609,847.4625100818785,6033.09688201866,207.49150791290887,2469.6082943582487,1.0676817736692574,450.3320311111219
600,9894830.044034464,34152.48604767149,858.3513448867084,6247.365951553381,226.5612232011248,4365.115284698867,1.1716593036836738,547.0536990607803
700,9891014.203979155,34192.71800589294,859.3098959277668,6622.547287511622,243.31327693789007,6148.492321444904,1.9571446107616906,581.3892835984511
800,9889686.5871435,34122.995754531075,878.0339924120159,7132.67457935931,291.6465162686225,7095.437956361928,3.1899316140518317,691.3782508214127
900,9887123.248955667,34648.78583729843,891.5212657607184,7155.149165638898,364.3847462435304,7420.100211490805,3.8236226974621728,734.0434815581997
1000,9885455.262274742,34938.807397241064,898.6085901815098,7652.8867903389155,383.40987622541064,8837.593274545929,3.370158274314865,746.1049114918933
1100,9884723.386680821,35078.65883646585,922.8990308310199,7821.704011053718,415.06215801017277,9958.75076581049,3.8541564665254415,819.688640434856
1200,9881910.964881599,35316.305365511114,918.9952329382218,7834.8167446344705,454.0784203053904,12450.228701405124,6.042712050431911,984.8299023928874
1300,9881647.57361023,36422.87324557709,949.2358747527511,8175.880093506922,516.2234178211735,12189.663360141762,5.482226138533821,1045.8668704692202
1400,9877085.521750586,36129.27669593988,941.1520827892259,8238.21089727958,571.53256684434,15939.430984073706,6.128938785436601,1170.3879298574034
