miliseconds,Susceptible,Exposed,Infectious,Asymptomatic,Hospitalized,Recovered,Deceased,Cumulative_Cases
0,9898354.231251229,36844.59449691174,736.4294431783396,2121.840707024543,27.172804774282447,1054.8221847878017,0.5624660622060895,70.59994830615575
100,9900069.81400532,35507.59776651501,763.329580686222,3277.681872826007,47.08629118365191,-317.5419406880353,-0.38273855364764053,17.696696654768573
200,9898922.121184403,34794.09530602402,784.7402073267954,4074.0497446119234,91.34833349840181,853.7868844080868,0.4508693113430856,218.64541712807997
300,9897415.647491002,34980.62946479017,803.5868361811854,4923.540812555444,129.90978509040008,1800.9935772451454,0.02410707708710791,315.4035943903292
400,9897578.438422967,34052.19014172426,820.4115610047317,5416.967887194887,123.43614679535048,3123.9866697055277,1.7697778725251205,327.59838938198953
500,9893731.837107645,33976.28916256699,838.7931527068994,5911.364599215521,169.64378506856866,2870.353096678393,2.029763052667886,452.41199358336786
600,9892094.968705652,34188.01848978879,849.5002212392577,6332.194244260117,206.03846642924137,5827.945566011263,1.215690713315066,503.65417702656055
700,9891192.527098468,34340.362132239854,857.2323419110481,6616.1313895920275,288.14266243848317,5001.240032426867,2.9213249930935836,576.5549754433316
800,9888644.905937973,34573.852928932996,883.9223858159363,6989.5544913393005,286.5171095619612,8084.363054464583,3.157210740177407,643.2838688288796
900,9887813.818950454,34421.19477052325,902.1028072818082,7229.008110537698,346.45403965904177,7515.891420966471,3.252404866740091,749.4906115136605
1000,9884918.139873073,35121.80947042185,905.1846154991248,7431.847937198075,406.62743935775194,9515.978601990892,4.779922854293231,860.6388123161388
1100,9883287.440964475,34950.00236452124,916.0346015514469,7763.670810788332,423.7850141773769,9789.460523453885,5.176472503046074,921.6719014314941
1200,9883958.692956347,35421.74932489913,922.3894723088422,7898.8113681938685,443.25834066847364,12759.890564190911,4.903937305694685,1023.1565549818769
1300,9880655.689225825,36409.663630212715,931.9735484044814,8150.493336789705,481.34541339527254,12251.15136733279,6.29720054434578,1011.4532239344028
1400,9880125.126576314,36612.9379956949,949.7376770531354,8311.661593262923,555.116007561918,14799.631008870821,5.978356057640845,1200.4594744487051
1500,9875468.734969322,36962.19679551693,954.5200337859641,8473.118940734752,591.2450469125758,17138.41477071993,7.99995544280526,1302.7885249850362
1600,9875664.461318571,37422.47458637784,984.1475820114748,8511.287131083738,630.9540726358136,18315.64522576576,8.921548382016441,1242.1555531574352
1700,9871760.144061763,37443.71580025314,983.9094368692415,8672.71419241666,687.7163051508849,20093.740019266374,8.49094338312781,1341.6320306116754
1800,9869663.719630076,38629.38176195934,1002.86413133754,8898.43379201025,700.3091255584756,21704.19826906881,9.573044569535307,1424.6623361959391
1900,9866236.225670503,38945.92365969205,1021.4743952474221,9128.231398559707,768.4908114668735,21943.06083534385,10.630073170893333,1614.75797911191
2000,9865399.338816922,39602.309178971715,1030.2496791037356,9115.35331667838,783.2267240417463,23053.310504618017,11.854794408153882,1604.5412756948315
2100,9862364.598632779,39734.83495335479,1028.9198700974637,9331.679710666496,840.840623811581,24506.78470563999,11.854540174805521,1707.7151994761784
2200,9861222.875793295,40231.946570868015,1058.0470930314264,9360.264250697806,886.1693375693233,26860.025606258845,13.2373763878056,1928.3132120076468
2300,9859059.573302733,41117.01362443945,1071.6764555778923,9637.101718017924,918.0326998596717,28215.87638777195,15.02983326303262,2026.330298980567
2400,9857498.008302186,41209.59145208632,1069.588985523606,9700.029117209337,923.7436572994776,30958.949542156195,15.356759204538665,2065.9728657243313
2500,9854672.180312539,42238.24403565636,1098.102609429541,9736.329338860774,970.5659820896476,31890.621199626683,16.684362266867186,2140.4677971995256
2600,9850166.304631395,42261.62157713802,1100.1503140698032,9855.599376285716,1032.549687784489,32546.32309969106,17.160017115841292,2239.746741737966
2700,9847505.312063431,43134.39987751676,1121.1654663480329,10011.969227579008,1082.0709993877367,33961.59345011216,19.702523200017758,2384.201338232914
2800,9847310.001088051,43430.99296148558,1126.5858810754207,10251.932727032918,1117.8365905028134,36618.199777211106,19.694121361608662,2411.361693433297
2900,9845581.086754998,44081.14907578119,1149.1062870632948,10313.659155972899,1126.2572673083353,37569.21900835887,22.078925785128547,2531.5953797970137
3000,9840527.572179282,44513.312053431735,1159.6532402000307,10650.677060932696,1210.5891954146346,39284.32318630963,23.35214575655102,2654.0247334430464
3100,9839902.10836585,45690.14547376856,1179.9923271193359,10746.755123390189,1213.541323958943,41333.82379439889,24.239845453881532,2798.5725449079705
3200,9837664.395073699,46121.51377195312,1200.0893101973343,10893.338896285271,1267.350915919282,43902.36847876697,24.898921057775176,2818.6189395966762
3300,9832779.825394783,46765.73683188461,1206.5054064443527,10868.967680558957,1314.0028385143776,46022.590951206614,27.55249110989266,3006.057596110944
3400,9832679.026374085,47177.09463883228,1221.6450609319625,11237.172328879074,1346.6261321131126,46497.98336824786,28.0891979443626,3138.4012306459626
3500,9827238.28465914,48073.57255491953,1240.1549462856842,11362.358241194688,1424.726624899182,49436.10823554048,30.55209716577972,3126.138604789913
3600,9825259.611264972,48412.85660167477,1249.3724886347766,11353.40107556854,1419.6707207389545,52078.99067418809,31.970895923254314,3306.616690002744
