milliseconds,Susceptible,Exposed,Infectious,Asymptomatic,Hospitalized,Recovered,Deceased,Cumulative_Cases
0,9899459.984031558,36560.49971943403,735.4578833463079,2103.6289176555106,-3.8963507879053134,53.709208231239984,0.8177178424409269,44.546354201065405
100,9898145.554396503,35997.46746410505,748.3846111684534,3171.9788060681076,56.85204549937901,1433.9241718441667,-0.5482856603955977,117.42571142181707
200,9897226.296210645,34710.907176079716,780.668237360398,4137.683586435698,82.68166891776296,1529.6328591120107,0.2187596951532248,131.57311747750379
300,9897757.704230879,34677.01726148846,792.9345568436897,4831.577371112784,89.53169973993927,1193.5501146075526,0.37352160956550234,311.47005901234536
400,9897794.846863115,34414.519767489975,817.7566726319918,5544.2723592810935,156.10150182070353,2669.16880082979,0.8559912112954517,364.3476104563824
500,9895828.745427562,33884.6193387099,838.480563688379,5982.52796011533,212.5177377681968,3909.148813315795,1.5066663836420602,385.8615497789097
600,9891494.25219235,34234.53440170596,851.3391062944904,6352.789051327181,201.70040797272304,3534.5477594802787,1.606092710446677,525.6426462611937
700,9889838.10731935,34622.61726276605,861.1290294026411,6577.724215150226,256.2003259371069,5457.4766709542,2.4938798916715617,611.4324714490706
800,9890432.30725813,34540.89789197498,880.9397333289634,7059.1107340244625,280.9350832772785,7456.357225740774,2.624577120247962,630.1305290653778
900,9887395.768199261,34519.838780989856,891.9090534401947,7334.978866201479,344.78059528539865,8946.963309935927,4.233751169589127,687.5432915483578
1000,9886328.844520174,35000.74431134946,899.8851563314126,7473.757716625867,405.91132911603967,10447.766706640214,4.85499529542348,874.2193390039903
1100,9884775.063559141,35295.89248646073,921.5438209235452,7629.737082401755,412.6850380838771,11508.675516484776,4.365205951214353,938.3500590701265
1200,9883443.179146856,36014.941026068685,920.0318784387513,7868.346114454616,453.1265462149711,13018.071958447388,5.968390799338453,956.1658093367525
1300,9880012.194524424,36268.807026159586,936.6630581933657,8186.6452046800505,489.90962793038796,12258.793899406193,6.392136717781277,1006.7939193924386
1400,9878124.430712549,36510.12542416862,949.7452159296199,8312.215657014835,517.8282028067943,14684.437230038056,7.33905929589598,1166.837063646115
1500,9877964.664672084,36708.18625451758,957.1095278342616,8489.328129977797,603.1798679484003,17349.33115352434,7.499949648549763,1275.7537285200046
1600,9873480.798476115,37133.91043857934,984.1933251715479,8649.208503181,607.501641053849,16931.513462520175,8.179788477509387,1276.8190399132134
1700,9872658.485443104,37757.0491138596,985.6178747524906,8855.998580662439,640.5407910261982,18257.49944395137,9.530586949382613,1460.8509441450003
1800,9868693.919854559,38408.14140704794,994.1804193703133,8768.318391148083,733.9591398821533,20312.87080152142,9.2565236507017,1441.1622565605219
1900,9867846.918259392,39179.40437029895,1002.4391969547605,9003.818651100442,758.0533227812045,22572.864684365064,10.374970767960582,1510.6108997455228
2000,9864110.223691326,39389.825058018745,1023.4695093421848,9040.098405403842,785.1787220171476,23731.632561628066,12.378494147304941,1627.1625219736027
2100,9861991.793860594,39548.468418931654,1038.8665007593918,9249.837095669856,830.2734580809819,26150.555776761605,13.081477584449777,1800.8852304358581
2200,9862477.12344801,40440.448834709,1046.2865680151808,9355.462207470246,890.3394155129654,26478.737394985485,13.44511020973728,1905.3677920002488
2300,9860010.360002182,40856.00626990946,1072.9727885483728,9651.969280872603,929.9802710549354,29078.611105103126,15.016051508826381,1912.2143667282348
2400,9858076.64438266,41349.35324241736,1072.979711493457,9647.130811314124,956.6024320955048,29591.08038912802,15.538158316435364,2053.792761718805
2500,9853417.923528591,42104.911951442955,1081.126372242669,9920.425579209881,1004.2010162249608,30774.716562254944,16.538174369547548,2078.3024287038706
