miliseconds,y,x
0,0.09962694924025903,600.0671103553201
100,0.0917441284315203,600.9949045698835
200,0.08498047769259878,604.2147940475007
300,0.07989035129991423,605.3061774022855
400,0.07423103957150812,608.4314539830125
500,0.07015947822838255,611.9686403968149
600,0.0678087183462086,614.7253378545628
700,0.06455026367958834,617.4817707021884
800,0.06110007981606866,622.3795181224492
900,0.058696722247489765,624.0245170258471
1000,0.056714751895255724,628.057734056767
1100,0.05610536944288303,632.7818753678762
1200,0.054223553840509864,636.5997087508003
1300,0.05222269730945002,637.2457515788049
1400,0.05115066541220707,642.3818053139258
1500,0.050063291923628954,642.7069545681164
1600,0.04917706491502878,648.806186564384
1700,0.048618898586394135,648.6953100464212
1800,0.04753171999320435,654.1919225427617
1900,0.04717738395216638,655.6176032605212
2000,0.04629810982948609,658.4971419559735
2100,0.04584040938771957,661.7049382190629
2200,0.044125654271651646,664.4172526898649
2300,0.04437236923447097,667.0983464856055
2400,0.04274610424224673,669.1136478113331
2500,0.042411346890144065,669.9558305276524
2600,0.042814474814663245,675.455472260093
2700,0.04135498995414124,676.5774921140542
2800,0.04079329424418777,677.0398066401109
2900,0.04052697907669033,680.604794034726
3000,0.04055589829308139,682.9977538070289
3100,0.04012553941456991,684.1214371711675
3200,0.039402331100763605,686.7614797871355
3300,0.03946418639815267,688.3872923100676
3400,0.03947522705997013,690.9822812520403
3500,0.03833071923910488,692.5840505800259
3600,0.03871336582017722,694.7074127098698
3700,0.038524725019681745,693.3643392852936
3800,0.037249849244879694,695.5895789830703
3900,0.03745589902560758,699.5079838875204
4000,0.03727592708130266,700.7822792676549
4100,0.03641665956145088,699.703531349154
4200,0.03661322006148838,700.8851010177974
4300,0.035945374236343926,702.180918214885
4400,0.03650292645988869,706.0021983080616
4500,0.03681331597658766,705.0597831010106
4600,0.03660818402627062,707.7328025879963
4700,0.03641858632090955,708.3156660503329
4800,0.0352269052536841,710.6794793637214
4900,0.035497039570648176,711.1336017167878
5000,0.034855994578890416,712.0624068523493
