milliseconds,y,x
0,0.10041522710358786,599.6682700841469
100,0.0917402871255335,601.1488253860448
200,0.08568809250150164,604.7436410954073
300,0.07982304617487487,607.3133049116695
400,0.07489495794477952,610.9581705101041
500,0.07104370487907949,613.8783637480011
600,0.06630340261987673,615.6103375322645
700,0.06411754370705056,618.9369085333856
800,0.0613912615011472,622.6450065417558
900,0.05914500255733772,625.8713754633299
1000,0.05745143011867397,627.2341369818589
1100,0.055739369209623434,630.1220043741359
1200,0.05455175356599942,635.0089075355036
1300,0.052367969700235294,638.3720367736018
1400,0.05095850048119851,641.5942937285101
1500,0.04967265879385326,643.4355688138234
1600,0.048913789501110534,645.9646668589207
1700,0.04798175913726009,651.279939478904
1800,0.047895699258153686,654.0280355629454
1900,0.04649498096920778,655.808830730115
2000,0.045772403250548904,658.6620636861372
2100,0.04523684760674767,659.6640354707079
2200,0.044896397592632725,662.7408016763122
2300,0.0439278866111508,667.1602204435403
2400,0.04325183083644957,670.3213070294449
2500,0.04298135014009307,671.0757400143308
2600,0.04253136736764467,674.3295178563257
2700,0.04163382057678325,677.0627031231526
2800,0.040867816094409946,677.3036522469951
2900,0.04107313124226657,680.972659281783
3000,0.0397713762429938,682.6741773338655
3100,0.04018378830470122,685.2383987923488
3200,0.04024940533624912,686.7120349019465
3300,0.03919692165733532,688.3380823791871
3400,0.039514212307666406,690.0885218383294
3500,0.0386063643259582,691.1113920655605
3600,0.03900769740761009,695.0707329863949
3700,0.03764202882349248,694.6228872353304
3800,0.037601641725999745,696.4423187074393
3900,0.03690061934262627,698.2309244071245
4000,0.0379680678175157,700.6137782083341
4100,0.03691921622638304,701.4131712065921
4200,0.0360292874136443,701.2512962058319
4300,0.03677962450950358,704.0719847275033
4400,0.035934754797952224,705.4403909366168
4500,0.036246465471203276,705.1450988837067
4600,0.03614597246887961,706.7722592110078
4700,0.03625484062722769,708.1395440041473
4800,0.036125429623662796,710.1851298016719
4900,0.03593741442914437,711.5623594041247
5000,0.03577798205317978,712.5450211378861
