miliseconds,_5mTHF,THF,DHF,_5_10_CH2THF,_5_10_CHTHF,_10fTHF
0,5.160008933621428,6.729986711256152,0.02699834384641423,0.9399995375079333,1.153001349383388,5.990000254760209
100,5.161598549875654,6.727851139952227,0.027238930729473206,0.9397731811885259,1.15270411575249,5.990824839447445
200,5.161799112273375,6.727766602248715,0.027236507356969933,0.9397557767006317,1.1526888084686133,5.990744865822598
300,5.161837058714649,6.72774556649065,0.02723658253374829,0.9397520790532424,1.1526863740938762,5.990734011238453
400,5.161841920938067,6.727738580882409,0.02723742998444186,0.9397531965583329,1.1526849592879778,5.990729147712615
500,5.161835347962377,6.727758430626845,0.027237177040197427,0.9397543946834307,1.1526878854050417,5.990732811438595
600,5.161837788322882,6.727760783949209,0.02723855136101959,0.9397515585621573,1.1526846594912692,5.9907310294098135
700,5.161835840541727,6.72775136044947,0.027237600849814504,0.9397535505885852,1.152685420728195,5.990727580864074
800,5.161838637468142,6.727758258295458,0.0272378651402766,0.9397519388860828,1.1526846736445158,5.990728518107819
900,5.161857696881216,6.727746882893738,0.027237441973136812,0.9397530792649308,1.1526862685322963,5.990727606341504
1000,5.161842760322336,6.727750508534449,0.027239015001155994,0.9397517612557795,1.152686509939696,5.990725669285483
1100,5.161847365959956,6.7277450566097965,0.02723947792103016,0.9397542514432169,1.1526883522994937,5.990732865549927
1200,5.1618365086758535,6.727736488657718,0.027238275423898582,0.939751451082296,1.1526847477198452,5.990729789875113
1300,5.161840531985757,6.727734334214712,0.027236633989145283,0.9397517681557203,1.1526883535240837,5.990732353537325
1400,5.161837778869798,6.727738633233014,0.027237772270004536,0.9397515978009806,1.1526864341312693,5.99072699469882
1500,5.161858613372599,6.727733821881514,0.02723660620154102,0.9397533704834717,1.152684924979765,5.990734227202564
1600,5.161855223938725,6.72773710658407,0.02723752352770445,0.9397523304253803,1.1526887636385508,5.990727070187602
1700,5.161852847126007,6.727735718260147,0.027237476346494482,0.9397517492814393,1.152687197788327,5.990725064860289
1800,5.161835109844668,6.72774419228539,0.027237938785182887,0.939753091376801,1.1526857851857768,5.990732591084568
1900,5.1618414057910025,6.727751021821071,0.027237100172464918,0.9397542191495997,1.1526848489173498,5.990728164751758
2000,5.161852116807529,6.727745365344265,0.027239143313393534,0.939751871369832,1.1526875332529736,5.990731013428234
2100,5.16184272842016,6.727745716888917,0.027237937483047547,0.9397538766206696,1.1526885656430315,5.990725128542831
2200,5.161837051379664,6.72774900937272,0.02723663928884322,0.9397543636356651,1.1526866064046684,5.990734124086318
2300,5.161837675916515,6.727751277837208,0.02723758080508533,0.9397537542887732,1.1526877225401282,5.990729466937903
2400,5.161849812291556,6.7277421468503285,0.02723681044040425,0.9397517177189171,1.1526851287713602,5.990733905597717
2500,5.1618332748275275,6.727749555710269,0.027238724320101916,0.9397542756579471,1.1526857118588663,5.9907315110714245
2600,5.161840304267821,6.727734095439944,0.027237840972054228,0.9397529936501329,1.1526884065955636,5.99072934469874
2700,5.161836897357385,6.727733637726337,0.027238220595262975,0.9397522365898969,1.1526877907995552,5.9907338933653405
2800,5.1618394386927,6.727731945237393,0.02723777220535717,0.939752273868263,1.1526874502947115,5.990727125251082
2900,5.16184020572,6.727752633163714,0.02723922243153694,0.9397533238477025,1.152684673750974,5.99072501968019
3000,5.161842657130224,6.727744948740407,0.027237710233643277,0.9397544874991354,1.1526852861329704,5.990726503889106
3100,5.161856988584476,6.727747856256556,0.027237133275676492,0.9397514937538052,1.1526860263065661,5.990731515574984
3200,5.161836420402984,6.727760276160866,0.027238009556355542,0.9397534481463842,1.1526876304437468,5.990730460913724
3300,5.161847281951257,6.727737463258716,0.027236351581831436,0.9397539129259344,1.1526865933461055,5.990731132699866
3400,5.161842416812455,6.727739543554342,0.027238028033831397,0.9397532830240765,1.1526849437979712,5.990732392959038
3500,5.1618407959433545,6.727758400091745,0.027239565265479493,0.939752372935122,1.1526860661721203,5.990730655474322
3600,5.161847519186415,6.72774480049259,0.02723945730917607,0.939754228734081,1.1526887620085027,5.9907284509495815
3700,5.161836646637351,6.727732423092487,0.02723691581456725,0.939751741303422,1.1526885914678384,5.990728053812951
3800,5.16185285881292,6.727740569699637,0.02723897476668591,0.9397540941751874,1.1526885555518074,5.990734152220397
3900,5.1618553972172805,6.727739711183741,0.027239562379119273,0.9397541143514112,1.1526851236368107,5.990726307125051
4000,5.161851879386664,6.727731251971108,0.02723911297342514,0.9397527014536585,1.152686253908725,5.990733724273687
4100,5.161841165964778,6.7277576673154185,0.0272369367712854,0.939754023525518,1.152685888636364,5.990734685982632
4200,5.161854392924208,6.727754506288014,0.027236826100189473,0.9397514090369212,1.1526865802533908,5.990734346992979
4300,5.161854097691462,6.727745987266838,0.027238850672927015,0.9397523622839462,1.152685555818304,5.990731806198159
4400,5.16183671841235,6.7277601754854395,0.02723710395283914,0.9397532859918379,1.1526872688410117,5.990730016200644
4500,5.161835750471608,6.727739007392749,0.02723875244890228,0.9397531654970026,1.1526854890785858,5.9907304349906445
4600,5.161853418643692,6.72774750316318,0.027238288063543545,0.9397528884815828,1.1526871489196193,5.9907265165508585
4700,5.161856163085391,6.72775480224138,0.0272389426031984,0.9397530279864144,1.1526867733216528,5.990729011997819
4800,5.161842975872579,6.727751160913857,0.027237787368440153,0.9397535051454842,1.152685727689948,5.990727802731339
4900,5.161848529968454,6.72774605583162,0.027237330203099527,0.9397535774468373,1.1526884249496068,5.990733446598432
5000,5.161852880447301,6.72775131892168,0.027236775500940707,0.9397533809928565,1.1526867848445597,5.990727078127041
