milliseconds,IFNb_mRNA,IFNb_env,STATP2n,SOCS1m,IRF7m,IRF7Pn,IFNa_mRNA,IFNa_env,TNFam,TNFenv,STATm,STAT
1700,0.004066611808630949,3.0941058273227087e-12,1.0489639725270824e-16,6.12400202640075e-08,1.4360669242184297e-20,1.9983512418633413e-17,2.048005137770023e-14,1.6141463355318749e-16,0.0003290169796467932,9.217646169905658e-06,9.986530819728769e-07,0.09279904021204255
1800,0.004251289312507225,3.4393971502747427e-12,1.2049692137589098e-16,6.195527900522014e-08,1.731949545834289e-20,2.567496221679156e-17,2.7833675900290188e-14,2.331732076051381e-16,0.00034394732684471014,1.0214852148401455e-05,1.0283884801271141e-06,0.09240761644469478
1900,0.004430916829201906,3.799808812870614e-12,1.3722778106810048e-16,6.257054343619606e-08,2.0642721801759837e-20,3.249686950371483e-17,3.714819675801063e-14,3.297519870010539e-16,0.0003585302430144301,1.1252251708721818e-05,1.056132755716778e-06,0.09201902897232747
2000,0.0046056324451868415,4.1749273854536295e-12,1.5507995759143714e-16,6.310057642247461e-08,2.4345193447957114e-20,4.058308113784463e-17,4.878045722533169e-14,4.575339047708839e-16,0.00037278326747836797,1.2328660802653703e-05,1.082019352126801e-06,0.09163319557729012
2100,0.004775570468152996,4.564350731262457e-12,1.7404160238313052e-16,6.355659526720884e-08,2.844038869879719e-20,5.007255906015981e-17,6.312326182992056e-14,6.2402568798937e-16,0.00038672309373779975,1.3442961854154331e-05,1.1061725531754412e-06,0.09125003916671331
2200,0.0049408615244854355,4.967687725372779e-12,1.9409938432143472e-16,6.394892861670766e-08,3.2940485067745034e-20,6.110883976986762e-17,8.060620399180882e-14,8.379600765817728e-16,0.0004003656155645231,1.4594099932114829e-05,1.1287083867570156e-06,0.09086948728095327
2300,0.005101632655453697,5.3845579072101814e-12,2.1523892889423032e-16,6.428690666662622e-08,3.785631092344149e-20,7.383965534284062e-17,1.0169573477493958e-13,1.1094108125508307e-15,0.00041372596185204093,1.578107817310869e-05,1.1497350978134758e-06,0.09049147182150817
2400,0.005258007293501327,5.814591211900592e-12,2.3744379333187155e-16,6.457748197854946e-08,4.3197432432318654e-20,8.841641266706613e-17,1.2689528332755973e-13,1.4499004575931856e-15,0.0004268185240507038,1.7002954738166473e-05,1.1693536081006881e-06,0.09011592877518376
2500,0.005410104885201701,6.257427617504352e-12,2.606969916780076e-16,6.482711461273676e-08,4.897215181461255e-20,1.0499372769445182e-16,1.567455836700449e-13,1.8725098556555112e-15,0.0004396569542070555,1.8258838453234136e-05,1.1876579719059724e-06,0.0897427978703887
2600,0.005558039736358228,6.712716834212157e-12,2.8498105891455693e-16,6.504193603768687e-08,5.518764159129329e-20,1.2372884833960246e-16,1.9182398410236797e-13,2.3919914823207004e-15,0.00045225409044479637,1.9547886804435716e-05,1.2047353283021173e-06,0.08937202237571495
2700,0.005701909965649915,7.1801172298567105e-12,3.10277018068871e-16,6.522592676394242e-08,6.184996402416851e-20,1.4478032679693548e-16,2.327439154237669e-13,3.0248766402878926e-15,0.0004646210610821725,2.086930042658275e-05,1.220662641496948e-06,0.08900354882455386
2800,0.005841785899750655,7.659294861631561e-12,3.365656554886611e-16,6.538203022968656e-08,6.896413623359655e-20,1.6830633285779705e-16,2.801545120912563e-13,3.7895853988778976e-15,0.00047676635415749326,2.222231873922368e-05,1.2355035547599688e-06,0.08863732652163074
2900,0.005977611687162472,8.149917047300544e-12,3.638283854927303e-16,6.550944397724843e-08,7.653418142276761e-20,1.9445435575890757e-16,3.347368468837923e-13,4.706526006085424e-15,0.0004886876837791432,2.360620383958093e-05,1.2492770836541477e-06,0.08827330627045417
3000,0.006108893043653405,8.65163164824332e-12,3.920471458446163e-16,6.559291351831369e-08,8.45631829647994e-20,2.2332471097772627e-16,3.9719417406539944e-13,5.7981787790230755e-15,0.000500346086529814,2.5020182715324022e-05,1.2618562690826094e-06,0.08791143803782606
3100,0.00623376065952145,9.164000366199151e-12,4.212088546078534e-16,6.557497043772912e-08,9.305337907410112e-20,2.5485022291704276e-16,4.682178924726499e-13,7.0891234045187015e-15,0.0005115883211028283,2.646327948720803e-05,1.2726671875243657e-06,0.0875516611939685
3200,0.00634627596799848,9.686285920028504e-12,4.513189806478822e-16,6.527596075423741e-08,1.0200640688056464e-19,2.8840709032313943e-16,5.483681220246253e-13,8.605855096709873e-15,0.0005219236834981361,2.793378349589593e-05,1.2798246061779855e-06,0.08719387481381956
3300,0.006431540288417395,1.0216925477160946e-11,4.824351815274394e-16,6.4253581904768e-08,1.1142389982543e-19,3.219769137159872e-16,6.377443754385526e-13,1.0375975619803674e-14,0.0005301196982369702,2.9427949218426704e-05,1.2785852664060422e-06,0.08683786373056603
3400,0.006464594955547465,1.0752662642776898e-11,5.147212906135111e-16,6.180036205092141e-08,1.2130854163584645e-19,3.51519239165358e-16,7.353519740380953e-13,1.2425954315466453e-14,0.0005341152814741114,3.0937855638653e-05,1.261110885457051e-06,0.08648318236836128
3500,0.006429589053249434,1.1288330071217397e-11,5.484497400752711e-16,5.758218406876074e-08,1.3166358018818267e-19,3.7331197420066e-16,8.386827593806997e-13,1.477696728855078e-14,0.0005326173523863256,3.2450907959734235e-05,1.2228741220715416e-06,0.08612913474514373
3600,0.0063398250773101,1.1818641360582236e-11,5.838475408642531e-16,5.221364047013028e-08,1.4248305631667564e-19,3.876751573818981e-16,9.445752841676941e-13,1.7441365985382274e-14,0.0005267555815574998,3.3954301250334554e-05,1.1690322057082769e-06,0.08577503832388543
3700,0.006220963617913013,1.2340134243971564e-11,6.209410687126476e-16,4.6613133856083694e-08,1.5372180615792747e-19,3.9756259200070067e-16,1.0504648322949415e-12,2.0422751097477106e-14,0.0005186638835882575,3.543979340841191e-05,1.1085179953221768e-06,0.08542049715154033
3800,0.006090586878946018,1.2851198899003422e-11,6.595724306875674e-16,4.133645807809828e-08,1.6523786648459321e-19,4.05429762417558e-16,1.1544477155735688e-12,2.3718186269571587e-14,0.0005097665548716022,3.6903702116054406e-05,1.0472478691019224e-06,0.08506539167514053
3900,0.005956873938199007,1.3351269236583213e-11,6.994926024453771e-16,3.658281810628864e-08,1.7670403766124904e-19,4.125944140065962e-16,1.2545555793771112e-12,2.7319146029559467e-14,0.0005006552869939873,3.8344794919561996e-05,9.878324790074787e-07,0.08470975182402947
4000,0.005822737451421993,1.3840215983640296e-11,7.404306286601963e-16,3.2366342711078604e-08,1.8751215830481958e-19,4.1964787032840675e-16,1.3480626581484287e-12,3.1210208583126487e-14,0.000491418447249544,3.9762631224385854e-05,9.31064614867709e-07,0.0843536649043068
4100,0.005688777302952559,1.4318032435096524e-11,7.821300345211829e-16,2.8630258261955383e-08,1.9676182290984793e-19,4.2682694325090997e-16,1.43134907117777e-12,3.5366450074604204e-14,0.00048189019537101235,4.115660478154282e-05,8.769586216760219e-07,0.08399722876783641
4200,0.0055547044594207815,1.478472425408156e-11,8.243625415087526e-16,2.5298296799325253e-08,2.0348012735661287e-19,4.341803057101558e-16,1.5008344728233723e-12,3.9751770095535193e-14,0.00047182311613055543,4.252555039999581e-05,8.252429267999977e-07,0.08364053614615055
4300,0.0054203018143520855,1.5240272593622712e-11,8.669281534278966e-16,2.2307020272148393e-08,2.070472463701556e-19,4.416563341918808e-16,1.5546329729628096e-12,4.4321446904179886e-14,0.00046106374300084596,4.386774096089634e-05,7.756856007359857e-07,0.08328366981211108
4400,0.00528587847026555,1.568465789670474e-11,9.096501270560992e-16,1.9618430532149732e-08,2.0748516437091256e-19,4.491673582977036e-16,1.593488071993101e-12,4.9029022560561826e-14,0.00044964873972963294,4.518125998431594e-05,7.282409221050628e-07,0.0829267065181862
4500,0.005152128345920315,1.6117906208695657e-11,9.52367739012939e-16,1.721198503930158e-08,2.0534494065442831e-19,4.566289756581743e-16,1.6200965240311572e-12,5.383358729288032e-14,0.0004377610368437141,4.646447715421028e-05,6.829939871328387e-07,0.08256972397783878
4600,0.005019808730545675,1.6540105982239752e-11,9.949317847955354e-16,1.5072508049595778e-08,2.0136565929497965e-19,4.639719953098214e-16,1.6376803755107733e-12,5.870342400690331e-14,0.000425625406770919,4.771629459563715e-05,6.400507454207966e-07,0.08221280328585091
4700,0.004889544937878124,1.695140295952982e-11,1.0372050897915396e-15,1.3183464860041015e-08,1.9622706087061846e-19,4.711441886707574e-16,1.6490615445387865e-12,6.361594734634536e-14,0.0004134392871296535,4.893615941832901e-05,5.99473740795903e-07,0.0818560281633344
4800,0.004761772476252265,1.735198715865834e-11,1.0790641153444436e-15,1.1525196404686154e-08,1.9045458462238185e-19,4.781141631480952e-16,1.6563664767843967e-12,6.855596043872394e-14,0.0004013493359723141,5.01239667993322e-05,5.612648815817519e-07,0.08149948313482706
4900,0.004636762250009455,1.7742077643350645e-11,1.1204000505090537e-15,1.0076015536360145e-08,1.8441760818654708e-19,4.848681046060962e-16,1.6610768303620212e-12,7.351363388754857e-14,0.00038945463487135266,5.1279936526882996e-05,5.253761300918048e-07,0.08114325145953633
5000,0.004514664855792046,1.8121911054235786e-11,1.1611193327197675e-15,8.81372226212385e-09,1.783619764580858e-19,4.914029186438651e-16,1.66418511606046e-12,7.848285415138319e-14,0.000377818084150595,5.240451074878585e-05,4.917257742057017e-07,0.08078741369609531
