milliseconds,M,FC,FN
0,5.614235873419509,2.2713172930423347,0.9630787906201025
100,5.5841857195202325,2.3674222062972246,1.013688300066115
200,5.8365161766988924,2.4692411735226854,1.0905418158134053
300,5.8983831525779555,2.567248884396222,1.1518805954530287
400,5.6498547760183335,2.56179191532373,1.1935660135984871
500,5.687565095905401,2.711762216222105,1.2430609352027924
600,5.805362495978512,2.877795157123371,1.3365099420020572
700,5.836958136458642,2.9337855332472484,1.3642080918796
800,5.848237554109856,3.0555124438329875,1.4482893313001135
900,5.675735711351797,3.045939253625488,1.5100696525649975
1000,5.613508919878061,3.190336934520111,1.5703309753950194
1100,5.717749567781942,3.2249428475667608,1.620696530568372
1200,5.512219001252545,3.3960644746764204,1.6798592176953038
1300,5.66871925418868,3.4475615900022345,1.7387236971003421
1400,5.462956682059502,3.473663608727404,1.8536154958603412
1500,5.693597458796009,3.6256707349559525,1.9063612029894526
1600,5.4110269268769455,3.6722532857291412,1.9580883404120049
1700,5.609711304501193,3.782092525933797,2.0215189253480568
1800,5.546267501193063,3.8511352140270603,2.064451161220922
1900,5.503560787534106,3.9033008649893026,2.133979173304791
2000,5.330983980653395,3.968213523521485,2.2116830081766525
2100,5.25677171971136,4.004307737085583,2.290433197096101
2200,5.193828012279133,4.116551360043389,2.3606736542997964
2300,5.222484321857958,4.155594033203382,2.426486689835546
2400,5.253533770428548,4.214313373393055,2.4796825328509158
2500,5.040200546465247,4.318162455690869,2.51046278347698
2600,5.148769680333992,4.349688729826722,2.5675021625457517
2700,5.0824195027261085,4.325356386618466,2.637718548684728
2800,5.1343691993227605,4.365465532320791,2.6849572660378844
2900,5.0618930906559525,4.543696408397812,2.7442383693609598
3000,4.811912815132094,4.503231303829053,2.819786957056622
3100,4.768660337647396,4.5518739565298185,2.885526951496022
3200,4.811047416409166,4.676450234671838,2.9377548158775366
3300,4.650649630839965,4.734195288886121,3.0159768919711176
3400,4.622345847164904,4.736621053409274,3.0597486214607548
3500,4.624664270003205,4.7568595444450015,3.0936827417481947
3600,4.512535552937802,4.862676493524785,3.1518887814736956
3700,4.696402429816268,4.881488273792237,3.1852818204902267
3800,4.703352817488779,4.905975611347953,3.276612291554871
3900,4.411699515421907,4.957389410678465,3.301123909430879
4000,4.50051074032074,5.0038651644318595,3.327529076512049
4100,4.3114660476585565,5.023690900378853,3.375774972189072
4200,4.310272496341941,5.081658443409324,3.4679759862755035
4300,4.34976408637987,5.156822382416506,3.4947617806190876
4400,4.352248720545413,5.1057967904075685,3.536557538367418
4500,4.3769070948895115,5.126843365645257,3.594269157543236
4600,4.149905253719719,5.20632203797039,3.648773650497515
4700,4.249195996855318,5.246260145370476,3.6692048386250025
4800,3.9805034450212085,5.307171769470119,3.6907960930534895
4900,4.136562227448339,5.299633201661289,3.7443452924012766
5000,4.020337789139262,5.287847859952833,3.791804327157047
