milliseconds,M,FC,FN
0,1.9018555382712015,5.179089758681928,4.512782051065029
100,1.8259724859488464,5.165829362468433,4.460467735378278
200,1.7821695736435115,5.121680061007135,4.468969385575576
300,1.8015519872294465,5.101724349370573,4.446558888847113
400,1.6980148933974772,5.061408663568381,4.448322489254772
500,1.695872046813053,5.015232602800532,4.438215394750373
600,1.6515420968252839,4.992728621493598,4.397726380193994
700,1.646085563399887,4.955864928377099,4.401886648316185
800,1.663981172690512,4.917487038765395,4.393948761327317
900,1.5593046745147225,4.878910461699752,4.3848065277012935
1000,1.5889640831138212,4.8262446414799,4.340210600896636
1100,1.553083570244944,4.799405617347854,4.318731179177461
1200,1.458660173900842,4.758022287068642,4.310377904706197
1300,1.374875027025993,4.699393809102971,4.27104709553487
1400,1.4351993926602185,4.665707039510107,4.2540225833187915
1500,1.3211839717488845,4.624703330239793,4.21877554914446
1600,1.3534287198106079,4.568668144652761,4.196554706922956
1700,1.2976765301488906,4.514079231687055,4.1830848080388385
1800,1.2983010929947247,4.466384430680543,4.177234576566847
1900,1.1601768264445453,4.431802654960326,4.136025637864436
2000,1.1214660546415736,4.381599353935873,4.102708972863413
2100,1.1452912004782585,4.315552875839094,4.096408859308616
2200,1.08416552794286,4.286407918877628,4.066570096457157
2300,1.0821592326612293,4.215886912431571,4.025923386031679
2400,0.9762635850850482,4.176296396698667,3.9773044063144427
2500,0.9474096279354204,4.109225396552382,3.9687548826021475
2600,1.0101898090209243,4.068054668409189,3.912076311086921
2700,0.9803825450411646,4.004187766582888,3.8810884442602394
2800,0.9158650771481246,3.94525440686474,3.861152894310415
2900,0.8459302148359826,3.8918820961944256,3.826050626541103
3000,0.7961718219525551,3.839858879846447,3.7727270898099072
3100,0.8079097468291899,3.7668655915801703,3.7605372789671256
3200,0.8317319064192148,3.724975620023995,3.7305152167109497
3300,0.7545077474179659,3.6510324351770524,3.6704472172639235
3400,0.7218050647290427,3.588694657524017,3.626510621478274
3500,0.6613778459032607,3.536836275620397,3.6005588546801834
3600,0.6218938946607626,3.4711998388884715,3.5825766282358216
3700,0.624163649946361,3.4063649226438684,3.5152053247505792
3800,0.6360596053208477,3.3448712472513225,3.492967765188381
3900,0.6102082580299826,3.281859581568635,3.4610022762745394
4000,0.5155858292818641,3.229790706521008,3.385522588282517
4100,0.48134315931700467,3.1693380844413785,3.370659203265899
4200,0.5429278138483163,3.084033522910658,3.323505044783315
4300,0.5046387262530181,3.038901903553354,3.248330401909756
4400,0.4451288633997962,2.9669266176536064,3.2451430626186952
4500,0.4969252625918805,2.896776325504397,3.182080555536917
4600,0.4076544584043886,2.8353730468095186,3.122132837746556
4700,0.33244674288943926,2.7691906572677496,3.066378612708353
4800,0.33029797226762975,2.6862648837997813,3.0278546760596954
4900,0.3846785691602103,2.6410397529962735,2.969583101243198
5000,0.3919123222125856,2.5553739795794064,2.9630191966823864
