milliseconds,M,FC,FN
0,0.4119234598837215,0.5805104755900905,1.2139770665729104
100,0.4423695732823726,0.543165916785239,1.1984685237151576
200,0.4540911116402029,0.4660544502536138,1.174691592903194
300,0.4809665286969406,0.4100059501369662,1.083127491253247
400,0.5632408919956524,0.35702801550091096,1.0428447876208051
500,0.5691548034994585,0.2399602711291543,0.9895689467321458
600,0.672008793504239,0.37982616576108363,0.9845721821238169
700,0.7229748534356746,0.21358489415936285,0.8949737441452176
800,0.7824571851656512,0.17622722995349,0.8918311122171577
900,0.8792221303735964,0.3206493772286445,0.7713931580453457
1000,0.9347490093883323,0.17222795013664915,0.7863865360919532
1100,1.026799488311888,0.25860232513146414,0.8038801176859112
1200,1.1156647347571442,0.215149060541558,0.7704007541458429
1300,1.2097392920563217,0.31919127364297184,0.658755074270755
1400,1.2825077844728616,0.24001527113001891,0.610683215556797
1500,1.3878446117287042,0.23097281188711305,0.6306778343382203
1600,1.4862554339190208,0.18323758260855955,0.6506023717418644
1700,1.588626548815316,0.17128063263444496,0.6277316438677832
1800,1.703867060649199,0.2830213268424244,0.6024736561919692
1900,1.7972936611501684,0.3589965862388976,0.5968947083104976
2000,1.9123703725683716,0.21987340135470806,0.546439379641032
2100,2.0062860084791163,0.22602803749692701,0.47855020537617865
2200,2.111691130719722,0.29702636316732944,0.5022424582236774
2300,2.2310284866059567,0.41578880603015445,0.4380932008084482
2400,2.352642552213618,0.3840420112573368,0.5169397748592035
2500,2.450435830342434,0.4715845504032537,0.48187417350356954
2600,2.5618161353793916,0.4773658008721738,0.4248291694145363
2700,2.6626849892699376,0.5005445088160219,0.46551854185976943
2800,2.820825968637882,0.5430361996738707,0.4264122857337035
2900,2.927257076385841,0.5360254580466586,0.3974092749317439
3000,3.0300637513989304,0.6286391688846807,0.43317302824643805
3100,3.1096327193927245,0.6787773510684192,0.47805332904509606
3200,3.2481483060894627,0.7139894305688851,0.4702312389501569
3300,3.3300771565853755,0.6900570434135919,0.4179188856130565
3400,3.4721695148650245,0.7947974566392224,0.47025687757755047
3500,3.577844868686093,0.7978835147933541,0.4535315341991567
3600,3.670855333538607,0.8920113595524906,0.4207583322083036
3700,3.766458544498339,0.7861443854141575,0.4760398379021148
3800,3.8928566347832256,0.8652244917230734,0.5418355118661503
3900,4.013962617902756,0.8960917819705452,0.5454432080692797
4000,4.083480153308505,1.075722427469189,0.48601854208110207
4100,4.201173761891824,1.1876637793265996,0.5190859340926565
4200,4.2732363106308,1.1149543718500354,0.6348607845845277
4300,4.413874055789551,1.2133869889469804,0.6088264300986137
4400,4.501152975932051,1.321411365881976,0.6195279271022437
4500,4.561737721985002,1.3376864957247077,0.6977110065662455
4600,4.644195302130602,1.4964702585499041,0.6612681812076406
4700,4.726004503044447,1.525509449366947,0.7506967679387977
4800,4.796588691070365,1.6579660173237423,0.8080254572676341
4900,4.878002861478451,1.6947248915951558,0.7807028974815269
5000,4.978226672196706,1.6919260232439557,0.803471745579836
