miliseconds,mLiver,mKidneyPlasma,mRemainder,mPlasmaVenous,mHeart,mMuscle,mAdipose,mBrain,mFeces,mUrine,mIntestineLumen,mPlasmaArterial,mLung,mPortalVein,mStomach,mIntestineEnterocytes,mKidneyTissue,mIntestineVascular,mStomachLumen,mKidneyTubular
0,0.7418595202607962,0.1119814288194772,1.3027180524557325,10296.329709248812,4.155730396508901,4.105285934825038,0.19812015540141137,0.49639867430909124,-0.13726440823737224,36.31342141102274,1.0317190700794743,0.9875987757155836,0.9488247965578915,-1.7285688832222958,-4.795277825909127,-1.4082653339858222,171.38614871955212,7.487111055447432,0.0,-43.04305985265455
100,1240.2120370102166,129.84297336730876,156.43791844871774,164.78146136895643,437.053805280309,361.0408293573957,63.26681696054974,144.85726834870727,0.6806299131563589,365.32484908032706,49.247315585300136,171.34556057760298,504.5259827199859,190.86134549247794,660.4272082077224,60.808746152784494,7242.636613637123,915.8605905458082,0.0,3492.5925791223162
200,819.2549629452698,89.34490818847966,104.56120618199212,187.98054169685395,303.0580248111178,419.7820297529692,73.2603588423201,100.4793443017057,2.0301228335247474,1103.039911696253,62.73373123110852,121.0125470907959,361.13051195742355,125.96898185332559,424.65901762387483,148.587846520274,9137.013251449976,593.8752340680371,0.0,3539.6567430296213
300,600.2652164497854,70.35556248067394,80.70236989036424,40.94817997284673,236.98178238466372,417.06735441682724,73.705886339609,78.73109559075819,2.5240893237082216,1711.89359328978,68.483654254204,93.8115692789403,283.5025410637257,99.68621971059855,325.50272738395205,247.38780794155954,10664.560217765547,464.8463328669271,0.0,3251.8515326005972
400,496.50984338764533,57.98664285331667,68.74164496889186,151.4228198865917,204.79683732713235,400.9480291692526,72.00797586021102,65.5718108309407,4.187855746082713,1945.6465940138203,70.21417028647676,81.07461571614311,240.78519888498647,81.8590895304369,272.0613469274384,311.9781498706828,11165.048728388743,380.4761442951899,0.0,3004.43328098645
500,416.32058847768747,51.71809805443752,59.2622771672505,14.033196299738222,183.05422529171514,385.4418428744672,68.03923802165562,58.73592305585652,5.348615613824241,2573.2403988877295,69.68142017025636,71.75407106661198,221.37114678355312,72.39418103806567,235.3916035660614,374.4246284828565,11337.118941726087,334.71629168375654,0.0,2850.349145382559
600,386.94281784801524,46.82864296067083,53.28590244534976,118.38807987367022,162.19029718090934,354.4758720923433,62.758257654038474,53.751060841256724,6.6451466180226,2949.791467778452,68.94590535845877,67.30139314372299,196.13231348913857,65.35602211243479,211.24896650765254,419.08047611783854,11245.52022200647,300.44356460327174,0.0,2728.707502697727
700,346.7854136240452,44.77913417726207,49.82000286625389,83.10624545357334,148.4310262369447,331.73068635798234,58.09654250411161,49.10358721094476,7.933934446694343,3371.301322543295,69.29764839549749,61.7068236815241,183.72959873319152,60.47980623145225,195.86277254891513,453.98839902863585,11521.433681331859,289.47861444407073,0.0,2625.3397313710084
800,311.3880326395448,39.79804262316946,46.04281614939854,42.10027578592271,137.03107271073847,299.56561885485314,53.28794936265584,45.427222084404136,9.295060318919203,3708.3371496484833,68.91905812649792,54.54034247731747,163.90700304144212,55.57834966549019,183.49031837535705,475.28554837385,10949.591378138348,252.4936310458207,0.0,2623.415125661112
900,298.7309245744965,36.768304234572824,42.49924227749467,-17.671380144955528,125.71708617703445,276.7724583789829,49.64356699364101,42.539292579554996,9.865497300020094,4317.032069602885,67.80557742272545,51.09241614256684,154.31003276341917,51.89519614450096,170.04427904797828,489.6045205063747,10559.695622462845,233.81622778986616,0.0,2577.9940527920667
