miliseconds,mLiver,mKidneyPlasma,mRemainder,mPlasmaVenous,mHeart,mMuscle,mAdipose,mBrain,mFeces,mUrine,mIntestineLumen,mPlasmaArterial,mLung,mPortalVein,mStomach,mIntestineEnterocytes,mKidneyTissue,mIntestineVascular,mStomachLumen,mKidneyTubular
0,6.456493826313518,0.47960588944087645,0.9840932268424678,10355.524138312223,2.6977100646389247,1.1531243368707977,-1.0501096291032475,-0.2634337838377959,0.1646402753570206,-68.7545138757846,-0.4527928844427199,1.1827002276698615,-0.17721856840970635,-0.14834256025717982,-5.261693782590023,1.7535051019197625,190.67376801825736,-5.552723804291081,0.0,-11.345527619616849
100,1237.2951684958307,130.07909660832422,156.38985398044295,235.3381865854412,440.19550581005757,357.40940455482274,63.04961432936105,145.23427330956122,0.6039504502112216,541.6587167854467,48.511608729089986,168.88364080498033,506.00282694357963,191.08248348012188,661.7727008891393,61.20249356706974,7140.686470890643,900.5288665193432,0.0,3494.481460814921
200,832.9494211328539,89.5894948242545,103.30228121389128,52.946346019972836,303.9016456321892,419.26606037857357,72.30486969203692,98.86546218196996,1.0373565920040178,1162.5490065051813,63.90485310513681,118.0888701971414,355.40852405696415,128.08745923001837,423.2897867165127,150.42822026090843,9254.891653026718,596.4649484136895,0.0,3529.641741286179
300,604.4550247675979,70.45622648156076,79.56502714231945,148.37117268373285,240.51669374444165,415.4186429062251,73.67597928174314,77.84018096767655,2.2958640055081276,1557.3895003611053,68.62758052993733,95.49704042171189,286.8007038359367,98.74323686194694,331.5009528347567,246.89339264796587,10342.2958072053,455.09431049659895,0.0,3290.5469324751193
400,486.7767498509148,59.53169637546202,68.53374865107013,130.0853386557053,206.44088724215743,399.5716452252625,71.48550762429579,67.57645071020069,4.145674782123871,1935.4895107542652,70.11683673005885,80.6551694698033,240.33764857660944,84.99510195708042,272.92974790689993,319.570851607405,10936.764373562999,390.86741778587117,0.0,3014.1265304916774
500,417.0530486984687,52.10506559353638,59.047996013763445,19.58675681749134,179.27246007302057,380.7060111525543,67.22503980921084,60.11676102967792,4.9433671589633965,2635.8444358641323,70.4036062037173,70.95199504922947,215.13334608298481,74.532756502052,236.00125341861857,375.20053522898667,11298.904689423083,337.8514867354869,0.0,2826.9822961841046
600,389.03366431475445,47.447503615906264,55.07872089370171,7.198941154646732,163.33612184780057,352.71782170440326,62.1067609628432,52.68496527613648,6.492925045021418,2980.1180748059505,69.91517381959473,65.87636734274172,193.8607708446258,65.47652644165885,214.42894955607667,419.1393955304412,11500.385994301918,306.8267347789056,0.0,2710.772761159635
700,355.0288634935972,44.43204967279031,50.50618723598033,57.084189256776426,150.88027868659017,322.51933077707105,57.65142864598685,48.49420526211543,7.3127156538405655,3448.5955701880225,68.34187050965662,61.01723559638927,182.5287313781957,61.632146146109534,198.6662053314669,444.35622965687867,11212.294787136323,274.9615756105533,0.0,2617.2961147196825
800,328.28772121076685,40.12395827041427,45.102267181292056,50.386304208405505,138.0004675157669,298.8301595151195,54.955880972579415,44.57636948678978,8.55573404921293,3857.7710143925506,67.77560384879247,54.89466311701565,167.366709785628,54.702421905593106,188.34532636954333,467.2133056862821,10961.769362080142,264.7448815545266,0.0,2594.367184265754
900,293.55531158312493,37.08843070668756,40.92333361375176,26.681538199712673,125.88910715010572,283.5824019014306,50.65057796858279,41.97311784476928,9.805238227424583,4298.865376505049,67.09692909200727,51.30469187819414,155.2572124688369,50.55026362690846,166.5976982712897,484.738690513066,10554.263307089768,233.49519827140713,0.0,2508.2684940092972
1000,270.3252405487043,33.550235992956615,39.878110174516735,55.03789603231135,122.15164210067222,256.8178055873068,47.43153447706906,38.57946436989298,11.078845804827443,4576.7607678333325,66.68434695045597,46.24613327425149,138.46353461840593,49.413569838625946,155.81387152919365,504.5280950005645,10340.91137606689,227.32801809929828,0.0,2468.617093661832
1100,255.45727966963744,30.865347112282976,35.7282293594754,-1.251009582298515,109.79817597517174,240.87804710877293,43.84270904334657,36.144627761472634,12.487803902556216,5188.084318109408,64.07960880652777,43.29741586893108,127.73649478008481,43.53295264360884,147.82465294133908,503.0659222778088,9508.541617744491,210.95935587293337,0.0,2467.5107219879105
1200,232.18092983013128,29.428029528345093,32.555879205812566,109.23274675978521,99.20417795948795,224.9210100244603,41.090147952054565,34.28308302541283,13.072480178704629,5508.982761976328,62.41395247905578,40.2420444655703,120.87835530723483,41.50018943417778,133.02510745292315,518.3213773529371,8994.294319170362,192.33251418931565,0.0,2400.115184132272
1300,210.07387074449233,25.784977726048602,32.07037883334059,38.66018693338075,91.72007241175194,202.9412136943841,35.978478316071815,31.30266922809543,14.798635248608424,5682.166559828912,62.19726438548911,36.49464534661748,113.72947025209136,36.59968794164517,120.27774712378177,512.2847763365454,8376.10216490334,169.3034686940273,0.0,2296.8439103002524
1400,195.1158875459824,25.110065923390174,27.929818002757514,-11.044350582153939,91.72505269657947,193.2854244624338,33.815545232141545,27.62331808897243,15.660780181748283,6170.641168309648,60.12700351905562,35.99714621053556,104.69573795484011,35.32379269598419,109.6539634612914,516.197346669819,7436.73103429897,170.4464142493641,0.0,2248.7593949540287
1500,178.4736264685458,23.913072282337808,25.26683464015126,11.28235991384264,81.66030945430595,179.94038864420003,32.090432937660914,24.909627582688753,16.933110981677633,6470.907848706648,58.344863931143415,30.62086849180151,97.62660843735631,33.614359763856534,108.63874647703038,508.4484036875889,6466.7602712869475,146.36275275341254,0.0,2291.311087388455
1600,163.19105879433124,22.387335408216117,24.416760950802896,-4.979191711318059,73.4492330528814,157.6878358481663,30.157151401555165,24.227117318513173,17.535825608841037,6924.739549639848,56.22141952674021,28.427768323402542,85.02617859041959,29.70495638314423,91.94848788659365,489.1680869681306,5559.863933128218,144.64722104139184,0.0,2234.3408089560967
1700,162.55104121868686,19.63750759597443,22.904407473201545,10.192906803534793,66.96217054442283,154.55440047365335,27.94139676335973,21.891282467934925,18.934944319590258,7380.750475826311,54.9603441262453,27.94998001230557,81.98196789103854,28.517653492225744,94.9396965998128,488.4574444792619,4265.243803215304,136.0291406807818,0.0,2225.4891243239094
1800,150.0579748940514,19.277269135424163,19.676876996821967,-22.405013396869535,63.37889295936274,137.4563728849254,26.236213763496576,21.72717828265005,20.075718324268173,7747.929564497573,52.603676434806424,24.696633341196815,76.00488454429876,27.79356009924649,84.43237159019692,480.32911133462596,3395.236140307049,119.75610494768534,0.0,2120.7683013074625
1900,140.33032458831082,17.462361307995803,18.107533560711754,77.58274033235159,56.76071505548474,131.8380236360389,23.586898368477147,19.8321614736111,20.25785432819373,8056.720351533936,51.07160673650007,25.19795108039273,68.11145826943034,22.796217223645147,73.36966352962938,467.84220477857286,2193.3648883592996,108.93029212125514,0.0,2080.520661706293
2000,134.29935560484685,15.520046465608907,17.670818852816314,85.63117137190972,56.5920704429396,122.15725916098874,21.39681288967271,17.071686326292696,21.664902718663235,8211.107777993542,47.88062633456385,20.426909437048586,68.7784084681467,20.737181893535215,72.83064724765568,449.47976614892775,1017.6088980325193,105.62886379296913,0.0,1987.4123595562512
2100,107.3910591287926,14.06791621829401,17.350834577021086,29.824279055521906,51.27157856419925,110.97081577764844,19.07078575546037,16.727982328720472,21.97825032608955,8589.824253425284,47.472849529830626,20.280168959980113,61.73589073054085,21.30334919939462,61.766153172464286,437.0169261591407,261.01435614368063,94.94298881646428,0.0,1748.7189684100406
2200,101.04651991631333,14.53085590888321,13.928045505713921,35.1449637392043,47.87698940405508,108.92171380254126,19.13420519819837,16.140120373632822,23.097795330011202,8864.552049690865,44.990971379036836,19.53315246932477,56.29800484225252,20.129173380201898,59.88084637766083,427.9288804501116,-87.88328545959779,91.54590729835485,0.0,1300.0471271301033
2300,95.22760439002998,13.350882966051353,15.006230621303981,53.993620576521664,41.64131618400053,97.72878228026472,16.727955784098697,15.48742581294184,23.875274567276445,9067.033038382287,43.53193657994761,16.71975373726507,48.954506544260234,17.283438814301316,55.47796498422758,413.67591211560386,70.2782335252196,86.83006638955531,0.0,897.464880134755
2400,83.86809502581325,10.541562938472293,14.303378689313478,-35.4263899303084,40.12049449405482,87.6185298973235,14.922085293108198,12.207480189614156,24.19494493011691,9206.20254543298,40.51585358072272,16.880668529559035,48.85484919168891,14.868909765411985,50.095150121792734,398.8397765210752,32.55513289916247,73.18126868702538,0.0,722.8891579138503
2500,76.28203159783051,10.565965823910197,12.560408946126197,21.996588269001016,36.07108472149417,83.56126154003911,14.04787712611187,13.444602009858428,25.824717420764433,9100.916944003282,39.782034837635806,13.81356574771678,41.60665276670309,14.948221933587071,45.08155498463942,388.03978841337783,146.91174221913667,65.00449388764959,0.0,675.1115645612922
2600,79.5849340268726,8.942266841019961,11.813501665547234,84.8878779599774,34.39730786790654,76.21171912300619,12.873884279209895,10.862435435889735,25.62517216854505,9270.325772216069,38.15166392594984,12.22560014978772,41.250531088133876,13.278512623783705,41.82808735572968,374.72798115052484,-97.06136662259897,63.29877406232035,0.0,564.5762057928373
2700,64.7791170137393,10.049315665808692,11.330235147278037,-49.94806529489276,31.802428717371477,67.33307604451659,13.281287682026333,10.751453249866413,26.463868482484155,9489.603289389797,35.116033721007426,11.771291410935579,34.018032914025056,14.384400506201299,37.6230695335488,350.08367941792307,-132.82889245079943,67.96442896492871,0.0,609.3848368106701
2800,79.61016354703378,7.730680362101442,8.364180853211092,-37.979399024875455,26.024113661035866,63.972258654249686,11.845919637239264,10.133090456728487,27.853497637457135,9467.300270557767,33.051482049494545,11.683936698332955,34.122517912575375,11.976874467831344,35.85047181473113,331.7337561645114,-19.812650181999217,61.07575892831721,0.0,559.1806170818239
