milliseconds,R1,P1,P1_prime,R2,P2,P2_prime,P3_prime
0,0.01,0.1,0.1,0.1,1.0,1.0,0.1
100,0.009767534749592488,0.09825045030424973,0.13748849303800215,0.09767534749592491,0.9825045030424975,1.0209945901661823,0.12207307464933191
200,0.009540473436469733,0.09652884947406892,0.17181851273611215,0.09540473436469739,0.9652884947406892,1.0407367731062547,0.14552590471279708
300,0.009318690509860589,0.09483483069643471,0.20327906320549305,0.09318690509860596,0.948348306964347,1.0592799966747732,0.1700917335594702
400,0.009102063313911366,0.09316802798017686,0.23214554696880355,0.09102063313911372,0.9316802798017687,1.0766755338331164,0.19551719044930307
500,0.008890471910131188,0.09152807766544982,0.25867555459121067,0.08890471910131194,0.9152807766544984,1.092972763830739,0.22156800529726567
600,0.00868379922057879,0.08991461860502514,0.2831041078068313,0.08683799220578794,0.8991461860502514,1.1082190765293602,0.24803480791816354
700,0.008481930933143051,0.08832729227886102,0.30564285893114984,0.08481930933143056,0.8832729227886102,1.122459959987526,0.27473427800768696
800,0.008284755381767718,0.08676574280312867,0.32648102368190945,0.08284755381767724,0.8676574280312866,1.135739096307617,0.3015081274245795
900,0.00809216348740804,0.0852296169837215,0.3457867190539327,0.08092163487408045,0.852296169837215,1.148098416374201,0.3282214854598286
1000,0.00790404869491037,0.0837185643869816,0.36370874521873825,0.07904048694910375,0.8371856438698159,1.159578162813453,0.3547607115445138
1100,0.007720306922106286,0.08223223740596104,0.3803785010621623,0.0772030692210629,0.8223223740596103,1.1702169462556467,0.3810309924786153
1200,0.007540836508621426,0.08077029131454601,0.3959118568226067,0.0754083650862143,0.80770291314546,1.180051803410399,0.40695395585113503
1300,0.007365538142001768,0.07933238432694338,0.410411397162787,0.07365538142001771,0.793323843269434,1.1891182804531173,0.43246475313081484
1400,0.007194314857458134,0.07791817759695467,0.4239663630237133,0.07194314857458138,0.7791817759695467,1.197450433589125,0.4575121216343473
1500,0.007027071933907945,0.07652733529691197,0.43665534735090544,0.0702707193390795,0.7652733529691196,1.2050809497463666,0.48205476554274446
1600,0.006863716846750117,0.07515952465174655,0.4485472666951058,0.0686371684675012,0.7515952465174655,1.2120412028464687,0.5060599669803885
1700,0.0067041592062252586,0.07381441598143489,0.4597025848926482,0.06704159206225263,0.7381441598143488,1.2183613260599064,0.5295018348682258
1800,0.006548310721899967,0.072491682721199,0.4701736694477587,0.06548310721899972,0.72491682721199,1.2240702555292924,0.5523606754104274
1900,0.006396085169688772,0.07119100143689906,0.48000497127352776,0.06396085169688775,0.7119100143689907,1.22919577138186,0.5746226062550899
2000,0.006247398333918996,0.06991205185872175,0.48923389824052216,0.062473983339189985,0.6991205185872176,1.2337645655143832,0.5962783066167621
2100,0.006102167954521989,0.06865451690895706,0.4978915113716197,0.06102167954521992,0.6865451690895709,1.2378023035777244,0.6173220580899612
2200,0.005960313681236091,0.0674180827219688,0.5060030256670646,0.05960313681236093,0.6741808272196882,1.2413336803173516,0.6377511317094149
2300,0.005821757035116375,0.06620243865522012,0.5135881709479264,0.058217570351163775,0.6620243865522013,1.24438246736718,0.657565547149441
2400,0.005686421351586966,0.06500727731994842,0.5206620349977741,0.05686421351586968,0.6500727731994844,1.2469715789128817,0.6767669620886893
