milliseconds,Ca,zzs,bbs,hhs,nns,rrs,ccs,qqs,V
0,0.0007863880919554291,0.0013695071320185023,0.20758679578652048,0.9793854476485913,0.024297038101812884,0.005499695608765397,0.0025013045916366986,2.038866484496669e-18,-71.9638762125573
100,0.0007810270960471276,0.0013683021577192724,0.2077121300657648,0.9793103654038687,0.024401778946466644,0.005508467947330115,0.002468729184098138,5.440559335498359e-18,-71.90021368065864
200,0.0007762651299518296,0.0013686012103165275,0.2077178228830484,0.9789693563871463,0.02436135751896572,0.005502195665438324,0.002475201747711802,9.239558772878101e-18,-71.78673739355081
300,0.0007724513610091455,0.0013698540285256835,0.20754949861367566,0.9790074366879554,0.02431939639608246,0.0055452444805324744,0.0025095034363029744,1.5026761796428423e-17,-71.64930478959373
400,0.0007645228326502674,0.0013685000801934735,0.20755885001144375,0.9790706507684516,0.024501647322980637,0.005549763545335304,0.0025093679232032653,1.9982899024844235e-17,-71.5707951168905
500,0.000759025826916416,0.0013697708189595982,0.2072277402572121,0.9787526756292838,0.024742875816329873,0.005570272926698696,0.002492379467314587,2.4522983401030715e-17,-71.46039548093297
600,0.0007560077820744023,0.0013701737141410724,0.20729954295689354,0.9787128100491226,0.024685451339290617,0.00559080248087423,0.0025131051234730515,2.7493986340397076e-17,-71.399625761053
700,0.0007483198455095094,0.001369603434199582,0.20724238286333152,0.9784863102996562,0.024915420249994238,0.005638791041816451,0.0025111749206716463,3.562862519079829e-17,-71.33686777167584
800,0.0007439552102413328,0.001369635579742623,0.206920456476644,0.9782078188276037,0.025226688800199144,0.005664908525893309,0.0025234693113042918,3.6617948317409193e-17,-71.1766865258745
900,0.000737954021191072,0.0013701926641902255,0.20701225787999986,0.9782035965156577,0.025128266723802615,0.005683707359480475,0.0025640906377554376,4.2868436301834095e-17,-71.13948711352194
1000,0.000732840949209875,0.0013711349286929186,0.20690283099543452,0.9781478103000113,0.025406518979130772,0.005692863522554992,0.00254852539229838,4.642691455789586e-17,-71.0409660874801
1100,0.0007305116409412293,0.001371948349676898,0.20670107762632273,0.9777870339236614,0.025540853965766868,0.005742990788537975,0.002578678093300084,4.965200463562349e-17,-70.84067613241211
1200,0.0007234999414920775,0.0013712194273647759,0.206294022746487,0.977658776834018,0.025719938186310798,0.005818780965569385,0.0025921453848011585,5.289309534245654e-17,-70.80231943441721
1300,0.0007152274003978421,0.0013728320985473357,0.20624951522396084,0.9771785514363868,0.026229120273880403,0.005841490479330435,0.002603472027563613,5.911689459255231e-17,-70.7661128241717
1400,0.0007099938996479824,0.0013718931652762442,0.20619727872890228,0.9769843564504515,0.02625220389652643,0.005876068303310723,0.002627577714251439,5.98061641946232e-17,-70.6133388318398
1500,0.0007072973330600443,0.0013725001770685224,0.20555051819309517,0.976619926470157,0.026381349243747527,0.0059403320968478045,0.002641439820935505,6.311262059623611e-17,-70.50125104567523
