miliseconds,Ca,zzs,bbs,hhs,nns,rrs,ccs,qqs,V
0,0.0007880716669294783,0.0013694323020085586,0.20736749821199615,0.9792368360164543,0.02413291954705826,0.005543342671874555,0.00247271504639977,-6.151848732717988e-19,-71.92502346460502
100,0.0007834847547109213,0.0013686109563361454,0.20778153727356963,0.979334314215077,0.024339876390747108,0.005474073646617224,0.0024704781296203833,3.489793366961956e-18,-71.81562969107712
200,0.0007740102121203146,0.0013682249163935146,0.20776260384193762,0.9792982117983756,0.024131400376623657,0.005527898212303309,0.002477497215569482,1.1864889423024739e-17,-71.79449625300097
300,0.0007699313429455029,0.0013691911752756283,0.20739257808364342,0.9791301339621362,0.024356943194162598,0.005525842059829975,0.002510339946606693,1.7037017851544112e-17,-71.67888632464104
400,0.0007655749890525368,0.0013687342633796798,0.20729478193872072,0.9791367725173133,0.024483832167868605,0.005577804040031776,0.002519278507109331,1.8750355931975142e-17,-71.57954512150293
500,0.0007583427654913375,0.0013698173540389014,0.20745119029649417,0.9789299706364286,0.024641857069759122,0.005538364337971461,0.0024883672224585074,2.277096691665161e-17,-71.49489972169478
600,0.0007564501772739134,0.001370358164228801,0.20739772102214957,0.9785419933408145,0.02489159528428207,0.005592760169246706,0.002500101258059164,2.9579116201432906e-17,-71.35401299385015
700,0.000750055919564909,0.0013705752999948325,0.2071005221948507,0.9786909618168123,0.025080702190890366,0.005627001073155291,0.002544946859556526,3.414685504730466e-17,-71.30567039102269
800,0.0007418609776950912,0.001370571252814647,0.20705501211207172,0.9784756536420766,0.025118314537552432,0.005661256514164381,0.002528582538706245,3.838776762549725e-17,-71.24462876423934
900,0.0007355924726785828,0.0013707413841540417,0.20669319829880164,0.9779713136358473,0.025120373867446335,0.005670488128258629,0.0025608899682504458,4.126519820935204e-17,-71.09213897204337
1000,0.0007344641254978347,0.0013703205652349085,0.20691774236752758,0.9779275760580982,0.025377979005564696,0.005675448631591978,0.0025798846769053995,4.671853740414377e-17,-70.93009854599886
1100,0.0007309792829431657,0.0013715540185307053,0.20657943533831663,0.9777845055393964,0.02552704007453613,0.005714646841517843,0.0025668223981725803,5.2333302078617697e-17,-70.86474015079081
1200,0.000722469677775323,0.001372281195951255,0.2062097169679815,0.9774421998096565,0.026022219071720566,0.005778127148466154,0.002580514546818566,5.298028754752796e-17,-70.75865653422916
1300,0.0007192269754338036,0.001372307085826801,0.20634192551481817,0.9774462133314905,0.02618574476472108,0.005793533082713276,0.0026072415267791205,5.990355710576022e-17,-70.68376776696212
1400,0.0007128533655927141,0.001373048544560883,0.20597169793714978,0.9769924722507244,0.026296792343453945,0.005881749115596964,0.002648179050896166,5.968010475776083e-17,-70.63721099374571
1500,0.0007099096445107707,0.0013730752956412136,0.20587360955278203,0.9767972261268123,0.02648473129759963,0.005893591104568773,0.0026445842973679165,6.643716823112504e-17,-70.54662086189666
1600,0.0007053284213078,0.0013738995048028745,0.20562473515945068,0.9766266779798767,0.026723759536700326,0.005964227276782811,0.002687286586911479,6.777313648194279e-17,-70.4257985194251
1700,0.0006972824165147884,0.0013738964531916514,0.20521974823641342,0.9760473559350482,0.026891018495383417,0.0059876137450800065,0.002682403936794643,7.319827979191856e-17,-70.34159934290223
1800,0.0006930054262327719,0.0013746313423442505,0.20477857846673234,0.9759460976138227,0.027130981822279673,0.006061040584403784,0.002714967558190552,7.634018532129602e-17,-70.28319516655418
1900,0.0006884639490629202,0.0013763521710591956,0.20490507034891609,0.975576743969007,0.027475216056924403,0.00608733304356317,0.002732166787434981,7.639641432242305e-17,-70.13313866773231
2000,0.0006810982544473587,0.0013762488737779873,0.20432560081164017,0.9753803230398547,0.02768389415628647,0.0061803724990615655,0.002777352390520153,8.285646468245305e-17,-70.06499236074406
2100,0.0006819348341281622,0.0013784574665922373,0.2038766761073831,0.9749174678536495,0.027869175348211584,0.006171114919997748,0.0027823677777038215,8.440035497314799e-17,-69.9928523848148
2200,0.0006738150163674557,0.0013790314979746077,0.20383854179842437,0.974862708834959,0.028066288606787736,0.006262381581605479,0.002806291240005461,8.690473113462301e-17,-69.87829509134
2300,0.0006715546813309164,0.0013799118359132294,0.20330543298240214,0.9744992009347984,0.028586129606859446,0.006272425465048125,0.002825642452685205,8.862740731529031e-17,-69.85148522066993
2400,0.0006688350932297377,0.0013798884510675235,0.20332990567293882,0.9741340797918973,0.028786906054443364,0.006349252006436485,0.002871282639864829,9.257074461144389e-17,-69.76572873587267
2500,0.0006640677165114586,0.0013811161999861036,0.20277773811357744,0.9739779893337156,0.028905207042564728,0.006421946508292784,0.002881711504252416,9.72293134314479e-17,-69.64810565510047
2600,0.0006541019598803157,0.0013821765221132215,0.20233973825272766,0.9736839470100508,0.029144992850640167,0.006468363741518051,0.0029282921525066695,9.947195781022132e-17,-69.59572516841686
2700,0.000649207984857286,0.001383305053726972,0.2022754839588538,0.9734227963402042,0.02925833023465676,0.0065314502013898035,0.0029498253719099717,9.867032444910771e-17,-69.47486323062807
2800,0.0006505672097646289,0.0013850248294839276,0.2015049532840758,0.9728005861926777,0.02981446791036942,0.006581051154306787,0.002983608673548784,1.0340862672220177e-16,-69.45090600299635
2900,0.0006404488306128041,0.0013861612802701791,0.20113510324044767,0.9727076047542034,0.029803329210012795,0.006584250709467177,0.002992221871547668,1.0599632073585148e-16,-69.27057361841268
3000,0.0006401838116614025,0.0013872472925653696,0.2012143654044009,0.9722877826228056,0.03004989737231531,0.0066772361879448095,0.003030289700689646,1.0615286269808106e-16,-69.1652258781434
3100,0.0006340125698413103,0.001389096394764724,0.20051665669550128,0.9720319024672374,0.030568253891730793,0.006759941988915318,0.003067523558551009,1.103276606290182e-16,-69.14236222423841
3200,0.0006336908504782717,0.0013900464262234357,0.20004119242991214,0.9718488276138862,0.03075332327668016,0.006749275256770809,0.0031247910977082556,1.1268955433271525e-16,-69.0431014100676
3300,0.0006276187482767303,0.0013916022864871645,0.1997032622648841,0.9713781299459011,0.031003989379254717,0.006861494555123139,0.0031509183040325096,1.147435421287044e-16,-68.93819987304587
3400,0.0006200376537674883,0.001392185877078379,0.19923087292908173,0.9709473695729038,0.031014154893468673,0.006888030526392904,0.0031910048509080783,1.149642656081002e-16,-68.93259672314183
3500,0.0006208192957723112,0.0013949576309291026,0.19892466025097214,0.9707699841402521,0.031508484479189976,0.006947554435669613,0.003192212807191814,1.1841471784438904e-16,-68.85692254718221
3600,0.0006149649385670879,0.0013964794230376873,0.19863522141897644,0.9704344559930664,0.031526997779322455,0.007016676104862214,0.0032491693754055175,1.1921484026603534e-16,-68.77480064003318
3700,0.0006084651352372352,0.0013975839111461468,0.19784232857458492,0.9701117674658325,0.03181668019791298,0.007092240968536329,0.003285227300664009,1.2189906674746894e-16,-68.67610401213012
