miliseconds,Ca,zzs,bbs,hhs,nns,rrs,ccs,qqs,V
3800,0.0006046205303920946,0.001399777484860627,0.1977558916506717,0.9697616304941041,0.03201643464780277,0.0071500812915001296,0.0032964120478117544,1.2567651951955658e-16,-68.63934517508412
3900,0.0006046985689302093,0.0014007143346841519,0.1971726444225164,0.9693784406011018,0.0324193700768661,0.007158595123916933,0.0033555851961498307,1.242765464340761e-16,-68.56600522035619
4000,0.0005976890761553024,0.0014036678026732705,0.19646243518283577,0.969088139377572,0.03266171283742577,0.007254190720547852,0.003377275299899233,1.258986157264474e-16,-68.37682788089964
4100,0.0005978245416183585,0.0014040295067501416,0.19608268854080077,0.9686839124790597,0.03283825915090202,0.007281146053753272,0.0034165613631705555,1.3145433169734143e-16,-68.31366877487898
4200,0.0005918033328492874,0.0014063887473528098,0.19565761629661424,0.9681060442977948,0.0331839348411614,0.0073784392750865825,0.0034420301486792343,1.3140155394877913e-16,-68.28628461734924
4300,0.0005889509034437378,0.0014083581923972613,0.19516701183507754,0.9677376238184372,0.03330547425546891,0.007422544369069419,0.003513839315128805,1.3350028293451735e-16,-68.1483691480908
4400,0.0005849403179726792,0.0014102526392813198,0.19479763162310576,0.9673961862558409,0.033732185592570886,0.007491423495402821,0.0035289360304099292,1.3565567698759104e-16,-68.09638692761338
4500,0.0005785231924366761,0.0014130141059267222,0.19440171148938287,0.9670147287935749,0.03391690385064558,0.007513807161131753,0.003555741056572304,1.3715773632601533e-16,-68.09810364422566
4600,0.0005746277687726846,0.0014146460380662842,0.1938490195900286,0.9669023556729854,0.03425884874505969,0.007589862213382443,0.003600207724995805,1.3973267444884174e-16,-68.01927650373113
4700,0.0005737233497027644,0.001417424679796764,0.1930517365626989,0.96645304480273,0.03432630185986051,0.007637929657264435,0.0036318599500481377,1.4107597195762312e-16,-67.87398593275304
4800,0.0005707213781635332,0.0014193222823390796,0.19279984809778358,0.9660548004448745,0.03489125116799138,0.0077349546902994466,0.0037039705140635183,1.4095239787915432e-16,-67.83964606932278
4900,0.0005661688595659284,0.0014219906902593782,0.1923842081079097,0.9656928890785371,0.03495328269853079,0.007754447194528853,0.003727912187315456,1.411607700233661e-16,-67.69966909914834
5000,0.000563287901569348,0.00142324803953542,0.19170143087294203,0.9653686845076156,0.035121269244870586,0.007847863037969088,0.0037501078761069786,1.4144624546943409e-16,-67.63386245571827
