milliseconds,cLc,cLm,cLn,cP7c,cP7m,cP7n,cP9c,cP9m,cP9n,cPn,cTc,cTm,cTn,cXc,cXm,cXn,cYc,cYm,cYn
0,6.81817992290932,0.8448163875722489,6.844118857567984,20.298786682743152,4.272906199745748,2.0885989315795435,5.984160489040904,1.0949856189341933,3.762283931843246,-0.003859708561315513,0.1747743721647237,0.3716408925195204,7.992829880173536,13.003031793883537,8.4279934052307,31.934604162396706,7.158199102680083,0.19562320797310542,1.0540484803310175
100,6.816866541596746,0.8458232463123606,6.848770477868093,20.525798602051157,4.313532988857955,2.1380824126958844,5.978052791886238,1.1149107730352041,3.739682410011801,0.05952178416365884,0.1678927141681506,0.364998690786969,7.962585809986321,13.16285728910936,8.510772922622431,32.20693747215033,7.006986055236208,0.1887642058463037,1.0651821779626383
200,6.907043024709726,0.8455919721040777,6.927656419814637,20.702720256147707,4.367851946533865,2.1060455848771316,6.08078599553694,1.1476849656717096,3.774847435539434,0.10008851780473575,0.16355441116736888,0.3557594632994174,7.677782081266276,13.242136624816382,8.554080500998861,32.419707528224,6.747161644811349,0.1856096853228903,1.0227379879137741
300,6.952640650064936,0.844588819161971,6.925849082975969,21.43496549276859,4.385751195364964,2.236767043029666,6.09941740743581,1.1526179614768066,3.8570840006540608,0.14012349820013406,0.1615279553501618,0.3405112435622223,7.68066306867111,13.360253164390379,8.434972291988323,32.74559716398763,6.698186303272139,0.18286109539690126,1.0144433527000007
400,6.979798366280973,0.8512063561799493,7.018747825460994,21.74221675328411,4.451621023981642,2.2187132573959136,6.14405782037172,1.1824203572032193,3.8446966589538185,0.1764764165864545,0.15853010467569034,0.32633371591493027,7.672585311800974,13.453975992618211,8.567681858419467,32.80988602787414,6.5582208265394275,0.1805822849494666,1.0191187772613004
500,6.96473673283656,0.8500201296943698,7.074058929524605,22.149346098434126,4.514230334807207,2.2574878036460357,6.2664868265690234,1.1931883394325,3.915342942281649,0.19450157478626254,0.15185287926785737,0.32567791820379377,7.547355332211518,13.503632499769504,8.531955996329081,33.02720446836315,6.5828032111576595,0.17534224949849697,0.9755530819200714
600,7.034576868084504,0.8276536232990903,7.061614714379063,22.382713536427485,4.554789218031665,2.3428183913805567,6.233099530949671,1.1969668763589547,3.907468472693838,0.22406663337090443,0.14887779553230476,0.31686337258449293,7.281335189388247,13.588831546917067,8.495242237111613,33.2651626893705,6.407336257201872,0.17484382809534937,0.9809951222667116
700,7.061471005610081,0.8348430007476297,7.114042759653949,22.865615063950525,4.555852336651795,2.350404907193665,6.255333244335178,1.2146987628031338,3.8895986755902228,0.25162582339663164,0.14737544439568087,0.30675536076849663,7.256576448212671,13.693043400825784,8.574322751793861,33.5721302693822,6.35980979731756,0.16976170705172286,0.9634748396375554
800,7.0916561630999215,0.8330156579461283,7.158328636762602,22.749413898651895,4.572876598638674,2.339184706180478,6.281271175346533,1.2511424939743512,3.9339500150017037,0.28961485105102414,0.14752911978403677,0.29916494064133936,7.179078072505049,13.743472255742944,8.559053583041331,33.78716834335736,6.345098288119913,0.167928276063629,0.9275679548067325
900,7.096281392371502,0.822336884172647,7.159093495035083,23.492526319051176,4.6645015084295505,2.4209411885668652,6.416639689945281,1.2616054119752351,3.9685379628884068,0.32658217901271475,0.1419904225648312,0.28743302532339793,6.895518329370591,13.807012046154819,8.497535441717368,34.00110653539635,6.196748172964424,0.16550049843976675,0.9298660817599725
1000,7.145701744218008,0.8200959109804328,7.205358042541883,23.37932022182644,4.680830374840122,2.477767373063164,6.491154788428056,1.2797483458045769,3.9954635619179912,0.35278682143041973,0.13702474651442884,0.28618222509576086,6.932742893547265,13.909746945265196,8.432142995010214,34.056131180514576,5.931771664227336,0.16092289981526647,0.9040411729570155
1100,7.185185692128234,0.807981993911993,7.230108302650267,23.842708887531234,4.7035518236409075,2.481276837288133,6.441670463837668,1.2905449621779868,4.071662036198673,0.36253302041278407,0.13509680755020467,0.2780933558736251,6.613562388711323,14.03479272009557,8.49289163432611,34.34983346687822,5.930584441133155,0.15712703243280224,0.8994864779993552
1200,7.205161905538796,0.794796458264484,7.252492606796494,24.429279342978425,4.743458461928366,2.5576543187904845,6.603927729126752,1.2975454222344813,4.073039756729217,0.3732785504108732,0.13666974580825542,0.2659128221680977,6.761582116771835,14.110952265403986,8.441724715565437,34.49641355484366,5.759763894144578,0.15542248812483983,0.8818402625626675
1300,7.208578240462673,0.8034289376690585,7.285383642822605,24.000799930138907,4.745109674473874,2.597355866290442,6.628787330498827,1.3083875255641975,4.091172353379435,0.397546465209486,0.12870162201891086,0.2508580616381008,6.580055719548342,14.170808225024546,8.443388151577974,34.84359383779851,5.693082181085496,0.15224741100019826,0.8749177542503797
1400,7.193527618466256,0.7853885781420246,7.298667202131265,24.310843843330073,4.781423430238729,2.5818037026391085,6.594735423345774,1.3228984565804103,4.1225047071673995,0.40427233580838345,0.13205365166815572,0.2464987137353848,6.542614383950145,14.199838790888514,8.411904695939189,34.850590734708796,5.55819088462085,0.1523014827718858,0.8434370148570263
1500,7.22615096801278,0.7741874263820024,7.267249581546101,25.04948150180659,4.834902127071102,2.6507521960984053,6.621367686977775,1.3452506617469875,4.168611213001742,0.4621153588689301,0.12799767662364023,0.2524296648137452,6.399988950230525,14.31780400553044,8.405361674243597,35.03450399698247,5.48157059828085,0.1468927358360848,0.8250668582908074
1600,7.2269381722801045,0.7816705900173279,7.27288550637711,25.106096958798947,4.881054463956202,2.6663696218765116,6.7404535420699,1.35024246494941,4.20883353788988,0.4487700405252318,0.12551350326976035,0.2307444228968016,6.060398559465474,14.36951326675481,8.404439381203467,35.303406849113735,5.3797719177770675,0.14819076101609732,0.8330422715559211
1700,7.21945590731396,0.7743963845020538,7.338448106533336,26.3451221868441,4.906992529471678,2.6517411555203,6.723807114226998,1.3650320020846782,4.223489946951475,0.4846822625066483,0.12261552843524232,0.2340827547037623,6.034886232438513,14.36787197150877,8.277696570586494,35.260146012227665,5.291604914702199,0.14394770045181002,0.8236353182979554
1800,7.23617241832817,0.7450945808130041,7.327186611703486,26.369307494473595,4.9300050276679075,2.7451837925500615,6.792060034661007,1.377059502489827,4.2891567937380355,0.5078540962996794,0.12094536977143543,0.2217285356288518,6.026877624304724,14.460097751534196,8.265625777663455,35.530973203379865,5.318255101948739,0.14095421452225915,0.7902414075721513
1900,7.19600201893126,0.7501064860563273,7.320233960411284,26.15938847309204,4.97780387837079,2.796762838464042,6.862988330096555,1.3985119918632114,4.268202145300605,0.5159800654376344,0.11879154451976592,0.22512379116697473,5.746001443170452,14.490319584152466,8.343179714868265,35.74546492289228,5.0922974402521115,0.14043134462988016,0.7786378855533561
2000,7.2535745204771835,0.7540215922807368,7.327778049448552,26.617635041111846,4.95148501266106,2.776762721907365,6.964444432735823,1.3907455897086372,4.332317237203578,0.5091206755610712,0.11534668550072472,0.21156647029991843,5.750060398928861,14.543346010776435,8.193437508542996,35.86536269090448,5.23055111126752,0.1388910057043719,0.7611277444928279
2100,7.237157753269232,0.7305951439210588,7.29930654595356,27.21959287865418,4.9863031711447015,2.80103535114804,7.0479942267812135,1.409869485161122,4.377869136952478,0.5138269419390267,0.11177687284694275,0.2128959893834201,5.6125190697070515,14.55923791689197,8.164385568324702,35.78172923630383,5.131672875701586,0.13833441391922316,0.7513871018554975
2200,7.212501760968971,0.7147891059259265,7.271338785004732,27.895707216450607,5.00257000905723,2.894297526968318,7.090149386914493,1.4115269117090392,4.398217898484046,0.5329778374460373,0.11185716788981244,0.1951862299093735,5.660057278848326,14.675477572690255,8.207772112381448,35.86017623208064,4.878402354564478,0.1336529138253995,0.7565697157301905
2300,7.2201736107272625,0.722031835078987,7.3221378332150255,28.086786356960193,5.05851120644414,2.9834632139244346,7.1258691330181865,1.419696933366434,4.432487694778582,0.5652446759364794,0.11058672258710438,0.20321944323073346,5.412566571684121,14.615222663722736,8.127948081618925,36.14344729341227,4.974219199324141,0.1334473992925678,0.7278365615709965
2400,7.198424233985151,0.6923691528010318,7.30001903759774,28.46534771615857,5.06856746126046,2.9842355658461135,7.095676985949871,1.4439626244281734,4.477677381495698,0.5814174876097482,0.10503225760744665,0.19353249674727693,5.2723616825422575,14.649207505615172,8.104653889693868,36.104627747529314,4.847721603605779,0.1321014192214822,0.7288292490420653
2500,7.176750391892501,0.6907552923036644,7.25259385965916,28.271853883477426,5.091496747222498,3.032498685246699,7.244597053243317,1.4442494678776527,4.471705791658918,0.5770098010953818,0.10600573171325485,0.19317550067191055,5.35626302536167,14.71026557121504,7.973860908811254,36.29876032809564,4.610088369576965,0.1289761342828291,0.7096995115138826
2600,7.123193062664566,0.6946529741116604,7.219402095699784,28.813850305632595,5.085780863048968,3.0406277146108063,7.339696801086913,1.4497950731209532,4.515399853780524,0.5712326490848918,0.1027257876667013,0.17440599458397005,5.206014033562,14.761993367653918,8.028996168185813,36.15565210850693,4.525698818155291,0.13146760308195188,0.7102623323505508
2700,7.103669725535368,0.6777507893212179,7.238577547032907,29.579440720378365,5.114977702910587,3.0385536208475563,7.337505139839683,1.4449213595654513,4.527178903056138,0.5907803721533281,0.10310082141600223,0.17531159492024728,5.095676743769661,14.717210618801996,7.969686283755766,36.33778373090876,4.504327662369981,0.1303100126083185,0.6992378567144181
2800,7.095897341881681,0.6641672983312622,7.166464661260626,29.826713422753556,5.1634970759306045,3.1722537217646387,7.311062086868627,1.4602667144128991,4.558978403446179,0.6179603985414551,0.10159340333263103,0.17690900734494983,4.951055363256619,14.712755374146473,7.832144005475184,36.402268956326076,4.568623258626011,0.12684351856965576,0.6903512008553983
2900,7.042185945644633,0.6538288661509132,7.141458550234684,29.869260561691018,5.16589558607213,3.162199366484047,7.399037532407249,1.4543195861552825,4.676625797728317,0.6297936743997554,0.09813741774936645,0.17198674106386022,4.885118493251983,14.755271247228638,7.864901933573596,36.27014246552813,4.466183883822112,0.12684962705199196,0.6751363977258826
3000,7.027981395996319,0.6506095473326388,7.078315636956929,30.34721453794835,5.149723265346933,3.1866571849655894,7.515707151469046,1.4743767874917744,4.715129391538152,0.6502939063044775,0.09698758615812753,0.15711835410423197,4.927166949565436,14.6926084969502,7.723503493780219,36.18501557073467,4.31645112700968,0.1282150877093648,0.6708225544360263
