milliseconds,cLc,cLm,cLn,cP7c,cP7m,cP7n,cP9c,cP9m,cP9n,cPn,cTc,cTm,cTn,cXc,cXm,cXn,cYc,cYm,cYn
0,6.8063186118190195,0.8608300209053557,6.834965520081482,20.26494287647323,4.296130302010129,2.129521562854327,6.079375433058637,1.1046677437970849,3.726058873263551,0.015391547928354047,0.1737334806519261,0.37924070968663853,7.913575945446957,13.061292275754436,8.492494957544412,31.97477885064411,7.1461697994550875,0.19510606788484341,1.0603665477882231
100,6.861643782796248,0.8475114070164991,6.871454908598003,20.280465377025273,4.342525029594575,2.1590456302878382,6.119547885182353,1.1147791179421478,3.7777005977489275,0.06288904810806366,0.1655034156630934,0.3564123618351028,7.90038505745549,13.144860143154133,8.454783904301141,32.18931484228623,6.935083127582416,0.18819415095808542,1.0486632780952478
200,6.855628824335384,0.8613455502051113,6.927060612050089,20.390218669527858,4.387074367860248,2.154058051338254,6.122845791645927,1.1322842304873344,3.8162109035282965,0.10907153637998504,0.16319850036131603,0.34469026769390926,7.891152153934499,13.186575649907946,8.491395603368936,32.34299371781907,6.865233771487859,0.186164534154145,1.0279917357081456
300,6.932044762935563,0.8394050000532114,6.949358517757858,20.82074314403378,4.424812218583341,2.196899152154485,6.104279178561207,1.1578882784420441,3.8386344016898652,0.13221806026889973,0.15729540584047055,0.3358995500783392,7.735089191642318,13.372913601919649,8.51758914150813,32.60251001787125,6.784052785237962,0.18438711311831374,1.0287458065190287
400,6.922650677902851,0.8371206265608854,7.0047998546109245,20.863270111197323,4.476947223106587,2.1873199600199276,6.1615924199556185,1.1676350152218704,3.837962437762921,0.18734787898470748,0.15557380245437263,0.3334760212695943,7.59835222872589,13.379502408295687,8.459209032597506,32.886922771036005,6.562082480627603,0.17809357063375134,0.9942485130531191
500,6.96214766838199,0.8282466979728651,7.026497871957107,22.007771033531192,4.482280065248086,2.257201998074041,6.275724143082436,1.1952655425211667,3.8577206939648736,0.19183418602377833,0.15448755570900038,0.32423498239827386,7.5217654000724385,13.517782270073873,8.451617895157367,33.0307108272396,6.578503533104105,0.177757790371703,0.9854144787514474
600,7.005792213693126,0.823118349997689,7.092259018803494,21.767811077552413,4.512496342279438,2.3095783057491466,6.276476009323723,1.2101223267399,3.924202469171681,0.22402310559934904,0.15064443486763365,0.3187507872416744,7.4462699617562365,13.615609293113707,8.45340298699256,33.27292735017362,6.517019155947775,0.17354914888965103,0.9637728080571795
700,7.050757964873059,0.8404465349457241,7.1465286318848005,21.87170624078066,4.569503163884528,2.2817743108257074,6.271388806801651,1.231117956095537,3.976664035628808,0.27662235638523586,0.14975963647546722,0.2980585567199074,7.235108174957656,13.67846166072737,8.466434879161774,33.481758607132065,6.252176531038022,0.17055505549193273,0.9711715593389019
800,7.071562781744036,0.8332917647965485,7.1762206805404345,22.887042506628084,4.6286279899485585,2.364204126595863,6.271415162824595,1.233197163469516,3.9299682969508325,0.26966957644249373,0.14674774485844058,0.29273443828597107,6.960685418722622,13.78969353023025,8.531453324285108,33.701848168194914,6.276150032243734,0.16692910731632343,0.935819514310851
900,7.127138293766837,0.812340287650051,7.216340500065678,23.134870846452895,4.621753557820632,2.3743653758972636,6.383493453827324,1.246414405831631,4.019518178496189,0.3315493053111928,0.14185194754049224,0.29223452326704635,7.108903796152356,13.820418965191287,8.466330264444716,33.99175195457304,6.212517469379924,0.16477565582611306,0.9182334232595989
1000,7.135929436203812,0.8045142098382201,7.179177537861734,23.62035298682744,4.64503441619271,2.4933474389427936,6.379578237490608,1.2631145665864614,3.975294235852032,0.3604008857600164,0.13888573964238815,0.28852901312666873,6.803156149249282,13.965498924269813,8.499192625962074,34.257033554755495,5.975753637581321,0.16335295131592478,0.900016207754984
1100,7.131619528009793,0.8194193751084119,7.196253151139553,23.689744369514678,4.686756314299579,2.4736073894815114,6.52354627530371,1.2893641540272356,4.021929112018065,0.3576295656896413,0.13368691118698497,0.27864830536515894,6.806901372489602,13.988995170437267,8.485196324357913,34.32834543405094,5.880497731681436,0.15876636926896412,0.9002254547413368
1200,7.149746235312664,0.7904531899263324,7.244504443736055,24.5220066787197,4.737266242482538,2.559931029829409,6.485449484185063,1.3069299390714695,4.041797067188135,0.3841392588502996,0.1316683176916086,0.2609510731735153,6.7135089860606145,14.075869091899918,8.382308840145402,34.41812604696999,5.75010487222259,0.15709633021484606,0.8732435562728564
1300,7.216530443334662,0.7864997045743709,7.279906910349675,24.500432848505966,4.785751341040652,2.545116357576772,6.63700653810149,1.310481214013495,4.152440666340756,0.3851781457711097,0.133556822702841,0.26503213798810943,6.618659879313422,14.179827293640052,8.370689940045374,34.699588475405235,5.717150362197365,0.1531399674578794,0.8521600236416655
1400,7.212689256643099,0.8008598954370543,7.253536387389787,24.45471735556057,4.817099227235527,2.572333587013715,6.620688503572148,1.3384299678191263,4.119603067293413,0.4408751312810004,0.12992852927976248,0.25932395796641705,6.4181319129792325,14.201743709029344,8.36909406806649,34.87849053478735,5.549910622717249,0.14950063730473448,0.8439611284842534
1500,7.19110649094535,0.7769315119000871,7.296625298398155,25.032198031190582,4.816506975965657,2.6028622764497045,6.6882758749924225,1.3470071904114393,4.1352037419334104,0.43826809090292146,0.12459165189090475,0.24909052324565753,6.327915092978192,14.243416247784925,8.371221173757672,35.1137106845322,5.640396831556762,0.14994119502799572,0.8329244481141949
1600,7.2309541710282605,0.7807383231679149,7.317287877454995,25.187281368759532,4.8408258190291225,2.6303927537056344,6.663917268696541,1.355208173524427,4.241789139468789,0.44706741740884914,0.12248091138359675,0.23526477223823067,6.163421804080529,14.367778652089202,8.394604814098408,35.18164114027323,5.4499002655896716,0.14628670400884122,0.8374273319568522
1700,7.198644226842757,0.76805097874946,7.31763726286829,26.38753097462865,4.916898304372301,2.7097278492708616,6.85304441283991,1.3586242951505283,4.234171106634322,0.47772551700471344,0.1193838159340135,0.22967274943048036,5.968578047319656,14.397545095704976,8.368690901058145,35.29791710590662,5.272923628833301,0.1427729403450321,0.8163102949743478
1800,7.196562149101436,0.744945156147354,7.319385402484592,25.715878356623012,4.917474281494433,2.784699249715488,6.821185959179638,1.3870225999823975,4.270017853764368,0.5094947915753938,0.1211309261221723,0.21843882411482943,5.9141147413157436,14.425922030258706,8.320526509683967,35.43590686832119,5.312493272500354,0.14366819522826504,0.7847235953332888
1900,7.217137023656466,0.7615041671132765,7.321740838722354,26.40058833234532,4.9435390699978825,2.7803948510206107,6.954176861077388,1.395039724792051,4.267713852779605,0.520406779285165,0.117186359440513,0.21922972618295558,5.950661337045497,14.480911633436937,8.268339620727206,35.68592726462856,5.301263578938837,0.13926845809639565,0.7896857193396449
2000,7.259335967116722,0.7311588389950904,7.316241650572392,26.61275879105514,4.953150639054336,2.863441982953564,6.920919177717652,1.3952369262220488,4.285683319896922,0.5373449066891107,0.11831222316404895,0.22143894287475452,5.8365774779405095,14.574581922028354,8.19606559832206,35.83294455619205,5.075663662811543,0.13907775003560735,0.7728364237511407
2100,7.228603193298017,0.7331171219406398,7.299220932129209,27.031081115491652,4.978851706716006,2.877980868421302,6.944822144371289,1.4100834061126242,4.382414920683205,0.5263358464065658,0.11222152039011044,0.21564017544822214,5.660264515471086,14.546773224527291,8.177733530437022,35.923793178348944,5.015401107436735,0.13709103228493272,0.777902647073761
2200,7.177101834340691,0.719438115762636,7.302918834137677,27.544365313782382,5.026781168745886,2.8598149976722826,7.026097227311853,1.4162569119643587,4.44050906245507,0.5299413158020116,0.10986295746739301,0.19989344110878113,5.572824149441119,14.656195504609842,8.130012787318783,35.99257984856179,4.859775187453044,0.13672653139006138,0.7346534709719686
2300,7.161585019703721,0.7126541137535014,7.284227684381537,27.7380985821133,5.030143636029617,2.949030888249026,7.069372882855799,1.4380459856133845,4.406246786509977,0.5485311038646946,0.10643277656449976,0.19337653555914117,5.537396162688031,14.668886882235023,8.166208180170097,35.98735160108557,4.836828065581698,0.132601256586599,0.731695357315599
2400,7.137309018027511,0.7075254830559803,7.284433624197743,27.931711326555405,5.083149474276461,2.981611505525343,7.0881816021631865,1.4283927541190682,4.500655635163135,0.582566241224381,0.10420750060636766,0.19821379763959188,5.5075941266098045,14.675459349511822,8.01540266009656,36.17608124088663,4.793204831838954,0.13044219331909965,0.7133269391203596
2500,7.11670518646977,0.6948757513154952,7.220224229806043,28.593190088454175,5.067871741304151,2.9741157747769735,7.193989248967731,1.437550146156402,4.477506619027817,0.5882370994427265,0.10287767664094778,0.18753993269470928,5.166572740796715,14.715781163429298,8.044120184186179,36.092386936195275,4.8081760418028265,0.1320497714896296,0.6998419646845756
2600,7.162659730318413,0.6869615086918576,7.200613092030395,29.280569349817235,5.117313485025582,3.062488905267617,7.281755124506776,1.4427894768483585,4.531139804220769,0.5923302630722633,0.10022056419704185,0.17688781649173538,5.100383001544983,14.710282607963473,7.98230828626811,36.33601543024902,4.573686067681954,0.12845219051139933,0.703290434922111
2700,7.1271627890738,0.6752976217251757,7.240569982191528,29.7978631388375,5.123670951795346,3.114492346495805,7.26416612852467,1.4505342089440603,4.5489696868230425,0.5999397798895204,0.1023281298588145,0.17753135293827713,5.2247753756717445,14.704452720725383,7.910410374511499,36.20001940239562,4.46793644342549,0.1280355797747869,0.6850113258951862
2800,7.041704570780089,0.6595909118029215,7.17412813991578,29.74155770696597,5.141427337782568,3.1388648228120113,7.307556281398594,1.469478454216997,4.581062826757651,0.6045163027324949,0.09915279215254545,0.1708464652953719,5.004422901186258,14.763166578571573,7.808798629614056,36.284498648006256,4.4079026086810815,0.1293475366585763,0.6891929017889116
2900,7.017672661388733,0.6576821008156951,7.150708359822531,29.769046476455802,5.172591416971483,3.1312050318823026,7.375820685939745,1.465320655483696,4.652842553089503,0.6383750683073564,0.0948809454050336,0.17296222825778518,4.992434997664059,14.763312240170483,7.857053501089838,36.41824300334033,4.384505284719318,0.12752026414111198,0.6746586412191571
3000,6.981087672910726,0.6434707215013296,7.127008618152221,30.649686975923817,5.152542140845245,3.1658649383103796,7.501427091329885,1.4760408984587645,4.6601208666256335,0.6328112983865893,0.09376169603552924,0.16054857709951892,4.757106967174451,14.742512776015232,7.743279009908072,36.359013677035605,4.251309813610861,0.1270656438733454,0.6698395911600423
3100,6.963943764272662,0.6336160673320868,7.056125296283755,30.453900392784753,5.209209567727073,3.2178221727126557,7.554905997345605,1.4733793553267018,4.708855541378842,0.6431617457118305,0.09246493333486729,0.1645289277191969,4.82151246875234,14.776783110800952,7.706150458110195,36.231479881688635,4.326579602661906,0.12460396557937516,0.6611773155251076
3200,6.911667006814852,0.6295059078295798,7.064088487897091,31.083536059333824,5.174524986980556,3.303032252601323,7.566681718560088,1.483431955301357,4.73768447648428,0.6325271479652355,0.09182183358600637,0.15422342538555475,4.712298646328492,14.683846890587384,7.66044689005021,36.212914586895295,4.2400451259273355,0.12564164541749556,0.6204548040276339
3300,6.901567570345263,0.5976233969526739,7.0320486471782475,31.361077144610253,5.23066959499169,3.3586226067677845,7.621787111993161,1.4709114784587038,4.798996857111036,0.6472072920601317,0.08927380359255928,0.14929357649483654,4.623367409041737,14.68917555693037,7.618385722829551,36.118916820101596,4.199027680344163,0.12632394929519952,0.6092006540126739
