milliseconds,Z,A,Y,GP
0,0.016691453729987923,0.46465583461399446,0.39742573370589535,0.9861587588181218
100,0.11192264147693451,0.5471804285157681,0.5075365800662607,0.7498368400411908
200,0.0983664940511031,0.6164153700538474,0.6348295462521315,0.6032794943440364
300,0.12831976690157684,0.7352364498440589,0.8424834865479146,0.4809737948015942
400,0.1384496391108815,0.7931974294477813,1.0402247605530874,0.32309092223716557
500,0.14331010385255605,0.8697346451559318,1.1394573185322379,0.2015597178515059
600,0.150802709538329,0.9385092667845405,1.2821690054519428,0.1521779202341852
700,0.16417067915207456,0.9693361641647115,1.3871309909847696,0.10166419989074217
800,0.1999823711647869,0.9992541372509847,1.447470998326286,0.09543349008404961
900,0.28532745203339455,0.9212768090699816,1.485668317166443,0.16566164389295873
1000,0.4570805133764177,0.5960949124532696,1.2081863551201115,0.30526790040963114
1100,0.7022639160005144,0.29838466285390824,0.618172802765012,0.9601827171900101
1200,0.6101468321534923,0.23770011510564842,0.3495951236290599,0.9668116511789202
1300,0.3666478388658552,0.23827484458314907,0.47233706116163393,0.9167805867679257
1400,0.20987845626373516,0.27698440793685014,0.6040570980322549,0.7728965996613675
1500,0.128111723380065,0.39920962014551253,0.8148294153165689,0.6389261652913817
1600,0.14129895445452592,0.4930046596930527,1.0188587021396323,0.4811293030105411
1700,0.12488472015198392,0.553089407431566,1.108951630567676,0.3433272710952735
1800,0.14021553577365933,0.6493738909708578,1.2585593991979487,0.2557836974224287
1900,0.17018621960745356,0.7061706317317744,1.4011863414278887,0.1503062737489558
2000,0.21989712850495383,0.7545695468600708,1.5019806817074757,0.16590198542056594
2100,0.25965649251335476,0.7165394661684767,1.462027297189817,0.14547578247053464
2200,0.42181485661100626,0.5200193596726753,1.2664115927503166,0.269268760753811
2300,0.6687151427070344,0.3197917221912494,0.8082081004982825,0.8623708492906275
2400,0.6217332038431682,0.22662664545135433,0.4914767777990801,0.9874466981543594
2500,0.4109032038942006,0.22398125195924484,0.47219860706655714,0.9741024655427245
2600,0.22687576671390247,0.27196299624119874,0.5830561123696107,0.8277551691833258
2700,0.1372671972069248,0.3597677000170683,0.8399772875676786,0.6420947956552427
2800,0.13718762220179895,0.4389903553816755,1.002581976105177,0.5175399660164016
2900,0.14200726535937488,0.5514410667241962,1.144893334542294,0.3517528117127987
3000,0.17568620537805554,0.6382707004871736,1.2801790138571802,0.2573151881713585
3100,0.16021337576034633,0.6769427664927693,1.4041370623024847,0.17278751154448468
3200,0.18974658096337155,0.7223333047843209,1.4357210506903246,0.1630663418112022
3300,0.26279834292638776,0.7255559674519514,1.4820685902873358,0.14812671012474865
3400,0.4170266202020523,0.5567196393088963,1.2944192034563609,0.301165498249852
3500,0.6686103407871439,0.2905590891128276,0.7996550271227297,0.8658448779523127
3600,0.6159291979154617,0.2213334856061812,0.45334373124931393,0.9739580090149341
3700,0.39206845738324003,0.21227849440634797,0.4871201665986033,0.9610828228117176
3800,0.24453291905962948,0.2540759034034745,0.6284314926601579,0.8277004717783528
3900,0.14477904725260957,0.3622431227280743,0.7747583322376601,0.6965331315699971
4000,0.14374435478101802,0.4394495800713466,0.9719876766520374,0.5011464345735601
4100,0.13747929174963203,0.5343630815531268,1.1341278499133818,0.37830184666884753
4200,0.13896687391433052,0.613565086206858,1.267775903135687,0.26325158655672815
4300,0.16661644837248177,0.6623897464594345,1.4171751680559264,0.1884609396417123
4400,0.22457257513292864,0.7394337357358366,1.4831535950673234,0.14899348026986453
4500,0.27096564174589516,0.7142606020165416,1.503884842657168,0.14472154884235097
4600,0.3966540117164826,0.5264592938790348,1.274127104670343,0.24711524428621226
4700,0.6502241280780771,0.3200307667435427,0.8394154785346729,0.8208858738448301
4800,0.6454805883624544,0.22731008061981434,0.4881519816577393,1.0147485108575682
4900,0.4245908231634883,0.24284743167921527,0.4647196819740754,0.9539219573888248
5000,0.23407344117567613,0.2750090669025664,0.6089522676446725,0.8605663181054957
