milliseconds,Z,A,Y,GP
0,-0.0052064527458356245,0.45629191776113587,0.3965330606098078,1.026092646772645
100,0.10737175806746418,0.533479110464367,0.4712194581484959,0.773921656435498
200,0.10125526652381577,0.6398881776080055,0.6505741534502186,0.5824113087423675
300,0.12324793375325131,0.7038438566174197,0.8359270289390999,0.4854153158280825
400,0.1411557286934423,0.796875977506835,0.9711225455484821,0.3185929317650829
500,0.1588309995002015,0.8670054140277451,1.150293692599491,0.2561239592934653
600,0.14968976460578942,0.9390570264528578,1.3115089708769445,0.14090066302126025
700,0.16484640773066447,1.0032473998371196,1.3969785924273237,0.11563367472443846
800,0.20399903154694704,1.0102303230881966,1.4794248067504443,0.08562576065212066
900,0.29479988570398613,0.9066900962689743,1.470640358524056,0.1308148375554379
1000,0.44912792565500176,0.5882238973520686,1.2447232843400349,0.3216843861556362
1100,0.7217908712073245,0.2887710044450963,0.6375710372270439,0.9629874291995789
1200,0.6100039842172854,0.21186407381404407,0.3761514610257218,0.9790980171467046
1300,0.3744054718293989,0.2283192093293351,0.4707846261083036,0.9140172377084776
1400,0.2234926036906623,0.2900427253852851,0.5936355814292625,0.7644053810655765
1500,0.15006712882984075,0.39246379181013513,0.8352062828214796,0.6294999408028079
1600,0.1162683980941102,0.4778420266740972,0.9562158677439399,0.4569157793049408
1700,0.15605072436008985,0.570746359362192,1.1109864723398568,0.3438008911600592
1800,0.17612059016675552,0.6331979519525232,1.2596832777270202,0.2724181810132094
1900,0.1770577685646864,0.7146190210092922,1.3855586568127252,0.13918271181563144
2000,0.19924256504604518,0.7465590321760486,1.4610537534183214,0.10931124654303254
2100,0.27781214084981426,0.7023856722373609,1.4784405829918572,0.1301655092624582
2200,0.4258617375118954,0.5155828628398091,1.2591504164691716,0.3034480741353649
2300,0.6638056562875956,0.2889441510324415,0.7652575133456065,0.8956150199960224
2400,0.6393265136086752,0.23168080807975744,0.44763649546840556,1.0087002817855375
2500,0.3938767924060881,0.24924393143394952,0.46022075733860746,0.9769878000515925
2600,0.22946751234610985,0.28724611121736254,0.6499124685005838,0.809180418317763
2700,0.1701226370844904,0.3716645642792808,0.7802906604493329,0.6417428330876055
2800,0.1543147932531722,0.4415903010032875,1.0237525790664666,0.5220717156026926
2900,0.1502012552490152,0.5328531912426143,1.1726979609200119,0.3920693480276427
3000,0.14384838895065266,0.6265512071284995,1.24065999292884,0.26827771531876443
3100,0.1910189967522542,0.6859903263473125,1.367469676845246,0.18445944582119903
3200,0.20052051771890755,0.7185751058766847,1.4484117039445843,0.16385636685240912
3300,0.2772109791426913,0.7138136452531394,1.4649527455573619,0.1655386336329302
3400,0.40919498059820725,0.5223947736983842,1.300434818481201,0.2750823281922791
3500,0.655957541814,0.3302701126782301,0.8193778863440692,0.8645802515562863
3600,0.6284765322202015,0.2309815237825694,0.4522127511466352,1.0132842087736076
3700,0.4214954636066602,0.2165947334668682,0.48441646404391686,0.9585273296060574
3800,0.24750833010295079,0.27383821033447336,0.581155863464039,0.8563861782802911
3900,0.17260225132743662,0.3814788383351421,0.7883083775200065,0.6697615418673784
4000,0.1258311448952646,0.43457693436743333,0.9621135602024756,0.4920831037210171
4100,0.16063667070891172,0.5484499468832589,1.1042122694189063,0.4100602087188181
4200,0.15448128578057668,0.6229526131226854,1.3111233653775294,0.2871306872916624
4300,0.17187245306502558,0.6910629836824281,1.4060525223586477,0.15871827121879367
4400,0.19594870025793287,0.7326257804631974,1.4717691953393133,0.1335110291105924
4500,0.2546830669270019,0.7240132356103297,1.4451303418250128,0.17351332811253806
4600,0.40078541757537345,0.5304512391526277,1.2959771540040044,0.27365957874226987
4700,0.6777099222885105,0.30315380181188784,0.8125748168291801,0.8278155280424395
4800,0.6417149526266579,0.2235530260899838,0.43755504529810085,1.0203118161362845
4900,0.41245131089224246,0.228847508535837,0.4306010953487765,0.9295975717768891
5000,0.24346762968064434,0.25840789248616175,0.648236852223363,0.8660419836141187
