milliseconds,N0,N1,N2,N3
0,1.71589842441293,26.8036712557471,44.6167755224769,1.53646349229917
100,1.7208541366567072,27.12901190778525,45.8052446886196,1.5419124873983376
200,1.7256590821159772,27.385389554173965,46.66131605483081,1.5459643242767336
300,1.7303526665452411,27.590236295262386,47.275194236974286,1.5490056346439092
400,1.7349653144414015,27.756570053830043,47.713460524128095,1.551316070107098
500,1.739520223617566,27.894106793507163,48.0252909502425,1.5530998053667824
600,1.7440346493683276,28.009960439201592,48.246289941450506,1.5545038492374148
700,1.7485213313431802,28.10931658715043,48.40208060868757,1.555633936377642
800,1.7529897218693729,28.195990529485194,48.51125462044239,1.5565672535352535
900,1.7574468135705024,28.27278255342828,48.587226558759156,1.5573601317855714
1000,1.7618977975106402,28.341747250484392,48.639621697712,1.5580535940699005
1100,1.7663465163244738,28.404383844419254,48.67526075596429,1.5586773540847192
1200,1.7707958719464871,28.461805327565223,48.699031697456206,1.559253328606258
1300,1.7752480777581097,28.514840318610112,48.71441029587584,1.559797694990251
1400,1.7797048586555895,28.564113817157597,48.723871759425386,1.5603225159989593
1500,1.7841675899674883,28.610103585097267,48.72917754628011,1.5608368770917165
1600,1.78863739809334,28.653180864875182,48.731581579581864,1.561347704309626
1700,1.7931152299727966,28.69363855205919,48.731972395366924,1.561860329834652
1800,1.7976018978228097,28.73170981336262,48.73096702942607,1.562378872819406
1900,1.8020981309664847,28.767588005666195,48.7290091634839,1.5629066199164678
2000,1.806604593091087,28.801435513470313,48.726414478094426,1.563446229626633
2100,1.8111219011995492,28.833390102908954,48.72339952920191,1.5639998364154872
2200,1.8156506522316738,28.863577139014645,48.720143920431205,1.564569316561239
2300,1.8201914090830333,28.892103538959788,48.7167574620706,1.5651561580892812
2400,1.8247447260326888,28.919070143549867,48.71334363242661,1.565761733716882
2500,1.8293111314014605,28.944564702510483,48.709962282675164,1.5663871565461662
2600,1.8338911550562542,28.968667568695018,48.70665145682053,1.5670333308813233
2700,1.8384853273396413,28.991455769373587,48.70345114090418,1.5677010850763922
2800,1.84309415281245,29.012994797800637,48.70036376786799,1.5683910375976973
2900,1.8477181410541528,29.03334741115694,48.697392599147726,1.5691037251621305
3000,1.8523577914941356,29.05257268769331,48.694542014044565,1.5698396422691656
3100,1.8570136002373938,29.070725793923707,48.69181153715715,1.5705992034717335
3200,1.8616860634412258,29.08786019835878,48.68920733695506,1.5713827939415665
3300,1.866375673788673,29.10402500601334,48.68672654120143,1.5721907059438744
3400,1.871082924733734,29.11926672283152,48.68436518564331,1.5730231720982442
3500,1.8758083134736114,29.13363507669974,48.68215023575902,1.5738805278947732
3600,1.8805523263461859,29.147171045481954,48.68007432609194,1.5747629093565745
3700,1.8853154411941266,29.15990936746614,48.67810861985727,1.5756703181667084
3800,1.8900981548547293,29.171897632818037,48.67630273897681,1.5766030849187584
3900,1.8949009519461464,29.18317535722686,48.67467426251699,1.5775613639433967
4000,1.8997242972564747,29.193769166740037,48.67318354386255,1.5785450182724687
4100,1.9045686642338202,29.20371226384898,48.671834029095,1.5795540902283305
4200,1.9094345263480823,29.213034982433534,48.670623200911365,1.5805885577445986
4300,1.9143223434809642,29.22176091809239,48.66952126135312,1.581648263349061
4400,1.9192325847550282,29.22991787709943,48.66852828773198,1.582733158276086
4500,1.9241657178557459,29.237532194666443,48.6676437719049,1.583843172102747
4600,1.9291222064200881,29.244628138773773,48.66686337743468,1.5849782011279903
4700,1.9341025120778326,29.251230095393176,48.66619039834934,1.5861381617218975
4800,1.9391070993914241,29.2573631775141,48.66563753066989,1.587322998482529
4900,1.9441364212210253,29.263046547372078,48.6651931302417,1.5885325418267582
5000,1.9491909339600528,29.2683020981432,48.66486485349713,1.5897666983036387
