milliseconds,x,y,z,w,v
0,998453222.7255399,5598968.14868223,189826286.37388545,-72173827.34236193,-31373753.36680165
100,905971921.2741702,5592828.2803326035,189446945.1174183,285690165.8379684,158931822.63122356
200,864569217.9704422,5586627.482590292,189484828.58519888,431559668.3374534,346037188.2814169
300,834923477.8212776,5578156.786978159,188993135.8506626,547960085.3932546,493805790.27885747
400,818640487.2668519,5572219.145095439,188675271.89064133,816477970.1066931,613952624.6449244
500,801803973.2884787,5565822.255719876,188197694.2629333,909122379.4415925,707551227.6515121
600,791784325.22981,5560051.422507577,187727468.0757386,942843868.7762512,825013771.5748465
700,780665749.0423894,5552319.574875393,187571495.65769824,1314016894.6180813,904869177.6230197
800,768870166.0859501,5546549.892424936,187211716.28855044,1357012633.1277733,1118091769.5982883
900,761652743.6794645,5542502.040777102,186850207.93028834,1488513056.8841515,1182945725.7658658
1000,756441004.0595564,5537250.489579909,186377847.60869718,1773168135.3215916,1320181979.5840101
1100,750666413.8835123,5531281.574097892,185737449.7950927,1758610354.8540654,1530244848.1804383
1200,744601322.5339137,5528221.835649706,185455979.80773494,2114818477.8735614,1588577213.205734
1300,745077147.7576255,5521246.13412283,185203265.1135399,2226403873.271064,1667689146.7246566
1400,736796499.3039747,5518994.248731826,184953336.7952969,2424383628.72994,1928463348.4316564
1500,732064658.2424157,5511893.843563226,184317891.11313748,2563467727.970782,2004876734.6969256
1600,732775586.0873682,5509830.450301131,184260713.1462358,2727440903.747364,2114324244.3483605
1700,729381838.92849,5506325.363236565,183569931.0655063,2711839325.4540424,2235516834.9486976
1800,725929779.0748552,5500060.775608231,183295145.30872673,3047762880.01446,2417494868.730932
1900,722887494.5666167,5496472.948326747,182656372.54691952,3172425560.012599,2463498672.7985005
2000,719709506.6374211,5493166.708155916,182471271.3792073,3229976239.9398646,2704323021.5831933
2100,715546251.4608967,5489319.5518976385,182244179.90653872,3333660256.8356423,2762886252.874328
2200,714150434.729904,5487595.6332048215,181668077.87975156,3556667036.264634,2880910500.3223186
2300,714587750.2434938,5483296.818077986,181640769.09549546,3656290143.624912,2925593379.715723
2400,709679880.9169369,5483000.260428115,181298237.96459666,3803125381.902281,3085593112.4543
2500,710331964.827129,5481483.2464160165,180936503.0943632,4012819493.048659,3183626016.977969
2600,710099550.5977962,5476245.872178226,180639299.1975532,4071338259.277912,3332690464.8276024
2700,705625469.9435503,5473651.27878194,179890020.698881,4247321950.25869,3521389147.001752
2800,703156564.5008504,5474321.812524801,179619576.53315714,4398310355.841445,3614138971.741939
2900,704963299.0189358,5470169.39202075,179215500.71295154,4556330117.639981,3747777157.900537
3000,704333477.8007382,5467443.416313626,178844742.94027874,4638416583.663117,3744205392.3416095
3100,703744883.8527856,5468400.768945797,178591008.25239128,4908117990.672497,3936850351.0456076
3200,699867765.2710097,5463770.439756271,178196845.97153267,4962697948.357605,4135936942.4405107
3300,696949298.6647755,5464528.102136026,177765147.14329198,5182764571.257319,4129042659.8966227
3400,698774020.4174618,5462129.612235758,177673780.52391568,5180005119.673409,4287792376.9454393
3500,699143631.5377879,5459948.79582382,177424530.60050535,5375711348.226471,4450900146.768379
3600,698793433.7894609,5460577.738640858,176634879.3996982,5574016344.194919,4537109021.282721
3700,694642668.683939,5458834.059805325,176691826.34133306,5618964733.298249,4656409143.682997
3800,694825928.06433,5459049.865392929,176255879.0435383,5883180286.91055,4830291884.362634
3900,692398959.2740175,5458063.38329355,175699027.08560246,5989598878.910878,4862336368.929071
4000,694258578.8260828,5457142.722535801,175179827.23194665,6019758028.1091385,5035866780.820405
4100,693293441.6951604,5457626.847034033,174994468.80759564,6299806695.182074,5163388737.268226
4200,690592545.1889254,5455104.142016895,174571347.5105285,6390311303.411912,5126100944.992827
4300,693256318.7563763,5456584.4860075805,174334062.78761142,6564465076.488083,5286728048.028312
4400,692975740.0914837,5456388.471903919,174154936.96547052,6539909780.899078,5415298431.858279
4500,694725009.0872368,5455749.793679423,173702721.69113338,6809252557.842658,5481326109.633095
4600,691759918.903397,5454821.3913979465,173085782.31842107,6841434285.879554,5685903313.184981
4700,692796481.1801155,5454949.589951235,173080397.7057732,7014061828.911168,5673478739.423571
4800,689691906.9482632,5454277.291125205,172576576.6923374,7107886166.382787,5844841663.911623
4900,691351511.6745552,5454431.859270209,172518819.52256614,7127532411.448541,6010956673.800274
5000,688534571.8770323,5458698.997436658,172142046.05938682,7373337141.210499,5963626777.63635
