miliseconds,p100,p52,NIK,IkBd,IkBd_NIK,p100_NIK,RelB,RelB_p52
0,1.3112841409206113,-0.0069481384091903756,9.910742041750956,-1.7499181105028543e-05,1.0335902001935588e-05,-0.02257706335621254,0.027299595328859547,-6.341213349772203e-06
100,1.7943192120906557,-0.003937149237807037,10.021234761103667,0.001920394426845604,-5.082354890823949e-05,-0.05817231661594609,0.11904539857345904,-2.2829684282390284e-05
200,4.654900222537115,0.007124397868851132,9.973541090012873,-0.0029943601063549155,-1.5034201479921331e-05,-0.04374224484549667,0.13473827584288584,1.1126122734036045e-05
300,6.697529084968078,0.0069739557711410724,9.906623888055384,0.002881289216219508,-9.858453737162589e-05,0.095450733316081,0.2888289939410563,-1.4838625183892952e-05
400,8.272393652839773,0.004521608974083049,9.87436743022689,-0.002840293159650969,-6.362425972423418e-05,0.025810276146584182,0.3496341807982037,3.0308847292921475e-05
500,9.642918786321454,0.007872161878815844,9.794573867930852,-0.0026026525150914743,9.936445564856409e-05,0.04182212607727977,0.40503832317655936,2.005979299261223e-05
600,11.188647034055219,0.0014466649924228176,9.864941980039411,-0.002522516006171829,3.345571709037554e-06,0.08926985543568393,0.5115366815546906,-1.2883433445564338e-05
700,14.246952825237129,0.0036416764872967055,9.714241355009099,0.0002992666570404233,-1.9993504158768173e-06,0.274622535801492,0.6237369760682315,-3.666554159409721e-05
800,15.711144785761562,0.01138177402946815,9.651533474230126,0.003080581526769893,-7.877058392301001e-05,0.32372082911226874,0.6712057250743023,2.363874629247389e-05
900,16.94452224350475,-0.004003915566151665,9.675484692154123,-0.0004071606730927564,7.42189439211036e-05,0.4441083390942572,0.7280732575398514,-1.48860114210385e-05
1000,18.35141764532387,-0.001290802457639931,9.557899510619166,-0.0003671646968510713,0.00012309031286264428,0.4171964940639314,0.8463267494262008,-2.0030942026432805e-05
1100,20.25814080256182,0.00822619828041763,9.398588618000986,0.004519833195345052,4.076291511754284e-05,0.541148425807473,0.926851595451997,1.3351795003183232e-05
1200,22.427712137842963,0.015504122868763357,9.430578909132853,0.0010746108531945043,0.00014160706931673616,0.663275352375733,0.9607481810249575,2.7805045226360332e-06
