miliseconds,p100,p52,NIK,IkBd,IkBd_NIK,p100_NIK,RelB,RelB_p52
0,-0.6300494739342976,-0.0008549683623701616,10.001888231169547,0.002112031787788062,4.821193166691616e-06,0.07441515789558717,0.05702770074814682,-3.5538024329387345e-05
100,2.7369421582728495,0.002469897669575512,9.987378548853512,1.5632337719158573e-05,7.852643735575703e-06,0.08083805800819462,0.04887769827854572,-9.54599863969758e-06
200,5.091640972726768,0.005987787489736114,10.000471916514014,-0.0011219066453412526,-2.4331587983209804e-05,0.012538817834636472,0.14012150521068978,-3.4186422791193976e-05
300,7.098034919182198,-0.008950047084303052,10.054164317247203,0.0032288874255955997,5.055247747663534e-05,-0.0015868706519984593,0.2152172165930429,-2.5330394744366887e-05
400,7.676017497577928,-0.006923410026468103,9.827440549313001,0.0007983142551742717,-1.8924455812924965e-05,0.003886672607058453,0.29532956732420274,2.2433937641587115e-05
500,9.893568125969797,0.005556030884756431,9.956281700337698,0.0033170284640392546,1.6064629890204515e-06,0.09317803189487975,0.4574063556850033,3.0498965057631232e-05
600,11.39287841143212,0.0078120897796110636,9.735535966916842,0.0028889072581284817,7.863231231515608e-05,0.11692066979696514,0.5070268240615864,-7.243276415417305e-06
700,12.779812431944338,-0.004219834606634182,9.667059993779,-0.002197962288428908,-4.091968826845049e-05,0.2433332805529357,0.5376670936153722,-1.726529721937849e-05
800,14.448852494693636,0.004225226799429392,9.615889934228472,-0.000536557377160342,4.430933755618144e-05,0.22861990486834666,0.6272483313547472,-1.906380423673605e-05
900,17.31995786021498,-0.003862627203184257,9.57186335117605,0.0026998411383435347,-5.84935003037006e-06,0.4611488164611739,0.7093486582887264,-2.7813284491333214e-05
1000,19.046471454194982,0.003783826447156016,9.550964425069896,-0.0006128259405984425,0.00010224713295182584,0.36276537142307863,0.8198580887238021,1.044919944578448e-05
1100,19.991209042376024,0.014048124047321127,9.389840154467361,0.0006434433967156946,8.864356741040101e-05,0.642187358541553,0.9219925489259394,2.3304537695499388e-05
1200,22.546246852931045,0.018914999392779,9.328305362339158,0.005125122630753369,7.202627226857392e-05,0.6338027988794158,0.9531218743715286,2.1929072644060112e-05
1300,24.722275962211313,0.02639712181170236,9.252534097836584,0.002728715294616051,0.00015274729338088069,0.7574941792468681,1.01853222405967,1.3695882430546403e-05
1400,26.63277380999402,0.01505512109556811,9.134989075671948,0.003538712453954089,0.00016376272365077892,0.8465890579722456,1.1721633028780796,8.19847528971537e-06
1500,28.44051336577931,0.024208028542318242,9.00576449053518,0.00926993769391709,2.407375944974262e-05,0.9211239764537879,1.221191949196616,-1.545925471200354e-05
1600,29.972192821569095,0.030120404871415835,8.843275121264488,0.006573438196790371,0.00016317671104742077,1.191613893076672,1.2653635110929933,3.158943589429395e-06
1700,30.928613921952792,0.04278368264649988,8.781500457361876,0.00907331185817146,0.00015878847096467097,1.2921144675565992,1.3716798896319888,4.747836040130335e-06
1800,33.078914362259084,0.03865607556980927,8.672748032249853,0.011430003169252675,0.00013208572421198137,1.493792804346251,1.4356724234654166,7.837350452136655e-06
1900,35.530473702768816,0.04553948553859788,8.482781333754897,0.013406736626990342,0.00024667779624664967,1.5760702667042592,1.5279404267999888,2.7211958844369013e-05
2000,36.7850296245982,0.06385888216690433,8.403720924415802,0.015424377539718148,0.00039699278709593583,1.590743847204507,1.6618302913209186,3.467257237638752e-05
2100,40.35976897816523,0.06201979825941375,8.207356862907949,0.014514066543539223,0.0004510318590539738,1.7201811223330135,1.6347650738777846,6.25768873187378e-05
2200,40.10010399514215,0.06964503107857165,7.91955167387849,0.016581904923624036,0.0004330963173479826,1.9341750004295595,1.7182711434489706,2.4779284576900613e-05
2300,44.133679121147004,0.08441026316744846,7.835117420325249,0.023390825020107572,0.0005806603878427783,2.042033971075851,1.857716637119199,7.045895834896294e-05
2400,43.82898117199738,0.09948820569934898,7.680335151888146,0.022228060475223577,0.0006497952607471357,2.389926532794398,1.8729645805370365,0.00011642430033545611
2500,45.52374896936853,0.11348973241685514,7.540361565644026,0.031021856366485367,0.0007423665712654994,2.448585639920413,1.979570063510888,7.898400185149314e-05
2600,48.33366963575062,0.13027144043208286,7.285242191669662,0.03246986107763726,0.0008050438063993756,2.7180935369942745,2.054815630300116,0.00015665520472044053
2700,48.83709207111194,0.1284839202987632,7.189529823851501,0.03428432793545218,0.0009303087714397291,2.7639282002719168,2.1195619698567425,0.0001659035457087101
2800,50.51855152313854,0.14033098597039617,7.149336827845048,0.03750798140987069,0.0010525299684579488,3.0231839527552054,2.2082233646477105,0.00017918657729298592
2900,53.44817611682113,0.16479764608357655,6.946725407009102,0.04676631241512024,0.0013178796652753805,3.1529959605077087,2.312522434497635,0.000185955329357023
3000,54.57212166954453,0.1815075983990575,6.740135033387995,0.04673317889645184,0.001354825250321951,3.334856109358105,2.387448911078259,0.0002443281681824548
3100,56.095848848121705,0.19212864449307115,6.534076065591547,0.05208717809641188,0.0015333710544880514,3.522966401120029,2.4978313098204246,0.00029234437952221345
3200,59.19846540025326,0.20440825106794744,6.307942427373921,0.05714181154830664,0.0017353307775765962,3.6199543500894564,2.531748630230574,0.0003519750877117502
3300,60.67615175476194,0.22139788845089856,6.168933762578978,0.0651337205081314,0.001944852838969048,3.881022713215799,2.6479899489136023,0.0003758909838819833
3400,61.32039116255514,0.2433427210118645,5.973136139598345,0.07038137135666138,0.002096346677698744,3.9396967470346302,2.651905475537081,0.0004913525952890858
3500,64.04735257441124,0.2596031131388761,5.897510972040107,0.07427663219865155,0.002326461281871644,4.109056068017003,2.7214495836577846,0.0005575718418581945
3600,66.62013528381092,0.2863096652709943,5.673059384799011,0.07945610233539067,0.0025215889629827066,4.370403323800343,2.8773133655607457,0.0005913589291153582
3700,67.14224517926807,0.302287856995513,5.544362601144463,0.09139785297060989,0.002756522555001101,4.395545909633523,2.8882230092280525,0.000687905789175742
3800,70.49290125820025,0.33391194788189743,5.45429810051978,0.09391295931167169,0.0029463359950881634,4.578422670519568,2.981261633641272,0.0007561191049935828
3900,71.40235775976053,0.3557312884558692,5.153596938781878,0.10692492502917542,0.0031460576927378574,4.857247034604701,3.1016339017154717,0.0008688096768637839
4000,73.45875404758456,0.38455022961313956,5.095644900812141,0.11305186346720719,0.003471180986421639,4.861408553462017,3.14615427531474,0.0010231314677283413
