miliseconds,p100,p52,NIK,IkBd,IkBd_NIK,p100_NIK,RelB,RelB_p52
2400,43.694755667570504,0.1024764498959293,7.6733769183123846,0.024236124982880962,0.0006059382298802635,2.222603540077666,1.8737652871676276,0.00010117699098620513
2500,45.04890333774523,0.11500366422776363,7.577055042686586,0.02624680449168522,0.0007582536183753935,2.488241563513928,2.0340221715886164,0.00012088288720059062
2600,47.85877243376002,0.11959871432061411,7.445799644432661,0.03252504171563185,0.0008047486418454741,2.6841674845738717,2.083245148481135,0.00010918845141154672
2700,49.14146424285693,0.1372890633702445,7.120493265831963,0.033886554380926345,0.0010462573160470018,2.7798080742151074,2.181866223141957,0.00013821229349081013
2800,50.850127429819814,0.14988113669700862,6.958766599489437,0.03915380372550845,0.0010288745537827017,2.9266438795124676,2.2877307738186725,0.00017829364990422166
2900,54.735991072148124,0.16975855056176822,6.798644086979667,0.04508510257685477,0.0012255883757728671,3.11020482515017,2.285057604134634,0.0002508564544089416
3000,53.98354653260956,0.1739137360155841,6.611478564173059,0.04682037521985327,0.0014125799151371908,3.306243169996592,2.4277804100839817,0.00026837095589053093
3100,57.98525885039324,0.1951025479612096,6.613108771838747,0.05594952159141723,0.0015152377423923464,3.4256524353526694,2.490130890657133,0.0003377989757777525
3200,59.24322847601204,0.20456993073929833,6.405672664611623,0.060916471983049066,0.0016201649446605441,3.7210520835058674,2.563242790906226,0.0003158680827717215
3300,61.41347973966613,0.22261274177724766,6.115554568668809,0.06262536857529306,0.001889391470328529,3.731628248581569,2.652105519548243,0.0004159413622906283
3400,63.10742725949242,0.2573164703751327,6.119047534845295,0.07028186799256256,0.002020109830006339,4.045859575372887,2.6882339354468363,0.0004574746642315201
3500,63.92493076082981,0.26584958325026004,5.869173746564475,0.0770269165019992,0.002237073232955013,4.075306180189929,2.8090002594739008,0.0005412788211879874
3600,66.65058995559784,0.2959957083839805,5.768609597625383,0.0814885659424299,0.0025996775592897147,4.308400588171096,2.7951166538124648,0.0006356504718902691
3700,67.80643768458044,0.3162893065584417,5.613208851627747,0.08882860020460684,0.0028323125740638117,4.485203516143414,2.8823917821187726,0.000723069445126317
3800,70.37074666006805,0.3391207099263217,5.379681574521583,0.09978918256362777,0.0029707900778586207,4.595408130198439,3.0094641052843136,0.000786364728522726
3900,70.07478145545767,0.3444974544372707,5.164615272486605,0.10159216395099663,0.003168692513466287,4.839247786130535,3.091901668626849,0.0008564527844675711
4000,72.42042670656191,0.37276994815826947,5.041017452992905,0.11316028615489124,0.003433634854540642,4.890599648190341,3.1118712331304303,0.0009554886086405568
4100,75.3820559983722,0.409471245194507,4.814020486859536,0.1231809350606144,0.0036876214283623264,5.127757869835515,3.207818143040388,0.0011431046792702252
4200,75.12498822623529,0.43632132922392053,4.732697772688041,0.13203904992169666,0.004084928756257699,5.300430468203897,3.2655951687753824,0.0012736793920639935
4300,79.2532000181415,0.4620218423107015,4.629233173896242,0.13626562654518246,0.004410059666486781,5.343052378534559,3.42479132140019,0.0013901552568744457
4400,80.20921035578583,0.480809535761683,4.460778952812657,0.1481062882311932,0.004557041410322218,5.637138060146642,3.4644109436933452,0.001542709954415821
4500,80.95615404837513,0.4961408331254049,4.263475242310498,0.1559518711313205,0.005039845962635709,5.733646097150115,3.569882745275334,0.0016726188671173526
4600,83.21817291909154,0.5230923324819259,4.049826279500062,0.1669931431581568,0.005278376030688363,5.7674686142958915,3.639251310588886,0.0018704974427788904
4700,84.93927944294747,0.5637742092791476,3.9007064936038316,0.18291254759503375,0.005693789779111336,5.929437814167777,3.6429037293789865,0.0020928727205582957
4800,85.68397152606413,0.5978470035771396,3.8255429604391495,0.19331252045557762,0.005866521202380094,6.227659130776969,3.6916090508055683,0.002259214010982083
4900,87.45966231084294,0.6227782003341338,3.7054138230680405,0.20060755196501995,0.006365693827588346,6.281645094483694,3.83481518364072,0.002456314934143443
5000,90.74655027973625,0.6460809170718763,3.5879062461422784,0.2132687532639323,0.006552049484011215,6.359471828504914,3.8313713734486243,0.002721769017428809
