milliseconds,Lys,AspP,Thr,ASA,Hser,PHser,TS1,Ile
0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0
100,0.012010839369427899,0.20399001316116694,2.342616375788686e-08,0.09816814644016263,0.0034266016416486605,7.466417425437252e-05,7.4,1.815437821981781e-12
200,0.06711552273559657,0.2921061808724286,5.757371321223672e-07,0.24502541066208994,0.018700028087081832,0.0008747462402793827,7.4,9.233116010848652e-11
300,0.16582483269969722,0.3419939218970806,3.4468387826798024e-06,0.36787153747076656,0.04503883547106035,0.0033529461191235494,7.4,8.535643106480522e-10
400,0.29861129394885966,0.3746643221930428,1.169847149441083e-05,0.45998997680347964,0.07895678291528166,0.008242432452401251,7.4,3.960679077151734e-09
500,0.4563420919912801,0.39729289572195653,2.9265747818084236e-05,0.5269572513760906,0.11736115602338161,0.015999494174671707,7.4,1.2660691098759819e-08
600,0.6319061495576516,0.413235264079963,6.058565450877871e-05,0.5751734824430667,0.15796940080886507,0.02686188533037716,7.4,3.207233596516005e-08
700,0.820048054784552,0.4244987670621835,0.00011032176866531409,0.6097957155793419,0.19919581229096994,0.04091321534983329,7.4,6.934101758432664e-08
800,1.0169434677884486,0.43243621397171605,0.00018317532837781663,0.6346666480680937,0.23997599334660857,0.05813364748685465,7.4,1.336903380087614e-07
900,1.2198235103811008,0.4380021816230144,0.0002837606150228383,0.6525827355576473,0.2796195381001734,0.07843669057875029,7.4,2.3640477079178114e-07
1000,1.426687026616326,0.4418802105925717,0.0004165264135621653,0.6655634885517464,0.31769955608351647,0.10169504183454048,7.4,3.907676594609455e-07
1100,1.6360899908914017,0.4445611149851273,0.0005857100705511919,0.675062054072643,0.35397313686554543,0.12775828923913007,7.4,6.119714831689258e-07
1200,1.8469908222072715,0.44639793789450183,0.0007953127134733826,0.6821220741721447,0.38832386639625804,0.15646509421665036,7.4,9.170136187418312e-07
1300,2.0586392906016915,0.4476441297123936,0.0010490898327763015,0.6874913640647113,0.4207213721828191,0.1876512166353348,7.4,1.3245844473366768e-06
1400,2.2704948721918568,0.4484816470278455,0.001350551144854085,0.6917053006559858,0.4511922100005597,0.22115487008336795,7.4,1.8549539693271322e-06
1500,2.482168570087624,0.449040922716685,0.001702967139352761,0.6951461967655539,0.4797996879638624,0.2568200246603999,7.4,2.5298599713984526e-06
1600,2.69338211968865,0.44941478540523283,0.002109379784757083,0.698084938534219,0.5066302159772623,0.2944982690235901,7.4,3.372400514664332e-06
1700,2.9039361000996298,0.44966936994198053,0.0025726146086613184,0.700713473762356,0.5317829066713415,0.33405001177307675,7.4,4.406931736982371e-06
1800,3.1136882149300438,0.44985158293416816,0.003095294366225238,0.7031668676613756,0.5553628890484378,0.37534492192256985,7.4,5.658971775028696e-06
1900,3.322537673316553,0.4499944292431601,0.003679853115449368,0.7055391723260922,0.5774768039571339,0.4182619572394944,7.4,7.1551108038136105e-06
2000,3.5304139165771335,0.450120861975897,0.004328549956668279,0.7078948523934967,0.5982297981932299,0.4626891517510371,7.4,8.922928218496196e-06
2100,3.7372679653793526,0.4502467465822781,0.005043482396544703,0.7102775369342211,0.6177234023394229,0.5085232692607,7.4,1.0990914952767716e-05
2200,3.9430662597236785,0.45038294891581965,0.005826599168536331,0.712716233378992,0.63605425984516,0.555669341978293,7.4,1.3388401672938794e-05
2300,4.1477868866271885,0.45053663177162007,0.006679712218871704,0.7152291155034398,0.6533136061656762,0.6040401219625003,7.4,1.6145493884807402e-05
2400,4.351416787848751,0.45071219638865606,0.007604507822348436,0.7178263192584998,0.6695870431745087,0.6535555330370982,7.4,1.9293012491171752e-05
2500,4.553949234722761,0.4509121205892545,0.008602556923462807,0.720512462661107,0.6849543699513104,0.7041421588296582,7.4,2.2862438463322608e-05
2600,4.7553821853049145,0.4511375147365817,0.009675324378205449,0.7232882615719218,0.6994896385291656,0.7557327513477292,7.4,2.6885863902622786e-05
2700,4.955716298950406,0.4513887774781222,0.010824178697252338,0.7261524995924896,0.7132611332940291,0.8082657255841984,7.4,3.139594028584444e-05
2800,5.154954877671221,0.45166561230933316,0.012050399552658204,0.7291020301917159,0.7263318673401827,0.8616846855925852,7.4,3.642583993170176e-05
2900,5.353103247970914,0.45196725862628273,0.013355185212059355,0.7321323865558196,0.7387598249351447,0.9159379917011898,7.4,4.200921687301871e-05
3000,5.550167612577924,0.45229284200205777,0.014739660774798161,0.7352388906602692,0.7505981629445132,0.9709783007150448,7.4,4.818016355882751e-05
3100,5.746156014782026,0.4526409668042085,0.01620488161103977,0.7384156231606213,0.7618958690329768,1.0267622875405948,7.4,5.497319352626537e-05
3200,5.941077068701823,0.4530102427570081,0.017751841097297955,0.7416566753798015,0.7726977505219598,1.0832502366999086,7.4,6.24231998266321e-05
3300,6.134940179454388,0.45339914933814546,0.019381475194724305,0.7449558769872553,0.7830448898185212,1.1404057357512503,7.4,7.056543119449871e-05
3400,6.327754953757142,0.45380622069850535,0.021094666863419972,0.7483073578466931,0.7929747624531907,1.1981954298901043,7.4,7.943546785101971e-05
3500,6.5195312642157,0.4542300149649317,0.02289225110238841,0.7517054379831587,0.8025216184050513,1.2565886962990573,7.4,8.906919504686182e-05
3600,6.710279008415213,0.45466917949603014,0.02477501880436932,0.7551448345075227,0.8117166874035734,1.3155574128873098,7.4,9.950278201049877e-05
3700,6.900008417710153,0.4551223566055798,0.026743719743424245,0.7586203123905341,0.8205884934409127,1.3750757504698312,7.4,0.00011077266565792311
3800,7.088729750915557,0.4555882638781811,0.028799066614923097,0.7621269621150677,0.8291630512025778,1.4351199333650544,7.4,0.00012291552855322864
3900,7.2764534858064795,0.4560656289707026,0.03094173745231735,0.7656599748504468,0.837464110700459,1.4956680740082455,7.4,0.0001359682852630409
4000,7.463190033927264,0.4565532564652317,0.03317237823382526,0.769214900952638,0.8455132782352092,1.5567000208854713,7.4,0.00014996806730221005
4100,7.6489498109252985,0.45705000781489385,0.035491605856741604,0.7727875408876138,0.8533302564720113,1.618197165168497,7.4,0.0001649522066443622
4200,7.833743092091759,0.4575548349380195,0.03790000987618605,0.7763740617934597,0.8609329469223465,1.6801423360350787,7.4,0.0001809582249908597
4300,8.017580197518063,0.4580667342564387,0.04039815408069391,0.7799707898725735,0.8683376152535173,1.7425196911538083,7.4,0.00019802382408450249
4400,8.200471120366204,0.4585848252824233,0.04298658083153165,0.7835745376204813,0.8755591221403093,1.8053144577539333,7.4,0.00021618686229246808
4500,8.382426113736697,0.4591082055365423,0.04566580821864186,0.7871820426650616,0.8826108702384609,1.8685130862259447,7.4,0.00023548536649890565
4600,8.563455037769767,0.4596361043263774,0.04843633747132412,0.7907905361837323,0.8895051877443686,1.9321028079200477,7.4,0.0002559574936901873
4700,8.743567698063787,0.4601677863419082,0.05129865011748505,0.7943974237895748,0.89625323603837,1.9960717951691758,7.4,0.00027764154268230016
4800,8.922773895799498,0.46070253088358537,0.054253208739986764,0.7980002207130202,0.9028650932603252,2.060409108585083,7.4,0.00030057594828879496
4900,9.101083120772472,0.4612397182087381,0.057300463340879286,0.8015967969824143,0.9093501140502378,2.1251043140735653,7.4,0.0003247992481303192
5000,9.278504989560092,0.46177873330346614,0.06044084383761451,0.8051849975348476,0.915716511723307,2.1901479417535277,7.4,0.0003503501167868433
