miliseconds,M,C
0,0.40834442059263804,0.7956418724096637
100,0.4501396290066117,0.8839734602527913
200,0.4889475840446,0.9466032878917627
300,0.5077600190750526,1.0338686383208235
400,0.5732609501511793,1.0908820020829857
500,0.585881766951369,1.1436487078785327
600,0.6832865760203545,1.2137228369345627
700,0.751911228113541,1.281070405990925
800,0.875764396360903,1.3102901569533631
900,0.8955364940131492,1.3384969618916518
1000,1.0342162961244892,1.354070688178498
1100,1.111202363996353,1.3724932158560899
1200,1.2685845782534626,1.3774754725712892
1300,1.4044622196440721,1.3334221287793842
1400,1.5841497199215453,1.3126899419384643
1500,1.733327257935423,1.2663513829773556
1600,1.9695556166975816,1.214163232229054
1700,2.200299084137299,1.1200366745734702
1800,2.466420972793033,1.0152433222433477
1900,2.7488172943323117,0.8633673319995656
2000,2.867525400726345,0.6999773402499289
2100,2.8161984094576304,0.5509800430177216
2200,2.578142061614671,0.3720756142221024
2300,2.19187640789838,0.27179436316976047
2400,1.6740082887540704,0.19560977416903277
2500,1.2217967113540082,0.1713913007874225
2600,0.7827442881897317,0.16046564548512998
2700,0.4788835865268093,0.23389248625896128
2800,0.2826831557415266,0.3298351912863267
2900,0.1916904944380875,0.39645338193131585
3000,0.17672061967710953,0.5186291031172152
3100,0.2310506596729262,0.6063181383599582
3200,0.24566977298794568,0.6857971744753198
3300,0.3220386039719123,0.7891376782744691
3400,0.35678868840642247,0.8755986279397382
3500,0.4497380144518706,0.9719654052758346
3600,0.48582158842945833,1.0406643657186314
3700,0.526361187804985,1.1062668868480945
3800,0.6188255350708117,1.161137463540718
3900,0.6838639838778862,1.232745519214277
4000,0.7580939616652528,1.263082975319413
4100,0.8246819609865836,1.323484773019048
4200,0.9650254926970361,1.3590543942671525
4300,1.0703295389647136,1.3723061075743135
4400,1.1762834417939072,1.3928411575658957
4500,1.2756874970146594,1.3640281005551576
4600,1.4648962421909988,1.3672376088383988
4700,1.6610594223813866,1.3180575766590508
4800,1.831903151676926,1.24797981744753
4900,2.0923618003392,1.1990464919733996
5000,2.2966887842765895,1.0823136819746693
