milliseconds,M,C
0,0.4150698356661285,0.8116286987286431
100,0.44840141107562503,0.8763410788810586
200,0.4711993752504266,0.9550622226883473
300,0.4666813368108471,1.0472575885303672
400,0.5770070767191235,1.0979768605361147
500,0.641497023196555,1.145371253323002
600,0.7142766579316079,1.2107701793414716
700,0.7920373027099026,1.2809080086367224
800,0.8106632644675753,1.2906476013049213
900,0.926676807680323,1.3490252846197421
1000,1.0507230421080478,1.348934956776865
1100,1.1796431217761663,1.357560686073797
1200,1.3046658338753183,1.3852312515190182
1300,1.3890871548870558,1.3709194263976203
1400,1.5645925503418772,1.3095895744075208
1500,1.785334666246475,1.266698279439391
1600,1.9515117842700513,1.2274323082757823
1700,2.2102737796411227,1.1032803410623873
1800,2.4524486721124927,0.9911301849088332
1900,2.707762639984381,0.8713361052891344
2000,2.855807237345707,0.6939920705884319
2100,2.873175161582174,0.5502359042700558
2200,2.630084099584853,0.37550825569241547
2300,2.1682969312273106,0.2413111031422045
2400,1.7382330772129384,0.16528462145098355
2500,1.2238481110771902,0.14455916888707707
2600,0.8162788734578632,0.1668065910629443
2700,0.46148146160605313,0.24534108114450418
2800,0.3031991536109563,0.3012994760479889
2900,0.2635086855253048,0.4013403948915864
3000,0.17267833181105008,0.5203557898450965
3100,0.25644250222364423,0.6145276134779235
3200,0.25347861880105776,0.7100665049708494
3300,0.28435366003458074,0.7824070200442932
3400,0.3370333466654203,0.8838277406080242
3500,0.412078327830096,0.9615021774321504
3600,0.4438612343300062,1.023696598871128
3700,0.5546166039663312,1.10709978193293
3800,0.5937971183382014,1.162084980697397
3900,0.7090173901104033,1.2120605358168912
4000,0.7400370144759535,1.2716708246160167
4100,0.8426524222710918,1.3210049009814229
4200,0.9153461198692754,1.3382268386058964
4300,1.026253064262059,1.3777156201382714
4400,1.1497144872347784,1.356573255052847
4500,1.2648560763108767,1.358598053074689
4600,1.4397699747198374,1.3430927093103524
4700,1.6520147032570147,1.3290645611301886
4800,1.7929586845599872,1.2541152990902542
4900,2.0952964436675945,1.2068834068609178
5000,2.309786847923065,1.0809579139299108
