miliseconds,M,C
0,0.3817590502018079,0.7883980750914126
100,0.3811414107103349,0.8976273654060912
200,0.4792563368336445,0.950237416908098
300,0.4902452672240418,1.0355844063716162
400,0.551944461633098,1.0789808981993592
500,0.5825642973325617,1.1550741376009648
600,0.6508159405509983,1.214670435375071
700,0.7421318210295518,1.2666220168694753
800,0.8606491942652708,1.320227210593793
900,0.9466741088175018,1.3307539253334448
1000,1.0218076949025559,1.3445202573684614
1100,1.151373383613856,1.370064674541345
1200,1.2603076420424162,1.358316095188916
1300,1.448808973606247,1.3695960828337101
1400,1.616302622780397,1.3133365669713835
1500,1.7660882507932407,1.2889608415772664
1600,1.9959932001256198,1.218251143006096
1700,2.25979136989732,1.1272316331383305
1800,2.5196568566315793,0.9968949388038799
1900,2.7260390209913097,0.8441262284070545
2000,2.893185468770653,0.688304106482405
2100,2.8435585799373104,0.5446775948682159
2200,2.62247115899829,0.39690158799843206
2300,2.2015053884151397,0.2759014834751071
2400,1.6638969248838156,0.19057477254844038
2500,1.2224725466620447,0.1679667327942372
2600,0.7852871481546068,0.1674833118688208
2700,0.4602475597367465,0.23293732985027346
2800,0.28432086395982614,0.3331624849540281
2900,0.22373382440549422,0.41521578158022504
3000,0.19639652287525272,0.4964830137221136
3100,0.21327089057217868,0.6242882770036452
3200,0.2798315675417632,0.6933484923594004
3300,0.3252218275877256,0.8074506894015893
3400,0.33815675879541196,0.8866242521989327
3500,0.4048774151260044,0.9652646528546819
3600,0.5070516916347982,1.028273149455193
3700,0.5378269305756628,1.0988811584934108
3800,0.6003293389674772,1.160469281281226
3900,0.6805927882626206,1.2177782680704448
4000,0.792472145909534,1.2896844266852876
4100,0.881561800644112,1.2953179423556833
4200,0.9051731784627757,1.3331618926945765
4300,1.0859237706213027,1.358965904948079
4400,1.145316017080508,1.3719471263257765
4500,1.2820009765467946,1.3555215421516174
4600,1.4219133935487844,1.3526393360955618
4700,1.6237247821183032,1.3354794036948654
4800,1.8153166045115976,1.2704073234020554
4900,2.04828694426299,1.203283904137262
5000,2.328297891818676,1.0970901483563493
