milliseconds,Rec,Rec_i,IL13_Rec,p_IL13_Rec,p_IL13_Rec_i,JAK2,pJAK2,SHP1,STAT5,pSTAT5,SOCS3mRNA,DecoyR,IL13_DecoyR,SOCS3,CD274mRNA
0,1.3,113.194,0.0,0.0,0.0,2.8,0.0,91.0,165.0,0.0,0.0,0.34,0.0,0.0,0.0
100,1.3009017566080008,113.19209089802894,0.0010067888999518058,5.547681094483677e-07,1.6901190876517832e-09,2.799977894886921,2.2105113078149e-05,91.0,164.99999535018102,4.649818930641388e-06,2.509940578861734e-10,0.33999042078403574,9.579215964258603e-06,1.6125625624708723e-11,9.556534850114387e-12
200,1.301793294057191,113.19019132067066,0.0020065110513611878,8.8202741348781e-06,5.363664949779146e-08,2.7999117273723395,8.827262765976566e-05,91.0,164.99996287688495,3.7123115005642796e-05,4.00932992927454e-09,0.3399808418379579,1.915816204211296e-05,5.146319240121641e-10,1.52654216268717e-10
300,1.3026747265231218,113.18830116162121,0.0029795016124117045,4.4203539516642445e-05,4.0320156554585225e-07,2.7998017255804517,0.0001982744195473265,91.0,164.999874965819,0.0001250341809584943,2.026412570499905e-08,0.3399712631617588,2.8736838241163815e-05,3.899629605347532e-09,7.715514269056729e-10
400,1.3035461669058674,113.1864203157641,0.0038943025534442215,0.00013751918036878787,1.6761206905778558e-06,2.799648137548655,0.00035186245134491114,91.0,164.9997042381176,0.00029576188234420905,6.393918170692087e-08,0.3399616847554309,3.8315244569014775e-05,1.639872922553643e-08,2.434468064367854e-09
500,1.3044077268441177,113.18454867915734,0.004710469613911949,0.0003280286935485372,5.022386714379255e-06,2.7994512515393577,0.0005487484606420546,91.0,164.99942356833813,0.0005764316618150941,1.558404668032021e-07,0.3399521066189667,4.789338103326925e-05,4.9940102551593714e-08,5.9335860960433395e-09
600,1.3052595167292687,113.1826861490202,0.005383399890546407,0.0006585189988862317,1.220021544204733e-05,2.7992114217598405,0.000788578240159208,91.0,164.9990061170837,0.000993882916263559,3.225981929360401e-07,0.3399425287523585,5.7471247641530416e-05,1.2400406168408531e-07,1.2282844061492913e-08
700,1.3061016457193606,113.18083262372029,0.005871063293213124,0.0011685666957616117,2.556972202854719e-05,2.7989290961602262,0.0010709038397736057,91.0,164.9984253806459,0.001574619354084648,5.966000303737528e-07,0.3399329511555986,6.704884440140123e-05,2.6744676140033676e-07,2.2715394260176812e-08
800,1.3069342217528568,113.1789880027607,0.006141787600819378,0.001886860046280363,4.797631225567496e-05,2.7986048418462266,0.0013951581537729972,91.0,164.99765525753122,0.0023447424687817616,1.0159117813864551e-06,0.3399233738286795,7.662617132048446e-05,5.202928237534881e-07,3.86805824218529e-08
900,1.3077573515622702,113.17715218676732,0.006181528392180242,0.0028241510406653418,8.252211998289299e-05,2.798239363054777,0.0017606369452213629,91.0,164.9966701287963,0.003329871203705152,1.62418209020082e-06,0.33991379677159356,8.620322840638262e-05,9.354923060082797e-07,6.184031956236525e-08
1000,1.3085711406876355,113.17532507747634,0.005998659045872187,0.00396877759093441,0.0001322519975266072,2.7978335071360063,0.0021664928639922123,91.0,164.99544494588864,0.004555054111345685,2.470528883935882e-06,0.33990421998433323,9.578001566669805e-05,1.5806367510129056e-06,9.40647582511875e-08
1100,1.3093756934898333,113.17350657772181,0.0056245673823332,0.0052864167920139,0.0001998075959348832,2.797388255726453,0.002611744273545512,91.0,164.9939553174327,0.0060446825672969004,3.609406797014001e-06,0.33989464346689086,0.00010535653310903287,2.5396284127643333e-06,1.3742724482962432e-07
1200,1.3101711131637632,113.1716965914233,0.0051093356113923296,0.006724721316276417,0.00028712075562370453,2.7969047010857975,0.0030952989142009764,91.0,164.99217758543887,0.007822414561100539,5.100456838706552e-06,0.33988506721925893,0.000114932780740989,3.914296916269549e-06,1.9419859554088873e-07
1300,1.3109575017513728,113.16989502357394,0.0045132717184433796,0.008222000249711685,0.00039521546995617183,2.796384010758783,0.00361598924121584,91.0,164.99008888237188,0.009911117628089309,7.008341522853713e-06,0.33987549124142974,0.00012450875857016803,5.8259581526261975e-06,2.668408191361599e-07
1400,1.311734960154537,113.16810178022827,0.003896493297464409,0.009717699546903118,0.0005241599250562603,2.7958273863651075,0.004172613634891572,91.0,164.98766716384694,0.012332836152997666,9.402570342011906e-06,0.33986591553339573,0.00013408446660417148,8.416912544582136e-06,3.580004718471809e-07
