milliseconds,cdc13T,preMPF,ste9,slp1T,slp1,IEP,rum1T,SK,M,MPF
0,0.20271416289985225,0.0010266128275052545,1.0000402652942062,0.0005501737415451105,2.2304587096208452,8.38600704806674e-06,-0.013390943529514735,-0.00011880583125942735,0.9942267349600875,0.2001812221824761
100,0.17965862460996201,0.02158831904378134,0.9969616307806507,0.004069962365620843,2.173932773819283,0.0014371081580660586,0.012553516306779203,0.009220332867411342,1.0055806507079206,0.1515587001373126
200,0.16325767345979808,0.03450914740538347,0.9978496502355321,0.005066221866307694,2.0641239534004874,0.0020353305679689476,0.02223683271319095,0.018476967026483167,1.0103866835614115,0.11172114610514709
300,0.14793205153695901,0.04620663504856503,0.9985287746849033,0.005487031932101444,2.0344173151590734,0.0023178727863278643,0.028042837271368814,0.021606437050135794,0.4973429570049743,0.07976592312535646
400,0.1319967737706125,0.04917519061937883,0.9989782264991894,0.0068256804514142495,2.042484457389764,0.0021936001201004816,0.025427877780857998,0.021690216481688663,0.49967896880193186,0.05359706614319438
500,0.11151848283631724,0.053624521387703496,0.999320964617153,0.0068608858335153485,2.0091567288546557,0.0019928579083144586,0.05018926581283279,0.021795574797063268,0.5122702138697165,0.036059063427874724
600,0.10697699137153073,0.05204504330931502,0.9995872390803023,0.007519272858489417,1.9100977631236775,0.0016356411043286967,0.06661219749620129,0.02160520806956413,0.5047765448208286,0.020258598267823492
700,0.092721494723128,0.053387698001184904,0.9996947567192463,0.007379369680619185,1.9345987616450793,0.0012963177092974434,0.06890984428304743,0.02206257984039462,0.5047848878047644,0.010906772524451849
800,0.08367730397948515,0.0520342144586388,0.9999071588326836,0.007981859699336182,1.8147300540453652,0.0009590476243962676,0.07059019579961072,0.021485770087373776,0.4938995417515246,0.0031016433314727263
900,0.07370925626991905,0.04844285356262443,0.9999871892049587,0.008623859399769231,1.8478346791194673,0.0006828196002261233,0.09511483910429153,0.0219069444466348,0.5076302656694428,-0.0010532295150154857
1000,0.07201396259736359,0.04636829863745954,0.9999541671165123,0.00921266657294954,1.7409128813814454,0.0004963729563991626,0.08705154445012155,0.022111344562519022,0.5097767132433539,0.0032437633889328813
1100,0.0626599150477858,0.04410772653186925,0.9999763651295002,0.009362490851500293,1.7558531809078706,0.0003937266913775575,0.104429671258172,0.0221560906737069,0.4981666428637731,-0.0031659256700975226
1200,0.05817100808641945,0.04053175028823078,1.000021517275611,0.009713168797339876,1.6172919394063148,0.00017651051017982366,0.11895178713191706,0.021712945590824283,0.511618223600225,0.0039453580230725165
1300,0.05410530407226469,0.0372177331755565,1.0000063101968968,0.00997974595419087,1.637752314899641,0.00011877995993790275,0.13287318587451957,0.02200882518746116,0.5106993929627246,-0.0017415925290875179
1400,0.04734553130733309,0.034118766821257474,0.9999689934243662,0.010288629747499443,1.631421852841893,0.00011459371907626344,0.14078639219190847,0.022198192954396654,0.5085645119834229,-0.001607136550553007
1500,0.04589022452989995,0.0319717662027067,1.0000204973588906,0.011084214162350604,1.5828592092801361,6.088529442113138e-05,0.1527245886197399,0.021890676692214263,0.5013320725773162,-0.0007637156849332931
1600,0.03745348537210112,0.029612278385655742,0.9999611514540245,0.011848316481761989,1.4641843274543314,0.00011519772690723006,0.14186895382411743,0.022208494883014806,0.5092286778860973,-4.4500277513522495e-05
1700,0.04001181631839086,0.027850787444354468,1.000021698529765,0.011189539969993565,1.4791640726164061,-1.6835425613910303e-05,0.14864442027073882,0.0223470709955891,0.4972127440669778,-0.0038405283968600294
1800,0.03597370246382833,0.02573131010093321,1.0000192323806916,0.012329628801208846,1.4082124104224873,8.869832958933321e-05,0.16749704067653085,0.022465556512100325,0.4988787293807088,0.00310074505871037
1900,0.036498777281386875,0.02293244615260541,0.9999545639359334,0.012843858461539296,1.3932847218913467,-1.7914297121130703e-05,0.1773145186361632,0.022204724439178456,0.4997810118822314,-0.0038561762096748923
2000,0.02585562306710341,0.021695226375317893,0.9999776293345022,0.012472103501973197,1.3701038517044286,-4.0495278503937276e-05,0.18603668297547865,0.02286765290038711,0.5036223779450928,0.0012591466361751957
2100,0.026568934269861712,0.01926290973088766,0.9999403993062428,0.012788058521132854,1.2815167180193958,-2.5111604267258603e-05,0.2062126011000965,0.022719540845574485,0.5160200515988845,-0.0015392242816241488
2200,0.0288906282813525,0.017827342737151555,0.9999707082364382,0.013651974533574668,1.2383772297131035,7.128248573455585e-05,0.205964764971059,0.022847670237237917,0.5134449804812147,0.002638439762756368
2300,0.029564028528977562,0.018498034870546624,0.9999778274469926,0.013455347333096529,1.205691772645618,6.516374069627032e-05,0.2272805226308485,0.023183504014659777,0.5002285581638677,-0.00038928500835567185
2400,0.026740586864254703,0.015438864623118543,0.9999120628844357,0.014256334554256267,1.1603473626869842,3.1820658537983805e-05,0.22401212109630103,0.022632846992345836,0.49516335180779003,-0.0005369081233733925
2500,0.025153709225735482,0.01595038820689088,0.9999798695478632,0.014734019630009289,1.1914613070386852,4.3051505543050644e-05,0.22601991208520364,0.02288468529155366,0.5043215695057712,0.00388939424161368
2600,0.0216407450995588,0.014573763872445505,0.9999499552357419,0.015353163752258408,1.1255388316968031,6.382996557679962e-05,0.24986954715849868,0.02336445853217362,0.5016135482648376,-0.00022291735597945725
2700,0.015967048157184603,0.014152570572807352,1.0000016810616552,0.015373723297321569,1.0779865192570564,-5.476833890387998e-05,0.268527239824522,0.023071744488351822,0.5096670733975395,0.0011116126678268564
2800,0.015260441970954611,0.013938308866979667,0.9999897219174951,0.016125062047707243,1.1069328149812048,3.7303848240486225e-05,0.251379036289733,0.022874276289338455,0.5181132627215865,0.0027400233885935435
