miliseconds,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,species_16,species_17
0,1000.3288075258314,-0.3181470839073636,4000.0440730917057,0.024489675756447282,-2.721499163709135e-06,994.7700546606543,1.0461263257166022e-07,-4.3113156607493237e-14,99.9999903688752,499.999951844377,499.999975922188,-9.339672683622473e-14,5.0113523663353226e-54,1.6885111382182612e-56,-2.763744715736407e-60,2.6898082014760595e-60,5.644774138304725,1.0140706406186637e-06
100,999.2157942570528,0.3977569464471392,3999.987342642449,0.054533703894793076,2.5458294111855217e-05,424.4058429090435,4.311049312907213e-08,-4.526619181965874e-14,99.9999903688752,499.999951844377,499.999975922188,-1.902800788328413e-13,3.707620233325256e-54,1.7318463415253179e-56,-7.736681711778082e-61,2.573315893598474e-60,572.0883081352373,4.2458741977734683e-07
200,998.7641509680916,1.3083239415088002,4000.0328519401237,-0.02498912130715515,-4.6648907927782645e-06,272.3749175261014,-5.642088816871336e-08,-4.962882186666791e-14,99.9999903688752,499.999951844377,499.999975922188,-1.0948380744447747e-13,-2.387813623680074e-54,-1.030391556390015e-56,-2.1372399039602312e-60,-1.4594228445219775e-60,732.0470809098889,1.3479437062734017e-06
300,998.3475670224657,1.5293641165097873,3999.963296556503,-0.026447249530728818,-5.043573312894414e-06,236.13403939507714,-1.8686391937974715e-07,4.9908451300287754e-14,99.9999903688752,499.999951844377,499.999975922188,-3.568597656950075e-14,7.164884254144392e-54,8.78228852008047e-57,1.327823255235858e-60,-7.016442537684379e-61,764.9589194086865,6.422018218165572e-07
400,997.587710598476,2.179953617182033,3999.9954435138084,0.04119132647028969,2.8199104404017975e-05,221.6294868054613,-3.681254147909045e-07,-5.700289621010986e-14,99.9999903688752,499.999951844377,499.999975922188,-8.984599535214881e-14,3.2067957780689455e-54,-1.683140069228689e-56,-4.2830618263166436e-61,-9.988338086941386e-61,780.0430422575433,-5.964937730614583e-07
500,997.1998367912526,2.9067003213733105,3999.982071007338,0.09906698401356763,-2.540253992802377e-06,212.5007223973399,-6.300635314052455e-07,-4.824071802859447e-15,99.9999903688752,499.999951844377,499.999975922188,5.841457781550136e-14,-4.0661984243133433e-54,3.8889504392946796e-57,1.668219734790191e-60,-1.4810436346237876e-60,786.9279398631473,-3.393648384138008e-07
600,996.4673445747181,3.3351998302380874,3999.9312458897507,0.07577985535629637,8.460213787572362e-06,212.33561563207553,3.265500293292198e-08,1.6172503776631077e-14,99.9999903688752,499.999951844377,499.999975922188,1.5104719220118745e-13,-5.2074468435103044e-54,7.360297391471684e-57,2.226128860090489e-60,4.716985964287677e-61,787.9854115049372,-1.0601994761154695e-06
700,996.2712787953756,3.6635437327210147,3999.9256287948224,0.1226738880065938,-2.5398368400886833e-05,217.24485741436405,6.813098623879556e-07,1.577627807830078e-14,99.9999903688752,499.999951844377,499.999975922188,4.591521479469965e-15,-4.7591130500261073e-54,1.9077757455549298e-56,4.097764204641436e-61,-2.71071648947196e-60,787.1194633744983,9.227458510218377e-07
800,995.1835232875812,4.415900247949423,3999.883857461305,0.18028485379716075,-6.792615702408241e-06,212.78734361677974,-9.86539062771814e-08,7.570566982227578e-14,99.9999903688752,499.999951844377,499.999975922188,-6.355691476399873e-14,-7.567333018716052e-54,-1.6139328564191973e-56,-9.363935414120095e-62,3.4669436133452645e-61,785.9468244631665,-2.864140119116321e-07
900,994.9369874935595,5.271583129856614,3999.839652496219,0.1951879779769167,-1.6894311279802266e-05,215.72044888605382,-8.052783185845467e-09,1.7202215252695306e-14,99.9999903688752,499.999951844377,499.999975922188,1.0668793407058002e-13,3.522382107351166e-54,1.8524508819616202e-56,2.536222268724583e-60,2.3394330935206763e-60,788.6746171298048,1.1979168666064845e-06
1000,994.260326570731,5.878595047658799,3999.7539045282297,0.2739925309884475,8.667623147401171e-06,211.01898367475374,5.558133230323091e-07,-7.069779170858616e-14,99.9999903688752,499.999951844377,499.999975922188,1.0842103681371939e-13,-4.4562340418135707e-54,-1.3146082526244632e-56,-1.663319687412786e-60,-2.506989841004503e-60,781.7020698446117,1.366843896470642e-06
1100,993.7154370873275,6.209727983239867,3999.693511245163,0.2750604576545091,1.4630106287955346e-05,215.5270635337155,5.298212232197217e-07,-1.3525797262295184e-14,99.9999903688752,499.999951844377,499.999975922188,-1.1813582749834173e-13,-4.763123228797267e-54,-8.816237898396238e-58,-4.9738996404535866e-61,1.5059684030363363e-60,783.2764196080069,6.9477197809781e-07
1200,993.3521881803503,6.400003885407757,3999.715098155424,0.35408118158692237,-6.336789242240815e-06,211.94258996059193,7.500399267972284e-08,7.730979850195491e-14,99.9999903688752,499.999951844377,499.999975922188,1.5076572113504388e-13,4.762351913751653e-54,1.804545453565709e-56,1.581389848919634e-60,1.5554027058018414e-60,781.8191750924962,-1.7163708234535583e-06
1300,992.9881760528499,6.983781331070047,3999.606520021426,0.3751360469262617,3.0276613317943205e-05,218.11884070764464,2.8517345238363666e-07,2.97239718495246e-14,99.9999903688752,499.999951844377,499.999975922188,1.2563434035440142e-13,1.9579202499584083e-54,-1.1738818651744417e-57,1.234949365921573e-60,-3.344844223499496e-61,786.7916731400547,1.1815854554477341e-06
1400,992.289737096271,7.41242378455378,3999.5739485457248,0.4890892226625716,1.3372618459476208e-05,213.80378788345644,1.4890523827116663e-07,4.023313376033031e-14,99.9999903688752,499.999951844377,499.999975922188,-1.7204750017370155e-13,-6.17253306050167e-54,-2.9538851531223303e-56,-1.4703033025463943e-60,-1.849828101656901e-61,779.5774140380444,-9.096142475773323e-07
1500,991.5027055892177,8.054534545718946,3999.4794161420123,0.5281875219602988,2.4928935356937865e-05,212.82239392933843,4.749946506360973e-07,5.502624945090145e-14,99.9999903688752,499.999951844377,499.999975922188,4.042169409040947e-14,8.400268364497536e-54,-1.413611706093526e-56,-1.4379301733817454e-60,-1.851688554245807e-60,785.8391905946586,-6.51187726153753e-07
1600,991.0864439489292,8.438181308220805,3999.419476605399,0.5654505853356059,1.6685349927638397e-05,222.19360455186947,6.294434099946033e-07,-2.804244455198357e-14,99.9999903688752,499.999951844377,499.999975922188,-2.9165364576435815e-14,3.2196762115534787e-54,-2.1673443454231994e-57,8.916480953819742e-61,-3.3552780089801674e-61,778.7309437708013,2.8043872022754527e-06
1700,990.8910671599295,9.565989870065442,3999.337844655766,0.5717907295574717,5.1370836353726425e-05,216.7360582761299,8.4195988633546e-07,5.735243785029829e-14,99.9999903688752,499.999951844377,499.999975922188,-2.2919485024961768e-14,-8.110031001934613e-55,-2.842496985303863e-56,1.04894294254097e-60,-2.4896046209967e-60,784.2272258341294,-4.697844793151118e-07
1800,990.0530799599679,9.683015158427521,3999.316210678632,0.6401887679453322,5.67097735746475e-05,212.24592247545274,7.143247349120917e-07,1.848586684781327e-14,99.9999903688752,499.999951844377,499.999975922188,2.7795261401473302e-14,-2.32801153219661e-55,1.0231439034838923e-56,2.7566225066432686e-60,-6.10980320406382e-61,778.8177311695065,1.0375164371969636e-07
1900,989.8760241076261,9.943177652861133,3999.257957203251,0.7682219167443983,9.773207300938104e-05,220.66629844633079,1.182764593934214e-06,7.406106359816492e-14,99.9999903688752,499.999951844377,499.999975922188,-1.732368039198435e-13,7.88670141717451e-54,2.17505295995051e-57,-1.1858047262175483e-60,-1.4903403047944135e-60,781.8451961959117,3.540139063839674e-09
2000,988.9677997068917,10.514079124171129,3999.176051058374,0.7750297111033669,0.00012448212396558422,215.90112105534635,5.671764404442525e-07,8.452099651292025e-15,99.9999903688752,499.999951844377,499.999975922188,6.297884706429052e-14,-7.776871459533025e-54,-9.915759956513233e-57,2.748712668469685e-61,8.199429180114718e-61,786.6072556441825,9.516716336381777e-07
2100,988.8310961771241,11.522849817067534,3999.1511929074563,0.9032710171911084,0.00011816980951202457,219.26218725855904,1.935127752505801e-06,-2.5610337689543166e-14,99.9999903688752,499.999951844377,499.999975922188,-3.6746828193353466e-14,5.260898193768246e-54,1.9946440963395059e-56,2.818005924347708e-62,-1.7494257719085323e-60,781.2591704857216,2.6121932531566225e-06
2200,988.5441578464465,11.631936704823309,3999.042718921018,0.9201222835507815,0.00014429166026062347,214.81520731066965,2.4157500088620633e-06,-9.895371385197916e-15,99.9999903688752,499.999951844377,499.999975922188,1.5820576153233893e-13,7.754243826866257e-54,-7.948155894414267e-57,8.787562258257662e-62,1.7073203357319864e-60,786.7093307972972,2.958407042373348e-06
2300,987.9462962840742,12.047210648073838,3998.9412554292326,0.990860190870941,0.00017633857494008586,215.4743139012353,2.138239767424693e-06,4.914892557997128e-14,99.9999903688752,499.999951844377,499.999975922188,-4.296104478513911e-14,2.1422723111960303e-54,1.0859537180263311e-56,2.0693467207649275e-60,8.92107832634865e-61,787.7736616868785,3.5793671721053454e-06
2400,987.1285290565876,12.426273258331538,3998.8747700020594,1.1121801527929707,0.0001689575147507588,221.733998858563,2.9260966481340755e-06,-2.7999339528149778e-14,99.9999903688752,499.999951844377,499.999975922188,-5.661439420443258e-14,-2.2652907822044478e-54,4.198101849402464e-58,2.8298064762842964e-62,-1.9031701160414372e-60,777.9759916007685,5.991994488097857e-06
2500,986.6310232595899,13.491758384353803,3998.836444063558,1.1976061218002527,0.00022543182167305726,221.05741477566318,3.596136887040512e-06,-2.6110859397571033e-14,99.9999903688752,499.999951844377,499.999975922188,1.0455372606918232e-13,-7.645794757048298e-54,-6.504021559770076e-57,-1.3422178169441557e-60,-1.4309261548789716e-60,778.9933308069338,8.216081834155189e-06
2600,986.1878355957401,13.64415431567219,3998.7739225968576,1.27007105677408,0.0002688460730272822,216.80067466136032,3.6515752749190407e-06,-3.917242792329925e-14,99.9999903688752,499.999951844377,499.999975922188,2.373678366615691e-14,-4.1897824339827243e-54,-2.500372192052471e-56,-1.4214218331457366e-60,-1.6710673840033872e-60,783.1781187516884,7.834875833923994e-06
2700,986.0574823826252,13.885894803790688,3998.6726293392635,1.322046814393732,0.00026256256904355055,218.08960363589028,4.19702043951153e-06,1.0330834648334511e-13,99.9999903688752,499.999951844377,499.999975922188,-3.048557030150595e-14,-1.5535580974106354e-54,2.487811574189447e-56,-2.4367231968144555e-60,-1.7141104164802627e-60,777.8651782523455,8.821809837883327e-06
2800,985.219502347753,14.439897212191237,3998.593524823803,1.4342295023885303,0.00032453049165361795,213.19290249606118,5.667273694558856e-06,7.553107925480642e-14,99.9999903688752,499.999951844377,499.999975922188,2.534566206830512e-13,2.623823380391183e-54,1.973558749405992e-56,-4.728409889210788e-61,-6.868730362718342e-61,785.1289178454709,1.136621453261773e-05
