milliseconds,normalized_normal_cell_n,normalized_pre_cancer_cell_g,normalized_cancer_cell_a
0,0.9999999900041969,1.00005557388642e-08,-2.593659069780862e-18
100,0.9999999900154223,9.998334042404332e-09,6.3071413705246185e-18
200,0.9999999900180023,9.997065588408779e-09,2.3658848762007914e-17
300,0.999999990040301,9.99161743376372e-09,2.0363507575094017e-17
400,0.9999999900273029,9.985999534264558e-09,3.238331565605734e-17
500,0.9999999900522538,9.974183598954159e-09,5.3901713444175585e-17
600,0.9999999900651837,9.965599920168524e-09,6.497088054720826e-17
700,0.9999999900806261,9.957901707978121e-09,8.15240344247756e-17
800,0.999999990083518,9.961512883708605e-09,8.262824616330485e-17
900,0.9999999900990793,9.952452827633063e-09,9.407872883133449e-17
1000,0.999999990088268,9.956394017100634e-09,8.962792443643904e-17
1100,0.9999999901231539,9.951742859174467e-09,1.0792253951203177e-16
1200,0.9999999901259199,9.933999080269315e-09,1.222210020707219e-16
1300,0.9999999901232675,9.93291290955389e-09,1.258464151478594e-16
1400,0.9999999901512419,9.933066903047047e-09,1.3442453852058191e-16
1500,0.999999990139425,9.922846773665783e-09,1.477466751744942e-16
1600,0.9999999901516071,9.91479774787978e-09,1.4537174861232076e-16
1700,0.9999999901668439,9.922154520844e-09,1.7317078135408018e-16
1800,0.9999999901801203,9.91132688465095e-09,1.7488025331160497e-16
1900,0.9999999901982407,9.904395234778145e-09,1.7561350474911107e-16
2000,0.9999999901982884,9.90637807933996e-09,1.9234653174018534e-16
2100,0.9999999902208354,9.898054572886308e-09,2.0205003678041636e-16
2200,0.999999990217228,9.88884531550871e-09,2.0382220637399404e-16
2300,0.9999999902176392,9.886489496338057e-09,2.254715618320499e-16
2400,0.9999999902360203,9.886320945479636e-09,2.221835745627159e-16
2500,0.999999990247795,9.86902222925454e-09,2.4232423730358536e-16
2600,0.9999999902458612,9.865476750203485e-09,2.5423062064900373e-16
2700,0.9999999902589042,9.866299011751048e-09,2.723028100609071e-16
2800,0.9999999902859799,9.85672428298743e-09,2.8425227624363657e-16
2900,0.9999999902946645,9.863356797156457e-09,2.7653907765796888e-16
3000,0.9999999902943851,9.849978140907789e-09,2.8903748517842034e-16
3100,0.9999999903019463,9.846559970968003e-09,3.052293334565437e-16
3200,0.9999999903149871,9.844650875134523e-09,3.130493645716755e-16
3300,0.9999999903317424,9.8404673833386e-09,3.3640313466430353e-16
3400,0.9999999903239326,9.826735135040253e-09,3.358581176668822e-16
3500,0.999999990342284,9.82645782326144e-09,3.5069393565732014e-16
3600,0.9999999903584325,9.82830629710019e-09,3.453152467900328e-16
3700,0.9999999903747538,9.821184984348459e-09,3.63327594366665e-16
3800,0.99999999038076,9.818651121590014e-09,3.717350149810523e-16
3900,0.9999999903713827,9.801215526801668e-09,3.859739357255607e-16
4000,0.9999999904016394,9.79533257756196e-09,3.884932682826932e-16
4100,0.9999999903944844,9.801058414907925e-09,3.872908201429473e-16
4200,0.9999999904196281,9.785414454085147e-09,4.189536329553814e-16
4300,0.9999999904247482,9.78604760038453e-09,4.2189057582688753e-16
4400,0.9999999904380229,9.777446762935612e-09,4.23008253920695e-16
4500,0.9999999904280414,9.772496483445395e-09,4.2524674529382397e-16
4600,0.9999999904367933,9.778160565331828e-09,4.484977089192952e-16
4700,0.999999990467634,9.773519368812397e-09,4.462399886183729e-16
4800,0.9999999904776207,9.767818873545247e-09,4.675876976727396e-16
4900,0.9999999904864187,9.754535913618122e-09,4.713990800145575e-16
5000,0.9999999904976122,9.75490619208569e-09,4.898145296627661e-16
