milliseconds,Cdk,Anaphase_promoting_complex_Phosphorylated,Securin
0,0.3,0.0,0.35
100,0.3056884492367371,0.005554353922975137,0.35952854189408917
200,0.311360474783297,0.008493208972413749,0.36890185464636105
300,0.3170204160390565,0.010503958258260858,0.3781767961326486
400,0.3226701350529478,0.012047212346993198,0.38737771826099204
500,0.3283106369501822,0.013323049113885575,0.3965177387842117
600,0.3339425180959707,0.014436893425623272,0.40560460647761326
700,0.3395661484414181,0.01545078799746718,0.41464308517692144
800,0.34518176011218715,0.01640388693444327,0.4236361128181023
900,0.3507894967965517,0.017322346850803715,0.4325854486965979
1000,0.3563894420617491,0.0182243062172988,0.4414920456160414
1100,0.3619816375234075,0.019122925130831844,0.45035628894081503
1200,0.3675660941489081,0.020027991695599823,0.4591781465518669
1300,0.37314279970832825,0.02094701022861965,0.46795726749495775
1400,0.3787117241836119,0.021885951390611554,0.4766930541402927
1500,0.38427282353931386,0.022849722963333433,0.48538471283349516
1600,0.3898260420808602,0.02384248596328378,0.4940312854477547
1700,0.3953713139669378,0.024867841616026686,0.502631669917119
1800,0.4009085645591403,0.02592894079597504,0.5111846392365847
1900,0.4064377115704731,0.02702867833184444,0.5196888568721174
2000,0.4119586656495119,0.02816980401651597,0.5281428846580157
2100,0.41747133065136255,0.02935491222139321,0.5365451872375837
2200,0.4229756039252204,0.030586444380393638,0.5448941367867207
2300,0.4284713766439097,0.03186680239219658,0.5531880174744036
2400,0.43395853393204825,0.033198320648499056,0.5614250281918544
2500,0.4394369549810361,0.03458329416744988,0.5696032846641775
2600,0.44490651295829564,0.03602402347644504,0.5777208187574141
2700,0.4503670752962772,0.037522717836115854,0.5857755839923975
2800,0.45581850331661156,0.03908162983085795,0.5937654505007989
2900,0.46126065244812653,0.04070299941026037,0.6016882092557613
3000,0.4666933720066056,0.04238911096920196,0.609541569767079
3100,0.4721165050988912,0.04414220828507292,0.6173231607207543
3200,0.47752988865467094,0.04596450741212266,0.6250305324018809
3300,0.482933353421491,0.04785811133625042,0.6326611582496565
3400,0.488326723916596,0.049825191847247395,0.6402124322137018
3500,0.493709818450453,0.05186789957812862,0.6476816770836785
3600,0.49908244902669885,0.05398835301617625,0.6550661348586986
3700,0.5044444210630398,0.056188642967355436,0.6623629806330513
3800,0.5097955338154097,0.0584708465211868,0.6695693098411953
3900,0.5151355795413115,0.060836977251495394,0.6766821544274592
4000,0.5204643443802387,0.06328904329271635,0.6836984683715511
4100,0.5257816072580972,0.06582897453356606,0.6906151474547432
4200,0.5310871408605877,0.06845868735415112,0.697429010919406
4300,0.5363807103624658,0.07118001042172376,0.704136833690743
4400,0.5416620747752919,0.07399475777561329,0.7107353078793891
4500,0.5469309862864241,0.07690469367168486,0.7172210621929802
4600,0.5521871889233895,0.0799114827586325,0.7235907028723263
4700,0.5574304206352503,0.08301677192497577,0.7298407502384746
4800,0.5626604125380097,0.08622216118172497,0.7359676617423077
4900,0.5678768875358038,0.08952916339020606,0.7419678697228703
5000,0.5730795607812329,0.09293921903136465,0.7478377685907901
