milliseconds,NatP,MisP,Ub,E1,E2,E3,DUB,Proteasome,ROS,E1_Ub,E2_Ub,E3_MisP,MisP_Ub,MisP_Ub2,MisP_Ub3,MisP_Ub4,MisP_Ub5,MisP_Ub6,MisP_Ub7,MisP_Ub8,MisP_Ub4_Proteasome,MisP_Ub5_Proteasome,MisP_Ub6_Proteasome,MisP_Ub7_Proteasome,MisP_Ub8_Proteasome,degUb4,degUb5,degUb6,degUb7,degUb8,totMisP,refNatP,AggP,SeqAggP,AggP_Proteasome
0,500.000000000258,0.0011485396625109726,499.5344692546008,100.16066016971546,100.13705513376324,99.99999539159431,200.0,100.00000000000001,10.0,-0.5187630590629059,-0.047163629883384135,2.4514271072090563e-06,-2.064245808139326e-08,3.179104617430707e-10,7.86147235443847e-12,-1.8059257713517423e-13,1.1866798581075056e-14,3.152306136173455e-17,1.2132775992516808e-18,-1.3912688780699836e-20,9.230299459514344e-17,-2.710943087970274e-18,-2.531981914607031e-20,-6.188307387846709e-22,1.5142047869755121e-24,0.0,0.0,0.0,0.0,0.0,-0.000678100209846474,1.3773718305224604e-08,2.11149311204503e-12,-2.4894039166368418e-14,-2.1944903793080487e-14
100,500.00000000739954,0.002134938482946382,498.5531154499352,98.87686073332974,100.10174364146877,100.00000469805971,200.0,99.99999999999997,10.0,0.36936625101355464,0.18081886933010474,-6.3381192534795195e-06,-5.110467160920077e-10,6.072889145259507e-10,-2.385673279833347e-12,-5.075127342882239e-13,1.0852459602563697e-14,-5.629744159322417e-17,1.7405658359461957e-18,2.5509158116400984e-20,-3.4980220321614684e-17,1.5370697694665784e-18,5.485835168014222e-20,3.7135750361347597e-22,1.867105851796616e-24,0.0,0.0,0.0,0.0,0.0,-0.00019185028966030348,9.210383814802646e-09,1.2068266925393291e-11,1.293747330882879e-14,1.547781508897993e-14
200,499.99999998804896,0.003170073898144581,497.9319282673855,98.73701745539772,99.97620420567162,99.99999838533928,200.0,100.0,10.0,1.9252446956745248,-0.0884477329391104,3.0564164217380343e-07,-2.240071922765402e-08,5.588644607315179e-10,-2.780084088400778e-12,-3.8010892470739563e-13,-7.68585773398418e-15,-5.775487971957954e-17,2.9514079900011086e-18,2.5411704023765604e-20,-1.5137724871451774e-16,6.680980247480944e-19,-2.1016841620043682e-20,-2.0008775455295736e-22,2.295409307540083e-24,0.0,0.0,0.0,0.0,0.0,0.003463003782232006,2.794057346649554e-09,-1.2272256871353463e-11,1.768830180934932e-14,1.3237066265866888e-14
300,500.0000000156883,0.0018878478711472748,498.65478715042104,97.65643017434283,100.01853940892968,99.99999764639502,200.0,100.0,10.0,1.7793662963541805,0.20753157951145074,4.9813380759155895e-06,-4.744454420405751e-09,-8.786384314736493e-10,-3.274387090780387e-11,3.509241371988705e-13,-7.803974141604543e-15,-4.6073593178985464e-17,2.9029962265300463e-18,-3.817235800288688e-21,1.4871784968166366e-17,1.184175260778541e-18,-1.62613480248069e-20,-2.336651277164783e-22,-2.9848020743524158e-24,0.0,0.0,0.0,0.0,0.0,0.002214322163728662,1.2801969876428919e-08,4.602251763391031e-12,-9.25784988026981e-15,-3.6974887811620105e-15
400,500.00000000312383,0.002918648344454753,497.734436819844,98.04215203212735,99.99427304613585,100.0000007199793,200.0,100.00000000000001,10.0,1.9972441851907932,-0.045020078043542064,2.3978570689315686e-06,7.702080299902815e-09,9.008861597758438e-10,-3.2386653894880975e-11,-1.428919481798695e-14,-8.678078309534747e-15,-1.3724293512861332e-16,1.456643661345551e-19,-2.0215211446887388e-20,4.575107584796965e-17,3.0261694780559777e-18,-2.967993563031899e-20,9.13237045085936e-23,4.946294470847389e-24,0.0,0.0,0.0,0.0,0.0,0.003719367410562154,-6.157701205158574e-09,4.809145460004474e-12,-9.510012279131076e-15,-6.371840700368998e-15
500,500.00000001936223,0.004739098256347827,497.1289706481807,96.54490431443256,99.93271251502425,99.99999446715314,200.0,99.99999999999999,10.0,2.7307483029436592,0.13942114126092192,4.217327282880838e-06,-2.8280937093010584e-08,5.56229549643172e-10,2.4300352820153635e-11,3.1501661229391936e-13,4.128462243201376e-15,-3.786007293259748e-17,-2.1998299616943947e-18,1.1120262303986033e-20,2.571146376482463e-16,4.489240672039837e-19,4.035273324176544e-20,4.507075915061646e-22,-3.8478509418432795e-24,0.0,0.0,0.0,0.0,0.0,0.004653217823577601,6.844013647435139e-09,-1.3017510194558489e-11,-1.2737698552557185e-14,-2.3765601462002327e-14
600,499.9999999972988,0.004911124931387135,496.39506540491834,96.3195455726188,100.00517517924268,100.00000196811084,200.0,99.99999999999999,10.0,3.889346849049621,-0.05964335103208887,-6.705460957021245e-07,-3.0949088262477865e-08,8.435295080716275e-10,3.153655446388279e-11,-2.1886766755057016e-13,1.0531652748830134e-14,-2.078773805199891e-16,-4.293158312321658e-19,3.16549292152868e-20,2.1499182763742828e-16,3.0516651265195895e-18,3.916182128630979e-21,-1.7903980482711261e-22,-5.996085278570019e-24,0.0,0.0,0.0,0.0,0.0,0.005275216348747783,4.971592210840245e-09,-5.143308235348378e-12,2.5627252603627438e-14,-1.3586617169657957e-14
700,500.0000000028183,0.00837836477900571,494.9096740972523,95.38599370569526,99.68542004857169,99.99999102028082,200.0,100.00000000000001,10.0,4.694328992465688,0.03313740381051315,-6.604178440389173e-07,-6.405407118226936e-09,1.10021496059872e-09,-8.310332142047606e-12,-4.94169846593618e-13,-1.869157972446608e-15,2.994555559443435e-17,2.4954231517423607e-18,1.7144756392792624e-20,1.5845977659126308e-16,-1.5076011696448222e-18,-3.9114790638911185e-20,-4.284296094950097e-22,-2.3129491504158107e-25,0.0,0.0,0.0,0.0,0.0,0.006475116329493053,4.394761406195492e-09,-4.018251844729958e-12,2.4496868743717326e-14,-1.2023297073805512e-14
800,500.0000000205228,0.0066844016486179575,494.99192899651587,95.68278895537345,99.78268498901517,99.99999304412228,200.0,100.00000000000001,10.0,4.394077627108542,0.33364716596736965,4.918885715545378e-06,8.619328196940955e-09,3.387090337125667e-10,2.64945206069069e-12,5.744791560133693e-13,-7.948152969237094e-15,-6.960645629937929e-17,-1.2943610302635512e-18,-2.8799963505044706e-20,-6.036635856849704e-17,-7.677246475050498e-19,3.782531596959875e-20,3.4645764572745468e-22,-3.7129498153302806e-24,0.0,0.0,0.0,0.0,0.0,0.008044111432180163,1.4986869355183985e-08,-2.80672794063852e-11,-2.0127172280130458e-14,-2.4109096098131882e-14
900,500.00000002326556,0.00959046488366451,494.7044976081451,93.82628528077574,99.76344455887445,99.99999778482372,200.0,100.00000000000001,10.0,5.15487983552076,0.14949414637404357,7.273644309690221e-06,2.6872503908343844e-08,7.685446481345274e-10,1.5741177592131364e-11,3.8006184116830383e-13,-9.653555712804093e-15,6.680673495721531e-17,-1.4244648591743808e-18,2.730588333776968e-20,1.4827414887445034e-16,1.110482610765462e-18,-1.1196933106445246e-20,-5.249331485456719e-22,5.43269070122926e-24,0.0,0.0,0.0,0.0,0.0,0.00980016215265394,1.5052835405982703e-08,-3.3161694484920605e-11,2.1053244969363055e-14,-2.5239535456726287e-14
