milliseconds,NatP,MisP,Ub,E1,E2,E3,DUB,Proteasome,ROS,E1_Ub,E2_Ub,E3_MisP,MisP_Ub,MisP_Ub2,MisP_Ub3,MisP_Ub4,MisP_Ub5,MisP_Ub6,MisP_Ub7,MisP_Ub8,MisP_Ub4_Proteasome,MisP_Ub5_Proteasome,MisP_Ub6_Proteasome,MisP_Ub7_Proteasome,MisP_Ub8_Proteasome,degUb4,degUb5,degUb6,degUb7,degUb8,totMisP,refNatP,AggP,SeqAggP,AggP_Proteasome
0,500.0000000022662,-0.0013205448953417015,499.64512713186593,99.68677795194978,99.82486041260422,99.99999538022027,200.0,100.0,10.0,-0.20270416609062608,0.01859251696410208,-5.982662519411474e-06,1.1628220175338757e-08,-4.847819946771403e-10,-3.078708919463536e-11,-2.6201035898414885e-13,-1.133930702393998e-14,8.834739972306144e-17,-1.1376499425694068e-18,6.761968269146598e-21,-1.998369215772989e-16,2.8030227148236593e-18,-3.7104182805846946e-20,4.6119787899193493e-23,6.92268674876449e-24,0.0,0.0,0.0,0.0,0.0,-0.0005128214182580584,7.198604213417979e-09,1.3070527555669981e-11,-1.1176782674830514e-14,2.5380732648366948e-14
100,500.00000000755244,0.0005224943426664765,500.112961829916,99.26255913969767,100.16405490200378,99.99999524928056,200.0,100.00000000000001,10.0,1.0536373885161332,-0.1253962970170785,4.019181158526115e-06,6.89104693963463e-09,-3.4081434228746777e-10,-2.251814172164441e-11,3.278607946404057e-13,-1.2866757664330878e-14,1.0762183749745463e-16,-1.7785507915645423e-18,3.2576073643662676e-20,-8.454700092100425e-17,-2.5140915720137676e-18,4.816199372115195e-20,1.627098601482958e-22,6.992803158297186e-24,0.0,0.0,0.0,0.0,0.0,0.0004842966758190514,-3.791427392644428e-09,-7.620194835541871e-12,-1.637173661502565e-14,-5.107598034550118e-15
200,500.00000001160475,0.002671971845402914,498.60283116307164,98.36260920644158,100.16168640567955,100.00000004422664,200.0,100.00000000000001,10.0,0.834643109021949,0.04484395732549982,2.4186203630573728e-08,-1.7872453918073404e-08,-2.841653882573982e-10,-1.9358827651346364e-11,-1.0269543044621099e-13,-8.626249440783576e-18,-1.66576257813409e-16,2.7035803916178963e-18,1.7312611566991088e-20,-1.9469588002722072e-17,-2.7132004296585893e-18,1.8798350982329012e-22,2.5909225040590197e-22,9.810154462306543e-25,0.0,0.0,0.0,0.0,0.0,0.0021311883936396083,4.8011679724330034e-09,1.4236191687209314e-11,-1.3531123017188425e-14,-4.156664907537122e-15
300,500.00000000509806,0.0038112434071048574,498.79387015233505,97.8051798822068,100.03056215251642,100.00000254839051,200.0,100.00000000000003,10.0,1.6918106863918365,0.1295137074662337,5.156932506468906e-06,-7.650904537532167e-09,-4.918534861260187e-10,1.8614008188774543e-11,-1.7848848738733018e-13,1.3385263709375007e-14,1.1714740487143674e-16,-2.812587087464262e-18,-4.630377353579686e-21,4.0820958799886944e-17,3.1836033012304565e-18,-9.740699710911978e-21,-1.2861746184671395e-22,5.221945039203721e-24,0.0,0.0,0.0,0.0,0.0,0.004263870995197154,9.485395121694652e-10,-1.1478798996866583e-11,-2.975561476621347e-14,-2.768876245899432e-14
400,500.0000000167703,0.002520342189151443,497.2313071340745,97.65786467360721,99.76784425647674,100.00000282164287,200.0,99.99999999999999,10.0,3.1440807091405216,-0.10238526509135587,2.048345499283978e-06,-1.8091904706321994e-08,6.914035446524873e-11,-2.1516929981599117e-11,-5.790615396456558e-14,-6.719331656324468e-15,-1.8475432607184612e-16,2.2331112134825594e-18,4.776006100844129e-21,7.794096847849755e-17,-2.6631432349216712e-18,2.967105477966586e-20,-1.6881633288404866e-22,5.9281810268219756e-24,0.0,0.0,0.0,0.0,0.0,0.004923760018583925,4.008434455979021e-09,-3.467505350394493e-12,-1.2434806897617638e-14,1.4220311470302194e-14
500,500.0000000153111,0.005947398500080035,496.7655271191377,96.50854473482833,99.90728081469042,99.99999499629591,200.0,99.99999999999999,10.0,2.697000017595513,0.04351590578242616,-2.6718636151375938e-06,-3.4635133315504974e-08,8.007597718538129e-11,3.0750881521456004e-11,-6.587499156377667e-13,-7.866391343894195e-15,-3.9822581587932385e-17,2.7369441137701863e-18,1.0681055001053432e-20,8.663144957829786e-17,1.7712381789993813e-19,-7.887115404019605e-21,-4.158612636134934e-22,3.8085844115009764e-24,0.0,0.0,0.0,0.0,0.0,0.005158190524106613,7.716359662978562e-09,4.031153356306828e-12,-2.658917255525152e-14,-2.5410204483439752e-14
600,499.9999999929689,0.006149807265879117,496.28006341286937,96.62893803515746,99.83057331479368,99.99999470022244,200.0,99.99999999999999,10.0,4.03944431152863,0.01417520241629977,-2.142292400384178e-07,1.8957827750326442e-08,-1.056246131052013e-09,-1.2716620888136214e-11,-5.938800973823562e-13,-4.5214124253010236e-15,-1.7859791451539354e-16,9.498035287616633e-19,3.106677998433125e-20,2.3127139293604183e-16,-2.736876992978249e-18,1.1702783708777719e-20,-5.087072603426478e-22,-3.7128312732552526e-24,0.0,0.0,0.0,0.0,0.0,0.006617202372316937,-1.961043904520313e-09,3.5410821148530628e-12,1.5911563990005424e-14,-1.469637561249805e-14
700,500.00000002349094,0.0060233987056549365,495.71681964027096,96.01609599198959,99.94660278703122,99.99999113988765,200.0,99.99999999999999,10.0,4.333495825749315,0.07012146138183994,1.070232606382581e-06,-5.387814999675619e-10,7.41046337200414e-10,4.047606285692386e-13,7.194295825321827e-13,3.2369088464520916e-15,-1.9328861607879942e-16,-1.6046323829221671e-18,3.206154918315012e-20,1.1141382069487498e-16,4.033455319761058e-18,-4.3409264496309814e-20,8.497030389497129e-23,-3.855969329896696e-24,0.0,0.0,0.0,0.0,0.0,0.0057474316444490105,1.9558573728627743e-08,-6.713675323591817e-12,2.2071496457002268e-14,1.950391011212266e-14
800,500.0000000030063,0.006851477980085034,495.02464256554214,95.40235374235792,99.76086754204634,99.99998959413777,200.0,99.99999999999999,10.0,5.406748394011966,0.06911671375986136,6.956779851470992e-07,1.2155567222235069e-08,-1.1076706952543401e-09,-1.2802337376051069e-11,-7.078518827459564e-13,5.182463066540497e-15,-1.7147438469576628e-16,2.590832042468228e-18,-2.5641302179446625e-20,1.9354173075663625e-16,-1.5105377332160009e-18,2.90464291586223e-20,5.180116004214346e-22,-5.556080394898827e-26,0.0,0.0,0.0,0.0,0.0,0.006743261215465482,2.1552090846243925e-08,-1.1715670617624948e-11,2.54446323780525e-14,-9.490852908799976e-15
900,500.0000000156356,0.008203631899997666,494.9543633062886,94.52538002482031,99.64617750424661,99.99999536461405,200.0,100.00000000000001,10.0,5.537031003206929,0.06666791388563667,9.442837963053447e-06,2.2492826846957355e-08,9.218383902928439e-10,2.0734864724518983e-11,4.300042718592993e-13,-1.1095842417025791e-14,-5.363514616133726e-18,1.8196199144677446e-18,-1.8316749470439362e-20,-1.111411483468226e-16,-2.812674617758544e-18,-2.584408562746968e-20,-1.6327137851234353e-23,-4.5227687107033886e-24,0.0,0.0,0.0,0.0,0.0,0.008411171104793932,2.6686740748631382e-08,-1.618664473839076e-11,2.7442078377830374e-15,1.4449569035768335e-14
1000,500.00000001733986,0.01052567009995812,494.0761249224034,93.93127044849832,99.67626701188982,99.9999940828902,200.0,99.99999999999999,10.0,6.620816648290091,0.4882273992007714,9.841192794097401e-06,-1.721110723687539e-08,-5.562497764904621e-10,-2.9586369371558606e-11,6.686291192098494e-13,3.620744212509579e-15,-1.0170537467785669e-16,1.2678442374237488e-18,1.81803440793306e-20,6.107955182095424e-17,1.5022061722843482e-18,1.4779556145518906e-21,3.687082469890507e-22,6.048563363203853e-24,0.0,0.0,0.0,0.0,0.0,0.009727317867971869,3.2803621938154186e-08,-3.243014850180871e-11,1.656922779369757e-14,3.228821794392103e-15
1100,500.0000000378939,0.011125656696083366,493.5866780106919,93.92452890410762,99.5643384747703,99.9999941472379,200.0,99.99999999999999,10.0,6.236889763758409,0.3521033356227195,1.5403202808900338e-05,-2.6817623458432383e-09,1.2538941240011233e-09,1.7281110112653752e-11,3.5697851735785025e-13,7.792347106685995e-15,1.0725873023103527e-16,-1.3283817704028393e-18,-1.382978872182821e-20,-2.023727751249789e-16,-1.7645577992512865e-18,1.0403048525256634e-20,5.312255231059633e-22,4.910361119224963e-24,0.0,0.0,0.0,0.0,0.0,0.01063670644363748,3.0120254395450695e-08,-4.5959339842650094e-11,1.0984338055037133e-14,-1.4383131719234245e-14
1200,500.00000003629714,0.011544748620733809,491.6807538272302,92.46000705236489,99.61397762386606,99.99998752936071,200.0,100.0,10.0,6.636283719151677,0.5306192971760864,1.1001426953270942e-05,2.285373890890094e-08,-5.411426120048872e-10,-2.3020283561457934e-11,1.8591940882640393e-13,-7.045610827815315e-15,-7.643341664342118e-17,8.585755090009872e-20,-4.357550423435117e-21,-7.17725777128238e-17,3.7607480055931666e-19,-3.3326423788266934e-20,3.162962454888534e-22,6.91415115970558e-24,0.0,0.0,0.0,0.0,0.0,0.01265894924367651,1.6449055088241217e-08,-3.841775820221915e-11,7.179751142814916e-15,-9.924069644458288e-15
1300,500.0000000296928,0.013524510077573718,491.52752474803935,92.77256340819648,99.46457625587509,99.99998240942051,200.0,100.0,10.0,8.224998249481512,0.4029924592814768,1.6045937244390777e-05,2.7043159798955983e-08,5.548638051855058e-10,-1.3630200844717607e-11,6.835632411562958e-13,-6.392776167861622e-15,-1.8620488989108215e-16,-1.881824397026517e-18,1.7299450863639406e-20,-3.307161336783068e-17,1.9600094247714507e-18,2.2738906003785985e-21,-4.1905814694924175e-22,3.687753194221841e-24,0.0,0.0,0.0,0.0,0.0,0.013777204122625236,2.7122455429843346e-08,-2.7737601383735914e-11,-1.5831810501116263e-14,6.684450402859472e-16
1400,500.0000000422922,0.01275034601192008,490.32925795690807,91.8403097305703,99.35276419830201,99.999980948718,200.0,100.00000000000001,10.0,7.933047567690764,0.5761148897052412,1.939632097288823e-05,-1.0818202731618484e-08,-9.325245305596223e-10,8.205112768609917e-12,2.0598484279275164e-13,-5.783768859323635e-15,2.0801921438501259e-16,-2.6042517319652566e-18,2.541433390518186e-20,1.0060938626151093e-16,-3.735929893166478e-18,2.9433578924706596e-20,3.3842549137357166e-22,6.795434698359862e-25,0.0,0.0,0.0,0.0,0.0,0.015375196219829497,4.545955766394992e-08,-3.134689189577379e-11,-2.37648215927424e-14,-4.2107560675059055e-15
