milliseconds,NatP,MisP,Ub,E1,E2,E3,DUB,Proteasome,ROS,E1_Ub,E2_Ub,E3_MisP,MisP_Ub,MisP_Ub2,MisP_Ub3,MisP_Ub4,MisP_Ub5,MisP_Ub6,MisP_Ub7,MisP_Ub8,MisP_Ub4_Proteasome,MisP_Ub5_Proteasome,MisP_Ub6_Proteasome,MisP_Ub7_Proteasome,MisP_Ub8_Proteasome,degUb4,degUb5,degUb6,degUb7,degUb8,totMisP,refNatP,AggP,SeqAggP,AggP_Proteasome
1000,500.00000001946495,0.01127459724200773,494.2319816671669,94.32154651973892,99.72660908250907,99.9999972944044,200.0,100.00000000000003,10.0,5.948711947793092,0.400238796489807,8.84040548925762e-06,1.9360131586802854e-08,-1.5367994532000448e-10,1.0411370714792071e-11,-5.85764057699887e-13,-1.1019954691534347e-14,1.9631129546236305e-16,-2.0550958477113264e-19,-1.9100420635748482e-20,-1.7418242381833146e-16,-1.775498397174734e-18,-4.1190341210336684e-20,-4.1366803881686007e-22,4.911376505093719e-24,0.0,0.0,0.0,0.0,0.0,0.00951822875481561,1.7577934990478095e-08,-2.7879517197719574e-11,-2.881073805189709e-14,1.3422397621341764e-14
1100,500.0000000285277,0.012389605186615077,493.57128088642827,93.72424998341887,99.61988648950997,99.99999260387719,200.0,100.00000000000001,10.0,6.510259088703881,0.24884730369594382,8.751293260930827e-06,-1.7391755187921802e-08,7.598285435700695e-11,-1.2329010387376261e-11,6.43184180446983e-13,1.1661558027286708e-14,-6.8978251482843e-17,-5.360913918798056e-19,2.891063047257187e-20,1.7000878886132286e-16,2.4659647441842717e-18,-3.37574179929721e-20,-5.591450306891314e-22,6.637941008828971e-24,0.0,0.0,0.0,0.0,0.0,0.012302113589943597,1.0117647569818482e-08,-1.9241769491864362e-11,-2.7243611523387472e-14,3.372625083797909e-15
1200,500.00000003567203,0.01259623162683688,492.894567637991,93.41439184248655,99.42275071641214,99.99998275739253,200.0,100.00000000000001,10.0,7.13046252489837,0.4055737060126442,6.7676745171306305e-06,4.35607013784389e-09,-1.1826526366199064e-09,-1.6383845723661236e-11,-1.0415481284291294e-13,7.331770892481722e-15,1.0728069256548815e-16,1.4288611091403342e-18,3.385801485271921e-20,4.853331282369718e-17,2.1677795298997994e-18,3.3719403192180665e-20,4.871924390428491e-22,-2.3689296671436812e-24,0.0,0.0,0.0,0.0,0.0,0.01227081427336426,2.5937230600899463e-08,-2.885516124087394e-11,4.727308574709991e-15,-4.198919191509293e-14
1300,500.00000003017436,0.014320539488251452,492.3396069239774,92.27502294228228,99.3862938561757,99.99998806358857,200.0,100.00000000000003,10.0,7.572525114019089,0.6875920429661574,9.87697780130915e-06,-1.6514324894657638e-08,-2.577698288668119e-10,-5.83774596216417e-13,-1.8138627601372647e-13,-8.69371855848305e-15,-1.1880557463398948e-16,2.250350262123887e-18,-2.792798224463645e-20,-1.4290029885355316e-16,-2.4756933949025706e-18,-4.1104440676035747e-20,3.608470930464876e-22,-6.393095893484566e-24,0.0,0.0,0.0,0.0,0.0,0.012293373530792403,3.8612365696303655e-08,-3.225305428895088e-11,7.110586303895404e-15,1.9186560514509237e-15
1400,500.00000003743446,0.014999069923418462,491.3214178768234,91.2723928948676,99.21690790715735,99.9999834362006,200.0,100.00000000000003,10.0,8.467379103465234,0.5175007370938045,2.2800932683125138e-05,-8.619933883396038e-09,-6.070969321858509e-10,-1.2502860441674665e-11,-3.2517323082372994e-14,1.3268700689764827e-14,1.6395912761551257e-16,2.8362542940092215e-18,-3.2292476157727174e-20,1.056654563294837e-16,3.497187875170271e-19,-4.3032740211596256e-20,1.707215061641995e-22,6.3842959413539844e-24,0.0,0.0,0.0,0.0,0.0,0.014127439045335926,2.8748341139210222e-08,-5.028367027737321e-11,-1.1186589516656944e-14,-1.4705603934627385e-14
1500,500.0000000406565,0.01388264454317551,490.36166206090115,90.77997972846246,99.31768016172771,99.99998332993391,200.0,100.00000000000001,10.0,9.245957181581261,0.8406968925608648,2.213284894669756e-05,1.0973457662601896e-08,7.660946935588625e-10,3.164399813864333e-11,-1.3828469756596064e-13,5.476968600014051e-15,-1.4555601219185843e-16,1.4860946605468546e-18,-2.7618273653000005e-20,-2.6449192538751495e-17,-8.1970849841331515e-19,-2.8856477015773226e-20,-4.0180039778172484e-22,-5.5899674634821334e-24,0.0,0.0,0.0,0.0,0.0,0.014132520563691,5.476064075178293e-08,-7.288686599786587e-11,-1.6484644539812055e-14,-1.27464173507461e-14
1600,500.00000006312337,0.015971997618957044,489.7448032490777,90.40508510384082,99.0853263136136,99.99998165490472,200.0,100.00000000000004,10.0,9.20144985119848,0.9010763019138445,2.1892275525311672e-05,3.2079879465308065e-08,-6.525020207087214e-10,-6.736924383331714e-12,-8.209963590857766e-14,-1.0446197281807074e-14,2.048911259813358e-16,2.891090581186944e-18,-1.2980636093426271e-20,1.4307636931196623e-16,-6.556757668107478e-19,-2.941916658171751e-20,-9.448782696838439e-23,3.683236955748078e-24,0.0,0.0,0.0,0.0,0.0,0.015586474546408402,6.61233870885763e-08,-7.073863746890049e-11,-5.484559432558775e-14,-2.3028975194161393e-14
1700,500.0000000512756,0.01825701489060153,488.63255758323004,90.86527989177056,99.09823735841387,99.99996957161154,200.0,100.00000000000004,10.0,10.278867959035942,0.8178531650653387,1.8595805205265156e-05,1.467062560308149e-08,-7.415582612346711e-10,-9.639794427955067e-12,5.318476166267126e-13,-7.915854743852865e-15,3.919518706212076e-19,-4.2890110594745117e-19,-2.255739195353086e-20,-1.0650815899141307e-16,-3.915572279131018e-18,1.4882220434365767e-20,4.7906322123949653e-23,-7.330711281337416e-24,0.0,0.0,0.0,0.0,0.0,0.016042400169840695,5.240042395390606e-08,-7.937249037261998e-11,-6.678010388470543e-14,-3.2329815491643765e-14
1800,500.0000000498043,0.01657401962241368,489.38104527380136,90.0927608879647,98.87597110798542,99.99996725928294,200.0,100.00000000000004,10.0,10.838973508382255,0.7938874535747361,2.102310774995137e-05,1.8720880021554514e-08,-2.92130218626494e-10,-1.6069190535455466e-11,-7.116084806602886e-14,1.094580444904663e-14,-2.156669815240427e-16,4.849269799398336e-19,3.549931862997768e-20,1.3347474066898027e-17,1.0946176302112706e-18,3.5482432850003075e-20,-4.758443625751917e-22,4.181702865645733e-24,0.0,0.0,0.0,0.0,0.0,0.016561629079283602,7.204253000876632e-08,-8.359052709915571e-11,-4.549667285540795e-14,-7.148455444770755e-14
1900,500.0000000662586,0.018153182587997172,488.40812341667987,88.93572471644514,98.85665061995192,99.99997186027605,200.0,100.00000000000006,10.0,10.350233893123443,1.10470272410235,3.561635955634387e-05,4.46734448214566e-08,1.1960657299582631e-09,2.4495048513350768e-12,4.661133325572187e-13,9.791956512812797e-15,-1.450268704548286e-16,-1.6126606685599677e-18,5.2793031696254555e-21,8.497470596132292e-17,3.0549874442225804e-18,4.3121577705114064e-20,4.443369684647911e-22,-6.4603021617355754e-24,0.0,0.0,0.0,0.0,0.0,0.017686863943723517,5.813251522796338e-08,-7.732294626317826e-11,-5.109243658173611e-14,-7.569743584472226e-14
2000,500.0000000818394,0.019713106487273854,488.0523002977208,88.45244730415062,98.8482394319844,99.99996156953067,200.0,100.00000000000007,10.0,11.624325402001904,1.130372395917759,2.813252179719288e-05,1.740361029062608e-08,-7.999151885392953e-10,-9.346559035659373e-12,-1.5959346319294676e-13,6.451091860422818e-15,-5.597630050609168e-17,-4.781492317281753e-19,3.636837311733767e-20,-1.3108569891300259e-16,-8.446252529135549e-19,-2.604212741435791e-20,2.1153995969336344e-22,-3.474650694701204e-24,0.0,0.0,0.0,0.0,0.0,0.019479484251669496,9.305923372416667e-08,-1.1262567158444675e-10,-8.770057417967497e-14,-6.102014139678329e-14
2100,500.00000007825105,0.021180009484370554,487.3710972403346,88.4292779448221,98.66353743626425,99.99995936815007,200.0,100.00000000000006,10.0,11.611182052421627,1.4613405146382585,3.664187390073895e-05,1.4024713289427607e-08,-1.1361020473244563e-09,2.6313482855498573e-11,-4.872918841728202e-14,-7.90735972721426e-15,1.3357591465769536e-17,-2.46433418799172e-18,-3.5413422430046044e-20,1.7882288627766763e-16,3.3507562747118106e-18,2.549007450707002e-20,-7.099295303709155e-23,7.217067907254727e-24,0.0,0.0,0.0,0.0,0.0,0.022395819026198173,8.92874507791939e-08,-1.0368269517691982e-10,-7.748536894534595e-14,-9.077975384063754e-14
2200,500.0000000850361,0.02311799378975221,486.5276290787595,87.75005126916633,98.58008159061454,99.99995875650643,200.0,100.00000000000006,10.0,11.573194014805983,1.2310024642109496,3.772000534913553e-05,3.766831387287665e-08,1.0385058683080938e-09,2.340861778938295e-11,-3.259234878261784e-13,9.110842537918668e-15,4.88550833542257e-17,2.0860212667351186e-18,-3.16543984200354e-20,-3.627013156440437e-17,1.7124941500297293e-18,1.9969740482044853e-20,-4.955693597010908e-22,2.98390801525299e-24,0.0,0.0,0.0,0.0,0.0,0.02245759383520831,9.068274691623486e-08,-1.1620838129248802e-10,-1.0081178799269487e-13,-7.877814318631256e-14
2300,500.0000001031282,0.022261421290077073,485.3904254486055,87.90314977705927,98.44610067398305,99.99996113264658,200.0,100.0000000000001,10.0,12.781829470189688,1.3757581435487696,5.009856340417675e-05,6.322740339360693e-08,-7.594721988341825e-10,-3.10120440199315e-11,3.8716112444562565e-13,1.1796344922645564e-14,9.147077396035674e-17,1.6622737425655294e-18,5.830780453226423e-22,-1.6015830741772167e-16,-5.1376115874899315e-19,2.567937958104857e-20,2.0003840612663017e-22,-4.5032400013979025e-24,0.0,0.0,0.0,0.0,0.0,0.02171431415773123,1.0677451990184408e-07,-1.1214441530320442e-10,-1.2369316430841666e-13,-9.791240009824867e-14
2400,500.0000001283862,0.025347375279803817,486.1252862642303,87.42167361000975,98.20438413787971,99.9999472300007,200.0,100.0000000000001,10.0,13.458637166567328,1.804146015246553,5.494503019808749e-05,2.510489718139064e-08,-4.999152599116936e-10,2.342986917195227e-11,6.340312574970424e-13,-1.293407358402515e-14,-2.0890440919536493e-16,-1.3464095966619322e-18,-1.5578056515989154e-20,-1.2834127080107688e-16,-3.3651613829738243e-18,8.082249857728013e-21,-3.3846990785944657e-22,1.5321503406980782e-24,0.0,0.0,0.0,0.0,0.0,0.024013111987273253,1.0279351641300647e-07,-1.4340276552350863e-10,-1.3875549042124188e-13,-9.749815885338533e-14
2500,500.0000001111801,0.02562723513460709,485.12063231474133,87.02060245284656,98.26043405754282,99.99995328645646,200.0,100.00000000000014,10.0,13.116064618030101,1.7374846382752887,5.8031900646147926e-05,2.9262630980988862e-08,-6.276309601461026e-12,-1.1420732006678127e-11,-6.795641360444742e-13,-3.3642347602640623e-15,7.538043030721382e-17,1.7104507251298877e-18,-3.701906964285328e-21,-2.285497271312176e-16,3.365989930287018e-19,-4.874304414312569e-20,4.629596762005206e-22,-1.396800086050359e-24,0.0,0.0,0.0,0.0,0.0,0.024798581138663546,1.3963267867714984e-07,-1.5278178998758299e-10,-1.549335480726755e-13,-1.1250769769834203e-13
2600,500.000000139529,0.026138723251770527,484.5971439372136,85.73991969432652,98.2213743710621,99.99994034261961,200.0,100.00000000000017,10.0,13.796880418866637,1.9939442503700042,5.861256143680903e-05,8.675438679544046e-08,6.531883484022424e-10,-7.103506981173012e-12,-5.662119676571765e-13,-6.351181055990373e-15,-1.75219818420269e-16,-1.3244978305757868e-18,-1.2053043249326944e-20,5.292357031426251e-17,-1.4661947299227154e-18,5.645011968539849e-21,-3.0186006998111326e-22,-7.212910223776324e-24,0.0,0.0,0.0,0.0,0.0,0.026080461299859505,1.2627056355005587e-07,-1.567934496291751e-10,-1.153167932646429e-13,-1.564785263274494e-13
2700,500.0000001483642,0.026943110980300996,484.26990110499423,85.18719816944171,97.81408433234076,99.99994279838825,200.0,100.00000000000016,10.0,14.844854338650675,1.8857319523110136,6.320427341010344e-05,1.0505184581089929e-07,4.0998822637438375e-10,2.8904542480489963e-11,1.3773198930342562e-14,3.745834401304247e-15,1.0811166937668671e-16,-1.7646163978466438e-18,-2.3739080722560604e-20,5.040331931578267e-17,2.6467327196276755e-18,9.113845939351286e-21,-2.924989326071665e-22,3.881524154286596e-24,0.0,0.0,0.0,0.0,0.0,0.027364153014603147,1.3861216977351038e-07,-1.642432022383083e-10,-1.6486633684502663e-13,-1.905919285110331e-13
2800,500.0000001489603,0.029109051260675402,482.99234652971234,85.05264772900551,97.72996413115042,99.99993018593007,200.0,100.00000000000017,10.0,14.112098099520589,2.258848878593165,6.224061709915472e-05,6.187400448435164e-08,7.420945330495642e-10,-2.97892862080808e-11,-2.4107744366341703e-14,1.006744990363013e-14,5.4395609860952587e-17,-1.991533700818695e-18,-3.278900359317972e-20,-2.4448006897608805e-16,-1.4873076021860928e-18,3.39427109624354e-20,-2.934053808529645e-22,-3.151378610780406e-24,0.0,0.0,0.0,0.0,0.0,0.027651820513006072,1.69223689752962e-07,-1.7779315438413204e-10,-2.0704453701731092e-13,-1.6945758319972598e-13
2900,500.0000001658689,0.029393159863949032,482.91051846217096,84.68517389118176,97.75467202789292,99.9999223784888,200.0,100.0000000000002,10.0,15.041919513366143,2.384025013009896,7.549872466516273e-05,1.2997485994824803e-07,-2.858005906240441e-10,8.863216736566333e-12,2.594818006130524e-13,3.1077048395540217e-15,-6.435379242681322e-17,-2.3214444141289676e-18,-1.5013491269323343e-20,-9.506350964867054e-17,2.4853575198068508e-18,-5.497058729743731e-20,-3.718241363060067e-22,3.85220082115029e-24,0.0,0.0,0.0,0.0,0.0,0.028985571686614656,1.8303983712193274e-07,-2.1016716265839757e-10,-1.9643652144349695e-13,-2.2847520789544577e-13
3000,500.00000018667356,0.030828170105343226,482.24640380738026,83.88859202153965,97.4415528341151,99.9999270894874,200.0,100.00000000000023,10.0,15.110374515481308,2.3962893703299044,8.175277865303406e-05,8.160703734495687e-08,6.452200725755327e-10,3.973600071918431e-11,-1.7201618793864963e-14,1.292758077097583e-14,7.723463593020001e-17,-9.03449913562572e-19,2.6419910940999064e-20,2.0173649711473624e-17,6.838673346810001e-19,3.420024203507335e-20,4.867263598782148e-22,4.063977454097013e-24,0.0,0.0,0.0,0.0,0.0,0.029589816058468454,1.889887362860123e-07,-2.1350227198370323e-10,-2.2741872710850365e-13,-2.439881506354171e-13
3100,500.0000002030621,0.029805338578558677,480.7273357206869,83.79878046380153,97.404832478114,99.99992323242768,200.0,100.00000000000024,10.0,16.485437126765156,2.4733685756271035,7.831148651933966e-05,1.5595550147997618e-07,1.7057361845078619e-09,1.7730452657064098e-11,1.8279101487955124e-13,8.017493763466255e-15,-9.945723950783563e-17,1.7697023251903345e-18,2.298808408547685e-20,-1.7063680436536136e-16,-2.8208241254176107e-19,-4.6246618985984615e-20,4.77736314180339e-22,-2.768386590606575e-24,0.0,0.0,0.0,0.0,0.0,0.029806191188455896,2.0612664764644876e-07,-2.354884886883841e-10,-2.6173428777551217e-13,-2.31313538063448e-13
3200,500.00000020480115,0.032251589739215436,480.84780441838353,83.46764728838103,97.1743377763341,99.99990759064323,200.0,100.00000000000026,10.0,16.554144009275152,2.814754792857593,8.229156287945863e-05,1.3024306541774168e-07,8.824365071494106e-10,-4.663601705132809e-12,1.8017103198996563e-13,-1.3009627779915753e-14,1.6628215813115912e-16,-1.370184249958422e-18,-3.807248598465571e-20,1.322233507963931e-16,-1.9929074161274e-18,3.3435207341542384e-20,-9.211115503201128e-23,6.263188428242924e-25,0.0,0.0,0.0,0.0,0.0,0.031049269020355843,2.1279128121660623e-07,-2.565366190102415e-10,-2.9580447191528155e-13,-2.693491254314061e-13
3300,500.0000002063178,0.03167087365819578,479.767295583676,83.91804351508031,96.92771312454917,99.99990583742353,200.0,100.00000000000028,10.0,16.385392125809087,3.032817514205848,9.715080433904574e-05,1.796150543257607e-07,2.5368194862883045e-09,4.524802951466601e-11,9.022785522769068e-13,4.75227836048518e-15,-1.246151317081501e-17,-6.479637390721829e-19,3.1695929822564414e-20,2.646092201942945e-16,2.1038228021710074e-18,4.809729286447857e-20,-8.489629461711843e-24,-3.0965238465198582e-24,0.0,0.0,0.0,0.0,0.0,0.03226961417957102,2.065289550879213e-07,-2.5596005555942173e-10,-3.059315482048537e-13,-2.7863385710493054e-13
3400,500.00000024256155,0.03412786176030276,479.4963664872013,82.86812797895307,96.93778609483331,99.99990530614585,200.0,100.0000000000003,10.0,16.431021689676427,3.0049509177857394,9.198946235613484e-05,1.7981304554276836e-07,3.6619925104788126e-09,5.036597774066385e-13,-1.938721394507759e-13,-8.969730366962964e-15,2.873125155218432e-17,-3.582242943186805e-20,1.2564863510614936e-20,2.9301773781878637e-16,-3.3050914191989413e-18,3.9703150373700794e-20,-1.9146848700928877e-23,-3.9552469933473835e-24,0.0,0.0,0.0,0.0,0.0,0.03430358656143175,2.2742005479834456e-07,-2.6892138673631394e-10,-3.2000254978212985e-13,-3.3212012109172577e-13
3500,500.00000023600967,0.03595601915026781,479.4856429926128,82.19836179707748,96.80816259526925,99.9998967807527,200.0,100.00000000000036,10.0,16.945621620265463,3.2997240359241027,0.00010025519953459238,2.4078688718665595e-07,4.721092770872586e-09,5.416736816061039e-11,1.729403469481893e-14,-3.3485879144520432e-15,8.562442550986579e-17,-2.308521033622756e-18,7.301409545142183e-22,2.876851391814364e-16,-7.771352933046871e-19,-1.31501742134111e-21,3.9841370947644e-22,-3.26995173187716e-24,0.0,0.0,0.0,0.0,0.0,0.03361552818962743,2.4440471729802855e-07,-2.880261257197497e-10,-3.653831366490364e-13,-3.3230736392801355e-13
3600,500.0000002444395,0.0345937253481266,479.1433852078064,82.07720654085392,96.65217248080877,99.9998950976899,200.0,100.00000000000034,10.0,17.5928949828823,3.584363023547924,0.0001082619401510729,2.742985389113838e-07,3.892485384285078e-09,4.465207950383064e-11,-1.6327106213688425e-13,-4.049990670699836e-15,2.1625332616931965e-16,1.5831389778983166e-18,1.417872669989735e-21,2.629220495512945e-16,1.5558003073391947e-19,-8.75448211243038e-21,-3.2509080958788897e-22,-6.395948511841338e-24,0.0,0.0,0.0,0.0,0.0,0.03568933222577976,2.4887517420663687e-07,-3.133905589224164e-10,-4.0894259364097706e-13,-3.7267873664550093e-13
3700,500.0000002768724,0.03749584322824048,478.6590997194686,82.10229035746931,96.5487974492786,99.99989020409032,200.0,100.00000000000038,10.0,17.57942217827519,3.7984830568154138,0.00011278368468036138,3.0909091323053865e-07,6.631739453601556e-09,5.909699608635039e-11,1.0796687290165716e-12,-1.6172656517076097e-15,2.1113236382208755e-16,-1.4507233877780447e-18,3.418979693911117e-21,3.6456341264806695e-16,4.079538498689868e-18,4.2675526990933065e-20,1.348641391208382e-22,-5.481978711293144e-24,0.0,0.0,0.0,0.0,0.0,0.036379185607847,2.7770104203070365e-07,-3.2089412326876887e-10,-4.2288681829358094e-13,-4.4062391090391344e-13
3800,500.0000003001256,0.037604737237126803,477.4016123539289,81.43626201765866,96.01048428605223,99.99988043808078,200.0,100.00000000000043,10.0,18.90603653158545,3.823026567144297,0.00012556041132593803,3.844505178907642e-07,7.765766149598322e-09,8.075141599877015e-11,1.143583759078993e-12,1.1951501142551121e-14,2.8018296596515185e-16,3.417987188185961e-18,-2.7949787993236666e-20,7.922186008597176e-17,5.18689445860755e-18,6.220045913220679e-20,-7.480829471325107e-24,-2.3877894699370488e-24,0.0,0.0,0.0,0.0,0.0,0.03875177806744299,3.000457648636119e-07,-3.531049139641064e-10,-4.338457020849777e-13,-4.4803462179759066e-13
3900,500.00000029293017,0.038846522919999106,476.63075876086396,81.44477682152862,95.88596297289413,99.99987547096038,200.0,100.00000000000048,10.0,19.066161719983164,4.057024643512224,0.00012531269155564094,4.374170793291524e-07,9.275023410838704e-09,1.3362002886120895e-10,8.304455768044436e-13,2.2225627852931527e-14,1.7968353741192163e-16,-2.1668247506495766e-18,-1.413227338607138e-20,5.684395644639737e-16,5.781187867584268e-18,-2.029131032056903e-20,-2.683901414402944e-22,-3.448965455842083e-24,0.0,0.0,0.0,0.0,0.0,0.038868578450807156,3.149962588071357e-07,-3.757938476550156e-10,-4.648395316975053e-13,-4.956360909815357e-13
4000,500.0000003043371,0.039138889832891696,476.86499539634366,81.52542461060757,95.85461819681846,99.99986379326228,200.0,100.00000000000054,10.0,18.754584280336065,4.003512892018442,0.0001316879234728461,4.882619444483089e-07,1.1026643924792332e-08,1.7760298871744818e-10,2.764335520091645e-12,1.9071374446004692e-14,2.931028615948178e-16,3.7642811083629314e-18,4.1389325460286633e-20,5.370283504503415e-16,6.52256105045801e-18,6.417769898651369e-20,-2.3458041811124038e-22,-2.840791629307211e-24,0.0,0.0,0.0,0.0,0.0,0.04067190625468871,3.0514821425146977e-07,-3.7798186771476366e-10,-5.170947706618432e-13,-5.094972632824306e-13
