milliseconds,x0,x1,y0,y1,a,s
0,10100.023250245164,38399468834.277176,-7.566491175832983e-05,403.53403388940114,699.1504085599348,3.6100305311661223
100,10100.005327999523,40506587869.07634,0.00013602772064263166,-83.75381306499281,723.3318978638403,3.6096623863838233
200,10099.984541736776,40479222172.32617,6.612985963818879e-05,609.0909623527655,723.5734614436271,3.6094604938126307
300,10099.965843064567,40461392020.20263,0.00011516897548693936,1283.6304580033047,723.5918896466495,3.609298872320351
400,10099.912430197473,40501474058.95357,0.0003700204576219021,1003.8477415698392,723.5520866810871,3.6091208342852594
500,10099.918859618807,40468254937.50162,0.0004711157232726328,1184.0322154997646,723.1693029716564,3.608994433437227
600,10099.886588676336,40494269522.19425,0.00048538706228989166,1752.3175650487315,723.4658491614812,3.6089261749879364
700,10099.867451085036,40459786601.380394,0.0004788046933088746,2378.877136005424,723.4296947752023,3.608863957788437
800,10099.868589046298,40477580232.96647,0.0005451191572305478,2467.64232415784,723.4169996749346,3.6087936417546684
900,10099.856206263185,40491358956.6852,0.0005807510175051644,2998.754200518421,723.1993934149739,3.6087251382755094
1000,10099.83778235533,40464838375.085266,0.0007854441301229976,3132.662466959825,723.5741867586122,3.608704862319107
1100,10099.80545204846,40495202272.97319,0.0008300588686016538,3608.0180756489335,723.6510698825875,3.608691738613065
1200,10099.791450630095,40451739008.21388,0.0009103697681029298,3132.0144252408286,723.7329190559656,3.6086499689522546
1300,10099.776973346763,40491569512.97323,0.0008971982004384309,4083.665368883497,723.3021694088907,3.608597868606793
1400,10099.77591865995,40462409858.36759,0.0010239749375289646,3834.8323576424946,723.2688984195727,3.608612397216151
1500,10099.773709034785,40463750725.45703,0.0010601934141621931,4097.169758702492,723.6805707059017,3.6085815470693134
1600,10099.738504702991,40456626563.972046,0.0012359479703975362,4318.145238300921,723.1750986476776,3.608576640341692
1700,10099.718304732365,40478456686.44234,0.0012443116514414257,5313.8743059596745,723.7301251597497,3.6085710095857735
1800,10099.688382052358,40450921990.67542,0.0012964427472177823,5576.2236415502375,723.8332880815025,3.6085857923231215
1900,10099.671337106061,40495062830.42331,0.0014063681836849317,5129.713848327286,723.5311100292465,3.608562622565209
2000,10099.676120400974,40452754765.14699,0.0015254948132629423,5828.50146944815,723.7770700691731,3.608554360197398
2100,10099.644217695373,40491539115.65838,0.0014514267944818581,5700.45487872971,723.4500511345276,3.608571308917118
2200,10099.654654272703,40500275672.22286,0.0016491170689482883,6726.817033091185,723.621140309863,3.608513350841672
2300,10099.633302009288,40454369327.956085,0.0016606401099196213,6371.869610451479,723.6822689660806,3.608542709775098
2400,10099.619742482526,40498263285.73008,0.0017349869866931868,6577.893867410446,723.272315111258,3.6085351529153047
2500,10099.615322762937,40496500859.07095,0.0017828317902930288,7262.889629050557,723.5022467194474,3.608539124954895
2600,10099.572571286695,40489275200.89653,0.0019955957564531616,7351.280110465837,723.5411876805515,3.608506975092095
2700,10099.58168746299,40452727183.58108,0.0020467422623900674,7998.393329021733,723.4739645406062,3.6085162004007585
2800,10099.53189746177,40455727541.91668,0.002064795008911231,8161.301484893963,723.4043578011898,3.6085529270624463
2900,10099.536977867303,40458266448.61023,0.0020749891332352394,8243.217092226776,723.5688717999913,3.6085032464223374
3000,10099.514447007905,40459616942.29227,0.0021654400242918474,8516.085799487773,723.1956206990958,3.6085063296927737
3100,10099.499049662138,40462200149.96637,0.002350545964582291,8967.286449738109,723.2432379605622,3.608508583653859
3200,10099.4699010106,40471078863.62677,0.002428547994495963,8984.126634757286,723.4001252113792,3.6084964669949326
3300,10099.470364157827,40474084933.10935,0.0024319407650610345,9657.107792934192,723.1489170728415,3.6085195313636147
3400,10099.445183480348,40456572425.97566,0.002552065162875629,9775.476893771096,723.7625633419528,3.60849504343247
3500,10099.419779702828,40464629132.16713,0.002593700714290493,9859.126906949086,723.7642450513861,3.6085424221737017
3600,10099.436088618215,40468428129.865425,0.002709060913433296,10511.527179930794,723.7748040217676,3.608504883486723
3700,10099.388918763765,40482933993.44493,0.0027192464083209684,10887.53219807017,723.4895316741159,3.6085069474544333
3800,10099.37858940327,40488984723.52527,0.0028002220884520064,11226.75416480106,723.1409772501094,3.608538507578802
3900,10099.374102118856,40446865847.82817,0.0029284756394562256,11049.817487900436,723.405844333635,3.6085380949034076
4000,10099.364430773594,40447916842.87223,0.002869541474102675,11816.802995639218,723.455932606229,3.6085062892798314
4100,10099.348210592565,40449244063.85053,0.0029650549041325596,12327.248605792334,723.7305727158368,3.608530532828211
4200,10099.323038476543,40463023198.606255,0.003169697230734602,11901.425701931696,723.5453879832227,3.6085450378681014
4300,10099.315050870955,40470996664.23341,0.003036520284808373,12154.199195076226,723.4316788409096,3.608496268215871
4400,10099.271785461597,40471126819.479225,0.0033159614602081685,12714.62084991939,723.6121462241413,3.6085160036051565
4500,10099.266996651892,40476492008.12765,0.0031857260110602632,13141.743141015688,723.1621893310239,3.608543642225728
4600,10099.260463355195,40446902983.52383,0.003415305819161555,13553.891226033295,723.4008781719708,3.608540346203205
4700,10099.229149730567,40496538976.25219,0.003512045640770137,13510.321408409345,723.5125153900666,3.6085348611938812
4800,10099.235150793507,40457789677.758736,0.0034256273424940276,14104.326447087935,723.7139773860725,3.608521796309455
4900,10099.189078970347,40485830396.4808,0.003488243909910678,14661.152732185326,723.7711108977951,3.608540335366566
5000,10099.186444290894,40453472377.40049,0.0035974499104001073,14606.753420911558,723.4275441043258,3.608540299715126
