miliseconds,Glci,ATP,G6P,FDP,PEP
0,0.03449994892724878,1.1898657428894652,1.0110148424914838,9.144084004893983,0.009499835740481273
100,0.034412135233452004,1.1394152406266003,1.0187573746444232,9.128928942865972,0.009548436791195044
200,0.03448617905894526,1.1260336790784897,1.0131232825262728,9.133270952777716,0.009508063279938868
300,0.03451362698531166,1.1252764442418053,1.0106940262441224,9.136976243073097,0.00950872701174
400,0.034518081324656995,1.1260168406834794,1.010277859900617,9.138656679513938,0.009512795316699359
500,0.034516373414878086,1.1265601932929228,1.0104138080439915,9.139451373706663,0.009515459841643845
600,0.034514590584479476,1.1265531059065166,1.010551124144929,9.140158407060763,0.009516966081610477
700,0.03451371286317382,1.126713514013334,1.0106047656859471,9.140806844548399,0.009518386627355883
800,0.03451282347286008,1.127448377522168,1.0106886688275925,9.141376761210083,0.009519503020988796
900,0.03451253801787772,1.1274900653475997,1.0106901856089887,9.142003908580131,0.009520105017463214
1000,0.034511849193276295,1.1275146369662516,1.0107818190425768,9.142127569348645,0.009521004537494287
1100,0.03451162118344009,1.127654364952183,1.0108052653800765,9.14246080159868,0.009521746444320241
1200,0.03451136499107507,1.1273319815079748,1.0108213400636925,9.142803263588242,0.009522190296485947
1300,0.034511376339519485,1.1277044426843463,1.0108225786216622,9.143120654683088,0.009522927341254933
1400,0.034510325131372296,1.1279654187876165,1.0108820839565542,9.143097865528576,0.009522930676372207
1500,0.034510397162953954,1.1273251668631974,1.0109067674064902,9.143222665649033,0.009523334118873373
1600,0.034510067132497886,1.1275806018622303,1.0109133589996961,9.143455505362772,0.009523657145468184
1700,0.03450950860799569,1.1279238165586545,1.0109853228281451,9.143516276015436,0.009524088826384353
1800,0.03450943952620274,1.1273082385655866,1.0109252598819243,9.14374328833618,0.009524228074042594
1900,0.034510208648848774,1.1281417366539845,1.0109529095569008,9.143651872885437,0.009524418663047025
2000,0.03450899421552415,1.1280942877171665,1.0109282437145461,9.143857455359814,0.009524125311555534
2100,0.03450990844164646,1.127358665589193,1.0109600240992853,9.143869027766112,0.009524606024867724
2200,0.03450970680270001,1.1279684834972838,1.0109308332891307,9.143759579490741,0.00952423718978903
2300,0.03450981429352296,1.127476388471303,1.0109701906058342,9.14400852103041,0.009524318538081774
2400,0.03450866026113981,1.1275211935529552,1.0109876966053937,9.144015541672859,0.009524435433440994
2500,0.03450923303678838,1.1276667838555083,1.0110349273848387,9.14398779209119,0.009524817155818264
2600,0.03450890311257798,1.127696598977813,1.0110053954647196,9.143832336344861,0.009524863561195977
2700,0.034509095458820714,1.1275782897026934,1.0109719345917858,9.144073728262663,0.009524677609829887
2800,0.03450911268410666,1.1281989164455766,1.0110116853988174,9.143843781587526,0.009524519091796543
2900,0.03450868835689976,1.1274499689858148,1.0110363915310336,9.14399326749724,0.009524741273652626
3000,0.03450939808959019,1.127422000375572,1.010976572363126,9.143870907605224,0.009524727526007968
3100,0.03450902901920404,1.1275381690848638,1.0109796251836083,9.144140192912943,0.00952514353582976
3200,0.03450887060634048,1.1278461405027682,1.010983805271447,9.144000461156608,0.009524867230542761
3300,0.03450921002613162,1.127723029254794,1.0109680943243713,9.144089536986824,0.009524930062608265
3400,0.03450958553470328,1.1273667372058873,1.0109901768693936,9.144056165357874,0.009525064639117214
3500,0.03450952167110091,1.127894098107402,1.011004943157509,9.14411600129452,0.009525065292175918
3600,0.03450949689107419,1.1281814842788418,1.0109624156873298,9.14392649139668,0.009525095286155732
3700,0.03450852440087879,1.1280943675237005,1.0110309880305621,9.144105847690863,0.009524732098708438
3800,0.034508992018588695,1.128182186897527,1.011007858423848,9.144031122418465,0.009524924118136588
3900,0.03450877451188573,1.1281972241317506,1.0110012406715525,9.14409849931451,0.009524636186182258
4000,0.034508854664933156,1.1280270808903632,1.0109914047501258,9.144099698383707,0.009524774658029424
4100,0.034508504072274584,1.1277102080906578,1.0110483954362801,9.143980106647687,0.009524938902083446
4200,0.03450953831803377,1.1274512881250058,1.0110031797192371,9.144156803743899,0.009524726572214554
4300,0.03450888756047879,1.1275737798280134,1.0109518192405946,9.143948346961215,0.009524929360230106
4400,0.0345096439752647,1.1276676460554085,1.010993582466192,9.144107064632532,0.009524642758413174
4500,0.03450884358545962,1.1275983069213524,1.0109352815259767,9.14403232883239,0.009525216750865336
4600,0.03450898633971779,1.1282499177796521,1.0109363175911752,9.14416830894938,0.009525118985934965
4700,0.03450885283097792,1.12790078198292,1.0109422290189314,9.143954489659178,0.009524939164914545
4800,0.03450913472704885,1.1276462397070541,1.011035640151705,9.144065525898363,0.009524966457623674
4900,0.034509564768919004,1.1274817322704074,1.0110080720572294,9.144167823108448,0.009524898282736425
5000,0.03450929795809007,1.12758846750675,1.0110002113854684,9.144123620966365,0.009525018657198825
