miliseconds,Glci,ATP,G6P,FDP,PEP
0,0.0345004966542288,1.1903353342689484,1.0110454578213477,9.1439834790613,0.009499791716610742
100,0.034412078124737025,1.1396420096708588,1.0186835288192155,9.12877498658156,0.009548103886188888
200,0.03448619913959413,1.1266350967143097,1.013070589460227,9.133378725647054,0.00950837419122432
300,0.0345147540780305,1.1252749184638813,1.0106920124476286,9.136965232429876,0.009508232166999125
400,0.034517909733291656,1.1257346332364528,1.0102853119468707,9.138587454298468,0.009512651953373084
500,0.03451676650635362,1.12643809254294,1.0103795748587012,9.139588268250346,0.009515187805427932
600,0.03451532546394088,1.126328519569647,1.0105696305908216,9.140209753452709,0.0095173375351918
700,0.03451393720070473,1.1266081108543824,1.010656627838568,9.141025774617482,0.009518539145244635
800,0.03451366239283286,1.127097702323786,1.0106614483551437,9.141572042939142,0.00951928289022557
900,0.034513190896588365,1.1275477220368706,1.0107167256141523,9.141826990036865,0.009520309785302225
1000,0.0345113193440751,1.1269757152659858,1.0107410963669616,9.142124565285304,0.009521038479718595
1100,0.03451096694578903,1.12717327979614,1.0107705404092315,9.142567317860403,0.009521636435522084
1200,0.03451148237218558,1.1270700999777183,1.010855632232446,9.142734471616821,0.009522026068395717
1300,0.034510673868523696,1.1276617748124347,1.0108777156255788,9.143112488499126,0.009522744120199579
1400,0.03451026039425863,1.1274002848728,1.0108567900752539,9.143141796081562,0.009523287848179539
1500,0.03450999012728587,1.1279997053359945,1.010948882139604,9.143431235238424,0.009523673595670782
1600,0.03451005504356024,1.1277624474203787,1.0109526734165974,9.143387518366408,0.009523723840546144
1700,0.03450978263622085,1.1278789247887486,1.010953703037667,9.143425765678423,0.009523947868044183
1800,0.03450958285947413,1.127995582090888,1.010974934174797,9.143644565908943,0.009523798909836413
1900,0.03450928574810095,1.1281266832395085,1.010958334485785,9.143714786122274,0.009524427214549809
2000,0.03450909512069218,1.1277565298784142,1.0110028550788766,9.143742314720756,0.009524447662783158
2100,0.03450928606061935,1.1279786921581454,1.010994647975027,9.143852834154663,0.00952425892158611
2200,0.03450964991926805,1.1279189348739733,1.0109863791372318,9.143872473312804,0.00952447840684409
2300,0.034509168959803424,1.1275820285371099,1.0110221598038533,9.14392604317912,0.009524380027012018
2400,0.03450996406323453,1.127873068872169,1.0109246957024622,9.143902508425649,0.009524899698024832
2500,0.03450872616471169,1.12743017144005,1.0109658481826378,9.143955553305224,0.009524885041146935
2600,0.0345088546605611,1.1279390168880474,1.0109834157276452,9.144040076693642,0.0095244085799591
2700,0.03450913310013279,1.127991090804317,1.0109974834024218,9.143893841470232,0.009524911842289995
2800,0.03450911847590788,1.1275831810888521,1.0109452747410455,9.143918210165076,0.009524490459487353
2900,0.03450955009281055,1.1275055335271011,1.011015604099666,9.144077349156113,0.009524961275449592
3000,0.034509443689525375,1.127636991085976,1.01099463232689,9.143993875188544,0.00952511107758303
3100,0.034509632339933594,1.1276205695985952,1.0109690695247253,9.143967827713837,0.009524684275788573
3200,0.034509672868328484,1.1276856083621816,1.0110415651960916,9.144029206252236,0.009524818053346153
3300,0.03450880170089632,1.1281783073105376,1.0109739310436456,9.14415081705176,0.009524926331844088
3400,0.034509792206453324,1.1280320843602736,1.0109512554927313,9.143979277799545,0.009524771654478147
3500,0.034509337867351365,1.1273827332336908,1.0109454089726062,9.144099546165336,0.009524758187867504
3600,0.034509075018578333,1.1280579152591035,1.0110338027674084,9.144009737869276,0.00952502216643815
3700,0.03450895121734055,1.127855761296311,1.010996204816117,9.144042695131338,0.009524676704800094
3800,0.034508894375021894,1.127772959322239,1.0109651878819887,9.144024799776597,0.009525060707280656
3900,0.03450860365721283,1.1273990245527488,1.0110283970516085,9.144163298426587,0.00952491962922758
4000,0.034508745596168525,1.127887083146043,1.0110372986623553,9.143954450264504,0.009525012155020092
4100,0.034508643756365615,1.1277289966655535,1.0109548212467463,9.144040458579955,0.00952516060657387
4200,0.03450957269571554,1.128127313917946,1.0109819327925043,9.144066813341738,0.009524667806671121
4300,0.03450925676372466,1.1275135491922836,1.0109756707166466,9.144083483770324,0.009525197044981778
4400,0.03450907748236052,1.1276679038117616,1.0109569190954708,9.144115384135135,0.009524630351384721
4500,0.034509530833479386,1.1274950116917934,1.0109648802574076,9.144092586928965,0.009524677622876064
4600,0.0345086587168903,1.1275038878104737,1.0109415016989867,9.143944139066184,0.00952482581431534
4700,0.03450859573985507,1.1279093817029269,1.0110274278997498,9.14411048797926,0.00952504170455181
4800,0.03450852133495686,1.1277639114476714,1.0109487181093846,9.143948845700296,0.009524616497825877
4900,0.03450942852699475,1.1279445975090021,1.010985555259755,9.144073114649007,0.009524892066570787
5000,0.03450983025986329,1.1281347378912183,1.0110376991623844,9.144065662032988,0.009525211395128796
