milliseconds,NT,NI,BT,BI
0,0.9996108087371283,0.09580958683621396,332.5711493182691,99.80368846876826
100,1.0000534260945708,0.2992624693731016,949.1517766730988,1930.5072238235598
200,1.0019284107875335,0.5283644475238847,620.7852978795537,3225.6404261255875
300,1.002394840420587,0.533443313928792,1041.2380502446508,4298.011517281824
400,1.002007411736558,0.8165208229287384,1547.9869024082636,5189.488814632587
500,1.0031572568923077,0.8404042810193403,2136.79926915049,6023.735172979667
600,1.0031157528342174,1.162870264966276,2482.0608890820745,6688.409229257042
700,1.0039566414176702,1.2953756513616002,2833.4141472450406,7084.519800207014
800,1.0038609374436993,1.4987376309145908,3020.4126718051116,7498.822862837256
900,1.0045130915185598,1.6956920842947896,3935.591998874081,7821.798119760162
1000,1.0053476144833926,1.7397641281293457,4545.051376316216,8026.929984399408
1100,1.006438650583824,1.7547010905140021,4210.528622779223,8146.508580690303
1200,1.0077619137259555,1.8662618968070548,5120.063412098886,8530.535905807432
1300,1.0068814623211932,2.0431467320214747,5544.62973815388,8445.969106600729
1400,1.0081228341857231,2.12476107655783,6210.198263408814,8593.794731024736
1500,1.0091164712191378,2.384726479240792,6609.192015959372,8911.929422639361
1600,1.0098114113476386,2.4273780627976738,6235.286884610123,8746.520203983775
1700,1.010125946122407,2.4800018989075507,6992.88046921694,8944.662007672723
1800,1.010257034862432,2.801940112670356,7647.132703698831,9072.464916548995
1900,1.01121523765682,2.765092131835865,7467.542810058274,8929.575173075325
2000,1.0124270999335083,2.844047430702416,8179.206481640025,9070.368585900816
2100,1.0126398044034934,2.91087297876359,8796.347174785411,8934.591671551158
2200,1.0123417084695174,3.1323359874297454,8506.819638796514,9247.786465959329
2300,1.0139691409901703,3.2252008082600474,8792.273342667384,9007.836713252664
2400,1.01458094108825,3.329604361674519,9827.579258492979,8994.684096984103
2500,1.0137730191881797,3.2632697415378416,9564.514746992374,8948.461385727633
2600,1.015159520533825,3.4613647534870906,10642.19426188878,8980.023751984014
2700,1.0149388358846039,3.3653445097727763,10206.550240025053,9279.946640897115
2800,1.0157377783541337,3.6640715000468327,10686.39562591177,9132.487746162265
2900,1.0173155624391284,3.7051136167377035,11511.574370641054,8969.499935247159
3000,1.017438055129706,3.5478729183559867,11132.066440855504,9274.423893982796
3100,1.017536964293238,3.631514516202691,11830.890086783547,9201.710891928915
3200,1.0181626994801338,3.7398303623789726,12289.67446376576,9168.426656041545
3300,1.0192595590208826,3.838484438494284,12775.76752253464,9047.612453371235
3400,1.0189969543169566,3.9361946008945643,13085.334728423906,9063.438649166208
3500,1.0198076512116991,3.8995601975230474,12906.62545676317,9272.321122967063
3600,1.0202442109819676,3.935710820444912,13749.224422694208,9126.116682411965
3700,1.0214541458735182,3.9778730495603782,13591.420405084675,9194.00584305816
3800,1.022575433000761,4.147722218203851,13807.064954366891,9117.950716550009
3900,1.0233947355082662,4.09200410099238,14377.534494341,9142.610141477078
4000,1.0229875583910217,4.291676876812703,14814.031103534184,9146.35441004407
4100,1.0236087253160349,4.306105840385544,15462.580911720206,9152.870435189403
4200,1.024623327366145,4.246705599041844,15199.436503230027,9144.72458812513
4300,1.0244061032539564,4.2162944131435705,15134.625151002809,9322.905834734198
4400,1.0263521236848585,4.362485826828589,15603.703122568908,9173.315766655065
4500,1.0256768071088358,4.437612851133265,16620.5825027146,8992.974623076103
4600,1.0275701661856487,4.351189132977171,16838.778529302846,8959.561701283255
4700,1.0273379967856615,4.560659104928843,16835.783274061392,9220.752839127905
4800,1.0288387392489178,4.493921151285322,17432.20437848708,8980.60211545861
4900,1.0291465268810918,4.466387569112058,17732.703581548612,8945.126580581853
5000,1.0292137431593376,4.47941108614915,17110.920517731127,9311.555746772683
