milliseconds,NT,NI,BT,BI
0,1.0005346726873001,0.0966180953507052,-374.63961950937954,34.136815988484216
100,1.0002213696584337,0.20441367152073792,64.72182268227601,1927.15016266959
200,1.0016471056187959,0.45589332055542453,1388.0692420833568,3274.47823107579
300,1.002141180562597,0.708366562714186,1814.1353069445381,4475.852655819661
400,1.0015701877166274,0.7420601695784027,1403.057097430406,5379.2303123483925
500,1.0032271448638646,0.8191823367188287,2180.2377062755213,6167.760183265279
600,1.0034748227399506,0.9941956716952314,3161.6116600302894,6591.968753601164
700,1.0036540124337694,1.2064651541513687,3348.1652129115746,7142.413340575111
800,1.0052346732426465,1.5220342270982508,4002.7534108002455,7289.512621018508
900,1.0044854529748457,1.4644203689630841,4350.868281611368,7708.372660502854
1000,1.005399830617669,1.5881025740656092,4538.4968934409535,7882.940491327882
1100,1.0058348706731435,1.8645910041451106,5062.679989655385,8091.401953079498
1200,1.0076073898168554,1.9310339438583375,5588.01105672249,8287.49553641485
1300,1.0075495735029611,2.2442228742712422,5958.500028548648,8491.720908096295
1400,1.0087369986786283,2.2527713074856783,6106.221904293133,8792.004028838122
1500,1.0090705600381986,2.3755795761651917,6775.919325093295,8956.900436964674
1600,1.0100745518686216,2.5541567868018307,6612.448986605482,8697.886124326711
1700,1.0105560061083896,2.7009304383538626,7279.232403622854,9059.071461991898
1800,1.0112271446997234,2.765585674820568,7216.484216537359,8884.57811309468
1900,1.010212649925858,2.6639585433375133,7381.956404978874,8984.288234007694
2000,1.0111579644091448,2.8910519888642328,7980.77926454687,9088.07720930636
2100,1.012056114688066,2.9981229085641754,8245.686018108432,8995.184045831053
2200,1.0136497566634552,3.076556395353225,9345.9756999554,8866.902754279432
2300,1.0140809809291385,3.170027817650851,9579.817953454294,9134.225820720534
2400,1.0135881282880093,3.322146909208891,9741.193884302098,8965.947196304081
2500,1.0140795855421743,3.2736864130710477,10140.709671400587,8933.01084859668
2600,1.0142865615213876,3.4057471556387764,10027.937069179341,9202.483659018664
2700,1.015509019168581,3.55028561816667,10280.546999867984,9034.041799877234
2800,1.0160875144896007,3.4576072321237947,10857.232872927223,8937.170890722913
2900,1.0169021712445148,3.6058703770040537,11388.397847649154,9222.940046291164
3000,1.0166838027784548,3.767752757227529,11879.041938304508,9254.209261376089
3100,1.0180196490871074,3.7322565092569255,12355.603768726303,8943.045827631535
3200,1.0184929816221415,3.8094878311347835,12723.23675882735,9297.319849885787
3300,1.0199147953334986,3.7380938798224133,12527.603231563533,9029.957910541167
3400,1.0197380836956855,3.8130268828875753,13174.007595925083,9124.83415707759
3500,1.0198235973063403,3.9085172615727166,13518.902013212992,9026.734953258745
3600,1.0217491023622676,4.01012214890472,13836.407099407748,9221.304335414992
3700,1.0207777363506105,4.174749555513904,14331.81449511754,9154.115466334903
3800,1.0225806200896068,3.9907894294606345,14011.481479119822,9034.726113536828
3900,1.0219339482219303,4.047694939567343,14514.655254305057,9141.276776734308
4000,1.023602968358398,4.33730986957328,15135.799436267913,9208.834493786831
4100,1.0247081436141798,4.304203340692488,14957.100630855552,8947.539567536502
4200,1.0252728062111909,4.172910198177022,15003.906118474975,8944.002510586171
4300,1.026016873795598,4.331972852188557,16036.330573735058,9049.670850969254
4400,1.0257589611046807,4.246126439549981,16384.244606398734,9115.226131648607
4500,1.0271630553928874,4.543628609120552,16378.511771404977,8993.273736635478
4600,1.0260900906065296,4.376104607216974,16103.525958004031,9081.840085750851
4700,1.0277333054615625,4.463200894205369,16602.193492642324,8978.287229498856
4800,1.0276783403765175,4.528690659971481,16833.78018997213,9097.733108918192
4900,1.028001457175402,4.498600821296233,16878.059951829226,9311.985031261429
5000,1.0294367210553754,4.633072305047312,17697.693936878248,9282.844864232178
