milliseconds,NT,NI,BT,BI
0,1.0002560233597046,-0.019963276314932322,-81.34451700891422,166.94418902136525
100,1.0012472063200006,0.09251330025943523,68.19297244803158,1851.8713434848971
200,1.0018399985161446,0.43102973962873226,733.7050639536262,3224.864342455544
300,1.0014234889008964,0.5163460769048017,1632.3856105933537,4226.4660068287085
400,1.0030064317083682,0.673631764166053,1469.3619409711164,5252.55114348529
500,1.0034595404353053,1.0094401154914445,2684.1983346644975,6177.282778334444
600,1.003936654043656,1.0927756080784867,2705.042776955531,6413.527401397179
700,1.0032774233625117,1.3550032791297966,2871.2702591532843,6947.095564803938
800,1.0051339845097425,1.411958549733672,3027.7824579792746,7361.764090564434
900,1.004899689831174,1.4559409051689827,3732.130571470423,7731.039962767116
1000,1.0054198258411207,1.8445972947716147,4029.3194585031133,7930.047507533451
1100,1.0059810978521067,1.8683503223353464,5139.966249627477,8182.152797352201
1200,1.006297833059605,1.8956242826675005,5404.293523918055,8566.04147659976
1300,1.0080184253572697,2.1630249872788796,5748.11234061457,8406.821908161368
1400,1.008371738508249,2.288155828149522,6018.073364545149,8682.139719439234
1500,1.0080586966315073,2.3429493282153766,6276.436444959514,8795.117263234795
1600,1.0099156653717307,2.497193288842153,6412.444069765543,8908.294255775241
1700,1.0102368550179839,2.6373719253218577,6575.3883918097945,8763.32255812809
1800,1.0108142723228672,2.813766979317837,7340.430972840833,8828.124745684945
1900,1.0104991917937534,2.679134911632338,7350.067451942192,9174.237802905234
2000,1.0123771517284335,2.880560853373242,8527.296148371104,9110.004096135963
2100,1.012139275907266,2.8990525807041716,8471.666394353562,8981.493647694215
2200,1.013475968880971,2.9863031931761435,9376.524897852612,9025.318471110797
2300,1.0136747005109052,3.030602655982512,9509.707354368382,8888.005973232113
2400,1.014305933092717,3.1462323667174226,9140.37947250661,9170.26782962223
2500,1.0153612801704388,3.42717097427356,10296.414183835845,8940.152339549632
2600,1.0148920121635994,3.338381497457058,9979.405975485575,8963.840261550704
2700,1.0161346112069274,3.422896040142901,10926.805031873178,9058.16053156473
2800,1.0165971213804577,3.4751147538524374,11422.53481395268,8947.68979206837
2900,1.0167788485176261,3.63568129624197,10946.436155352361,9143.720801304746
3000,1.0176930557678219,3.6557166433338915,11931.59561448933,9272.837831383615
3100,1.0186401569742523,3.804585486276707,11610.875971518622,8932.178180438954
3200,1.0185395876235104,3.7686286889212757,12524.280251630487,9258.303749091141
3300,1.0194754970707813,3.90028726651722,12591.64421262686,8988.071190247254
3400,1.019726675905402,3.8138994616666477,13067.943296991149,9321.364327481586
3500,1.0200485966550012,3.9381156164467623,13655.74278438358,8980.986599792697
3600,1.0212266678600352,4.112216019402548,13192.305808955378,9313.488510313256
3700,1.021070764496155,4.13530152043677,14220.764203481549,9108.642475688592
3800,1.0229803708264764,4.103078729938566,14026.191294018909,9290.641325089058
3900,1.022948018758602,4.130239903292911,14721.366158284394,8984.092836922555
4000,1.0231118942779076,4.304416895472708,14725.024923445366,9196.553475301764
4100,1.0232719573518576,4.205453071238381,14865.829714632746,9058.468006873056
4200,1.0244648455104646,4.304397829011226,15172.292247542438,9131.860820116055
4300,1.0243152463599225,4.419626703166522,15442.781631391581,8965.528973915141
4400,1.0265183939622828,4.375336561793674,15399.933015740331,9000.220402164941
4500,1.0256852147216995,4.461547090263496,16630.482573204685,8939.720792844582
4600,1.0263938938613315,4.408942448008341,16899.66972303018,9305.536915678556
4700,1.028134566658264,4.39114426014498,16540.809482066023,9022.009294949989
4800,1.028055488066091,4.478320319241972,16816.7648906756,8996.480636582086
4900,1.0284858938315427,4.419063493405547,17744.714245028183,9167.415166168112
5000,1.0291306294634548,4.608311443431154,18027.51361757276,8975.578628962357
